#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_30_0 , AIR2 , 2000-01-30 , 18:50 , BASE1 , 2000-01-30 , 21:55
LEG_30_1 , AIR2 , 2000-01-30 , 00:30 , BASE1 , 2000-01-30 , 03:24
LEG_30_2 , AIR10 , 2000-01-30 , 16:50 , BASE1 , 2000-01-30 , 19:30
LEG_30_3 , BASE1 , 2000-01-30 , 20:18 , AIR2 , 2000-01-30 , 23:33
LEG_30_4 , BASE1 , 2000-01-30 , 23:22 , AIR4 , 2000-01-31 , 03:16
LEG_30_5 , BASE1 , 2000-01-30 , 01:04 , AIR1 , 2000-01-30 , 03:44
LEG_30_6 , AIR4 , 2000-01-30 , 20:05 , BASE1 , 2000-01-30 , 23:42
LEG_30_7 , AIR12 , 2000-01-30 , 12:40 , BASE1 , 2000-01-30 , 14:09
LEG_30_8 , BASE1 , 2000-01-30 , 15:12 , AIR4 , 2000-01-30 , 18:58
LEG_30_9 , AIR6 , 2000-01-30 , 20:35 , BASE1 , 2000-01-30 , 23:54
LEG_30_10 , BASE1 , 2000-01-30 , 16:41 , AIR6 , 2000-01-30 , 20:28
LEG_30_11 , AIR22 , 2000-01-30 , 22:15 , BASE3 , 2000-01-31 , 01:46
LEG_30_12 , AIR5 , 2000-01-30 , 12:20 , BASE3 , 2000-01-30 , 14:10
LEG_30_13 , BASE3 , 2000-01-30 , 15:00 , AIR22 , 2000-01-30 , 19:08
LEG_30_14 , BASE3 , 2000-01-30 , 23:25 , AIR1 , 2000-01-31 , 01:54
LEG_30_15 , AIR22 , 2000-01-30 , 18:35 , BASE3 , 2000-01-30 , 22:08
LEG_30_16 , BASE3 , 2000-01-30 , 03:20 , AIR22 , 2000-01-30 , 07:33
LEG_30_17 , BASE1 , 2000-01-30 , 00:49 , AIR23 , 2000-01-30 , 03:13
LEG_30_18 , AIR9 , 2000-01-30 , 19:55 , BASE1 , 2000-01-30 , 23:35
LEG_30_19 , BASE1 , 2000-01-30 , 21:08 , AIR10 , 2000-01-30 , 23:25
LEG_30_20 , AIR9 , 2000-01-30 , 16:45 , BASE1 , 2000-01-30 , 20:16
LEG_30_21 , AIR23 , 2000-01-30 , 13:45 , BASE1 , 2000-01-30 , 16:33
LEG_30_22 , BASE1 , 2000-01-30 , 17:37 , AIR9 , 2000-01-30 , 21:25
LEG_30_23 , AIR9 , 2000-01-30 , 23:35 , BASE1 , 2000-01-31 , 03:09
LEG_30_24 , AIR1 , 2000-01-30 , 11:20 , BASE1 , 2000-01-30 , 14:19
LEG_30_25 , BASE1 , 2000-01-30 , 15:17 , AIR9 , 2000-01-30 , 19:03
LEG_30_26 , BASE1 , 2000-01-30 , 03:09 , AIR9 , 2000-01-30 , 06:53
LEG_30_27 , BASE1 , 2000-01-30 , 02:54 , AIR13 , 2000-01-30 , 07:00
