#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_19_0 , BASE1 , 2000-01-19 , 22:34 , AIR2 , 2000-01-20 , 01:51
LEG_19_1 , AIR2 , 2000-01-19 , 23:25 , BASE1 , 2000-01-20 , 02:27
LEG_19_2 , BASE1 , 2000-01-19 , 03:18 , AIR39 , 2000-01-19 , 04:15
LEG_19_3 , AIR2 , 2000-01-19 , 17:45 , BASE1 , 2000-01-19 , 20:47
LEG_19_4 , BASE1 , 2000-01-19 , 18:14 , AIR3 , 2000-01-19 , 20:41
LEG_19_5 , AIR4 , 2000-01-19 , 13:45 , BASE1 , 2000-01-19 , 17:25
LEG_19_6 , AIR5 , 2000-01-19 , 19:55 , BASE1 , 2000-01-19 , 21:06
LEG_19_7 , BASE1 , 2000-01-19 , 22:22 , AIR4 , 2000-01-20 , 02:11
LEG_19_8 , AIR6 , 2000-01-19 , 19:35 , BASE1 , 2000-01-19 , 22:49
LEG_19_9 , BASE1 , 2000-01-19 , 00:13 , AIR15 , 2000-01-19 , 02:44
LEG_19_10 , AIR6 , 2000-01-19 , 08:00 , BASE1 , 2000-01-19 , 11:03
LEG_19_11 , BASE1 , 2000-01-19 , 15:45 , AIR6 , 2000-01-19 , 19:27
LEG_19_12 , AIR7 , 2000-01-19 , 13:15 , BASE1 , 2000-01-19 , 14:14
LEG_19_13 , BASE2 , 2000-01-19 , 01:10 , AIR8 , 2000-01-19 , 02:26
LEG_19_14 , AIR24 , 2000-01-19 , 10:20 , BASE1 , 2000-01-19 , 13:12
LEG_19_15 , BASE1 , 2000-01-19 , 14:11 , AIR9 , 2000-01-19 , 17:55
LEG_19_16 , AIR9 , 2000-01-19 , 13:30 , BASE1 , 2000-01-19 , 17:02
LEG_19_17 , BASE1 , 2000-01-19 , 16:37 , AIR9 , 2000-01-19 , 20:25
LEG_19_18 , BASE1 , 2000-01-19 , 20:08 , AIR10 , 2000-01-19 , 22:23
LEG_19_19 , AIR9 , 2000-01-19 , 15:45 , BASE1 , 2000-01-19 , 19:18
LEG_19_20 , BASE1 , 2000-01-19 , 22:31 , AIR9 , 2000-01-20 , 02:19
LEG_19_21 , AIR9 , 2000-01-19 , 19:05 , BASE1 , 2000-01-19 , 22:37
LEG_19_22 , BASE1 , 2000-01-19 , 02:10 , AIR9 , 2000-01-19 , 05:52
LEG_19_23 , AIR9 , 2000-01-19 , 22:35 , BASE1 , 2000-01-20 , 02:05
LEG_19_24 , AIR12 , 2000-01-19 , 11:40 , BASE1 , 2000-01-19 , 13:07
LEG_19_25 , BASE1 , 2000-01-19 , 14:05 , AIR13 , 2000-01-19 , 18:11
LEG_19_26 , BASE1 , 2000-01-19 , 00:15 , AIR21 , 2000-01-19 , 02:14
LEG_19_27 , AIR13 , 2000-01-19 , 19:15 , BASE1 , 2000-01-19 , 22:55
LEG_19_28 , AIR14 , 2000-01-19 , 19:20 , BASE1 , 2000-01-19 , 21:04
LEG_19_29 , BASE1 , 2000-01-19 , 22:23 , AIR13 , 2000-01-20 , 02:25
LEG_19_30 , AIR13 , 2000-01-19 , 13:35 , BASE1 , 2000-01-19 , 17:14
LEG_19_31 , BASE1 , 2000-01-19 , 01:54 , AIR13 , 2000-01-19 , 05:50
LEG_19_32 , BASE1 , 2000-01-19 , 03:02 , AIR45 , 2000-01-19 , 04:04
LEG_19_33 , BASE2 , 2000-01-19 , 23:10 , AIR4 , 2000-01-20 , 04:02
LEG_19_34 , AIR15 , 2000-01-19 , 20:10 , BASE2 , 2000-01-19 , 21:58
LEG_19_35 , AIR13 , 2000-01-19 , 05:20 , BASE2 , 2000-01-19 , 09:52
LEG_19_36 , AIR16 , 2000-01-19 , 13:05 , BASE2 , 2000-01-19 , 15:03
LEG_19_37 , AIR4 , 2000-01-19 , 15:30 , BASE2 , 2000-01-19 , 19:50
LEG_19_38 , BASE1 , 2000-01-19 , 16:18 , AIR17 , 2000-01-19 , 17:39
LEG_19_39 , AIR14 , 2000-01-19 , 20:45 , BASE2 , 2000-01-19 , 21:53
LEG_19_40 , BASE2 , 2000-01-19 , 01:00 , AIR10 , 2000-01-19 , 02:25
LEG_19_41 , BASE2 , 2000-01-19 , 00:58 , AIR18 , 2000-01-19 , 03:50
LEG_19_42 , BASE2 , 2000-01-19 , 17:31 , AIR14 , 2000-01-19 , 18:38
LEG_19_43 , AIR18 , 2000-01-19 , 13:40 , BASE2 , 2000-01-19 , 16:39
LEG_19_44 , BASE2 , 2000-01-19 , 11:00 , AIR18 , 2000-01-19 , 13:56
LEG_19_45 , AIR18 , 2000-01-19 , 15:15 , BASE2 , 2000-01-19 , 18:18
LEG_19_46 , AIR16 , 2000-01-19 , 16:00 , BASE2 , 2000-01-19 , 17:57
LEG_19_47 , BASE2 , 2000-01-19 , 19:41 , AIR2 , 2000-01-20 , 00:02
LEG_19_48 , AIR2 , 2000-01-19 , 06:00 , BASE2 , 2000-01-19 , 09:38
LEG_19_49 , BASE2 , 2000-01-19 , 16:26 , AIR2 , 2000-01-19 , 20:45
LEG_19_50 , AIR19 , 2000-01-19 , 21:05 , BASE3 , 2000-01-20 , 01:01
LEG_19_51 , BASE3 , 2000-01-19 , 02:05 , AIR10 , 2000-01-19 , 03:59
LEG_19_52 , BASE3 , 2000-01-19 , 14:00 , AIR19 , 2000-01-19 , 18:29
LEG_19_53 , BASE2 , 2000-01-19 , 14:30 , AIR20 , 2000-01-19 , 15:43
LEG_19_54 , AIR39 , 2000-01-19 , 12:20 , BASE2 , 2000-01-19 , 13:33
LEG_19_55 , AIR9 , 2000-01-19 , 05:15 , BASE2 , 2000-01-19 , 09:44
LEG_19_56 , AIR9 , 2000-01-19 , 15:30 , BASE2 , 2000-01-19 , 19:54
LEG_19_57 , BASE2 , 2000-01-19 , 19:15 , AIR9 , 2000-01-20 , 00:02
LEG_19_58 , AIR9 , 2000-01-19 , 19:40 , BASE2 , 2000-01-20 , 00:02
