#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_09_0 , BASE1 , 2000-01-09 , 21:50 , AIR1 , 2000-01-10 , 00:32
LEG_09_1 , AIR2 , 2000-01-09 , 23:25 , BASE1 , 2000-01-10 , 02:27
LEG_09_2 , BASE1 , 2000-01-09 , 03:18 , AIR39 , 2000-01-09 , 04:15
LEG_09_3 , AIR2 , 2000-01-09 , 17:45 , BASE1 , 2000-01-09 , 20:47
LEG_09_4 , BASE1 , 2000-01-09 , 18:14 , AIR3 , 2000-01-09 , 20:41
LEG_09_5 , AIR4 , 2000-01-09 , 13:45 , BASE1 , 2000-01-09 , 17:25
LEG_09_6 , AIR5 , 2000-01-09 , 19:55 , BASE1 , 2000-01-09 , 21:06
LEG_09_7 , BASE1 , 2000-01-09 , 22:22 , AIR4 , 2000-01-10 , 02:11
LEG_09_8 , AIR6 , 2000-01-09 , 19:35 , BASE1 , 2000-01-09 , 22:49
LEG_09_9 , BASE1 , 2000-01-09 , 00:13 , AIR15 , 2000-01-09 , 02:44
LEG_09_10 , AIR6 , 2000-01-09 , 08:00 , BASE1 , 2000-01-09 , 11:03
LEG_09_11 , BASE1 , 2000-01-09 , 15:45 , AIR6 , 2000-01-09 , 19:27
LEG_09_12 , AIR7 , 2000-01-09 , 13:15 , BASE1 , 2000-01-09 , 14:14
LEG_09_13 , BASE2 , 2000-01-09 , 20:55 , AIR8 , 2000-01-09 , 22:09
LEG_09_14 , BASE2 , 2000-01-09 , 01:10 , AIR8 , 2000-01-09 , 02:26
LEG_09_15 , AIR24 , 2000-01-09 , 10:20 , BASE1 , 2000-01-09 , 13:12
LEG_09_16 , BASE1 , 2000-01-09 , 14:11 , AIR9 , 2000-01-09 , 17:55
LEG_09_17 , AIR9 , 2000-01-09 , 13:30 , BASE1 , 2000-01-09 , 17:02
LEG_09_18 , AIR23 , 2000-01-09 , 12:45 , BASE1 , 2000-01-09 , 15:23
LEG_09_19 , BASE1 , 2000-01-09 , 16:37 , AIR9 , 2000-01-09 , 20:25
LEG_09_20 , BASE1 , 2000-01-09 , 20:08 , AIR10 , 2000-01-09 , 22:23
LEG_09_21 , AIR9 , 2000-01-09 , 15:45 , BASE1 , 2000-01-09 , 19:18
LEG_09_22 , BASE1 , 2000-01-09 , 22:31 , AIR9 , 2000-01-10 , 02:19
LEG_09_23 , AIR9 , 2000-01-09 , 19:05 , BASE1 , 2000-01-09 , 22:37
