#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_05_0 , AIR2 , 2000-01-05 , 23:25 , BASE1 , 2000-01-06 , 02:27
LEG_05_1 , BASE1 , 2000-01-05 , 03:18 , AIR39 , 2000-01-05 , 04:15
LEG_05_2 , AIR2 , 2000-01-05 , 17:45 , BASE1 , 2000-01-05 , 20:47
LEG_05_3 , BASE1 , 2000-01-05 , 18:14 , AIR3 , 2000-01-05 , 20:41
LEG_05_4 , AIR4 , 2000-01-05 , 13:45 , BASE1 , 2000-01-05 , 17:25
LEG_05_5 , AIR5 , 2000-01-05 , 19:55 , BASE1 , 2000-01-05 , 21:06
LEG_05_6 , BASE1 , 2000-01-05 , 22:22 , AIR4 , 2000-01-06 , 02:11
LEG_05_7 , AIR6 , 2000-01-05 , 19:35 , BASE1 , 2000-01-05 , 22:49
LEG_05_8 , BASE1 , 2000-01-05 , 00:13 , AIR15 , 2000-01-05 , 02:44
LEG_05_9 , AIR6 , 2000-01-05 , 08:00 , BASE1 , 2000-01-05 , 11:03
LEG_05_10 , BASE1 , 2000-01-05 , 15:45 , AIR6 , 2000-01-05 , 19:27
LEG_05_11 , AIR7 , 2000-01-05 , 13:15 , BASE1 , 2000-01-05 , 14:14
LEG_05_12 , BASE2 , 2000-01-05 , 20:55 , AIR8 , 2000-01-05 , 22:09
LEG_05_13 , BASE2 , 2000-01-05 , 01:10 , AIR8 , 2000-01-05 , 02:26
LEG_05_14 , AIR24 , 2000-01-05 , 10:20 , BASE1 , 2000-01-05 , 13:12
LEG_05_15 , BASE1 , 2000-01-05 , 14:11 , AIR9 , 2000-01-05 , 17:55
LEG_05_16 , AIR9 , 2000-01-05 , 13:30 , BASE1 , 2000-01-05 , 17:02
LEG_05_17 , BASE1 , 2000-01-05 , 16:37 , AIR9 , 2000-01-05 , 20:25
LEG_05_18 , BASE1 , 2000-01-05 , 20:08 , AIR10 , 2000-01-05 , 22:23
LEG_05_19 , AIR9 , 2000-01-05 , 15:45 , BASE1 , 2000-01-05 , 19:18
LEG_05_20 , BASE1 , 2000-01-05 , 22:31 , AIR9 , 2000-01-06 , 02:19
LEG_05_21 , AIR9 , 2000-01-05 , 19:05 , BASE1 , 2000-01-05 , 22:37
LEG_05_22 , BASE1 , 2000-01-05 , 02:10 , AIR9 , 2000-01-05 , 05:52
