#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_23_0 , BASE1 , 2000-01-23 , 21:50 , AIR1 , 2000-01-24 , 00:32
LEG_23_1 , AIR2 , 2000-01-23 , 23:25 , BASE1 , 2000-01-24 , 02:27
LEG_23_2 , BASE1 , 2000-01-23 , 03:18 , AIR39 , 2000-01-23 , 04:15
LEG_23_3 , AIR2 , 2000-01-23 , 17:45 , BASE1 , 2000-01-23 , 20:47
LEG_23_4 , BASE1 , 2000-01-23 , 18:14 , AIR3 , 2000-01-23 , 20:41
LEG_23_5 , AIR4 , 2000-01-23 , 13:45 , BASE1 , 2000-01-23 , 17:25
LEG_23_6 , AIR5 , 2000-01-23 , 19:55 , BASE1 , 2000-01-23 , 21:06
LEG_23_7 , BASE1 , 2000-01-23 , 22:22 , AIR4 , 2000-01-24 , 02:11
LEG_23_8 , AIR6 , 2000-01-23 , 19:35 , BASE1 , 2000-01-23 , 22:49
LEG_23_9 , BASE1 , 2000-01-23 , 00:13 , AIR15 , 2000-01-23 , 02:44
LEG_23_10 , AIR6 , 2000-01-23 , 08:00 , BASE1 , 2000-01-23 , 11:03
LEG_23_11 , BASE1 , 2000-01-23 , 15:45 , AIR6 , 2000-01-23 , 19:27
LEG_23_12 , AIR7 , 2000-01-23 , 13:15 , BASE1 , 2000-01-23 , 14:14
LEG_23_13 , BASE2 , 2000-01-23 , 01:10 , AIR8 , 2000-01-23 , 02:26
LEG_23_14 , AIR24 , 2000-01-23 , 10:20 , BASE1 , 2000-01-23 , 13:12
LEG_23_15 , BASE1 , 2000-01-23 , 14:11 , AIR9 , 2000-01-23 , 17:55
LEG_23_16 , AIR9 , 2000-01-23 , 13:30 , BASE1 , 2000-01-23 , 17:02
LEG_23_17 , AIR23 , 2000-01-23 , 12:45 , BASE1 , 2000-01-23 , 15:23
LEG_23_18 , BASE1 , 2000-01-23 , 16:37 , AIR9 , 2000-01-23 , 20:25
LEG_23_19 , BASE1 , 2000-01-23 , 20:08 , AIR10 , 2000-01-23 , 22:23
LEG_23_20 , AIR9 , 2000-01-23 , 15:45 , BASE1 , 2000-01-23 , 19:18
LEG_23_21 , BASE1 , 2000-01-23 , 22:31 , AIR9 , 2000-01-24 , 02:19
LEG_23_22 , AIR9 , 2000-01-23 , 19:05 , BASE1 , 2000-01-23 , 22:37
LEG_23_23 , AIR11 , 2000-01-23 , 21:05 , BASE1 , 2000-01-24 , 00:21
