#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_12_0 , AIR2 , 2000-01-12 , 23:25 , BASE1 , 2000-01-13 , 02:27
LEG_12_1 , BASE1 , 2000-01-12 , 03:18 , AIR39 , 2000-01-12 , 04:15
LEG_12_2 , AIR2 , 2000-01-12 , 17:45 , BASE1 , 2000-01-12 , 20:47
LEG_12_3 , BASE1 , 2000-01-12 , 18:14 , AIR3 , 2000-01-12 , 20:41
LEG_12_4 , AIR4 , 2000-01-12 , 13:45 , BASE1 , 2000-01-12 , 17:25
LEG_12_5 , AIR5 , 2000-01-12 , 19:55 , BASE1 , 2000-01-12 , 21:06
LEG_12_6 , BASE1 , 2000-01-12 , 22:22 , AIR4 , 2000-01-13 , 02:11
LEG_12_7 , AIR6 , 2000-01-12 , 19:35 , BASE1 , 2000-01-12 , 22:49
LEG_12_8 , BASE1 , 2000-01-12 , 00:13 , AIR15 , 2000-01-12 , 02:44
LEG_12_9 , AIR6 , 2000-01-12 , 08:00 , BASE1 , 2000-01-12 , 11:03
LEG_12_10 , BASE1 , 2000-01-12 , 15:45 , AIR6 , 2000-01-12 , 19:27
LEG_12_11 , AIR7 , 2000-01-12 , 13:15 , BASE1 , 2000-01-12 , 14:14
LEG_12_12 , BASE1 , 2000-01-12 , 22:21 , AIR6 , 2000-01-13 , 02:05
LEG_12_13 , AIR6 , 2000-01-12 , 19:10 , BASE1 , 2000-01-12 , 22:24
LEG_12_14 , BASE2 , 2000-01-12 , 20:55 , AIR8 , 2000-01-12 , 22:09
LEG_12_15 , BASE2 , 2000-01-12 , 01:10 , AIR8 , 2000-01-12 , 02:26
LEG_12_16 , AIR24 , 2000-01-12 , 10:20 , BASE1 , 2000-01-12 , 13:12
LEG_12_17 , BASE1 , 2000-01-12 , 14:11 , AIR9 , 2000-01-12 , 17:55
LEG_12_18 , AIR9 , 2000-01-12 , 13:30 , BASE1 , 2000-01-12 , 17:02
LEG_12_19 , BASE1 , 2000-01-12 , 16:37 , AIR9 , 2000-01-12 , 20:25
LEG_12_20 , BASE1 , 2000-01-12 , 20:08 , AIR10 , 2000-01-12 , 22:23
LEG_12_21 , AIR9 , 2000-01-12 , 15:45 , BASE1 , 2000-01-12 , 19:18
LEG_12_22 , BASE1 , 2000-01-12 , 22:31 , AIR9 , 2000-01-13 , 02:19
LEG_12_23 , AIR9 , 2000-01-12 , 19:05 , BASE1 , 2000-01-12 , 22:37
LEG_12_24 , BASE1 , 2000-01-12 , 02:10 , AIR9 , 2000-01-12 , 05:52
LEG_12_25 , AIR9 , 2000-01-12 , 22:35 , BASE1 , 2000-01-13 , 02:05
LEG_12_26 , AIR12 , 2000-01-12 , 11:40 , BASE1 , 2000-01-12 , 13:07
LEG_12_27 , BASE1 , 2000-01-12 , 14:05 , AIR13 , 2000-01-12 , 18:11
LEG_12_28 , BASE1 , 2000-01-12 , 00:15 , AIR21 , 2000-01-12 , 02:14
LEG_12_29 , AIR13 , 2000-01-12 , 19:15 , BASE1 , 2000-01-12 , 22:55
LEG_12_30 , AIR14 , 2000-01-12 , 19:20 , BASE1 , 2000-01-12 , 21:04
LEG_12_31 , BASE1 , 2000-01-12 , 22:23 , AIR13 , 2000-01-13 , 02:25
LEG_12_32 , AIR13 , 2000-01-12 , 13:35 , BASE1 , 2000-01-12 , 17:14
LEG_12_33 , BASE1 , 2000-01-12 , 01:54 , AIR13 , 2000-01-12 , 05:50
LEG_12_34 , BASE1 , 2000-01-12 , 03:02 , AIR45 , 2000-01-12 , 04:04
LEG_12_35 , BASE2 , 2000-01-12 , 23:10 , AIR4 , 2000-01-13 , 04:02
LEG_12_36 , AIR15 , 2000-01-12 , 20:10 , BASE2 , 2000-01-12 , 21:58
LEG_12_37 , AIR13 , 2000-01-12 , 05:20 , BASE2 , 2000-01-12 , 09:52
LEG_12_38 , AIR16 , 2000-01-12 , 13:05 , BASE2 , 2000-01-12 , 15:03
LEG_12_39 , AIR4 , 2000-01-12 , 15:30 , BASE2 , 2000-01-12 , 19:50
LEG_12_40 , BASE1 , 2000-01-12 , 16:18 , AIR17 , 2000-01-12 , 17:39
LEG_12_41 , AIR14 , 2000-01-12 , 20:45 , BASE2 , 2000-01-12 , 21:53
LEG_12_42 , BASE2 , 2000-01-12 , 01:00 , AIR10 , 2000-01-12 , 02:25
LEG_12_43 , BASE2 , 2000-01-12 , 00:58 , AIR18 , 2000-01-12 , 03:50
LEG_12_44 , BASE2 , 2000-01-12 , 17:31 , AIR14 , 2000-01-12 , 18:38
LEG_12_45 , AIR18 , 2000-01-12 , 13:40 , BASE2 , 2000-01-12 , 16:39
LEG_12_46 , BASE2 , 2000-01-12 , 11:00 , AIR18 , 2000-01-12 , 13:56
LEG_12_47 , AIR18 , 2000-01-12 , 15:15 , BASE2 , 2000-01-12 , 18:18
LEG_12_48 , BASE2 , 2000-01-12 , 19:41 , AIR2 , 2000-01-13 , 00:02
LEG_12_49 , AIR2 , 2000-01-12 , 06:00 , BASE2 , 2000-01-12 , 09:38
LEG_12_50 , BASE2 , 2000-01-12 , 16:26 , AIR2 , 2000-01-12 , 20:45
LEG_12_51 , AIR19 , 2000-01-12 , 21:05 , BASE3 , 2000-01-13 , 01:01
LEG_12_52 , BASE3 , 2000-01-12 , 02:05 , AIR10 , 2000-01-12 , 03:59
LEG_12_53 , BASE3 , 2000-01-12 , 14:00 , AIR19 , 2000-01-12 , 18:29
LEG_12_54 , BASE2 , 2000-01-12 , 14:30 , AIR20 , 2000-01-12 , 15:43
LEG_12_55 , AIR39 , 2000-01-12 , 12:20 , BASE2 , 2000-01-12 , 13:33
LEG_12_56 , AIR9 , 2000-01-12 , 05:15 , BASE2 , 2000-01-12 , 09:44
LEG_12_57 , BASE2 , 2000-01-12 , 13:05 , AIR6 , 2000-01-12 , 17:57
LEG_12_58 , AIR9 , 2000-01-12 , 15:30 , BASE2 , 2000-01-12 , 19:54
LEG_12_59 , AIR9 , 2000-01-12 , 19:40 , BASE2 , 2000-01-13 , 00:02
LEG_12_60 , BASE2 , 2000-01-12 , 12:55 , AIR9 , 2000-01-12 , 17:39
LEG_12_61 , BASE2 , 2000-01-12 , 23:17 , AIR9 , 2000-01-13 , 04:07
LEG_12_62 , AIR21 , 2000-01-12 , 21:00 , BASE2 , 2000-01-12 , 21:59
LEG_12_63 , BASE1 , 2000-01-12 , 12:02 , AIR12 , 2000-01-12 , 13:16
LEG_12_64 , AIR22 , 2000-01-12 , 13:55 , BASE1 , 2000-01-12 , 17:24
LEG_12_65 , BASE1 , 2000-01-12 , 18:42 , AIR23 , 2000-01-12 , 21:09
LEG_12_66 , AIR22 , 2000-01-12 , 17:15 , BASE1 , 2000-01-12 , 20:39
LEG_12_67 , BASE1 , 2000-01-12 , 00:05 , AIR22 , 2000-01-12 , 04:15
LEG_12_68 , BASE1 , 2000-01-12 , 23:49 , AIR23 , 2000-01-13 , 02:17
LEG_12_69 , BASE1 , 2000-01-12 , 12:25 , AIR10 , 2000-01-12 , 14:42
LEG_12_70 , AIR22 , 2000-01-12 , 22:40 , BASE2 , 2000-01-13 , 03:11
LEG_12_71 , BASE2 , 2000-01-12 , 11:00 , AIR22 , 2000-01-12 , 15:54
LEG_12_72 , BASE1 , 2000-01-12 , 23:40 , AIR10 , 2000-01-13 , 01:59
LEG_12_73 , AIR22 , 2000-01-12 , 19:25 , BASE2 , 2000-01-12 , 23:54
LEG_12_74 , BASE2 , 2000-01-12 , 13:04 , AIR22 , 2000-01-12 , 18:11
LEG_12_75 , BASE2 , 2000-01-12 , 19:40 , AIR22 , 2000-01-13 , 00:37
LEG_12_76 , AIR23 , 2000-01-12 , 16:05 , BASE2 , 2000-01-12 , 18:05
LEG_12_77 , AIR19 , 2000-01-12 , 07:50 , BASE1 , 2000-01-12 , 11:15
LEG_12_78 , BASE2 , 2000-01-12 , 16:25 , AIR19 , 2000-01-12 , 21:36
LEG_12_79 , BASE1 , 2000-01-12 , 00:03 , AIR14 , 2000-01-12 , 01:42
LEG_12_80 , AIR19 , 2000-01-12 , 19:25 , BASE1 , 2000-01-12 , 23:00
LEG_12_81 , AIR20 , 2000-01-12 , 16:50 , BASE2 , 2000-01-12 , 18:07
LEG_12_82 , BASE2 , 2000-01-12 , 19:42 , AIR19 , 2000-01-13 , 00:47
LEG_12_83 , AIR19 , 2000-01-12 , 22:45 , BASE1 , 2000-01-13 , 02:18
LEG_12_84 , BASE1 , 2000-01-12 , 15:15 , AIR19 , 2000-01-12 , 19:16
LEG_12_85 , BASE1 , 2000-01-12 , 20:24 , AIR26 , 2000-01-12 , 22:11
LEG_12_86 , AIR27 , 2000-01-12 , 16:05 , BASE1 , 2000-01-12 , 19:26
LEG_12_87 , AIR10 , 2000-01-12 , 10:43 , BASE1 , 2000-01-12 , 13:20
LEG_12_88 , BASE1 , 2000-01-12 , 14:16 , AIR27 , 2000-01-12 , 18:02
LEG_12_89 , BASE1 , 2000-01-12 , 17:45 , AIR25 , 2000-01-12 , 19:04
LEG_12_90 , AIR27 , 2000-01-12 , 13:30 , BASE1 , 2000-01-12 , 16:52
LEG_12_91 , AIR27 , 2000-01-12 , 19:15 , BASE1 , 2000-01-12 , 22:40
LEG_12_92 , BASE1 , 2000-01-12 , 02:14 , AIR27 , 2000-01-12 , 05:55
LEG_12_93 , AIR15 , 2000-01-12 , 21:40 , BASE1 , 2000-01-13 , 00:40
LEG_12_94 , AIR5 , 2000-01-12 , 11:00 , BASE2 , 2000-01-12 , 12:06
LEG_12_95 , BASE1 , 2000-01-12 , 01:56 , AIR33 , 2000-01-12 , 04:27
LEG_12_96 , AIR28 , 2000-01-12 , 17:50 , BASE1 , 2000-01-12 , 21:10
LEG_12_97 , BASE1 , 2000-01-12 , 22:30 , AIR27 , 2000-01-13 , 02:21
LEG_12_98 , AIR11 , 2000-01-12 , 11:10 , BASE2 , 2000-01-12 , 13:19
LEG_12_99 , BASE2 , 2000-01-12 , 14:22 , AIR28 , 2000-01-12 , 16:56
LEG_12_100 , AIR28 , 2000-01-12 , 12:05 , BASE2 , 2000-01-12 , 14:41
LEG_12_101 , AIR8 , 2000-01-12 , 23:00 , BASE2 , 2000-01-13 , 00:17
LEG_12_102 , BASE2 , 2000-01-12 , 01:13 , AIR28 , 2000-01-12 , 03:47
LEG_12_103 , AIR28 , 2000-01-12 , 21:00 , BASE2 , 2000-01-12 , 23:44
LEG_12_104 , AIR17 , 2000-01-12 , 18:25 , BASE2 , 2000-01-12 , 20:20
LEG_12_105 , BASE1 , 2000-01-12 , 18:51 , AIR1 , 2000-01-12 , 21:32
LEG_12_106 , AIR1 , 2000-01-12 , 21:05 , BASE1 , 2000-01-13 , 00:19
LEG_12_107 , BASE1 , 2000-01-12 , 03:17 , AIR7 , 2000-01-12 , 04:16
LEG_12_108 , BASE2 , 2000-01-12 , 14:12 , AIR1 , 2000-01-12 , 15:55
LEG_12_109 , BASE2 , 2000-01-12 , 17:40 , AIR1 , 2000-01-12 , 19:26
LEG_12_110 , AIR22 , 2000-01-12 , 21:15 , BASE3 , 2000-01-13 , 00:52
LEG_12_111 , BASE3 , 2000-01-12 , 02:15 , AIR22 , 2000-01-12 , 06:16
LEG_12_112 , AIR22 , 2000-01-12 , 13:25 , BASE3 , 2000-01-12 , 16:59
LEG_12_113 , BASE3 , 2000-01-12 , 14:05 , AIR22 , 2000-01-12 , 18:08
LEG_12_114 , AIR1 , 2000-01-12 , 10:00 , BASE3 , 2000-01-12 , 12:46
LEG_12_115 , AIR22 , 2000-01-12 , 08:40 , BASE3 , 2000-01-12 , 12:15
LEG_12_116 , AIR22 , 2000-01-12 , 17:40 , BASE3 , 2000-01-12 , 21:18
LEG_12_117 , BASE3 , 2000-01-12 , 22:25 , AIR1 , 2000-01-13 , 01:07
LEG_12_118 , BASE3 , 2000-01-12 , 22:30 , AIR22 , 2000-01-13 , 02:30
LEG_12_119 , BASE1 , 2000-01-12 , 12:10 , AIR29 , 2000-01-12 , 14:11
