#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_28_0 , AIR2 , 2000-01-28 , 18:50 , BASE1 , 2000-01-28 , 21:55
LEG_28_1 , AIR2 , 2000-01-28 , 00:30 , BASE1 , 2000-01-28 , 03:24
LEG_28_2 , AIR10 , 2000-01-28 , 16:50 , BASE1 , 2000-01-28 , 19:30
LEG_28_3 , BASE1 , 2000-01-28 , 20:18 , AIR2 , 2000-01-28 , 23:33
LEG_28_4 , BASE1 , 2000-01-28 , 23:22 , AIR4 , 2000-01-29 , 03:16
LEG_28_5 , BASE1 , 2000-01-28 , 01:04 , AIR1 , 2000-01-28 , 03:44
LEG_28_6 , AIR4 , 2000-01-28 , 20:05 , BASE1 , 2000-01-28 , 23:42
LEG_28_7 , AIR12 , 2000-01-28 , 12:40 , BASE1 , 2000-01-28 , 14:09
LEG_28_8 , BASE1 , 2000-01-28 , 15:12 , AIR4 , 2000-01-28 , 18:58
LEG_28_9 , AIR6 , 2000-01-28 , 20:35 , BASE1 , 2000-01-28 , 23:54
LEG_28_10 , BASE1 , 2000-01-28 , 16:41 , AIR6 , 2000-01-28 , 20:28
LEG_28_11 , AIR22 , 2000-01-28 , 22:15 , BASE3 , 2000-01-29 , 01:46
LEG_28_12 , AIR5 , 2000-01-28 , 12:20 , BASE3 , 2000-01-28 , 14:10
LEG_28_13 , BASE3 , 2000-01-28 , 15:00 , AIR22 , 2000-01-28 , 19:08
LEG_28_14 , BASE3 , 2000-01-28 , 23:25 , AIR1 , 2000-01-29 , 01:54
LEG_28_15 , AIR22 , 2000-01-28 , 18:35 , BASE3 , 2000-01-28 , 22:08
LEG_28_16 , BASE3 , 2000-01-28 , 03:20 , AIR22 , 2000-01-28 , 07:33
LEG_28_17 , BASE1 , 2000-01-28 , 00:49 , AIR23 , 2000-01-28 , 03:13
LEG_28_18 , AIR9 , 2000-01-28 , 19:55 , BASE1 , 2000-01-28 , 23:35
LEG_28_19 , BASE1 , 2000-01-28 , 21:08 , AIR10 , 2000-01-28 , 23:25
LEG_28_20 , AIR9 , 2000-01-28 , 16:45 , BASE1 , 2000-01-28 , 20:16
LEG_28_21 , AIR23 , 2000-01-28 , 13:45 , BASE1 , 2000-01-28 , 16:33
LEG_28_22 , BASE1 , 2000-01-28 , 17:37 , AIR9 , 2000-01-28 , 21:25
LEG_28_23 , AIR9 , 2000-01-28 , 23:35 , BASE1 , 2000-01-29 , 03:09
LEG_28_24 , AIR1 , 2000-01-28 , 11:20 , BASE1 , 2000-01-28 , 14:19
LEG_28_25 , BASE1 , 2000-01-28 , 15:17 , AIR9 , 2000-01-28 , 19:03
LEG_28_26 , BASE1 , 2000-01-28 , 03:09 , AIR9 , 2000-01-28 , 06:53
LEG_28_27 , BASE1 , 2000-01-28 , 02:54 , AIR13 , 2000-01-28 , 07:00
LEG_28_28 , AIR24 , 2000-01-28 , 22:45 , BASE1 , 2000-01-29 , 01:49
LEG_28_29 , AIR13 , 2000-01-28 , 23:35 , BASE1 , 2000-01-29 , 03:16
LEG_28_30 , AIR26 , 2000-01-28 , 12:20 , BASE1 , 2000-01-28 , 14:19
LEG_28_31 , BASE1 , 2000-01-28 , 15:09 , AIR13 , 2000-01-28 , 19:12
LEG_28_32 , AIR16 , 2000-01-28 , 14:05 , BASE2 , 2000-01-28 , 16:06
LEG_28_33 , BASE2 , 2000-01-28 , 17:15 , AIR13 , 2000-01-28 , 22:20
LEG_28_34 , BASE2 , 2000-01-28 , 02:00 , AIR10 , 2000-01-28 , 03:26
LEG_28_35 , AIR18 , 2000-01-28 , 14:40 , BASE2 , 2000-01-28 , 17:41
LEG_28_36 , BASE2 , 2000-01-28 , 18:46 , AIR16 , 2000-01-28 , 20:26
LEG_28_37 , AIR41 , 2000-01-28 , 14:20 , BASE2 , 2000-01-28 , 16:19
LEG_28_38 , BASE2 , 2000-01-28 , 17:23 , AIR18 , 2000-01-28 , 20:17
LEG_28_39 , BASE2 , 2000-01-28 , 01:58 , AIR18 , 2000-01-28 , 04:41
LEG_28_40 , AIR8 , 2000-01-28 , 00:00 , BASE2 , 2000-01-28 , 01:13
LEG_28_41 , BASE2 , 2000-01-28 , 01:52 , AIR16 , 2000-01-28 , 03:32
LEG_28_42 , AIR18 , 2000-01-28 , 21:35 , BASE2 , 2000-01-29 , 00:34
LEG_28_43 , AIR24 , 2000-01-28 , 14:25 , BASE2 , 2000-01-28 , 16:21
LEG_28_44 , BASE2 , 2000-01-28 , 17:26 , AIR2 , 2000-01-28 , 21:47
LEG_28_45 , BASE3 , 2000-01-28 , 03:05 , AIR10 , 2000-01-28 , 04:55
LEG_28_46 , AIR19 , 2000-01-28 , 22:05 , BASE3 , 2000-01-29 , 02:01
LEG_28_47 , BASE2 , 2000-01-28 , 13:55 , AIR9 , 2000-01-28 , 18:43
LEG_28_48 , AIR16 , 2000-01-28 , 11:05 , BASE2 , 2000-01-28 , 13:07
LEG_28_49 , BASE2 , 2000-01-28 , 00:17 , AIR9 , 2000-01-28 , 05:06
LEG_28_50 , AIR16 , 2000-01-28 , 21:10 , BASE2 , 2000-01-28 , 23:11
LEG_28_51 , BASE2 , 2000-01-28 , 22:17 , AIR16 , 2000-01-28 , 23:59
LEG_28_52 , AIR9 , 2000-01-28 , 16:30 , BASE2 , 2000-01-28 , 20:53
LEG_28_53 , BASE2 , 2000-01-28 , 02:11 , AIR11 , 2000-01-28 , 03:56
LEG_28_54 , AIR9 , 2000-01-28 , 20:40 , BASE2 , 2000-01-29 , 00:59
LEG_28_55 , BASE3 , 2000-01-28 , 23:00 , BASE2 , 2000-01-29 , 00:49
LEG_28_56 , AIR22 , 2000-01-28 , 14:50 , BASE1 , 2000-01-28 , 18:23
LEG_28_57 , BASE1 , 2000-01-28 , 19:51 , AIR1 , 2000-01-28 , 22:36
LEG_28_58 , BASE1 , 2000-01-28 , 01:05 , AIR22 , 2000-01-28 , 05:06
LEG_28_59 , AIR22 , 2000-01-28 , 01:35 , BASE1 , 2000-01-28 , 05:02
LEG_28_60 , BASE1 , 2000-01-28 , 20:39 , AIR22 , 2000-01-29 , 00:27
LEG_28_61 , AIR22 , 2000-01-28 , 20:05 , BASE1 , 2000-01-28 , 23:39
LEG_28_62 , AIR36 , 2000-01-28 , 14:40 , BASE1 , 2000-01-28 , 15:32
LEG_28_63 , BASE1 , 2000-01-28 , 16:50 , AIR22 , 2000-01-28 , 20:46
LEG_28_64 , BASE2 , 2000-01-28 , 12:00 , AIR22 , 2000-01-28 , 16:55
LEG_28_65 , AIR22 , 2000-01-28 , 23:40 , BASE2 , 2000-01-29 , 03:58
LEG_28_66 , BASE2 , 2000-01-28 , 20:45 , AIR22 , 2000-01-29 , 01:41
