#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_20_0 , BASE1 , 2000-01-20 , 21:50 , AIR1 , 2000-01-21 , 00:32
LEG_20_1 , AIR2 , 2000-01-20 , 23:25 , BASE1 , 2000-01-21 , 02:27
LEG_20_2 , AIR2 , 2000-01-20 , 17:45 , BASE1 , 2000-01-20 , 20:47
LEG_20_3 , AIR4 , 2000-01-20 , 14:45 , BASE1 , 2000-01-20 , 18:25
LEG_20_4 , AIR5 , 2000-01-20 , 19:55 , BASE1 , 2000-01-20 , 21:06
LEG_20_5 , BASE1 , 2000-01-20 , 22:22 , AIR4 , 2000-01-21 , 02:11
LEG_20_6 , BASE1 , 2000-01-20 , 00:00 , AIR8 , 2000-01-20 , 01:27
LEG_20_7 , AIR6 , 2000-01-20 , 19:35 , BASE1 , 2000-01-20 , 22:49
LEG_20_8 , BASE1 , 2000-01-20 , 00:13 , AIR15 , 2000-01-20 , 02:44
LEG_20_9 , AIR6 , 2000-01-20 , 08:00 , BASE1 , 2000-01-20 , 11:03
LEG_20_10 , BASE1 , 2000-01-20 , 15:45 , AIR6 , 2000-01-20 , 19:27
LEG_20_11 , BASE2 , 2000-01-20 , 01:10 , AIR8 , 2000-01-20 , 02:26
LEG_20_12 , AIR24 , 2000-01-20 , 10:20 , BASE1 , 2000-01-20 , 13:12
LEG_20_13 , BASE1 , 2000-01-20 , 14:11 , AIR9 , 2000-01-20 , 17:55
LEG_20_14 , AIR9 , 2000-01-20 , 13:30 , BASE1 , 2000-01-20 , 17:02
LEG_20_15 , BASE1 , 2000-01-20 , 16:37 , AIR9 , 2000-01-20 , 20:25
LEG_20_16 , BASE1 , 2000-01-20 , 20:08 , AIR10 , 2000-01-20 , 22:23
LEG_20_17 , AIR9 , 2000-01-20 , 15:45 , BASE1 , 2000-01-20 , 19:18
LEG_20_18 , BASE1 , 2000-01-20 , 22:31 , AIR9 , 2000-01-21 , 02:19
LEG_20_19 , AIR9 , 2000-01-20 , 19:05 , BASE1 , 2000-01-20 , 22:37
LEG_20_20 , BASE1 , 2000-01-20 , 02:10 , AIR9 , 2000-01-20 , 05:52
LEG_20_21 , AIR9 , 2000-01-20 , 22:35 , BASE1 , 2000-01-21 , 02:05
LEG_20_22 , BASE1 , 2000-01-20 , 14:05 , AIR13 , 2000-01-20 , 18:11
LEG_20_23 , BASE1 , 2000-01-20 , 00:15 , AIR21 , 2000-01-20 , 02:14
LEG_20_24 , AIR13 , 2000-01-20 , 19:15 , BASE1 , 2000-01-20 , 22:55
LEG_20_25 , AIR14 , 2000-01-20 , 19:20 , BASE1 , 2000-01-20 , 21:04
LEG_20_26 , BASE1 , 2000-01-20 , 22:23 , AIR13 , 2000-01-21 , 02:25
LEG_20_27 , AIR14 , 2000-01-20 , 23:15 , BASE1 , 2000-01-21 , 01:03
LEG_20_28 , AIR13 , 2000-01-20 , 22:35 , BASE1 , 2000-01-21 , 02:12
LEG_20_29 , BASE2 , 2000-01-20 , 23:10 , AIR4 , 2000-01-21 , 04:02
LEG_20_30 , AIR15 , 2000-01-20 , 20:10 , BASE2 , 2000-01-20 , 21:58
LEG_20_31 , AIR13 , 2000-01-20 , 05:20 , BASE2 , 2000-01-20 , 09:52
LEG_20_32 , AIR16 , 2000-01-20 , 13:05 , BASE2 , 2000-01-20 , 15:03
LEG_20_33 , BASE2 , 2000-01-20 , 16:17 , AIR13 , 2000-01-20 , 21:22
LEG_20_34 , AIR4 , 2000-01-20 , 15:40 , BASE2 , 2000-01-20 , 20:00
LEG_20_35 , BASE2 , 2000-01-20 , 21:07 , AIR14 , 2000-01-20 , 22:11
LEG_20_36 , AIR14 , 2000-01-20 , 20:45 , BASE2 , 2000-01-20 , 21:53
LEG_20_37 , BASE2 , 2000-01-20 , 22:58 , AIR10 , 2000-01-21 , 00:26
LEG_20_38 , BASE2 , 2000-01-20 , 01:00 , AIR10 , 2000-01-20 , 02:25
