#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_31_0 , AIR2 , 2000-01-31 , 18:50 , BASE1 , 2000-01-31 , 21:55
LEG_31_1 , AIR2 , 2000-01-31 , 00:30 , BASE1 , 2000-01-31 , 03:24
LEG_31_2 , AIR10 , 2000-01-31 , 16:50 , BASE1 , 2000-01-31 , 19:30
LEG_31_5 , BASE1 , 2000-01-31 , 01:04 , AIR1 , 2000-01-31 , 03:44
LEG_31_6 , AIR4 , 2000-01-31 , 20:05 , BASE1 , 2000-01-31 , 23:42
LEG_31_7 , AIR12 , 2000-01-31 , 12:40 , BASE1 , 2000-01-31 , 14:09
LEG_31_8 , BASE1 , 2000-01-31 , 15:12 , AIR4 , 2000-01-31 , 18:58
LEG_31_9 , AIR6 , 2000-01-31 , 20:35 , BASE1 , 2000-01-31 , 23:54
LEG_31_10 , BASE1 , 2000-01-31 , 16:41 , AIR6 , 2000-01-31 , 20:28
LEG_31_11 , AIR22 , 2000-01-31 , 22:15 , BASE3 , 2000-02-01 , 01:46
LEG_31_12 , AIR5 , 2000-01-31 , 12:20 , BASE3 , 2000-01-31 , 14:10
LEG_31_13 , BASE3 , 2000-01-31 , 15:00 , AIR22 , 2000-01-31 , 19:08
LEG_31_15 , AIR22 , 2000-01-31 , 18:35 , BASE3 , 2000-01-31 , 22:08
LEG_31_16 , BASE3 , 2000-01-31 , 03:20 , AIR22 , 2000-01-31 , 07:33
LEG_31_17 , BASE1 , 2000-01-31 , 00:49 , AIR23 , 2000-01-31 , 03:13
LEG_31_18 , AIR9 , 2000-01-31 , 19:55 , BASE1 , 2000-01-31 , 23:35
LEG_31_20 , AIR9 , 2000-01-31 , 16:45 , BASE1 , 2000-01-31 , 20:16
LEG_31_21 , AIR23 , 2000-01-31 , 13:45 , BASE1 , 2000-01-31 , 16:33
LEG_31_22 , BASE1 , 2000-01-31 , 17:37 , AIR9 , 2000-01-31 , 21:25
LEG_31_23 , AIR9 , 2000-01-31 , 23:35 , BASE1 , 2000-02-01 , 03:09
LEG_31_24 , AIR1 , 2000-01-31 , 11:20 , BASE1 , 2000-01-31 , 14:19
LEG_31_25 , BASE1 , 2000-01-31 , 15:17 , AIR9 , 2000-01-31 , 19:03
LEG_31_26 , BASE1 , 2000-01-31 , 03:09 , AIR9 , 2000-01-31 , 06:53
LEG_31_27 , BASE1 , 2000-01-31 , 02:54 , AIR13 , 2000-01-31 , 07:00
LEG_31_28 , AIR24 , 2000-01-31 , 22:45 , BASE1 , 2000-02-01 , 01:49
LEG_31_29 , AIR13 , 2000-01-31 , 23:35 , BASE1 , 2000-02-01 , 03:16
LEG_31_30 , AIR26 , 2000-01-31 , 12:20 , BASE1 , 2000-01-31 , 14:19
LEG_31_31 , BASE1 , 2000-01-31 , 15:09 , AIR13 , 2000-01-31 , 19:12
LEG_31_32 , AIR16 , 2000-01-31 , 14:05 , BASE2 , 2000-01-31 , 16:06
LEG_31_33 , BASE2 , 2000-01-31 , 17:15 , AIR13 , 2000-01-31 , 22:20
LEG_31_34 , BASE2 , 2000-01-31 , 02:00 , AIR10 , 2000-01-31 , 03:26
LEG_31_35 , AIR18 , 2000-01-31 , 14:40 , BASE2 , 2000-01-31 , 17:41
LEG_31_36 , BASE2 , 2000-01-31 , 18:46 , AIR16 , 2000-01-31 , 20:26
LEG_31_37 , AIR41 , 2000-01-31 , 14:20 , BASE2 , 2000-01-31 , 16:19
LEG_31_38 , BASE2 , 2000-01-31 , 17:23 , AIR18 , 2000-01-31 , 20:17
LEG_31_39 , BASE2 , 2000-01-31 , 01:58 , AIR18 , 2000-01-31 , 04:41
LEG_31_40 , AIR8 , 2000-01-31 , 00:00 , BASE2 , 2000-01-31 , 01:13
LEG_31_41 , BASE2 , 2000-01-31 , 01:52 , AIR16 , 2000-01-31 , 03:32
LEG_31_42 , AIR18 , 2000-01-31 , 21:35 , BASE2 , 2000-02-01 , 00:34
LEG_31_43 , AIR24 , 2000-01-31 , 14:25 , BASE2 , 2000-01-31 , 16:21
LEG_31_44 , BASE2 , 2000-01-31 , 17:26 , AIR2 , 2000-01-31 , 21:47
LEG_31_45 , BASE3 , 2000-01-31 , 03:05 , AIR10 , 2000-01-31 , 04:55
LEG_31_46 , AIR19 , 2000-01-31 , 22:05 , BASE3 , 2000-02-01 , 02:01
LEG_31_47 , BASE2 , 2000-01-31 , 13:55 , AIR9 , 2000-01-31 , 18:43
LEG_31_48 , AIR16 , 2000-01-31 , 11:05 , BASE2 , 2000-01-31 , 13:07
LEG_31_49 , BASE2 , 2000-01-31 , 00:17 , AIR9 , 2000-01-31 , 05:06
LEG_31_50 , AIR16 , 2000-01-31 , 21:10 , BASE2 , 2000-01-31 , 23:11
LEG_31_52 , AIR9 , 2000-01-31 , 16:30 , BASE2 , 2000-01-31 , 20:53
LEG_31_53 , BASE2 , 2000-01-31 , 02:11 , AIR11 , 2000-01-31 , 03:56
LEG_31_54 , AIR9 , 2000-01-31 , 20:40 , BASE2 , 2000-02-01 , 00:59
LEG_31_55 , BASE3 , 2000-01-31 , 23:00 , BASE2 , 2000-02-01 , 00:49
LEG_31_56 , AIR22 , 2000-01-31 , 14:50 , BASE1 , 2000-01-31 , 18:23
LEG_31_57 , BASE1 , 2000-01-31 , 19:51 , AIR1 , 2000-01-31 , 22:36
LEG_31_58 , BASE1 , 2000-01-31 , 01:05 , AIR22 , 2000-01-31 , 05:06
LEG_31_59 , AIR22 , 2000-01-31 , 01:35 , BASE1 , 2000-01-31 , 05:02
LEG_31_61 , AIR22 , 2000-01-31 , 20:05 , BASE1 , 2000-01-31 , 23:39
LEG_31_62 , AIR36 , 2000-01-31 , 14:40 , BASE1 , 2000-01-31 , 15:32
LEG_31_63 , BASE1 , 2000-01-31 , 16:50 , AIR22 , 2000-01-31 , 20:46
LEG_31_64 , BASE2 , 2000-01-31 , 12:00 , AIR22 , 2000-01-31 , 16:55
LEG_31_65 , AIR22 , 2000-01-31 , 23:40 , BASE2 , 2000-02-01 , 03:58
LEG_31_67 , AIR1 , 2000-01-31 , 17:41 , BASE2 , 2000-01-31 , 19:36
LEG_31_68 , BASE2 , 2000-01-31 , 11:41 , AIR24 , 2000-01-31 , 13:14
LEG_31_69 , AIR19 , 2000-01-31 , 06:25 , BASE2 , 2000-01-31 , 10:51
LEG_31_70 , AIR19 , 2000-01-31 , 01:40 , BASE1 , 2000-01-31 , 05:05
LEG_31_71 , BASE1 , 2000-01-31 , 01:14 , AIR39 , 2000-01-31 , 02:19
LEG_31_72 , AIR19 , 2000-01-31 , 20:25 , BASE1 , 2000-02-01 , 00:03
LEG_31_73 , BASE1 , 2000-01-31 , 00:59 , AIR19 , 2000-01-31 , 05:13
LEG_31_74 , AIR1 , 2000-01-31 , 16:40 , BASE1 , 2000-01-31 , 19:44
LEG_31_77 , AIR4 , 2000-01-31 , 16:30 , BASE2 , 2000-01-31 , 20:53
LEG_31_78 , BASE2 , 2000-01-31 , 00:11 , AIR4 , 2000-01-31 , 05:04
LEG_31_79 , AIR15 , 2000-01-31 , 21:10 , BASE2 , 2000-01-31 , 23:00
LEG_31_81 , AIR27 , 2000-01-31 , 17:05 , BASE1 , 2000-01-31 , 20:30
LEG_31_82 , AIR10 , 2000-01-31 , 11:40 , BASE1 , 2000-01-31 , 14:21
LEG_31_83 , BASE1 , 2000-01-31 , 15:16 , AIR27 , 2000-01-31 , 19:04
LEG_31_84 , BASE1 , 2000-01-31 , 19:05 , AIR15 , 2000-01-31 , 21:34
LEG_31_85 , AIR27 , 2000-01-31 , 14:30 , BASE1 , 2000-01-31 , 17:57
LEG_31_87 , BASE1 , 2000-01-31 , 00:42 , AIR26 , 2000-01-31 , 02:30
LEG_31_88 , AIR27 , 2000-01-31 , 20:10 , BASE1 , 2000-01-31 , 23:38
LEG_31_89 , AIR31 , 2000-01-31 , 15:00 , BASE2 , 2000-01-31 , 17:39
LEG_31_90 , BASE2 , 2000-01-31 , 18:44 , AIR10 , 2000-01-31 , 20:10
LEG_31_91 , BASE2 , 2000-01-31 , 02:07 , AIR31 , 2000-01-31 , 04:39
LEG_31_92 , AIR28 , 2000-01-31 , 18:50 , BASE1 , 2000-01-31 , 22:11
LEG_31_94 , AIR28 , 2000-01-31 , 13:00 , BASE1 , 2000-01-31 , 16:19
LEG_31_95 , BASE1 , 2000-01-31 , 17:20 , AIR29 , 2000-01-31 , 19:21
LEG_31_96 , AIR4 , 2000-01-31 , 14:45 , BASE1 , 2000-01-31 , 18:28
LEG_31_98 , BASE1 , 2000-01-31 , 03:10 , AIR45 , 2000-01-31 , 04:14
LEG_31_99 , AIR28 , 2000-01-31 , 22:25 , BASE1 , 2000-02-01 , 01:44
LEG_31_100 , BASE1 , 2000-01-31 , 00:40 , AIR28 , 2000-01-31 , 03:50
LEG_31_101 , AIR13 , 2000-01-31 , 20:10 , BASE1 , 2000-01-31 , 23:48
LEG_31_102 , BASE2 , 2000-01-31 , 15:21 , AIR28 , 2000-01-31 , 18:05
LEG_31_103 , AIR39 , 2000-01-31 , 13:20 , BASE2 , 2000-01-31 , 14:33
LEG_31_105 , AIR28 , 2000-01-31 , 18:10 , BASE2 , 2000-01-31 , 20:45
LEG_31_106 , BASE2 , 2000-01-31 , 18:33 , AIR28 , 2000-01-31 , 21:06
LEG_31_107 , BASE2 , 2000-01-31 , 11:38 , AIR28 , 2000-01-31 , 14:08
LEG_31_108 , AIR13 , 2000-01-31 , 06:20 , BASE2 , 2000-01-31 , 10:44
LEG_31_109 , AIR28 , 2000-01-31 , 15:05 , BASE2 , 2000-01-31 , 17:42
LEG_31_110 , BASE1 , 2000-01-31 , 17:15 , AIR1 , 2000-01-31 , 20:01
LEG_31_111 , BASE1 , 2000-01-31 , 04:17 , AIR7 , 2000-01-31 , 05:14
LEG_31_112 , AIR1 , 2000-01-31 , 23:59 , BASE1 , 2000-02-01 , 03:18
LEG_31_113 , BASE1 , 2000-01-31 , 13:07 , AIR1 , 2000-01-31 , 15:43
LEG_31_115 , AIR38 , 2000-01-31 , 19:13 , BASE3 , 2000-01-31 , 22:27
LEG_31_116 , BASE3 , 2000-01-31 , 14:40 , AIR38 , 2000-01-31 , 18:19
LEG_31_117 , BASE2 , 2000-01-31 , 16:58 , AIR1 , 2000-01-31 , 18:34
LEG_31_118 , BASE2 , 2000-01-31 , 15:18 , AIR1 , 2000-01-31 , 16:54
LEG_31_119 , AIR5 , 2000-01-31 , 13:20 , BASE2 , 2000-01-31 , 14:30
LEG_31_120 , AIR29 , 2000-01-31 , 01:36 , BASE1 , 2000-01-31 , 03:29
LEG_31_121 , BASE1 , 2000-01-31 , 03:21 , AIR29 , 2000-01-31 , 05:18
LEG_31_122 , AIR25 , 2000-01-31 , 00:20 , BASE1 , 2000-01-31 , 01:59
LEG_31_123 , AIR29 , 2000-01-31 , 14:30 , BASE1 , 2000-01-31 , 16:31
LEG_31_124 , BASE1 , 2000-01-31 , 00:00 , AIR8 , 2000-01-31 , 01:18
LEG_31_125 , AIR29 , 2000-01-31 , 21:20 , BASE1 , 2000-01-31 , 23:15
LEG_31_126 , AIR10 , 2000-01-31 , 21:10 , BASE1 , 2000-01-31 , 23:56
LEG_31_127 , BASE1 , 2000-01-31 , 01:10 , AIR29 , 2000-01-31 , 03:10
LEG_31_128 , AIR29 , 2000-01-31 , 16:05 , BASE1 , 2000-01-31 , 18:00
LEG_31_129 , BASE1 , 2000-01-31 , 18:59 , AIR24 , 2000-01-31 , 21:40
LEG_31_130 , AIR29 , 2000-01-31 , 20:15 , BASE1 , 2000-01-31 , 22:11
LEG_31_131 , AIR29 , 2000-01-31 , 17:55 , BASE1 , 2000-01-31 , 19:47
LEG_31_132 , BASE1 , 2000-01-31 , 13:10 , AIR29 , 2000-01-31 , 15:12
LEG_31_133 , AIR45 , 2000-01-31 , 13:00 , BASE1 , 2000-01-31 , 14:06
LEG_31_134 , BASE1 , 2000-01-31 , 15:11 , AIR29 , 2000-01-31 , 17:13
LEG_31_135 , BASE1 , 2000-01-31 , 15:30 , AIR48 , 2000-01-31 , 18:53
LEG_31_136 , AIR8 , 2000-01-31 , 13:00 , BASE1 , 2000-01-31 , 14:29
LEG_31_137 , BASE1 , 2000-01-31 , 00:45 , AIR10 , 2000-01-31 , 03:00
LEG_31_138 , AIR48 , 2000-01-31 , 20:10 , BASE1 , 2000-01-31 , 23:13
LEG_31_139 , AIR22 , 2000-01-31 , 08:35 , BASE1 , 2000-01-31 , 12:06
LEG_31_140 , BASE1 , 2000-01-31 , 13:15 , AIR30 , 2000-01-31 , 16:44
LEG_31_141 , AIR30 , 2000-01-31 , 17:50 , BASE1 , 2000-01-31 , 21:35
LEG_31_143 , BASE1 , 2000-01-31 , 19:10 , AIR30 , 2000-01-31 , 22:41
LEG_31_144 , AIR13 , 2000-01-31 , 14:35 , BASE1 , 2000-01-31 , 18:18
LEG_31_145 , AIR30 , 2000-01-31 , 21:25 , BASE1 , 2000-02-01 , 01:18
LEG_31_146 , BASE1 , 2000-01-31 , 03:14 , AIR27 , 2000-01-31 , 07:00
LEG_31_148 , AIR31 , 2000-01-31 , 22:10 , BASE1 , 2000-02-01 , 01:40
LEG_31_149 , BASE1 , 2000-01-31 , 16:20 , AIR31 , 2000-01-31 , 19:27
LEG_31_150 , AIR31 , 2000-01-31 , 00:00 , BASE1 , 2000-01-31 , 03:31
LEG_31_153 , AIR25 , 2000-01-31 , 15:20 , BASE1 , 2000-01-31 , 16:45
LEG_31_154 , BASE1 , 2000-01-31 , 17:43 , AIR37 , 2000-01-31 , 21:24
LEG_31_155 , BASE1 , 2000-01-31 , 04:02 , AIR45 , 2000-01-31 , 05:07
LEG_31_156 , AIR37 , 2000-01-31 , 23:50 , BASE1 , 2000-02-01 , 03:01
LEG_31_157 , BASE1 , 2000-01-31 , 01:03 , AIR14 , 2000-01-31 , 02:46
LEG_31_158 , AIR32 , 2000-01-31 , 21:10 , BASE1 , 2000-02-01 , 00:04
LEG_31_159 , BASE1 , 2000-01-31 , 17:16 , AIR32 , 2000-01-31 , 20:18
LEG_31_160 , AIR32 , 2000-01-31 , 15:05 , BASE1 , 2000-01-31 , 17:55
LEG_31_161 , BASE1 , 2000-01-31 , 19:42 , AIR23 , 2000-01-31 , 22:11
LEG_31_162 , AIR1 , 2000-01-31 , 14:59 , BASE3 , 2000-01-31 , 17:55
LEG_31_163 , BASE1 , 2000-01-31 , 03:05 , AIR32 , 2000-01-31 , 06:08
LEG_31_164 , AIR34 , 2000-01-31 , 21:40 , BASE1 , 2000-02-01 , 01:15
LEG_31_165 , AIR29 , 2000-01-31 , 13:39 , BASE1 , 2000-01-31 , 15:40
LEG_31_166 , BASE1 , 2000-01-31 , 16:50 , AIR34 , 2000-01-31 , 20:07
LEG_31_167 , AIR24 , 2000-01-31 , 00:55 , BASE2 , 2000-01-31 , 02:49
LEG_31_168 , AIR7 , 2000-01-31 , 12:45 , BASE1 , 2000-01-31 , 13:49
LEG_31_169 , BASE1 , 2000-01-31 , 15:32 , AIR35 , 2000-01-31 , 18:18
LEG_31_170 , BASE1 , 2000-01-31 , 19:20 , AIR10 , 2000-01-31 , 21:40
LEG_31_171 , AIR35 , 2000-01-31 , 15:20 , BASE1 , 2000-01-31 , 17:57
LEG_31_173 , AIR25 , 2000-01-31 , 20:45 , BASE1 , 2000-01-31 , 22:15
LEG_31_174 , AIR35 , 2000-01-31 , 13:00 , BASE1 , 2000-01-31 , 15:30
LEG_31_175 , BASE1 , 2000-01-31 , 03:02 , AIR35 , 2000-01-31 , 05:45
LEG_31_176 , AIR35 , 2000-01-31 , 20:40 , BASE1 , 2000-01-31 , 23:08
LEG_31_177 , BASE1 , 2000-01-31 , 04:06 , BASE2 , 2000-01-31 , 05:39
LEG_31_178 , AIR11 , 2000-01-31 , 16:15 , BASE1 , 2000-01-31 , 19:27
LEG_31_180 , AIR38 , 2000-01-31 , 00:25 , BASE1 , 2000-01-31 , 03:27
LEG_31_181 , AIR38 , 2000-01-31 , 17:25 , BASE1 , 2000-01-31 , 20:29
LEG_31_184 , AIR37 , 2000-01-31 , 16:35 , BASE2 , 2000-01-31 , 20:48
LEG_31_185 , BASE2 , 2000-01-31 , 00:02 , AIR37 , 2000-01-31 , 04:54
LEG_31_186 , AIR10 , 2000-01-31 , 21:30 , BASE2 , 2000-01-31 , 23:07
LEG_31_187 , BASE3 , 2000-01-31 , 15:05 , AIR28 , 2000-01-31 , 16:56
LEG_31_188 , AIR28 , 2000-01-31 , 15:40 , BASE3 , 2000-01-31 , 17:36
LEG_31_189 , BASE3 , 2000-01-31 , 18:45 , AIR22 , 2000-01-31 , 22:43
LEG_31_191 , AIR1 , 2000-01-31 , 19:29 , BASE3 , 2000-01-31 , 22:23
LEG_31_192 , BASE3 , 2000-01-31 , 03:25 , AIR5 , 2000-01-31 , 05:00
LEG_31_193 , AIR28 , 2000-01-31 , 00:05 , BASE3 , 2000-01-31 , 02:01
LEG_31_194 , AIR14 , 2000-01-31 , 12:39 , BASE3 , 2000-01-31 , 14:05
LEG_31_195 , BASE3 , 2000-01-31 , 15:00 , AIR30 , 2000-01-31 , 17:14
LEG_31_196 , AIR30 , 2000-01-31 , 23:35 , BASE3 , 2000-02-01 , 02:06
