#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_27_0 , AIR2 , 2000-01-27 , 18:50 , BASE1 , 2000-01-27 , 21:55
LEG_27_1 , BASE1 , 2000-01-27 , 20:18 , AIR2 , 2000-01-27 , 23:33
LEG_27_2 , AIR4 , 2000-01-27 , 15:50 , BASE1 , 2000-01-27 , 19:33
LEG_27_3 , BASE1 , 2000-01-27 , 23:22 , AIR4 , 2000-01-28 , 03:16
LEG_27_4 , AIR4 , 2000-01-27 , 20:05 , BASE1 , 2000-01-27 , 23:42
LEG_27_5 , BASE1 , 2000-01-27 , 15:12 , AIR4 , 2000-01-27 , 18:58
LEG_27_6 , BASE1 , 2000-01-27 , 00:00 , AIR8 , 2000-01-27 , 01:27
LEG_27_7 , AIR6 , 2000-01-27 , 18:15 , BASE1 , 2000-01-27 , 21:25
LEG_27_8 , AIR6 , 2000-01-27 , 20:35 , BASE1 , 2000-01-27 , 23:54
LEG_27_9 , BASE1 , 2000-01-27 , 16:41 , AIR6 , 2000-01-27 , 20:28
LEG_27_10 , AIR22 , 2000-01-27 , 22:15 , BASE3 , 2000-01-28 , 01:46
LEG_27_11 , BASE3 , 2000-01-27 , 15:00 , AIR22 , 2000-01-27 , 19:08
LEG_27_12 , BASE3 , 2000-01-27 , 23:25 , AIR1 , 2000-01-28 , 01:54
LEG_27_13 , AIR22 , 2000-01-27 , 18:35 , BASE3 , 2000-01-27 , 22:08
LEG_27_14 , BASE2 , 2000-01-27 , 01:10 , AIR8 , 2000-01-27 , 02:26
LEG_27_15 , AIR9 , 2000-01-27 , 16:45 , BASE1 , 2000-01-27 , 20:16
LEG_27_16 , AIR23 , 2000-01-27 , 13:45 , BASE1 , 2000-01-27 , 16:33
LEG_27_17 , BASE1 , 2000-01-27 , 17:37 , AIR9 , 2000-01-27 , 21:25
LEG_27_18 , AIR9 , 2000-01-27 , 23:35 , BASE1 , 2000-01-28 , 03:09
LEG_27_19 , AIR1 , 2000-01-27 , 11:20 , BASE1 , 2000-01-27 , 14:19
LEG_27_20 , BASE1 , 2000-01-27 , 15:17 , AIR9 , 2000-01-27 , 19:03
LEG_27_21 , AIR9 , 2000-01-27 , 14:30 , BASE1 , 2000-01-27 , 18:03
LEG_27_22 , AIR24 , 2000-01-27 , 22:45 , BASE1 , 2000-01-28 , 01:49
LEG_27_23 , BASE1 , 2000-01-27 , 02:10 , AIR9 , 2000-01-27 , 05:52
LEG_27_24 , AIR13 , 2000-01-27 , 23:35 , BASE1 , 2000-01-28 , 03:16
LEG_27_25 , AIR26 , 2000-01-27 , 12:20 , BASE1 , 2000-01-27 , 14:19
LEG_27_26 , BASE1 , 2000-01-27 , 15:09 , AIR13 , 2000-01-27 , 19:12
LEG_27_27 , BASE1 , 2000-01-27 , 00:15 , AIR21 , 2000-01-27 , 02:14
LEG_27_28 , BASE2 , 2000-01-27 , 17:15 , AIR13 , 2000-01-27 , 22:20
LEG_27_29 , AIR13 , 2000-01-27 , 06:20 , BASE2 , 2000-01-27 , 10:52
LEG_27_30 , AIR10 , 2000-01-27 , 14:25 , BASE2 , 2000-01-27 , 15:58
LEG_27_31 , BASE2 , 2000-01-27 , 01:00 , AIR10 , 2000-01-27 , 02:25
LEG_27_32 , BASE2 , 2000-01-27 , 11:47 , AIR10 , 2000-01-27 , 13:08
LEG_27_33 , BASE2 , 2000-01-27 , 18:46 , AIR16 , 2000-01-27 , 20:26
