#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_03_0 , BASE1 , 2000-01-03 , 21:50 , AIR1 , 2000-01-04 , 00:32
LEG_03_1 , AIR2 , 2000-01-03 , 23:25 , BASE1 , 2000-01-04 , 02:27
LEG_03_2 , BASE1 , 2000-01-03 , 03:18 , AIR39 , 2000-01-03 , 04:15
LEG_03_3 , AIR2 , 2000-01-03 , 17:45 , BASE1 , 2000-01-03 , 20:47
LEG_03_4 , BASE1 , 2000-01-03 , 18:14 , AIR3 , 2000-01-03 , 20:41
LEG_03_5 , AIR4 , 2000-01-03 , 13:45 , BASE1 , 2000-01-03 , 17:25
LEG_03_6 , AIR5 , 2000-01-03 , 19:55 , BASE1 , 2000-01-03 , 21:06
LEG_03_7 , BASE1 , 2000-01-03 , 22:22 , AIR4 , 2000-01-04 , 02:11
LEG_03_8 , AIR6 , 2000-01-03 , 19:35 , BASE1 , 2000-01-03 , 22:49
LEG_03_9 , BASE1 , 2000-01-03 , 00:13 , AIR15 , 2000-01-03 , 02:44
LEG_03_10 , AIR6 , 2000-01-03 , 08:00 , BASE1 , 2000-01-03 , 11:03
LEG_03_11 , BASE1 , 2000-01-03 , 15:45 , AIR6 , 2000-01-03 , 19:27
LEG_03_12 , AIR7 , 2000-01-03 , 13:15 , BASE1 , 2000-01-03 , 14:14
LEG_03_13 , BASE2 , 2000-01-03 , 20:55 , AIR8 , 2000-01-03 , 22:09
LEG_03_14 , BASE2 , 2000-01-03 , 01:10 , AIR8 , 2000-01-03 , 02:26
LEG_03_15 , AIR24 , 2000-01-03 , 10:20 , BASE1 , 2000-01-03 , 13:12
LEG_03_16 , BASE1 , 2000-01-03 , 14:11 , AIR9 , 2000-01-03 , 17:55
LEG_03_17 , AIR9 , 2000-01-03 , 13:30 , BASE1 , 2000-01-03 , 17:02
LEG_03_18 , AIR23 , 2000-01-03 , 12:45 , BASE1 , 2000-01-03 , 15:23
LEG_03_19 , BASE1 , 2000-01-03 , 16:37 , AIR9 , 2000-01-03 , 20:25
LEG_03_20 , BASE1 , 2000-01-03 , 20:08 , AIR10 , 2000-01-03 , 22:23
LEG_03_21 , AIR9 , 2000-01-03 , 15:45 , BASE1 , 2000-01-03 , 19:18
LEG_03_22 , BASE1 , 2000-01-03 , 22:31 , AIR9 , 2000-01-04 , 02:19
LEG_03_23 , AIR9 , 2000-01-03 , 19:05 , BASE1 , 2000-01-03 , 22:37
LEG_03_24 , AIR11 , 2000-01-03 , 21:05 , BASE1 , 2000-01-04 , 00:21
LEG_03_25 , BASE1 , 2000-01-03 , 02:10 , AIR9 , 2000-01-03 , 05:52
LEG_03_26 , AIR9 , 2000-01-03 , 22:35 , BASE1 , 2000-01-04 , 02:05
LEG_03_27 , AIR12 , 2000-01-03 , 11:40 , BASE1 , 2000-01-03 , 13:07
LEG_03_28 , BASE1 , 2000-01-03 , 14:05 , AIR13 , 2000-01-03 , 18:11
LEG_03_29 , BASE1 , 2000-01-03 , 00:15 , AIR21 , 2000-01-03 , 02:14
LEG_03_30 , AIR13 , 2000-01-03 , 19:15 , BASE1 , 2000-01-03 , 22:55
LEG_03_31 , AIR14 , 2000-01-03 , 19:20 , BASE1 , 2000-01-03 , 21:04
LEG_03_32 , BASE1 , 2000-01-03 , 22:23 , AIR13 , 2000-01-04 , 02:25
LEG_03_33 , AIR13 , 2000-01-03 , 13:35 , BASE1 , 2000-01-03 , 17:14
LEG_03_34 , BASE1 , 2000-01-03 , 01:54 , AIR13 , 2000-01-03 , 05:50
LEG_03_35 , AIR14 , 2000-01-03 , 23:15 , BASE1 , 2000-01-04 , 01:03
LEG_03_36 , BASE1 , 2000-01-03 , 03:02 , AIR45 , 2000-01-03 , 04:04
LEG_03_37 , AIR13 , 2000-01-03 , 22:35 , BASE1 , 2000-01-04 , 02:12
LEG_03_38 , BASE2 , 2000-01-03 , 23:10 , AIR4 , 2000-01-04 , 04:02
LEG_03_39 , AIR15 , 2000-01-03 , 20:10 , BASE2 , 2000-01-03 , 21:58
LEG_03_40 , AIR13 , 2000-01-03 , 05:20 , BASE2 , 2000-01-03 , 09:52
LEG_03_41 , AIR16 , 2000-01-03 , 13:05 , BASE2 , 2000-01-03 , 15:03
LEG_03_42 , BASE2 , 2000-01-03 , 16:17 , AIR13 , 2000-01-03 , 21:22
LEG_03_43 , AIR4 , 2000-01-03 , 15:30 , BASE2 , 2000-01-03 , 19:50
LEG_03_44 , BASE2 , 2000-01-03 , 21:07 , AIR14 , 2000-01-03 , 22:11
LEG_03_45 , BASE1 , 2000-01-03 , 12:18 , AIR17 , 2000-01-03 , 13:47
LEG_03_46 , AIR14 , 2000-01-03 , 20:45 , BASE2 , 2000-01-03 , 21:53
LEG_03_47 , BASE2 , 2000-01-03 , 22:58 , AIR10 , 2000-01-04 , 00:26
LEG_03_48 , BASE2 , 2000-01-03 , 01:00 , AIR10 , 2000-01-03 , 02:25
LEG_03_49 , BASE2 , 2000-01-03 , 00:58 , AIR18 , 2000-01-03 , 03:50
LEG_03_50 , BASE2 , 2000-01-03 , 17:31 , AIR14 , 2000-01-03 , 18:38
LEG_03_51 , AIR18 , 2000-01-03 , 13:40 , BASE2 , 2000-01-03 , 16:39
LEG_03_52 , BASE2 , 2000-01-03 , 11:00 , AIR18 , 2000-01-03 , 13:56
LEG_03_53 , AIR18 , 2000-01-03 , 15:15 , BASE2 , 2000-01-03 , 18:18
LEG_03_54 , AIR16 , 2000-01-03 , 16:00 , BASE2 , 2000-01-03 , 17:57
LEG_03_55 , BASE2 , 2000-01-03 , 19:41 , AIR2 , 2000-01-04 , 00:02
LEG_03_56 , AIR2 , 2000-01-03 , 06:00 , BASE2 , 2000-01-03 , 09:38
LEG_03_57 , BASE2 , 2000-01-03 , 16:26 , AIR2 , 2000-01-03 , 20:45
