#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_13_0 , BASE1 , 2000-01-13 , 21:50 , AIR1 , 2000-01-14 , 00:32
LEG_13_1 , AIR2 , 2000-01-13 , 23:25 , BASE1 , 2000-01-14 , 02:27
LEG_13_2 , BASE1 , 2000-01-13 , 00:02 , AIR25 , 2000-01-13 , 01:28
LEG_13_3 , AIR2 , 2000-01-13 , 17:45 , BASE1 , 2000-01-13 , 20:47
LEG_13_4 , AIR4 , 2000-01-13 , 14:45 , BASE1 , 2000-01-13 , 18:25
LEG_13_5 , AIR5 , 2000-01-13 , 19:55 , BASE1 , 2000-01-13 , 21:06
LEG_13_6 , BASE1 , 2000-01-13 , 22:22 , AIR4 , 2000-01-14 , 02:11
LEG_13_7 , BASE1 , 2000-01-13 , 00:00 , AIR8 , 2000-01-13 , 01:27
LEG_13_8 , AIR6 , 2000-01-13 , 19:35 , BASE1 , 2000-01-13 , 22:49
LEG_13_9 , BASE1 , 2000-01-13 , 00:13 , AIR15 , 2000-01-13 , 02:44
LEG_13_10 , AIR6 , 2000-01-13 , 08:00 , BASE1 , 2000-01-13 , 11:03
LEG_13_11 , BASE1 , 2000-01-13 , 15:45 , AIR6 , 2000-01-13 , 19:27
LEG_13_12 , BASE2 , 2000-01-13 , 01:10 , AIR8 , 2000-01-13 , 02:26
LEG_13_13 , AIR24 , 2000-01-13 , 10:20 , BASE1 , 2000-01-13 , 13:12
LEG_13_14 , BASE1 , 2000-01-13 , 14:11 , AIR9 , 2000-01-13 , 17:55
LEG_13_15 , AIR9 , 2000-01-13 , 13:30 , BASE1 , 2000-01-13 , 17:02
LEG_13_16 , BASE1 , 2000-01-13 , 16:37 , AIR9 , 2000-01-13 , 20:25
LEG_13_17 , BASE1 , 2000-01-13 , 20:08 , AIR10 , 2000-01-13 , 22:23
LEG_13_18 , AIR9 , 2000-01-13 , 15:45 , BASE1 , 2000-01-13 , 19:18
LEG_13_19 , BASE1 , 2000-01-13 , 22:31 , AIR9 , 2000-01-14 , 02:19
LEG_13_20 , AIR9 , 2000-01-13 , 19:05 , BASE1 , 2000-01-13 , 22:37
LEG_13_21 , BASE1 , 2000-01-13 , 02:10 , AIR9 , 2000-01-13 , 05:52
LEG_13_22 , AIR9 , 2000-01-13 , 22:35 , BASE1 , 2000-01-14 , 02:05
LEG_13_23 , AIR12 , 2000-01-13 , 11:40 , BASE1 , 2000-01-13 , 13:07
LEG_13_24 , BASE1 , 2000-01-13 , 14:05 , AIR13 , 2000-01-13 , 18:11
LEG_13_25 , BASE1 , 2000-01-13 , 00:15 , AIR21 , 2000-01-13 , 02:14
LEG_13_26 , AIR13 , 2000-01-13 , 19:15 , BASE1 , 2000-01-13 , 22:55
LEG_13_27 , AIR14 , 2000-01-13 , 19:20 , BASE1 , 2000-01-13 , 21:04
LEG_13_28 , BASE1 , 2000-01-13 , 22:23 , AIR13 , 2000-01-14 , 02:25
LEG_13_29 , AIR14 , 2000-01-13 , 23:15 , BASE1 , 2000-01-14 , 01:03
LEG_13_30 , AIR13 , 2000-01-13 , 22:35 , BASE1 , 2000-01-14 , 02:12
LEG_13_31 , BASE2 , 2000-01-13 , 23:10 , AIR4 , 2000-01-14 , 04:02
LEG_13_32 , AIR15 , 2000-01-13 , 20:10 , BASE2 , 2000-01-13 , 21:58
LEG_13_33 , AIR13 , 2000-01-13 , 05:20 , BASE2 , 2000-01-13 , 09:52
LEG_13_34 , AIR16 , 2000-01-13 , 13:05 , BASE2 , 2000-01-13 , 15:03
LEG_13_35 , BASE2 , 2000-01-13 , 16:17 , AIR13 , 2000-01-13 , 21:22
LEG_13_36 , AIR4 , 2000-01-13 , 15:40 , BASE2 , 2000-01-13 , 20:00
LEG_13_37 , BASE2 , 2000-01-13 , 21:07 , AIR14 , 2000-01-13 , 22:11
LEG_13_38 , AIR14 , 2000-01-13 , 20:45 , BASE2 , 2000-01-13 , 21:53
LEG_13_39 , BASE2 , 2000-01-13 , 22:58 , AIR10 , 2000-01-14 , 00:26
LEG_13_40 , BASE2 , 2000-01-13 , 01:00 , AIR10 , 2000-01-13 , 02:25
LEG_13_41 , BASE2 , 2000-01-13 , 00:58 , AIR18 , 2000-01-13 , 03:50
LEG_13_42 , BASE2 , 2000-01-13 , 17:31 , AIR14 , 2000-01-13 , 18:38
LEG_13_43 , AIR18 , 2000-01-13 , 13:40 , BASE2 , 2000-01-13 , 16:39
LEG_13_44 , BASE2 , 2000-01-13 , 11:00 , AIR18 , 2000-01-13 , 13:56
LEG_13_45 , AIR18 , 2000-01-13 , 15:15 , BASE2 , 2000-01-13 , 18:18
LEG_13_46 , BASE2 , 2000-01-13 , 01:11 , AIR11 , 2000-01-13 , 03:00
LEG_13_47 , AIR16 , 2000-01-13 , 16:00 , BASE2 , 2000-01-13 , 17:57
LEG_13_48 , BASE2 , 2000-01-13 , 19:41 , AIR2 , 2000-01-14 , 00:02
