#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_25_0 , BASE1 , 2000-01-25 , 21:50 , AIR1 , 2000-01-26 , 00:32
LEG_25_1 , AIR2 , 2000-01-25 , 23:25 , BASE1 , 2000-01-26 , 02:27
LEG_25_2 , BASE1 , 2000-01-25 , 03:18 , AIR39 , 2000-01-25 , 04:15
LEG_25_3 , AIR2 , 2000-01-25 , 17:45 , BASE1 , 2000-01-25 , 20:47
LEG_25_4 , BASE1 , 2000-01-25 , 18:14 , AIR3 , 2000-01-25 , 20:41
LEG_25_5 , AIR4 , 2000-01-25 , 13:45 , BASE1 , 2000-01-25 , 17:25
LEG_25_6 , AIR5 , 2000-01-25 , 19:55 , BASE1 , 2000-01-25 , 21:06
LEG_25_7 , BASE1 , 2000-01-25 , 22:22 , AIR4 , 2000-01-26 , 02:11
LEG_25_8 , AIR6 , 2000-01-25 , 19:35 , BASE1 , 2000-01-25 , 22:49
LEG_25_9 , BASE1 , 2000-01-25 , 00:13 , AIR15 , 2000-01-25 , 02:44
LEG_25_10 , AIR6 , 2000-01-25 , 08:00 , BASE1 , 2000-01-25 , 11:03
LEG_25_11 , BASE1 , 2000-01-25 , 15:45 , AIR6 , 2000-01-25 , 19:27
LEG_25_12 , AIR7 , 2000-01-25 , 13:15 , BASE1 , 2000-01-25 , 14:14
LEG_25_13 , BASE2 , 2000-01-25 , 01:10 , AIR8 , 2000-01-25 , 02:26
LEG_25_14 , AIR24 , 2000-01-25 , 10:20 , BASE1 , 2000-01-25 , 13:12
LEG_25_15 , BASE1 , 2000-01-25 , 14:11 , AIR9 , 2000-01-25 , 17:55
LEG_25_16 , AIR9 , 2000-01-25 , 13:30 , BASE1 , 2000-01-25 , 17:02
LEG_25_17 , AIR23 , 2000-01-25 , 12:45 , BASE1 , 2000-01-25 , 15:23
LEG_25_18 , BASE1 , 2000-01-25 , 16:37 , AIR9 , 2000-01-25 , 20:25
LEG_25_19 , BASE1 , 2000-01-25 , 20:08 , AIR10 , 2000-01-25 , 22:23
LEG_25_20 , AIR9 , 2000-01-25 , 15:45 , BASE1 , 2000-01-25 , 19:18
LEG_25_21 , BASE1 , 2000-01-25 , 22:31 , AIR9 , 2000-01-26 , 02:19
LEG_25_22 , AIR9 , 2000-01-25 , 19:05 , BASE1 , 2000-01-25 , 22:37
LEG_25_23 , AIR11 , 2000-01-25 , 21:05 , BASE1 , 2000-01-26 , 00:21
LEG_25_24 , BASE1 , 2000-01-25 , 02:10 , AIR9 , 2000-01-25 , 05:52
LEG_25_25 , AIR9 , 2000-01-25 , 22:35 , BASE1 , 2000-01-26 , 02:05
LEG_25_26 , AIR12 , 2000-01-25 , 11:40 , BASE1 , 2000-01-25 , 13:07
LEG_25_27 , BASE1 , 2000-01-25 , 14:05 , AIR13 , 2000-01-25 , 18:11
LEG_25_28 , BASE1 , 2000-01-25 , 00:15 , AIR21 , 2000-01-25 , 02:14
LEG_25_29 , AIR13 , 2000-01-25 , 19:15 , BASE1 , 2000-01-25 , 22:55
LEG_25_30 , AIR14 , 2000-01-25 , 19:20 , BASE1 , 2000-01-25 , 21:04
LEG_25_31 , BASE1 , 2000-01-25 , 22:23 , AIR13 , 2000-01-26 , 02:25
LEG_25_32 , AIR13 , 2000-01-25 , 13:35 , BASE1 , 2000-01-25 , 17:14
LEG_25_33 , BASE1 , 2000-01-25 , 01:54 , AIR13 , 2000-01-25 , 05:50
LEG_25_34 , AIR14 , 2000-01-25 , 23:15 , BASE1 , 2000-01-26 , 01:03
LEG_25_35 , BASE1 , 2000-01-25 , 03:02 , AIR45 , 2000-01-25 , 04:04
LEG_25_36 , AIR13 , 2000-01-25 , 22:35 , BASE1 , 2000-01-26 , 02:12
LEG_25_37 , BASE2 , 2000-01-25 , 23:10 , AIR4 , 2000-01-26 , 04:02
LEG_25_38 , AIR15 , 2000-01-25 , 20:10 , BASE2 , 2000-01-25 , 21:58
LEG_25_39 , AIR13 , 2000-01-25 , 05:20 , BASE2 , 2000-01-25 , 09:52
LEG_25_40 , AIR16 , 2000-01-25 , 13:05 , BASE2 , 2000-01-25 , 15:03
LEG_25_41 , BASE2 , 2000-01-25 , 16:17 , AIR13 , 2000-01-25 , 21:22
LEG_25_42 , AIR4 , 2000-01-25 , 15:30 , BASE2 , 2000-01-25 , 19:50
LEG_25_43 , BASE2 , 2000-01-25 , 21:07 , AIR14 , 2000-01-25 , 22:11
LEG_25_44 , BASE1 , 2000-01-25 , 12:18 , AIR17 , 2000-01-25 , 13:47
LEG_25_45 , AIR14 , 2000-01-25 , 20:45 , BASE2 , 2000-01-25 , 21:53
