#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_06_0 , BASE1 , 2000-01-06 , 21:50 , AIR1 , 2000-01-07 , 00:32
LEG_06_1 , AIR2 , 2000-01-06 , 23:25 , BASE1 , 2000-01-07 , 02:27
LEG_06_2 , AIR2 , 2000-01-06 , 17:45 , BASE1 , 2000-01-06 , 20:47
LEG_06_3 , AIR4 , 2000-01-06 , 14:45 , BASE1 , 2000-01-06 , 18:25
LEG_06_4 , AIR5 , 2000-01-06 , 19:55 , BASE1 , 2000-01-06 , 21:06
LEG_06_5 , BASE1 , 2000-01-06 , 22:22 , AIR4 , 2000-01-07 , 02:11
LEG_06_6 , BASE1 , 2000-01-06 , 00:00 , AIR8 , 2000-01-06 , 01:27
LEG_06_7 , AIR6 , 2000-01-06 , 19:35 , BASE1 , 2000-01-06 , 22:49
LEG_06_8 , BASE1 , 2000-01-06 , 00:13 , AIR15 , 2000-01-06 , 02:44
LEG_06_9 , AIR6 , 2000-01-06 , 08:00 , BASE1 , 2000-01-06 , 11:03
LEG_06_10 , BASE1 , 2000-01-06 , 15:45 , AIR6 , 2000-01-06 , 19:27
LEG_06_11 , BASE2 , 2000-01-06 , 01:10 , AIR8 , 2000-01-06 , 02:26
LEG_06_12 , AIR24 , 2000-01-06 , 10:20 , BASE1 , 2000-01-06 , 13:12
LEG_06_13 , BASE1 , 2000-01-06 , 14:11 , AIR9 , 2000-01-06 , 17:55
LEG_06_14 , AIR9 , 2000-01-06 , 13:30 , BASE1 , 2000-01-06 , 17:02
LEG_06_15 , BASE1 , 2000-01-06 , 16:37 , AIR9 , 2000-01-06 , 20:25
LEG_06_16 , BASE1 , 2000-01-06 , 20:08 , AIR10 , 2000-01-06 , 22:23
LEG_06_17 , AIR9 , 2000-01-06 , 15:45 , BASE1 , 2000-01-06 , 19:18
LEG_06_18 , BASE1 , 2000-01-06 , 22:31 , AIR9 , 2000-01-07 , 02:19
LEG_06_19 , AIR9 , 2000-01-06 , 19:05 , BASE1 , 2000-01-06 , 22:37
LEG_06_20 , BASE1 , 2000-01-06 , 02:10 , AIR9 , 2000-01-06 , 05:52
LEG_06_21 , AIR9 , 2000-01-06 , 22:35 , BASE1 , 2000-01-07 , 02:05
LEG_06_22 , AIR12 , 2000-01-06 , 11:40 , BASE1 , 2000-01-06 , 13:07
LEG_06_23 , BASE1 , 2000-01-06 , 14:05 , AIR13 , 2000-01-06 , 18:11
LEG_06_24 , BASE1 , 2000-01-06 , 00:15 , AIR21 , 2000-01-06 , 02:14
LEG_06_25 , AIR13 , 2000-01-06 , 19:15 , BASE1 , 2000-01-06 , 22:55
LEG_06_26 , AIR14 , 2000-01-06 , 19:20 , BASE1 , 2000-01-06 , 21:04
LEG_06_27 , BASE1 , 2000-01-06 , 22:23 , AIR13 , 2000-01-07 , 02:25
LEG_06_28 , AIR14 , 2000-01-06 , 23:15 , BASE1 , 2000-01-07 , 01:03
LEG_06_29 , AIR13 , 2000-01-06 , 22:35 , BASE1 , 2000-01-07 , 02:12
LEG_06_30 , BASE2 , 2000-01-06 , 23:10 , AIR4 , 2000-01-07 , 04:02
LEG_06_31 , AIR15 , 2000-01-06 , 20:10 , BASE2 , 2000-01-06 , 21:58
LEG_06_32 , AIR13 , 2000-01-06 , 05:20 , BASE2 , 2000-01-06 , 09:52
LEG_06_33 , AIR16 , 2000-01-06 , 13:05 , BASE2 , 2000-01-06 , 15:03
LEG_06_34 , BASE2 , 2000-01-06 , 16:17 , AIR13 , 2000-01-06 , 21:22
LEG_06_35 , AIR4 , 2000-01-06 , 15:40 , BASE2 , 2000-01-06 , 20:00
LEG_06_36 , BASE2 , 2000-01-06 , 21:07 , AIR14 , 2000-01-06 , 22:11
LEG_06_37 , AIR14 , 2000-01-06 , 20:45 , BASE2 , 2000-01-06 , 21:53
LEG_06_38 , BASE2 , 2000-01-06 , 22:58 , AIR10 , 2000-01-07 , 00:26
LEG_06_39 , BASE2 , 2000-01-06 , 01:00 , AIR10 , 2000-01-06 , 02:25
LEG_06_40 , BASE2 , 2000-01-06 , 00:58 , AIR18 , 2000-01-06 , 03:50
LEG_06_41 , BASE2 , 2000-01-06 , 17:31 , AIR14 , 2000-01-06 , 18:38
LEG_06_42 , AIR18 , 2000-01-06 , 13:40 , BASE2 , 2000-01-06 , 16:39
LEG_06_43 , BASE2 , 2000-01-06 , 11:00 , AIR18 , 2000-01-06 , 13:56
LEG_06_44 , AIR18 , 2000-01-06 , 15:15 , BASE2 , 2000-01-06 , 18:18
LEG_06_45 , BASE2 , 2000-01-06 , 01:11 , AIR11 , 2000-01-06 , 03:00
LEG_06_46 , AIR16 , 2000-01-06 , 16:00 , BASE2 , 2000-01-06 , 17:57
LEG_06_47 , BASE2 , 2000-01-06 , 19:41 , AIR2 , 2000-01-07 , 00:02
LEG_06_48 , AIR2 , 2000-01-06 , 06:00 , BASE2 , 2000-01-06 , 09:38
LEG_06_49 , BASE2 , 2000-01-06 , 16:26 , AIR2 , 2000-01-06 , 20:45
LEG_06_50 , AIR19 , 2000-01-06 , 21:05 , BASE3 , 2000-01-07 , 01:01
LEG_06_51 , BASE3 , 2000-01-06 , 14:00 , AIR19 , 2000-01-06 , 18:29
LEG_06_52 , BASE2 , 2000-01-06 , 19:37 , AIR6 , 2000-01-07 , 00:27
LEG_06_53 , BASE2 , 2000-01-06 , 14:30 , AIR20 , 2000-01-06 , 15:43
LEG_06_54 , AIR39 , 2000-01-06 , 12:20 , BASE2 , 2000-01-06 , 13:33
LEG_06_55 , AIR9 , 2000-01-06 , 05:15 , BASE2 , 2000-01-06 , 09:44
LEG_06_56 , AIR9 , 2000-01-06 , 15:30 , BASE2 , 2000-01-06 , 19:54
LEG_06_57 , AIR9 , 2000-01-06 , 19:40 , BASE2 , 2000-01-07 , 00:02
LEG_06_58 , BASE2 , 2000-01-06 , 12:55 , AIR9 , 2000-01-06 , 17:39
LEG_06_59 , BASE2 , 2000-01-06 , 23:17 , AIR9 , 2000-01-07 , 04:07
LEG_06_60 , AIR21 , 2000-01-06 , 21:00 , BASE2 , 2000-01-06 , 21:59
LEG_06_61 , AIR22 , 2000-01-06 , 07:35 , BASE1 , 2000-01-06 , 11:02
LEG_06_62 , AIR22 , 2000-01-06 , 13:55 , BASE1 , 2000-01-06 , 17:24
LEG_06_63 , BASE1 , 2000-01-06 , 18:42 , AIR23 , 2000-01-06 , 21:09
LEG_06_64 , BASE1 , 2000-01-06 , 00:05 , AIR22 , 2000-01-06 , 04:15
LEG_06_65 , BASE1 , 2000-01-06 , 23:49 , AIR23 , 2000-01-07 , 02:17
LEG_06_66 , AIR22 , 2000-01-06 , 19:05 , BASE1 , 2000-01-06 , 22:38
LEG_06_67 , BASE1 , 2000-01-06 , 15:50 , AIR22 , 2000-01-06 , 19:48
LEG_06_68 , BASE1 , 2000-01-06 , 12:25 , AIR10 , 2000-01-06 , 14:42
LEG_06_69 , AIR22 , 2000-01-06 , 22:40 , BASE2 , 2000-01-07 , 03:11
LEG_06_70 , AIR10 , 2000-01-06 , 20:10 , BASE1 , 2000-01-06 , 22:53
LEG_06_71 , BASE2 , 2000-01-06 , 11:00 , AIR22 , 2000-01-06 , 15:54
LEG_06_72 , BASE1 , 2000-01-06 , 23:40 , AIR10 , 2000-01-07 , 01:59
LEG_06_73 , BASE2 , 2000-01-06 , 19:40 , AIR22 , 2000-01-07 , 00:37
LEG_06_74 , AIR23 , 2000-01-06 , 16:05 , BASE2 , 2000-01-06 , 18:05
LEG_06_75 , AIR19 , 2000-01-06 , 07:50 , BASE1 , 2000-01-06 , 11:15
LEG_06_76 , AIR11 , 2000-01-06 , 10:00 , BASE2 , 2000-01-06 , 12:09
LEG_06_77 , BASE2 , 2000-01-06 , 16:25 , AIR19 , 2000-01-06 , 21:36
LEG_06_78 , BASE1 , 2000-01-06 , 00:03 , AIR14 , 2000-01-06 , 01:42
LEG_06_79 , AIR19 , 2000-01-06 , 19:25 , BASE1 , 2000-01-06 , 23:00
LEG_06_80 , AIR20 , 2000-01-06 , 16:50 , BASE2 , 2000-01-06 , 18:07
LEG_06_81 , BASE2 , 2000-01-06 , 19:42 , AIR19 , 2000-01-07 , 00:47
LEG_06_82 , AIR19 , 2000-01-06 , 22:45 , BASE1 , 2000-01-07 , 02:18
LEG_06_83 , BASE1 , 2000-01-06 , 15:15 , AIR19 , 2000-01-06 , 19:16
LEG_06_84 , BASE1 , 2000-01-06 , 20:24 , AIR26 , 2000-01-06 , 22:11
LEG_06_85 , AIR27 , 2000-01-06 , 16:05 , BASE1 , 2000-01-06 , 19:26
LEG_06_86 , AIR10 , 2000-01-06 , 10:43 , BASE1 , 2000-01-06 , 13:20
LEG_06_87 , BASE1 , 2000-01-06 , 14:16 , AIR27 , 2000-01-06 , 18:02
LEG_06_88 , BASE1 , 2000-01-06 , 17:45 , AIR25 , 2000-01-06 , 19:04
LEG_06_89 , AIR27 , 2000-01-06 , 13:30 , BASE1 , 2000-01-06 , 16:52
LEG_06_90 , AIR27 , 2000-01-06 , 19:15 , BASE1 , 2000-01-06 , 22:40
LEG_06_91 , BASE1 , 2000-01-06 , 23:53 , AIR12 , 2000-01-07 , 01:14
LEG_06_92 , BASE1 , 2000-01-06 , 02:14 , AIR27 , 2000-01-06 , 05:55
LEG_06_93 , AIR15 , 2000-01-06 , 21:40 , BASE1 , 2000-01-07 , 00:40
