#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_08_0 , BASE2 , 2000-01-08 , 22:32 , AIR2 , 2000-01-09 , 00:12
LEG_08_1 , AIR2 , 2000-01-08 , 15:30 , BASE2 , 2000-01-08 , 17:14
LEG_08_2 , BASE2 , 2000-01-08 , 15:22 , AIR3 , 2000-01-08 , 17:40
LEG_08_3 , AIR3 , 2000-01-08 , 18:25 , BASE2 , 2000-01-08 , 21:03
LEG_08_4 , BASE3 , 2000-01-08 , 22:15 , AIR4 , 2000-01-08 , 23:11
LEG_08_5 , AIR4 , 2000-01-08 , 00:05 , BASE3 , 2000-01-08 , 01:03
LEG_08_6 , BASE3 , 2000-01-08 , 13:35 , AIR2 , 2000-01-08 , 14:46
LEG_08_7 , AIR2 , 2000-01-08 , 11:30 , BASE3 , 2000-01-08 , 12:43
LEG_08_8 , BASE3 , 2000-01-08 , 14:05 , AIR4 , 2000-01-08 , 14:59
LEG_08_9 , AIR5 , 2000-01-08 , 12:30 , BASE2 , 2000-01-08 , 14:29
LEG_08_10 , BASE2 , 2000-01-08 , 15:23 , AIR6 , 2000-01-08 , 16:20
LEG_08_11 , BASE2 , 2000-01-08 , 01:54 , AIR5 , 2000-01-08 , 03:59
LEG_08_12 , AIR7 , 2000-01-08 , 15:45 , BASE3 , 2000-01-08 , 16:46
LEG_08_13 , AIR8 , 2000-01-08 , 11:30 , BASE3 , 2000-01-08 , 12:47
LEG_08_14 , BASE3 , 2000-01-08 , 14:00 , AIR7 , 2000-01-08 , 14:58
LEG_08_15 , BASE3 , 2000-01-08 , 02:25 , AIR8 , 2000-01-08 , 03:34
LEG_08_16 , AIR16 , 2000-01-08 , 00:10 , BASE3 , 2000-01-08 , 01:20
LEG_08_17 , BASE1 , 2000-01-08 , 10:57 , AIR9 , 2000-01-08 , 12:03
LEG_08_18 , AIR9 , 2000-01-08 , 13:30 , BASE1 , 2000-01-08 , 14:43
LEG_08_19 , BASE1 , 2000-01-08 , 17:54 , AIR10 , 2000-01-08 , 18:40
LEG_08_20 , AIR6 , 2000-01-08 , 17:20 , BASE2 , 2000-01-08 , 18:29
LEG_08_21 , AIR20 , 2000-01-08 , 16:42 , BASE1 , 2000-01-08 , 18:31
LEG_08_22 , BASE1 , 2000-01-08 , 19:19 , AIR11 , 2000-01-08 , 20:22
LEG_08_23 , AIR12 , 2000-01-08 , 10:45 , BASE1 , 2000-01-08 , 11:45
LEG_08_24 , BASE1 , 2000-01-08 , 13:11 , AIR21 , 2000-01-08 , 13:52
LEG_08_25 , BASE2 , 2000-01-08 , 20:17 , AIR10 , 2000-01-08 , 21:38
LEG_08_26 , AIR10 , 2000-01-08 , 22:50 , BASE2 , 2000-01-09 , 00:21
LEG_08_27 , BASE1 , 2000-01-08 , 23:20 , AIR8 , 2000-01-09 , 00:42
LEG_08_28 , BASE1 , 2000-01-08 , 21:27 , AIR10 , 2000-01-08 , 22:13
LEG_08_29 , AIR21 , 2000-01-08 , 14:32 , BASE1 , 2000-01-08 , 15:13
LEG_08_30 , AIR13 , 2000-01-08 , 19:40 , BASE3 , 2000-01-08 , 20:58
LEG_08_31 , AIR8 , 2000-01-08 , 12:05 , BASE1 , 2000-01-08 , 13:31
LEG_08_32 , BASE1 , 2000-01-08 , 14:18 , AIR20 , 2000-01-08 , 16:02
LEG_08_33 , AIR10 , 2000-01-08 , 23:30 , BASE1 , 2000-01-09 , 00:16
LEG_08_34 , BASE1 , 2000-01-08 , 17:58 , AIR14 , 2000-01-08 , 19:36
LEG_08_35 , AIR14 , 2000-01-08 , 20:20 , BASE1 , 2000-01-08 , 22:08
LEG_08_36 , AIR4 , 2000-01-08 , 15:55 , BASE3 , 2000-01-08 , 16:52
LEG_08_37 , BASE3 , 2000-01-08 , 17:45 , AIR15 , 2000-01-08 , 19:06
LEG_08_38 , AIR15 , 2000-01-08 , 19:50 , BASE3 , 2000-01-08 , 21:13
LEG_08_39 , BASE3 , 2000-01-08 , 22:10 , AIR16 , 2000-01-08 , 23:23
LEG_08_40 , AIR10 , 2000-01-08 , 19:35 , BASE1 , 2000-01-08 , 20:23
LEG_08_41 , BASE3 , 2000-01-08 , 17:40 , AIR13 , 2000-01-08 , 18:53
LEG_08_42 , AIR17 , 2000-01-08 , 23:30 , BASE2 , 2000-01-09 , 00:20
LEG_08_43 , AIR18 , 2000-01-08 , 13:41 , BASE2 , 2000-01-08 , 14:42
LEG_08_44 , BASE2 , 2000-01-08 , 12:00 , AIR18 , 2000-01-08 , 13:04
LEG_08_45 , AIR18 , 2000-01-08 , 19:49 , BASE2 , 2000-01-08 , 20:49
LEG_08_46 , BASE2 , 2000-01-08 , 21:53 , AIR17 , 2000-01-08 , 22:38
LEG_08_47 , BASE2 , 2000-01-08 , 18:05 , AIR18 , 2000-01-08 , 19:05
LEG_08_48 , AIR19 , 2000-01-08 , 11:00 , BASE3 , 2000-01-08 , 12:46
LEG_08_49 , BASE3 , 2000-01-08 , 02:20 , AIR19 , 2000-01-08 , 03:51
LEG_08_50 , BASE1 , 2000-01-08 , 22:57 , AIR12 , 2000-01-08 , 23:51
LEG_08_51 , AIR11 , 2000-01-08 , 21:05 , BASE1 , 2000-01-08 , 22:02
