#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_09_0 , BASE2 , 2000-01-09 , 22:32 , AIR2 , 2000-01-10 , 00:12
LEG_09_1 , AIR2 , 2000-01-09 , 15:30 , BASE2 , 2000-01-09 , 17:14
LEG_09_2 , BASE2 , 2000-01-09 , 15:22 , AIR3 , 2000-01-09 , 17:40
LEG_09_3 , AIR3 , 2000-01-09 , 18:25 , BASE2 , 2000-01-09 , 21:03
LEG_09_4 , BASE3 , 2000-01-09 , 22:15 , AIR4 , 2000-01-09 , 23:11
LEG_09_5 , AIR4 , 2000-01-09 , 00:05 , BASE3 , 2000-01-09 , 01:03
LEG_09_6 , BASE3 , 2000-01-09 , 13:35 , AIR2 , 2000-01-09 , 14:46
LEG_09_7 , AIR2 , 2000-01-09 , 11:30 , BASE3 , 2000-01-09 , 12:43
LEG_09_8 , BASE3 , 2000-01-09 , 14:05 , AIR4 , 2000-01-09 , 14:59
LEG_09_9 , AIR5 , 2000-01-09 , 12:30 , BASE2 , 2000-01-09 , 14:29
LEG_09_10 , BASE2 , 2000-01-09 , 15:23 , AIR6 , 2000-01-09 , 16:20
LEG_09_11 , BASE2 , 2000-01-09 , 01:54 , AIR5 , 2000-01-09 , 03:59
LEG_09_12 , AIR7 , 2000-01-09 , 15:45 , BASE3 , 2000-01-09 , 16:46
LEG_09_13 , AIR8 , 2000-01-09 , 11:30 , BASE3 , 2000-01-09 , 12:47
LEG_09_14 , BASE3 , 2000-01-09 , 14:00 , AIR7 , 2000-01-09 , 14:58
LEG_09_15 , BASE3 , 2000-01-09 , 02:25 , AIR8 , 2000-01-09 , 03:34
LEG_09_16 , AIR16 , 2000-01-09 , 00:10 , BASE3 , 2000-01-09 , 01:20
LEG_09_17 , BASE1 , 2000-01-09 , 10:57 , AIR9 , 2000-01-09 , 12:03
LEG_09_18 , AIR9 , 2000-01-09 , 13:30 , BASE1 , 2000-01-09 , 14:43
LEG_09_19 , BASE1 , 2000-01-09 , 17:54 , AIR10 , 2000-01-09 , 18:40
LEG_09_20 , AIR6 , 2000-01-09 , 17:20 , BASE2 , 2000-01-09 , 18:29
LEG_09_21 , AIR20 , 2000-01-09 , 16:42 , BASE1 , 2000-01-09 , 18:31
LEG_09_22 , BASE1 , 2000-01-09 , 19:19 , AIR11 , 2000-01-09 , 20:22
LEG_09_23 , AIR12 , 2000-01-09 , 10:45 , BASE1 , 2000-01-09 , 11:45
LEG_09_24 , BASE1 , 2000-01-09 , 13:11 , AIR21 , 2000-01-09 , 13:52
LEG_09_25 , BASE2 , 2000-01-09 , 20:17 , AIR10 , 2000-01-09 , 21:38
LEG_09_26 , AIR10 , 2000-01-09 , 22:50 , BASE2 , 2000-01-10 , 00:21
LEG_09_27 , BASE1 , 2000-01-09 , 23:20 , AIR8 , 2000-01-10 , 00:42
LEG_09_28 , BASE1 , 2000-01-09 , 21:27 , AIR10 , 2000-01-09 , 22:13
LEG_09_29 , AIR21 , 2000-01-09 , 14:32 , BASE1 , 2000-01-09 , 15:13
LEG_09_30 , AIR13 , 2000-01-09 , 19:40 , BASE3 , 2000-01-09 , 20:58
LEG_09_31 , AIR8 , 2000-01-09 , 12:05 , BASE1 , 2000-01-09 , 13:31
LEG_09_32 , BASE1 , 2000-01-09 , 14:18 , AIR20 , 2000-01-09 , 16:02
LEG_09_33 , AIR10 , 2000-01-09 , 23:30 , BASE1 , 2000-01-10 , 00:16
LEG_09_34 , BASE1 , 2000-01-09 , 17:58 , AIR14 , 2000-01-09 , 19:36
LEG_09_35 , AIR14 , 2000-01-09 , 20:20 , BASE1 , 2000-01-09 , 22:08
LEG_09_36 , AIR4 , 2000-01-09 , 15:55 , BASE3 , 2000-01-09 , 16:52
LEG_09_37 , BASE3 , 2000-01-09 , 17:45 , AIR15 , 2000-01-09 , 19:06
LEG_09_38 , AIR15 , 2000-01-09 , 19:50 , BASE3 , 2000-01-09 , 21:13
LEG_09_39 , BASE3 , 2000-01-09 , 22:10 , AIR16 , 2000-01-09 , 23:23
LEG_09_40 , AIR10 , 2000-01-09 , 19:35 , BASE1 , 2000-01-09 , 20:23
LEG_09_41 , BASE3 , 2000-01-09 , 17:40 , AIR13 , 2000-01-09 , 18:53
LEG_09_42 , AIR17 , 2000-01-09 , 23:30 , BASE2 , 2000-01-10 , 00:20
LEG_09_43 , AIR18 , 2000-01-09 , 13:41 , BASE2 , 2000-01-09 , 14:42
LEG_09_44 , BASE2 , 2000-01-09 , 12:00 , AIR18 , 2000-01-09 , 13:04
LEG_09_45 , AIR18 , 2000-01-09 , 19:49 , BASE2 , 2000-01-09 , 20:49
LEG_09_46 , BASE2 , 2000-01-09 , 21:53 , AIR17 , 2000-01-09 , 22:38
LEG_09_47 , BASE2 , 2000-01-09 , 18:05 , AIR18 , 2000-01-09 , 19:05
LEG_09_48 , AIR19 , 2000-01-09 , 11:00 , BASE3 , 2000-01-09 , 12:46
LEG_09_49 , BASE3 , 2000-01-09 , 02:20 , AIR19 , 2000-01-09 , 03:51
LEG_09_50 , BASE1 , 2000-01-09 , 22:57 , AIR12 , 2000-01-09 , 23:51
LEG_09_51 , AIR11 , 2000-01-09 , 21:05 , BASE1 , 2000-01-09 , 22:02
