#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_21_0 , BASE2 , 2000-01-21 , 22:32 , AIR2 , 2000-01-22 , 00:12
LEG_21_1 , AIR2 , 2000-01-21 , 15:30 , BASE2 , 2000-01-21 , 17:14
LEG_21_2 , BASE2 , 2000-01-21 , 15:22 , AIR3 , 2000-01-21 , 17:40
LEG_21_3 , AIR3 , 2000-01-21 , 18:25 , BASE2 , 2000-01-21 , 21:03
LEG_21_4 , BASE3 , 2000-01-21 , 22:15 , AIR4 , 2000-01-21 , 23:11
LEG_21_5 , BASE3 , 2000-01-21 , 13:35 , AIR2 , 2000-01-21 , 14:46
LEG_21_6 , AIR2 , 2000-01-21 , 11:30 , BASE3 , 2000-01-21 , 12:43
LEG_21_7 , BASE3 , 2000-01-21 , 14:05 , AIR4 , 2000-01-21 , 14:59
LEG_21_8 , AIR5 , 2000-01-21 , 12:30 , BASE2 , 2000-01-21 , 14:29
LEG_21_9 , BASE2 , 2000-01-21 , 15:23 , AIR6 , 2000-01-21 , 16:20
LEG_21_10 , BASE2 , 2000-01-21 , 01:54 , AIR5 , 2000-01-21 , 03:59
LEG_21_11 , AIR7 , 2000-01-21 , 15:45 , BASE3 , 2000-01-21 , 16:46
LEG_21_12 , AIR8 , 2000-01-21 , 11:30 , BASE3 , 2000-01-21 , 12:47
LEG_21_13 , BASE3 , 2000-01-21 , 14:00 , AIR7 , 2000-01-21 , 14:58
LEG_21_14 , AIR7 , 2000-01-21 , 00:10 , BASE3 , 2000-01-21 , 01:11
LEG_21_15 , BASE3 , 2000-01-21 , 02:25 , AIR8 , 2000-01-21 , 03:34
LEG_21_16 , AIR16 , 2000-01-21 , 00:10 , BASE3 , 2000-01-21 , 01:20
LEG_21_17 , BASE1 , 2000-01-21 , 10:57 , AIR9 , 2000-01-21 , 12:03
LEG_21_18 , AIR9 , 2000-01-21 , 13:30 , BASE1 , 2000-01-21 , 14:43
LEG_21_19 , BASE1 , 2000-01-21 , 17:54 , AIR10 , 2000-01-21 , 18:40
LEG_21_20 , AIR6 , 2000-01-21 , 17:20 , BASE2 , 2000-01-21 , 18:29
LEG_21_21 , AIR20 , 2000-01-21 , 16:42 , BASE1 , 2000-01-21 , 18:31
LEG_21_22 , BASE1 , 2000-01-21 , 19:19 , AIR11 , 2000-01-21 , 20:22
LEG_21_23 , AIR12 , 2000-01-21 , 10:45 , BASE1 , 2000-01-21 , 11:45
LEG_21_24 , BASE1 , 2000-01-21 , 13:11 , AIR21 , 2000-01-21 , 13:52
LEG_21_25 , BASE2 , 2000-01-21 , 20:17 , AIR10 , 2000-01-21 , 21:38
LEG_21_26 , AIR10 , 2000-01-21 , 22:50 , BASE2 , 2000-01-22 , 00:21
LEG_21_27 , BASE1 , 2000-01-21 , 23:20 , AIR8 , 2000-01-22 , 00:42
LEG_21_28 , BASE1 , 2000-01-21 , 21:27 , AIR10 , 2000-01-21 , 22:13
LEG_21_29 , AIR21 , 2000-01-21 , 14:32 , BASE1 , 2000-01-21 , 15:13
LEG_21_30 , AIR13 , 2000-01-21 , 19:40 , BASE3 , 2000-01-21 , 20:58
LEG_21_31 , AIR8 , 2000-01-21 , 12:05 , BASE1 , 2000-01-21 , 13:31
LEG_21_32 , BASE1 , 2000-01-21 , 14:18 , AIR20 , 2000-01-21 , 16:02
LEG_21_33 , AIR10 , 2000-01-21 , 23:30 , BASE1 , 2000-01-22 , 00:16
LEG_21_34 , BASE1 , 2000-01-21 , 17:58 , AIR14 , 2000-01-21 , 19:36
LEG_21_35 , AIR14 , 2000-01-21 , 20:20 , BASE1 , 2000-01-21 , 22:08
LEG_21_36 , AIR4 , 2000-01-21 , 15:55 , BASE3 , 2000-01-21 , 16:52
LEG_21_37 , BASE3 , 2000-01-21 , 17:45 , AIR15 , 2000-01-21 , 19:06
LEG_21_38 , AIR15 , 2000-01-21 , 19:50 , BASE3 , 2000-01-21 , 21:13
LEG_21_39 , BASE3 , 2000-01-21 , 22:10 , AIR16 , 2000-01-21 , 23:23
LEG_21_40 , AIR10 , 2000-01-21 , 19:35 , BASE1 , 2000-01-21 , 20:23
LEG_21_41 , BASE3 , 2000-01-21 , 17:40 , AIR13 , 2000-01-21 , 18:53
LEG_21_42 , AIR17 , 2000-01-21 , 23:30 , BASE2 , 2000-01-22 , 00:20
LEG_21_43 , AIR18 , 2000-01-21 , 13:41 , BASE2 , 2000-01-21 , 14:42
LEG_21_44 , BASE2 , 2000-01-21 , 12:00 , AIR18 , 2000-01-21 , 13:04
LEG_21_45 , AIR18 , 2000-01-21 , 19:49 , BASE2 , 2000-01-21 , 20:49
LEG_21_46 , BASE2 , 2000-01-21 , 21:53 , AIR17 , 2000-01-21 , 22:38
LEG_21_47 , BASE2 , 2000-01-21 , 18:05 , AIR18 , 2000-01-21 , 19:05
LEG_21_48 , AIR19 , 2000-01-21 , 11:00 , BASE3 , 2000-01-21 , 12:46
LEG_21_49 , BASE3 , 2000-01-21 , 02:20 , AIR19 , 2000-01-21 , 03:51
LEG_21_50 , BASE1 , 2000-01-21 , 22:57 , AIR12 , 2000-01-21 , 23:51
LEG_21_51 , AIR11 , 2000-01-21 , 21:05 , BASE1 , 2000-01-21 , 22:02
