#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_11_0 , BASE2 , 2000-01-11 , 22:32 , AIR2 , 2000-01-12 , 00:12
LEG_11_1 , AIR2 , 2000-01-11 , 15:30 , BASE2 , 2000-01-11 , 17:14
LEG_11_2 , BASE2 , 2000-01-11 , 15:22 , AIR3 , 2000-01-11 , 17:40
LEG_11_3 , AIR3 , 2000-01-11 , 18:25 , BASE2 , 2000-01-11 , 21:03
LEG_11_4 , BASE3 , 2000-01-11 , 22:15 , AIR4 , 2000-01-11 , 23:11
LEG_11_5 , AIR4 , 2000-01-11 , 00:05 , BASE3 , 2000-01-11 , 01:03
LEG_11_6 , BASE3 , 2000-01-11 , 13:35 , AIR2 , 2000-01-11 , 14:46
LEG_11_7 , AIR2 , 2000-01-11 , 11:30 , BASE3 , 2000-01-11 , 12:43
LEG_11_8 , BASE3 , 2000-01-11 , 14:05 , AIR4 , 2000-01-11 , 14:59
LEG_11_9 , AIR5 , 2000-01-11 , 12:30 , BASE2 , 2000-01-11 , 14:29
LEG_11_10 , BASE2 , 2000-01-11 , 15:23 , AIR6 , 2000-01-11 , 16:20
LEG_11_11 , BASE2 , 2000-01-11 , 01:54 , AIR5 , 2000-01-11 , 03:59
LEG_11_12 , AIR7 , 2000-01-11 , 15:45 , BASE3 , 2000-01-11 , 16:46
LEG_11_13 , AIR8 , 2000-01-11 , 11:30 , BASE3 , 2000-01-11 , 12:47
LEG_11_14 , BASE3 , 2000-01-11 , 14:00 , AIR7 , 2000-01-11 , 14:58
LEG_11_15 , BASE3 , 2000-01-11 , 02:25 , AIR8 , 2000-01-11 , 03:34
LEG_11_16 , AIR16 , 2000-01-11 , 00:10 , BASE3 , 2000-01-11 , 01:20
LEG_11_17 , BASE1 , 2000-01-11 , 10:57 , AIR9 , 2000-01-11 , 12:03
LEG_11_18 , AIR9 , 2000-01-11 , 13:30 , BASE1 , 2000-01-11 , 14:43
LEG_11_19 , BASE1 , 2000-01-11 , 17:54 , AIR10 , 2000-01-11 , 18:40
LEG_11_20 , AIR6 , 2000-01-11 , 17:20 , BASE2 , 2000-01-11 , 18:29
LEG_11_21 , AIR20 , 2000-01-11 , 16:42 , BASE1 , 2000-01-11 , 18:31
LEG_11_22 , BASE1 , 2000-01-11 , 19:19 , AIR11 , 2000-01-11 , 20:22
LEG_11_23 , AIR12 , 2000-01-11 , 10:45 , BASE1 , 2000-01-11 , 11:45
LEG_11_24 , BASE1 , 2000-01-11 , 13:11 , AIR21 , 2000-01-11 , 13:52
LEG_11_25 , BASE2 , 2000-01-11 , 20:17 , AIR10 , 2000-01-11 , 21:38
LEG_11_26 , AIR10 , 2000-01-11 , 22:50 , BASE2 , 2000-01-12 , 00:21
LEG_11_27 , BASE1 , 2000-01-11 , 23:20 , AIR8 , 2000-01-12 , 00:42
LEG_11_28 , BASE1 , 2000-01-11 , 21:27 , AIR10 , 2000-01-11 , 22:13
LEG_11_29 , AIR21 , 2000-01-11 , 14:32 , BASE1 , 2000-01-11 , 15:13
LEG_11_30 , AIR13 , 2000-01-11 , 19:40 , BASE3 , 2000-01-11 , 20:58
LEG_11_31 , AIR8 , 2000-01-11 , 12:05 , BASE1 , 2000-01-11 , 13:31
LEG_11_32 , BASE1 , 2000-01-11 , 14:18 , AIR20 , 2000-01-11 , 16:02
LEG_11_33 , AIR10 , 2000-01-11 , 23:30 , BASE1 , 2000-01-12 , 00:16
LEG_11_34 , BASE1 , 2000-01-11 , 17:58 , AIR14 , 2000-01-11 , 19:36
LEG_11_35 , AIR14 , 2000-01-11 , 20:20 , BASE1 , 2000-01-11 , 22:08
LEG_11_36 , AIR4 , 2000-01-11 , 15:55 , BASE3 , 2000-01-11 , 16:52
LEG_11_37 , BASE3 , 2000-01-11 , 17:45 , AIR15 , 2000-01-11 , 19:06
LEG_11_38 , AIR15 , 2000-01-11 , 19:50 , BASE3 , 2000-01-11 , 21:13
LEG_11_39 , BASE3 , 2000-01-11 , 22:10 , AIR16 , 2000-01-11 , 23:23
LEG_11_40 , AIR10 , 2000-01-11 , 19:35 , BASE1 , 2000-01-11 , 20:23
LEG_11_41 , BASE3 , 2000-01-11 , 17:40 , AIR13 , 2000-01-11 , 18:53
LEG_11_42 , AIR17 , 2000-01-11 , 23:30 , BASE2 , 2000-01-12 , 00:20
LEG_11_43 , AIR18 , 2000-01-11 , 13:41 , BASE2 , 2000-01-11 , 14:42
LEG_11_44 , BASE2 , 2000-01-11 , 12:00 , AIR18 , 2000-01-11 , 13:04
LEG_11_45 , AIR18 , 2000-01-11 , 19:49 , BASE2 , 2000-01-11 , 20:49
LEG_11_46 , BASE2 , 2000-01-11 , 21:53 , AIR17 , 2000-01-11 , 22:38
LEG_11_47 , BASE2 , 2000-01-11 , 18:05 , AIR18 , 2000-01-11 , 19:05
LEG_11_48 , AIR19 , 2000-01-11 , 11:00 , BASE3 , 2000-01-11 , 12:46
LEG_11_49 , BASE3 , 2000-01-11 , 02:20 , AIR19 , 2000-01-11 , 03:51
LEG_11_50 , BASE1 , 2000-01-11 , 22:57 , AIR12 , 2000-01-11 , 23:51
LEG_11_51 , AIR11 , 2000-01-11 , 21:05 , BASE1 , 2000-01-11 , 22:02
