#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_03_0 , BASE2 , 2000-01-03 , 22:32 , AIR2 , 2000-01-04 , 00:12
LEG_03_1 , AIR2 , 2000-01-03 , 15:30 , BASE2 , 2000-01-03 , 17:14
LEG_03_2 , BASE2 , 2000-01-03 , 15:22 , AIR3 , 2000-01-03 , 17:40
LEG_03_3 , AIR3 , 2000-01-03 , 18:25 , BASE2 , 2000-01-03 , 21:03
LEG_03_4 , BASE3 , 2000-01-03 , 22:15 , AIR4 , 2000-01-03 , 23:11
LEG_03_5 , AIR4 , 2000-01-03 , 00:05 , BASE3 , 2000-01-03 , 01:03
LEG_03_6 , BASE3 , 2000-01-03 , 13:35 , AIR2 , 2000-01-03 , 14:46
LEG_03_7 , AIR2 , 2000-01-03 , 11:30 , BASE3 , 2000-01-03 , 12:43
LEG_03_8 , BASE3 , 2000-01-03 , 14:05 , AIR4 , 2000-01-03 , 14:59
LEG_03_9 , AIR5 , 2000-01-03 , 12:30 , BASE2 , 2000-01-03 , 14:29
LEG_03_10 , BASE2 , 2000-01-03 , 15:23 , AIR6 , 2000-01-03 , 16:20
LEG_03_11 , BASE2 , 2000-01-03 , 01:54 , AIR5 , 2000-01-03 , 03:59
LEG_03_12 , AIR7 , 2000-01-03 , 15:45 , BASE3 , 2000-01-03 , 16:46
LEG_03_13 , AIR8 , 2000-01-03 , 11:30 , BASE3 , 2000-01-03 , 12:47
LEG_03_14 , BASE3 , 2000-01-03 , 14:00 , AIR7 , 2000-01-03 , 14:58
LEG_03_15 , BASE3 , 2000-01-03 , 02:25 , AIR8 , 2000-01-03 , 03:34
LEG_03_16 , AIR16 , 2000-01-03 , 00:10 , BASE3 , 2000-01-03 , 01:20
LEG_03_17 , BASE1 , 2000-01-03 , 10:57 , AIR9 , 2000-01-03 , 12:03
LEG_03_18 , AIR9 , 2000-01-03 , 13:30 , BASE1 , 2000-01-03 , 14:43
LEG_03_19 , BASE1 , 2000-01-03 , 17:54 , AIR10 , 2000-01-03 , 18:40
LEG_03_20 , AIR6 , 2000-01-03 , 17:20 , BASE2 , 2000-01-03 , 18:29
LEG_03_21 , AIR20 , 2000-01-03 , 16:42 , BASE1 , 2000-01-03 , 18:31
LEG_03_22 , BASE1 , 2000-01-03 , 19:19 , AIR11 , 2000-01-03 , 20:22
LEG_03_23 , AIR12 , 2000-01-03 , 10:45 , BASE1 , 2000-01-03 , 11:45
LEG_03_24 , BASE1 , 2000-01-03 , 13:11 , AIR21 , 2000-01-03 , 13:52
LEG_03_25 , BASE2 , 2000-01-03 , 20:17 , AIR10 , 2000-01-03 , 21:38
LEG_03_26 , AIR10 , 2000-01-03 , 22:50 , BASE2 , 2000-01-04 , 00:21
LEG_03_27 , BASE1 , 2000-01-03 , 23:20 , AIR8 , 2000-01-04 , 00:42
LEG_03_28 , BASE1 , 2000-01-03 , 21:27 , AIR10 , 2000-01-03 , 22:13
LEG_03_29 , AIR21 , 2000-01-03 , 14:32 , BASE1 , 2000-01-03 , 15:13
LEG_03_30 , AIR13 , 2000-01-03 , 19:40 , BASE3 , 2000-01-03 , 20:58
LEG_03_31 , AIR8 , 2000-01-03 , 12:05 , BASE1 , 2000-01-03 , 13:31
LEG_03_32 , BASE1 , 2000-01-03 , 14:18 , AIR20 , 2000-01-03 , 16:02
LEG_03_33 , AIR10 , 2000-01-03 , 23:30 , BASE1 , 2000-01-04 , 00:16
LEG_03_34 , BASE1 , 2000-01-03 , 17:58 , AIR14 , 2000-01-03 , 19:36
LEG_03_35 , AIR14 , 2000-01-03 , 20:20 , BASE1 , 2000-01-03 , 22:08
LEG_03_36 , AIR4 , 2000-01-03 , 15:55 , BASE3 , 2000-01-03 , 16:52
LEG_03_37 , BASE3 , 2000-01-03 , 17:45 , AIR15 , 2000-01-03 , 19:06
LEG_03_38 , AIR15 , 2000-01-03 , 19:50 , BASE3 , 2000-01-03 , 21:13
LEG_03_39 , BASE3 , 2000-01-03 , 22:10 , AIR16 , 2000-01-03 , 23:23
LEG_03_40 , AIR10 , 2000-01-03 , 19:35 , BASE1 , 2000-01-03 , 20:23
LEG_03_41 , BASE3 , 2000-01-03 , 17:40 , AIR13 , 2000-01-03 , 18:53
LEG_03_42 , AIR17 , 2000-01-03 , 23:30 , BASE2 , 2000-01-04 , 00:20
LEG_03_43 , AIR18 , 2000-01-03 , 13:41 , BASE2 , 2000-01-03 , 14:42
LEG_03_44 , BASE2 , 2000-01-03 , 12:00 , AIR18 , 2000-01-03 , 13:04
LEG_03_45 , AIR18 , 2000-01-03 , 19:49 , BASE2 , 2000-01-03 , 20:49
LEG_03_46 , BASE2 , 2000-01-03 , 21:53 , AIR17 , 2000-01-03 , 22:38
LEG_03_47 , BASE2 , 2000-01-03 , 18:05 , AIR18 , 2000-01-03 , 19:05
LEG_03_48 , AIR19 , 2000-01-03 , 11:00 , BASE3 , 2000-01-03 , 12:46
LEG_03_49 , BASE3 , 2000-01-03 , 02:20 , AIR19 , 2000-01-03 , 03:51
LEG_03_50 , BASE1 , 2000-01-03 , 22:57 , AIR12 , 2000-01-03 , 23:51
LEG_03_51 , AIR11 , 2000-01-03 , 21:05 , BASE1 , 2000-01-03 , 22:02
