#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_07_0 , BASE2 , 2000-01-07 , 22:32 , AIR2 , 2000-01-08 , 00:12
LEG_07_1 , AIR2 , 2000-01-07 , 15:30 , BASE2 , 2000-01-07 , 17:14
LEG_07_2 , BASE2 , 2000-01-07 , 15:22 , AIR3 , 2000-01-07 , 17:40
LEG_07_3 , AIR3 , 2000-01-07 , 18:25 , BASE2 , 2000-01-07 , 21:03
LEG_07_4 , BASE3 , 2000-01-07 , 22:15 , AIR4 , 2000-01-07 , 23:11
LEG_07_5 , BASE3 , 2000-01-07 , 13:35 , AIR2 , 2000-01-07 , 14:46
LEG_07_6 , AIR2 , 2000-01-07 , 11:30 , BASE3 , 2000-01-07 , 12:43
LEG_07_7 , BASE3 , 2000-01-07 , 14:05 , AIR4 , 2000-01-07 , 14:59
LEG_07_8 , AIR5 , 2000-01-07 , 12:30 , BASE2 , 2000-01-07 , 14:29
LEG_07_9 , BASE2 , 2000-01-07 , 15:23 , AIR6 , 2000-01-07 , 16:20
LEG_07_10 , BASE2 , 2000-01-07 , 01:54 , AIR5 , 2000-01-07 , 03:59
LEG_07_11 , AIR7 , 2000-01-07 , 15:45 , BASE3 , 2000-01-07 , 16:46
LEG_07_12 , AIR8 , 2000-01-07 , 11:30 , BASE3 , 2000-01-07 , 12:47
LEG_07_13 , BASE3 , 2000-01-07 , 14:00 , AIR7 , 2000-01-07 , 14:58
LEG_07_14 , AIR7 , 2000-01-07 , 00:10 , BASE3 , 2000-01-07 , 01:11
LEG_07_15 , BASE3 , 2000-01-07 , 02:25 , AIR8 , 2000-01-07 , 03:34
LEG_07_16 , AIR16 , 2000-01-07 , 00:10 , BASE3 , 2000-01-07 , 01:20
LEG_07_17 , BASE1 , 2000-01-07 , 10:57 , AIR9 , 2000-01-07 , 12:03
LEG_07_18 , AIR9 , 2000-01-07 , 13:30 , BASE1 , 2000-01-07 , 14:43
LEG_07_19 , BASE1 , 2000-01-07 , 17:54 , AIR10 , 2000-01-07 , 18:40
LEG_07_20 , AIR6 , 2000-01-07 , 17:20 , BASE2 , 2000-01-07 , 18:29
LEG_07_21 , AIR20 , 2000-01-07 , 16:42 , BASE1 , 2000-01-07 , 18:31
LEG_07_22 , BASE1 , 2000-01-07 , 19:19 , AIR11 , 2000-01-07 , 20:22
LEG_07_23 , AIR12 , 2000-01-07 , 10:45 , BASE1 , 2000-01-07 , 11:45
LEG_07_24 , BASE1 , 2000-01-07 , 13:11 , AIR21 , 2000-01-07 , 13:52
LEG_07_25 , BASE2 , 2000-01-07 , 20:17 , AIR10 , 2000-01-07 , 21:38
LEG_07_26 , AIR10 , 2000-01-07 , 22:50 , BASE2 , 2000-01-08 , 00:21
LEG_07_27 , BASE1 , 2000-01-07 , 23:20 , AIR8 , 2000-01-08 , 00:42
LEG_07_28 , BASE1 , 2000-01-07 , 21:27 , AIR10 , 2000-01-07 , 22:13
LEG_07_29 , AIR21 , 2000-01-07 , 14:32 , BASE1 , 2000-01-07 , 15:13
LEG_07_30 , AIR13 , 2000-01-07 , 19:40 , BASE3 , 2000-01-07 , 20:58
LEG_07_31 , AIR8 , 2000-01-07 , 12:05 , BASE1 , 2000-01-07 , 13:31
LEG_07_32 , BASE1 , 2000-01-07 , 14:18 , AIR20 , 2000-01-07 , 16:02
LEG_07_33 , AIR10 , 2000-01-07 , 23:30 , BASE1 , 2000-01-08 , 00:16
LEG_07_34 , BASE1 , 2000-01-07 , 17:58 , AIR14 , 2000-01-07 , 19:36
LEG_07_35 , AIR14 , 2000-01-07 , 20:20 , BASE1 , 2000-01-07 , 22:08
LEG_07_36 , AIR4 , 2000-01-07 , 15:55 , BASE3 , 2000-01-07 , 16:52
LEG_07_37 , BASE3 , 2000-01-07 , 17:45 , AIR15 , 2000-01-07 , 19:06
LEG_07_38 , AIR15 , 2000-01-07 , 19:50 , BASE3 , 2000-01-07 , 21:13
LEG_07_39 , BASE3 , 2000-01-07 , 22:10 , AIR16 , 2000-01-07 , 23:23
LEG_07_40 , AIR10 , 2000-01-07 , 19:35 , BASE1 , 2000-01-07 , 20:23
LEG_07_41 , BASE3 , 2000-01-07 , 17:40 , AIR13 , 2000-01-07 , 18:53
LEG_07_42 , AIR17 , 2000-01-07 , 23:30 , BASE2 , 2000-01-08 , 00:20
LEG_07_43 , AIR18 , 2000-01-07 , 13:41 , BASE2 , 2000-01-07 , 14:42
LEG_07_44 , BASE2 , 2000-01-07 , 12:00 , AIR18 , 2000-01-07 , 13:04
LEG_07_45 , AIR18 , 2000-01-07 , 19:49 , BASE2 , 2000-01-07 , 20:49
LEG_07_46 , BASE2 , 2000-01-07 , 21:53 , AIR17 , 2000-01-07 , 22:38
LEG_07_47 , BASE2 , 2000-01-07 , 18:05 , AIR18 , 2000-01-07 , 19:05
LEG_07_48 , AIR19 , 2000-01-07 , 11:00 , BASE3 , 2000-01-07 , 12:46
LEG_07_49 , BASE3 , 2000-01-07 , 02:20 , AIR19 , 2000-01-07 , 03:51
LEG_07_50 , BASE1 , 2000-01-07 , 22:57 , AIR12 , 2000-01-07 , 23:51
LEG_07_51 , AIR11 , 2000-01-07 , 21:05 , BASE1 , 2000-01-07 , 22:02
