#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_17_0 , BASE2 , 2000-01-17 , 22:32 , AIR2 , 2000-01-18 , 00:12
LEG_17_1 , AIR2 , 2000-01-17 , 15:30 , BASE2 , 2000-01-17 , 17:14
LEG_17_2 , BASE2 , 2000-01-17 , 15:22 , AIR3 , 2000-01-17 , 17:40
LEG_17_3 , AIR3 , 2000-01-17 , 18:25 , BASE2 , 2000-01-17 , 21:03
LEG_17_4 , BASE3 , 2000-01-17 , 22:15 , AIR4 , 2000-01-17 , 23:11
LEG_17_5 , AIR4 , 2000-01-17 , 00:05 , BASE3 , 2000-01-17 , 01:03
LEG_17_6 , BASE3 , 2000-01-17 , 13:35 , AIR2 , 2000-01-17 , 14:46
LEG_17_7 , AIR2 , 2000-01-17 , 11:30 , BASE3 , 2000-01-17 , 12:43
LEG_17_8 , BASE3 , 2000-01-17 , 14:05 , AIR4 , 2000-01-17 , 14:59
LEG_17_9 , AIR5 , 2000-01-17 , 12:30 , BASE2 , 2000-01-17 , 14:29
LEG_17_10 , BASE2 , 2000-01-17 , 15:23 , AIR6 , 2000-01-17 , 16:20
LEG_17_11 , BASE2 , 2000-01-17 , 01:54 , AIR5 , 2000-01-17 , 03:59
LEG_17_12 , AIR7 , 2000-01-17 , 15:45 , BASE3 , 2000-01-17 , 16:46
LEG_17_13 , AIR8 , 2000-01-17 , 11:30 , BASE3 , 2000-01-17 , 12:47
LEG_17_14 , BASE3 , 2000-01-17 , 14:00 , AIR7 , 2000-01-17 , 14:58
LEG_17_15 , BASE3 , 2000-01-17 , 02:25 , AIR8 , 2000-01-17 , 03:34
LEG_17_16 , AIR16 , 2000-01-17 , 00:10 , BASE3 , 2000-01-17 , 01:20
LEG_17_17 , BASE1 , 2000-01-17 , 10:57 , AIR9 , 2000-01-17 , 12:03
LEG_17_18 , AIR9 , 2000-01-17 , 13:30 , BASE1 , 2000-01-17 , 14:43
LEG_17_19 , BASE1 , 2000-01-17 , 17:54 , AIR10 , 2000-01-17 , 18:40
LEG_17_20 , AIR6 , 2000-01-17 , 17:20 , BASE2 , 2000-01-17 , 18:29
LEG_17_21 , AIR20 , 2000-01-17 , 16:42 , BASE1 , 2000-01-17 , 18:31
LEG_17_22 , BASE1 , 2000-01-17 , 19:19 , AIR11 , 2000-01-17 , 20:22
LEG_17_23 , AIR12 , 2000-01-17 , 10:45 , BASE1 , 2000-01-17 , 11:45
LEG_17_24 , BASE1 , 2000-01-17 , 13:11 , AIR21 , 2000-01-17 , 13:52
LEG_17_25 , BASE2 , 2000-01-17 , 20:17 , AIR10 , 2000-01-17 , 21:38
LEG_17_26 , AIR10 , 2000-01-17 , 22:50 , BASE2 , 2000-01-18 , 00:21
LEG_17_27 , BASE1 , 2000-01-17 , 23:20 , AIR8 , 2000-01-18 , 00:42
LEG_17_28 , BASE1 , 2000-01-17 , 21:27 , AIR10 , 2000-01-17 , 22:13
LEG_17_29 , AIR21 , 2000-01-17 , 14:32 , BASE1 , 2000-01-17 , 15:13
LEG_17_30 , AIR13 , 2000-01-17 , 19:40 , BASE3 , 2000-01-17 , 20:58
LEG_17_31 , AIR8 , 2000-01-17 , 12:05 , BASE1 , 2000-01-17 , 13:31
LEG_17_32 , BASE1 , 2000-01-17 , 14:18 , AIR20 , 2000-01-17 , 16:02
LEG_17_33 , AIR10 , 2000-01-17 , 23:30 , BASE1 , 2000-01-18 , 00:16
LEG_17_34 , BASE1 , 2000-01-17 , 17:58 , AIR14 , 2000-01-17 , 19:36
LEG_17_35 , AIR14 , 2000-01-17 , 20:20 , BASE1 , 2000-01-17 , 22:08
LEG_17_36 , AIR4 , 2000-01-17 , 15:55 , BASE3 , 2000-01-17 , 16:52
LEG_17_37 , BASE3 , 2000-01-17 , 17:45 , AIR15 , 2000-01-17 , 19:06
LEG_17_38 , AIR15 , 2000-01-17 , 19:50 , BASE3 , 2000-01-17 , 21:13
LEG_17_39 , BASE3 , 2000-01-17 , 22:10 , AIR16 , 2000-01-17 , 23:23
LEG_17_40 , AIR10 , 2000-01-17 , 19:35 , BASE1 , 2000-01-17 , 20:23
LEG_17_41 , BASE3 , 2000-01-17 , 17:40 , AIR13 , 2000-01-17 , 18:53
LEG_17_42 , AIR17 , 2000-01-17 , 23:30 , BASE2 , 2000-01-18 , 00:20
LEG_17_43 , AIR18 , 2000-01-17 , 13:41 , BASE2 , 2000-01-17 , 14:42
LEG_17_44 , BASE2 , 2000-01-17 , 12:00 , AIR18 , 2000-01-17 , 13:04
LEG_17_45 , AIR18 , 2000-01-17 , 19:49 , BASE2 , 2000-01-17 , 20:49
LEG_17_46 , BASE2 , 2000-01-17 , 21:53 , AIR17 , 2000-01-17 , 22:38
LEG_17_47 , BASE2 , 2000-01-17 , 18:05 , AIR18 , 2000-01-17 , 19:05
LEG_17_48 , AIR19 , 2000-01-17 , 11:00 , BASE3 , 2000-01-17 , 12:46
LEG_17_49 , BASE3 , 2000-01-17 , 02:20 , AIR19 , 2000-01-17 , 03:51
LEG_17_50 , BASE1 , 2000-01-17 , 22:57 , AIR12 , 2000-01-17 , 23:51
LEG_17_51 , AIR11 , 2000-01-17 , 21:05 , BASE1 , 2000-01-17 , 22:02
