#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_20_0 , BASE1 , 2000-01-20 , 00:57 , AIR19 , 2000-01-20 , 01:51
LEG_20_1 , BASE2 , 2000-01-20 , 22:32 , AIR2 , 2000-01-21 , 00:12
LEG_20_2 , AIR2 , 2000-01-20 , 15:30 , BASE2 , 2000-01-20 , 17:14
LEG_20_3 , BASE2 , 2000-01-20 , 15:22 , AIR3 , 2000-01-20 , 17:40
LEG_20_4 , AIR3 , 2000-01-20 , 18:25 , BASE2 , 2000-01-20 , 21:03
LEG_20_5 , BASE3 , 2000-01-20 , 22:15 , AIR7 , 2000-01-20 , 23:12
LEG_20_6 , BASE3 , 2000-01-20 , 13:35 , AIR2 , 2000-01-20 , 14:46
LEG_20_7 , BASE3 , 2000-01-20 , 14:05 , AIR4 , 2000-01-20 , 14:59
LEG_20_8 , BASE3 , 2000-01-20 , 17:35 , AIR24 , 2000-01-20 , 18:57
LEG_20_9 , AIR24 , 2000-01-20 , 20:00 , BASE3 , 2000-01-20 , 21:21
LEG_20_10 , AIR5 , 2000-01-20 , 12:30 , BASE2 , 2000-01-20 , 14:29
LEG_20_11 , BASE2 , 2000-01-20 , 15:23 , AIR6 , 2000-01-20 , 16:20
LEG_20_12 , BASE2 , 2000-01-20 , 01:54 , AIR5 , 2000-01-20 , 03:59
LEG_20_13 , AIR7 , 2000-01-20 , 15:45 , BASE3 , 2000-01-20 , 16:46
LEG_20_14 , BASE3 , 2000-01-20 , 14:00 , AIR7 , 2000-01-20 , 14:58
LEG_20_15 , AIR7 , 2000-01-20 , 00:10 , BASE3 , 2000-01-20 , 01:11
LEG_20_16 , AIR16 , 2000-01-20 , 00:10 , BASE3 , 2000-01-20 , 01:20
LEG_20_17 , BASE1 , 2000-01-20 , 17:54 , AIR10 , 2000-01-20 , 18:40
LEG_20_18 , AIR6 , 2000-01-20 , 17:20 , BASE2 , 2000-01-20 , 18:29
LEG_20_19 , AIR20 , 2000-01-20 , 16:42 , BASE1 , 2000-01-20 , 18:31
LEG_20_20 , BASE1 , 2000-01-20 , 19:19 , AIR11 , 2000-01-20 , 20:22
LEG_20_21 , BASE2 , 2000-01-20 , 20:17 , AIR10 , 2000-01-20 , 21:38
LEG_20_22 , AIR10 , 2000-01-20 , 22:50 , BASE2 , 2000-01-21 , 00:21
LEG_20_23 , BASE1 , 2000-01-20 , 23:20 , AIR8 , 2000-01-21 , 00:42
LEG_20_24 , BASE1 , 2000-01-20 , 21:27 , AIR10 , 2000-01-20 , 22:13
LEG_20_25 , AIR25 , 2000-01-20 , 11:05 , BASE3 , 2000-01-20 , 12:43
LEG_20_26 , BASE3 , 2000-01-20 , 02:20 , AIR25 , 2000-01-20 , 03:55
LEG_20_27 , BASE1 , 2000-01-20 , 14:18 , AIR20 , 2000-01-20 , 16:02
LEG_20_28 , AIR10 , 2000-01-20 , 23:30 , BASE1 , 2000-01-21 , 00:16
LEG_20_29 , AIR14 , 2000-01-20 , 13:15 , BASE1 , 2000-01-20 , 15:04
LEG_20_30 , BASE1 , 2000-01-20 , 17:58 , AIR14 , 2000-01-20 , 19:36
LEG_20_31 , AIR14 , 2000-01-20 , 20:20 , BASE1 , 2000-01-20 , 22:08
LEG_20_32 , AIR4 , 2000-01-20 , 15:55 , BASE3 , 2000-01-20 , 16:52
LEG_20_33 , BASE3 , 2000-01-20 , 17:45 , AIR15 , 2000-01-20 , 19:06
LEG_20_34 , AIR15 , 2000-01-20 , 19:50 , BASE3 , 2000-01-20 , 21:13
LEG_20_35 , BASE3 , 2000-01-20 , 22:10 , AIR16 , 2000-01-20 , 23:23
LEG_20_36 , AIR10 , 2000-01-20 , 19:35 , BASE1 , 2000-01-20 , 20:23
LEG_20_37 , AIR10 , 2000-01-20 , 14:30 , BASE1 , 2000-01-20 , 15:12
LEG_20_38 , AIR17 , 2000-01-20 , 23:30 , BASE2 , 2000-01-21 , 00:20
LEG_20_39 , AIR18 , 2000-01-20 , 13:41 , BASE2 , 2000-01-20 , 14:42
LEG_20_40 , BASE2 , 2000-01-20 , 12:00 , AIR18 , 2000-01-20 , 13:04
LEG_20_41 , AIR18 , 2000-01-20 , 19:49 , BASE2 , 2000-01-20 , 20:49
LEG_20_42 , BASE2 , 2000-01-20 , 21:53 , AIR17 , 2000-01-20 , 22:38
LEG_20_43 , BASE2 , 2000-01-20 , 18:05 , AIR18 , 2000-01-20 , 19:05
LEG_20_44 , AIR19 , 2000-01-20 , 11:00 , BASE3 , 2000-01-20 , 12:46
LEG_20_45 , BASE1 , 2000-01-20 , 22:57 , AIR12 , 2000-01-20 , 23:51
LEG_20_46 , AIR11 , 2000-01-20 , 21:05 , BASE1 , 2000-01-20 , 22:02
