#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_19_0 , AIR22 , 2000-01-19 , 23:50 , BASE2 , 2000-01-20 , 01:02
LEG_19_1 , AIR2 , 2000-01-19 , 15:30 , BASE2 , 2000-01-19 , 17:14
LEG_19_2 , BASE3 , 2000-01-19 , 22:15 , AIR7 , 2000-01-19 , 23:12
LEG_19_3 , AIR4 , 2000-01-19 , 00:05 , BASE3 , 2000-01-19 , 01:03
LEG_19_4 , BASE2 , 2000-01-19 , 12:03 , AIR23 , 2000-01-19 , 14:29
LEG_19_5 , BASE3 , 2000-01-19 , 13:35 , AIR2 , 2000-01-19 , 14:46
LEG_19_6 , AIR2 , 2000-01-19 , 11:30 , BASE3 , 2000-01-19 , 12:43
LEG_19_7 , BASE3 , 2000-01-19 , 14:05 , AIR4 , 2000-01-19 , 14:59
LEG_19_8 , AIR5 , 2000-01-19 , 12:30 , BASE2 , 2000-01-19 , 14:29
LEG_19_9 , BASE2 , 2000-01-19 , 15:23 , AIR6 , 2000-01-19 , 16:20
LEG_19_10 , BASE2 , 2000-01-19 , 01:54 , AIR5 , 2000-01-19 , 03:59
LEG_19_11 , BASE2 , 2000-01-19 , 21:59 , AIR22 , 2000-01-19 , 22:54
LEG_19_12 , BASE1 , 2000-01-19 , 14:27 , AIR3 , 2000-01-19 , 15:55
LEG_19_13 , AIR3 , 2000-01-19 , 16:40 , BASE1 , 2000-01-19 , 18:12
LEG_19_14 , AIR7 , 2000-01-19 , 15:45 , BASE3 , 2000-01-19 , 16:46
LEG_19_15 , AIR8 , 2000-01-19 , 11:30 , BASE3 , 2000-01-19 , 12:47
LEG_19_16 , BASE3 , 2000-01-19 , 14:00 , AIR7 , 2000-01-19 , 14:58
LEG_19_17 , BASE3 , 2000-01-19 , 02:25 , AIR8 , 2000-01-19 , 03:34
LEG_19_18 , AIR16 , 2000-01-19 , 00:10 , BASE3 , 2000-01-19 , 01:20
LEG_19_19 , BASE1 , 2000-01-19 , 19:29 , AIR6 , 2000-01-19 , 20:46
LEG_19_20 , BASE1 , 2000-01-19 , 17:54 , AIR10 , 2000-01-19 , 18:40
LEG_19_21 , AIR6 , 2000-01-19 , 17:20 , BASE2 , 2000-01-19 , 18:29
LEG_19_22 , AIR12 , 2000-01-19 , 10:45 , BASE1 , 2000-01-19 , 11:45
LEG_19_23 , BASE1 , 2000-01-19 , 13:11 , AIR21 , 2000-01-19 , 13:52
LEG_19_24 , AIR23 , 2000-01-19 , 15:10 , BASE3 , 2000-01-19 , 17:06
LEG_19_25 , BASE2 , 2000-01-19 , 20:17 , AIR10 , 2000-01-19 , 21:38
LEG_19_26 , AIR10 , 2000-01-19 , 22:50 , BASE2 , 2000-01-20 , 00:21
LEG_19_27 , BASE3 , 2000-01-19 , 22:10 , BASE1 , 2000-01-20 , 00:03
LEG_19_28 , AIR21 , 2000-01-19 , 14:32 , BASE1 , 2000-01-19 , 15:13
LEG_19_29 , AIR6 , 2000-01-19 , 22:30 , BASE1 , 2000-01-19 , 23:47
LEG_19_30 , AIR8 , 2000-01-19 , 12:05 , BASE1 , 2000-01-19 , 13:31
LEG_19_31 , BASE1 , 2000-01-19 , 17:58 , AIR14 , 2000-01-19 , 19:36
LEG_19_32 , AIR14 , 2000-01-19 , 20:20 , BASE1 , 2000-01-19 , 22:08
LEG_19_33 , BASE1 , 2000-01-19 , 21:25 , AIR14 , 2000-01-19 , 23:03
LEG_19_34 , AIR4 , 2000-01-19 , 15:55 , BASE3 , 2000-01-19 , 16:52
LEG_19_35 , BASE3 , 2000-01-19 , 17:45 , AIR15 , 2000-01-19 , 19:06
LEG_19_36 , AIR15 , 2000-01-19 , 19:50 , BASE3 , 2000-01-19 , 21:13
LEG_19_37 , BASE3 , 2000-01-19 , 22:10 , AIR16 , 2000-01-19 , 23:23
LEG_19_38 , AIR10 , 2000-01-19 , 19:35 , BASE1 , 2000-01-19 , 20:23
LEG_19_39 , BASE1 , 2000-01-19 , 23:25 , AIR10 , 2000-01-20 , 00:11
LEG_19_40 , AIR18 , 2000-01-19 , 19:49 , BASE2 , 2000-01-19 , 20:49
LEG_19_41 , BASE2 , 2000-01-19 , 18:05 , AIR18 , 2000-01-19 , 19:05
LEG_19_42 , AIR19 , 2000-01-19 , 11:00 , BASE3 , 2000-01-19 , 12:46
LEG_19_43 , BASE3 , 2000-01-19 , 02:20 , AIR19 , 2000-01-19 , 03:51
