#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_26_0 , AIR22 , 2000-01-26 , 23:50 , BASE2 , 2000-01-27 , 01:02
LEG_26_1 , AIR2 , 2000-01-26 , 15:30 , BASE2 , 2000-01-26 , 17:14
LEG_26_2 , BASE3 , 2000-01-26 , 22:15 , AIR7 , 2000-01-26 , 23:12
LEG_26_3 , AIR4 , 2000-01-26 , 00:05 , BASE3 , 2000-01-26 , 01:03
LEG_26_4 , BASE2 , 2000-01-26 , 12:03 , AIR23 , 2000-01-26 , 14:29
LEG_26_5 , BASE3 , 2000-01-26 , 13:35 , AIR2 , 2000-01-26 , 14:46
LEG_26_6 , AIR2 , 2000-01-26 , 11:30 , BASE3 , 2000-01-26 , 12:43
LEG_26_7 , BASE3 , 2000-01-26 , 14:05 , AIR4 , 2000-01-26 , 14:59
LEG_26_8 , AIR5 , 2000-01-26 , 12:30 , BASE2 , 2000-01-26 , 14:29
LEG_26_9 , BASE2 , 2000-01-26 , 15:23 , AIR6 , 2000-01-26 , 16:20
LEG_26_10 , BASE2 , 2000-01-26 , 21:59 , AIR22 , 2000-01-26 , 22:54
LEG_26_11 , AIR7 , 2000-01-26 , 15:45 , BASE3 , 2000-01-26 , 16:46
LEG_26_12 , AIR8 , 2000-01-26 , 11:30 , BASE3 , 2000-01-26 , 12:47
LEG_26_13 , BASE3 , 2000-01-26 , 14:00 , AIR7 , 2000-01-26 , 14:58
LEG_26_14 , BASE3 , 2000-01-26 , 02:25 , AIR8 , 2000-01-26 , 03:34
LEG_26_15 , AIR16 , 2000-01-26 , 00:10 , BASE3 , 2000-01-26 , 01:20
LEG_26_16 , BASE1 , 2000-01-26 , 19:29 , AIR6 , 2000-01-26 , 20:46
LEG_26_17 , BASE1 , 2000-01-26 , 17:54 , AIR10 , 2000-01-26 , 18:40
LEG_26_18 , AIR6 , 2000-01-26 , 17:20 , BASE2 , 2000-01-26 , 18:29
LEG_26_19 , AIR12 , 2000-01-26 , 10:45 , BASE1 , 2000-01-26 , 11:45
LEG_26_20 , BASE1 , 2000-01-26 , 13:11 , AIR21 , 2000-01-26 , 13:52
LEG_26_21 , AIR23 , 2000-01-26 , 15:10 , BASE3 , 2000-01-26 , 17:06
LEG_26_22 , BASE2 , 2000-01-26 , 20:17 , AIR10 , 2000-01-26 , 21:38
LEG_26_23 , AIR10 , 2000-01-26 , 22:50 , BASE2 , 2000-01-27 , 00:21
LEG_26_24 , AIR21 , 2000-01-26 , 14:32 , BASE1 , 2000-01-26 , 15:13
LEG_26_25 , AIR6 , 2000-01-26 , 22:30 , BASE1 , 2000-01-26 , 23:47
LEG_26_26 , AIR8 , 2000-01-26 , 12:05 , BASE1 , 2000-01-26 , 13:31
LEG_26_27 , BASE1 , 2000-01-26 , 17:58 , AIR14 , 2000-01-26 , 19:36
LEG_26_28 , AIR14 , 2000-01-26 , 20:20 , BASE1 , 2000-01-26 , 22:08
LEG_26_29 , AIR4 , 2000-01-26 , 15:55 , BASE3 , 2000-01-26 , 16:52
LEG_26_30 , BASE3 , 2000-01-26 , 17:45 , AIR15 , 2000-01-26 , 19:06
LEG_26_31 , AIR15 , 2000-01-26 , 19:50 , BASE3 , 2000-01-26 , 21:13
LEG_26_32 , BASE3 , 2000-01-26 , 22:10 , AIR16 , 2000-01-26 , 23:23
LEG_26_33 , AIR10 , 2000-01-26 , 19:35 , BASE1 , 2000-01-26 , 20:23
LEG_26_34 , BASE1 , 2000-01-26 , 23:25 , AIR10 , 2000-01-27 , 00:11
LEG_26_35 , AIR18 , 2000-01-26 , 19:49 , BASE2 , 2000-01-26 , 20:49
LEG_26_36 , BASE2 , 2000-01-26 , 18:05 , AIR18 , 2000-01-26 , 19:05
LEG_26_37 , AIR19 , 2000-01-26 , 11:00 , BASE3 , 2000-01-26 , 12:46
LEG_26_38 , BASE3 , 2000-01-26 , 02:20 , AIR19 , 2000-01-26 , 03:51
