#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_14_0 , BASE2 , 2000-01-14 , 22:32 , AIR2 , 2000-01-15 , 00:12
LEG_14_1 , AIR2 , 2000-01-14 , 15:30 , BASE2 , 2000-01-14 , 17:14
LEG_14_2 , BASE2 , 2000-01-14 , 15:22 , AIR3 , 2000-01-14 , 17:40
LEG_14_3 , AIR3 , 2000-01-14 , 18:25 , BASE2 , 2000-01-14 , 21:03
LEG_14_4 , BASE3 , 2000-01-14 , 22:15 , AIR4 , 2000-01-14 , 23:11
LEG_14_5 , BASE3 , 2000-01-14 , 13:35 , AIR2 , 2000-01-14 , 14:46
LEG_14_6 , AIR2 , 2000-01-14 , 11:30 , BASE3 , 2000-01-14 , 12:43
LEG_14_7 , BASE3 , 2000-01-14 , 14:05 , AIR4 , 2000-01-14 , 14:59
LEG_14_8 , AIR5 , 2000-01-14 , 12:30 , BASE2 , 2000-01-14 , 14:29
LEG_14_9 , BASE2 , 2000-01-14 , 15:23 , AIR6 , 2000-01-14 , 16:20
LEG_14_10 , BASE2 , 2000-01-14 , 01:54 , AIR5 , 2000-01-14 , 03:59
LEG_14_11 , AIR7 , 2000-01-14 , 15:45 , BASE3 , 2000-01-14 , 16:46
LEG_14_12 , AIR8 , 2000-01-14 , 11:30 , BASE3 , 2000-01-14 , 12:47
LEG_14_13 , BASE3 , 2000-01-14 , 14:00 , AIR7 , 2000-01-14 , 14:58
LEG_14_14 , AIR7 , 2000-01-14 , 00:10 , BASE3 , 2000-01-14 , 01:11
LEG_14_15 , BASE3 , 2000-01-14 , 02:25 , AIR8 , 2000-01-14 , 03:34
LEG_14_16 , AIR16 , 2000-01-14 , 00:10 , BASE3 , 2000-01-14 , 01:20
LEG_14_17 , BASE1 , 2000-01-14 , 10:57 , AIR9 , 2000-01-14 , 12:03
LEG_14_18 , AIR9 , 2000-01-14 , 13:30 , BASE1 , 2000-01-14 , 14:43
LEG_14_19 , BASE1 , 2000-01-14 , 17:54 , AIR10 , 2000-01-14 , 18:40
LEG_14_20 , AIR6 , 2000-01-14 , 17:20 , BASE2 , 2000-01-14 , 18:29
LEG_14_21 , AIR20 , 2000-01-14 , 16:42 , BASE1 , 2000-01-14 , 18:31
LEG_14_22 , BASE1 , 2000-01-14 , 19:19 , AIR11 , 2000-01-14 , 20:22
LEG_14_23 , AIR12 , 2000-01-14 , 10:45 , BASE1 , 2000-01-14 , 11:45
LEG_14_24 , BASE1 , 2000-01-14 , 13:11 , AIR21 , 2000-01-14 , 13:52
LEG_14_25 , BASE2 , 2000-01-14 , 20:17 , AIR10 , 2000-01-14 , 21:38
LEG_14_26 , AIR10 , 2000-01-14 , 22:50 , BASE2 , 2000-01-15 , 00:21
LEG_14_27 , BASE1 , 2000-01-14 , 23:20 , AIR8 , 2000-01-15 , 00:42
LEG_14_28 , BASE1 , 2000-01-14 , 21:27 , AIR10 , 2000-01-14 , 22:13
LEG_14_29 , AIR21 , 2000-01-14 , 14:32 , BASE1 , 2000-01-14 , 15:13
LEG_14_30 , AIR13 , 2000-01-14 , 19:40 , BASE3 , 2000-01-14 , 20:58
LEG_14_31 , AIR8 , 2000-01-14 , 12:05 , BASE1 , 2000-01-14 , 13:31
LEG_14_32 , BASE1 , 2000-01-14 , 14:18 , AIR20 , 2000-01-14 , 16:02
LEG_14_33 , AIR10 , 2000-01-14 , 23:30 , BASE1 , 2000-01-15 , 00:16
LEG_14_34 , BASE1 , 2000-01-14 , 17:58 , AIR14 , 2000-01-14 , 19:36
LEG_14_35 , AIR14 , 2000-01-14 , 20:20 , BASE1 , 2000-01-14 , 22:08
LEG_14_36 , AIR4 , 2000-01-14 , 15:55 , BASE3 , 2000-01-14 , 16:52
LEG_14_37 , BASE3 , 2000-01-14 , 17:45 , AIR15 , 2000-01-14 , 19:06
LEG_14_38 , AIR15 , 2000-01-14 , 19:50 , BASE3 , 2000-01-14 , 21:13
LEG_14_39 , BASE3 , 2000-01-14 , 22:10 , AIR16 , 2000-01-14 , 23:23
LEG_14_40 , AIR10 , 2000-01-14 , 19:35 , BASE1 , 2000-01-14 , 20:23
LEG_14_41 , BASE3 , 2000-01-14 , 17:40 , AIR13 , 2000-01-14 , 18:53
LEG_14_42 , AIR17 , 2000-01-14 , 23:30 , BASE2 , 2000-01-15 , 00:20
LEG_14_43 , AIR18 , 2000-01-14 , 13:41 , BASE2 , 2000-01-14 , 14:42
LEG_14_44 , BASE2 , 2000-01-14 , 12:00 , AIR18 , 2000-01-14 , 13:04
LEG_14_45 , AIR18 , 2000-01-14 , 19:49 , BASE2 , 2000-01-14 , 20:49
LEG_14_46 , BASE2 , 2000-01-14 , 21:53 , AIR17 , 2000-01-14 , 22:38
LEG_14_47 , BASE2 , 2000-01-14 , 18:05 , AIR18 , 2000-01-14 , 19:05
LEG_14_48 , AIR19 , 2000-01-14 , 11:00 , BASE3 , 2000-01-14 , 12:46
LEG_14_49 , BASE3 , 2000-01-14 , 02:20 , AIR19 , 2000-01-14 , 03:51
LEG_14_50 , BASE1 , 2000-01-14 , 22:57 , AIR12 , 2000-01-14 , 23:51
LEG_14_51 , AIR11 , 2000-01-14 , 21:05 , BASE1 , 2000-01-14 , 22:02
