#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_30_0 , AIR1 , 2000-01-30 , 12:40 , BASE1 , 2000-01-30 , 13:59
LEG_30_1 , BASE1 , 2000-01-30 , 15:00 , AIR7 , 2000-01-30 , 16:15
LEG_30_2 , BASE1 , 2000-01-30 , 16:00 , AIR7 , 2000-01-30 , 17:18
LEG_30_3 , AIR7 , 2000-01-30 , 17:00 , BASE1 , 2000-01-30 , 18:27
LEG_30_4 , BASE1 , 2000-01-30 , 21:00 , AIR7 , 2000-01-30 , 22:20
LEG_30_5 , BASE1 , 2000-01-30 , 01:00 , AIR7 , 2000-01-30 , 02:27
LEG_30_6 , BASE1 , 2000-01-30 , 02:52 , AIR24 , 2000-01-30 , 04:00
LEG_30_7 , AIR7 , 2000-01-30 , 00:00 , BASE1 , 2000-01-30 , 01:30
LEG_30_8 , AIR7 , 2000-01-30 , 02:00 , BASE1 , 2000-01-30 , 03:31
LEG_30_9 , AIR11 , 2000-01-30 , 17:50 , BASE2 , 2000-01-30 , 19:07
LEG_30_10 , BASE2 , 2000-01-30 , 20:05 , BASE3 , 2000-01-30 , 22:07
LEG_30_11 , BASE2 , 2000-01-30 , 22:25 , AIR13 , 2000-01-30 , 23:05
LEG_30_12 , BASE3 , 2000-01-30 , 19:06 , BASE2 , 2000-01-30 , 20:59
LEG_30_13 , BASE2 , 2000-01-30 , 18:40 , AIR27 , 2000-01-30 , 19:50
LEG_30_14 , BASE3 , 2000-01-30 , 15:55 , BASE2 , 2000-01-30 , 17:44
LEG_30_15 , BASE2 , 2000-01-30 , 00:05 , BASE3 , 2000-01-30 , 02:05
LEG_30_16 , AIR37 , 2000-01-30 , 21:15 , BASE2 , 2000-01-30 , 23:18
LEG_30_17 , BASE3 , 2000-01-30 , 03:15 , AIR33 , 2000-01-30 , 04:00
LEG_30_18 , BASE2 , 2000-01-30 , 00:10 , BASE3 , 2000-01-30 , 02:10
LEG_30_19 , AIR44 , 2000-01-30 , 18:30 , BASE2 , 2000-01-30 , 19:20
LEG_30_20 , BASE2 , 2000-01-30 , 20:10 , BASE3 , 2000-01-30 , 22:12
LEG_30_21 , BASE3 , 2000-01-30 , 03:15 , BASE2 , 2000-01-30 , 04:58
LEG_30_22 , BASE2 , 2000-01-30 , 20:16 , AIR42 , 2000-01-30 , 22:10
LEG_30_23 , AIR7 , 2000-01-30 , 18:05 , BASE2 , 2000-01-30 , 19:22
LEG_30_24 , AIR42 , 2000-01-30 , 11:00 , BASE2 , 2000-01-30 , 13:16
LEG_30_25 , BASE2 , 2000-01-30 , 14:02 , AIR4 , 2000-01-30 , 15:20
LEG_30_26 , BASE2 , 2000-01-30 , 02:16 , AIR20 , 2000-01-30 , 03:02
LEG_30_27 , AIR42 , 2000-01-30 , 23:00 , BASE2 , 2000-01-31 , 01:16
LEG_30_28 , BASE2 , 2000-01-30 , 00:08 , AIR42 , 2000-01-30 , 02:04
LEG_30_29 , AIR29 , 2000-01-30 , 22:05 , BASE2 , 2000-01-30 , 22:57
LEG_30_30 , BASE1 , 2000-01-30 , 20:15 , BASE3 , 2000-01-30 , 22:11
LEG_30_31 , BASE3 , 2000-01-30 , 14:35 , BASE1 , 2000-01-30 , 16:38
LEG_30_32 , BASE3 , 2000-01-30 , 18:35 , BASE1 , 2000-01-30 , 20:37
LEG_30_33 , AIR18 , 2000-01-30 , 11:00 , BASE2 , 2000-01-30 , 12:56
LEG_30_34 , BASE2 , 2000-01-30 , 13:56 , AIR13 , 2000-01-30 , 14:39
