#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_15_0 , BASE1 , 2000-01-15 , 11:00 , AIR7 , 2000-01-15 , 12:12
LEG_15_1 , BASE1 , 2000-01-15 , 12:00 , AIR7 , 2000-01-15 , 13:13
LEG_15_2 , AIR7 , 2000-01-15 , 13:00 , BASE1 , 2000-01-15 , 14:24
LEG_15_3 , BASE1 , 2000-01-15 , 00:00 , AIR7 , 2000-01-15 , 01:27
LEG_15_4 , AIR1 , 2000-01-15 , 21:40 , BASE1 , 2000-01-15 , 23:00
LEG_15_5 , BASE1 , 2000-01-15 , 03:15 , AIR1 , 2000-01-15 , 04:35
LEG_15_6 , AIR7 , 2000-01-15 , 01:00 , BASE1 , 2000-01-15 , 02:32
LEG_15_7 , AIR7 , 2000-01-15 , 14:05 , BASE2 , 2000-01-15 , 15:19
LEG_15_8 , BASE2 , 2000-01-15 , 23:12 , BASE3 , 2000-01-16 , 01:12
LEG_15_9 , AIR1 , 2000-01-15 , 16:09 , BASE1 , 2000-01-15 , 17:30
LEG_15_10 , BASE1 , 2000-01-15 , 18:40 , AIR2 , 2000-01-15 , 20:09
LEG_15_11 , AIR2 , 2000-01-15 , 23:10 , BASE1 , 2000-01-16 , 00:31
LEG_15_12 , BASE1 , 2000-01-15 , 01:52 , AIR24 , 2000-01-15 , 02:53
LEG_15_13 , AIR2 , 2000-01-15 , 19:25 , BASE1 , 2000-01-15 , 20:44
LEG_15_14 , BASE1 , 2000-01-15 , 03:11 , AIR3 , 2000-01-15 , 04:08
LEG_15_15 , AIR2 , 2000-01-15 , 00:55 , BASE1 , 2000-01-15 , 02:20
LEG_15_16 , AIR3 , 2000-01-15 , 13:20 , BASE1 , 2000-01-15 , 14:19
LEG_15_17 , BASE1 , 2000-01-15 , 15:11 , AIR2 , 2000-01-15 , 16:40
LEG_15_18 , BASE1 , 2000-01-15 , 16:18 , AIR2 , 2000-01-15 , 17:39
LEG_15_19 , BASE1 , 2000-01-15 , 20:26 , AIR2 , 2000-01-15 , 21:56
LEG_15_20 , BASE1 , 2000-01-15 , 22:24 , AIR2 , 2000-01-15 , 23:52
LEG_15_21 , AIR5 , 2000-01-15 , 20:10 , BASE2 , 2000-01-15 , 22:08
LEG_15_22 , BASE2 , 2000-01-15 , 23:00 , BASE3 , 2000-01-16 , 01:00
LEG_15_23 , BASE2 , 2000-01-15 , 17:41 , AIR5 , 2000-01-15 , 19:23
LEG_15_24 , BASE3 , 2000-01-15 , 15:00 , BASE2 , 2000-01-15 , 16:54
LEG_15_25 , BASE2 , 2000-01-15 , 19:10 , BASE3 , 2000-01-15 , 21:09
