#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_22_0 , BASE1 , 2000-01-22 , 11:00 , AIR7 , 2000-01-22 , 12:12
LEG_22_1 , BASE1 , 2000-01-22 , 12:00 , AIR7 , 2000-01-22 , 13:13
LEG_22_2 , AIR7 , 2000-01-22 , 13:00 , BASE1 , 2000-01-22 , 14:24
LEG_22_3 , BASE1 , 2000-01-22 , 00:00 , AIR7 , 2000-01-22 , 01:27
LEG_22_4 , AIR1 , 2000-01-22 , 21:40 , BASE1 , 2000-01-22 , 23:00
LEG_22_5 , BASE1 , 2000-01-22 , 03:15 , AIR1 , 2000-01-22 , 04:35
LEG_22_6 , AIR7 , 2000-01-22 , 01:00 , BASE1 , 2000-01-22 , 02:32
LEG_22_7 , AIR7 , 2000-01-22 , 14:05 , BASE2 , 2000-01-22 , 15:19
LEG_22_8 , BASE2 , 2000-01-22 , 23:12 , BASE3 , 2000-01-23 , 01:12
LEG_22_9 , AIR1 , 2000-01-22 , 16:09 , BASE1 , 2000-01-22 , 17:30
LEG_22_10 , BASE1 , 2000-01-22 , 18:40 , AIR2 , 2000-01-22 , 20:09
LEG_22_11 , AIR2 , 2000-01-22 , 23:10 , BASE1 , 2000-01-23 , 00:31
LEG_22_12 , BASE1 , 2000-01-22 , 01:52 , AIR24 , 2000-01-22 , 02:53
LEG_22_13 , AIR2 , 2000-01-22 , 19:25 , BASE1 , 2000-01-22 , 20:44
LEG_22_14 , BASE1 , 2000-01-22 , 03:11 , AIR3 , 2000-01-22 , 04:08
LEG_22_15 , AIR2 , 2000-01-22 , 00:55 , BASE1 , 2000-01-22 , 02:20
LEG_22_16 , AIR3 , 2000-01-22 , 13:20 , BASE1 , 2000-01-22 , 14:19
LEG_22_17 , BASE1 , 2000-01-22 , 15:11 , AIR2 , 2000-01-22 , 16:40
LEG_22_18 , BASE1 , 2000-01-22 , 16:18 , AIR2 , 2000-01-22 , 17:39
LEG_22_19 , BASE1 , 2000-01-22 , 20:26 , AIR2 , 2000-01-22 , 21:56
LEG_22_20 , BASE1 , 2000-01-22 , 22:24 , AIR2 , 2000-01-22 , 23:52
LEG_22_21 , AIR43 , 2000-01-22 , 00:15 , BASE2 , 2000-01-22 , 01:52
LEG_22_22 , AIR5 , 2000-01-22 , 20:10 , BASE2 , 2000-01-22 , 22:08
LEG_22_23 , BASE2 , 2000-01-22 , 23:00 , BASE3 , 2000-01-23 , 01:00
LEG_22_24 , BASE2 , 2000-01-22 , 17:41 , AIR5 , 2000-01-22 , 19:23
LEG_22_25 , BASE3 , 2000-01-22 , 15:00 , BASE2 , 2000-01-22 , 16:54
LEG_22_26 , BASE2 , 2000-01-22 , 19:10 , BASE3 , 2000-01-22 , 21:09
LEG_22_27 , BASE3 , 2000-01-22 , 02:10 , BASE2 , 2000-01-22 , 03:59
LEG_22_28 , BASE2 , 2000-01-22 , 19:07 , BASE3 , 2000-01-22 , 21:06
LEG_22_29 , AIR6 , 2000-01-22 , 16:45 , BASE2 , 2000-01-22 , 18:20
LEG_22_30 , BASE2 , 2000-01-22 , 19:13 , AIR7 , 2000-01-22 , 20:30
LEG_22_31 , AIR8 , 2000-01-22 , 16:35 , BASE2 , 2000-01-22 , 18:25
LEG_22_32 , AIR9 , 2000-01-22 , 11:00 , BASE2 , 2000-01-22 , 11:39
LEG_22_33 , BASE2 , 2000-01-22 , 12:46 , AIR8 , 2000-01-22 , 14:20
LEG_22_34 , AIR8 , 2000-01-22 , 15:05 , BASE2 , 2000-01-22 , 16:56
LEG_22_35 , AIR10 , 2000-01-22 , 12:10 , BASE2 , 2000-01-22 , 13:26
LEG_22_36 , BASE2 , 2000-01-22 , 14:14 , AIR8 , 2000-01-22 , 15:51
LEG_22_37 , AIR11 , 2000-01-22 , 16:55 , BASE2 , 2000-01-22 , 18:12
LEG_22_38 , BASE2 , 2000-01-22 , 19:32 , AIR12 , 2000-01-22 , 20:42
LEG_22_39 , BASE2 , 2000-01-22 , 21:11 , AIR11 , 2000-01-22 , 22:19
LEG_22_40 , AIR4 , 2000-01-22 , 18:45 , BASE2 , 2000-01-22 , 20:01
LEG_22_41 , AIR13 , 2000-01-22 , 17:35 , BASE2 , 2000-01-22 , 18:21
LEG_22_42 , BASE2 , 2000-01-22 , 19:38 , AIR14 , 2000-01-22 , 22:20
LEG_22_43 , AIR14 , 2000-01-22 , 21:25 , BASE2 , 2000-01-23 , 00:06
LEG_22_44 , BASE3 , 2000-01-22 , 13:36 , BASE1 , 2000-01-22 , 15:45
LEG_22_45 , AIR15 , 2000-01-22 , 11:25 , BASE3 , 2000-01-22 , 12:50
LEG_22_46 , BASE3 , 2000-01-22 , 17:35 , BASE1 , 2000-01-22 , 19:40
LEG_22_47 , AIR7 , 2000-01-22 , 21:15 , BASE2 , 2000-01-22 , 22:26
LEG_22_48 , BASE2 , 2000-01-22 , 23:14 , AIR16 , 2000-01-23 , 01:33
LEG_22_49 , AIR16 , 2000-01-22 , 12:45 , BASE2 , 2000-01-22 , 15:06
LEG_22_50 , BASE2 , 2000-01-22 , 16:11 , AIR17 , 2000-01-22 , 17:25
LEG_22_51 , AIR7 , 2000-01-22 , 11:20 , BASE3 , 2000-01-22 , 13:03
LEG_22_52 , AIR18 , 2000-01-22 , 13:05 , BASE2 , 2000-01-22 , 14:57
LEG_22_53 , BASE2 , 2000-01-22 , 17:33 , AIR19 , 2000-01-22 , 20:16
LEG_22_54 , AIR19 , 2000-01-22 , 21:00 , BASE2 , 2000-01-22 , 23:44
LEG_22_55 , BASE2 , 2000-01-22 , 00:57 , AIR38 , 2000-01-22 , 02:00
LEG_22_56 , BASE2 , 2000-01-22 , 23:13 , AIR4 , 2000-01-23 , 00:28
LEG_22_57 , AIR18 , 2000-01-22 , 20:20 , BASE2 , 2000-01-22 , 22:16
LEG_22_58 , BASE2 , 2000-01-22 , 16:14 , AIR18 , 2000-01-22 , 18:22
LEG_22_59 , AIR20 , 2000-01-22 , 14:40 , BASE2 , 2000-01-22 , 15:24
LEG_22_60 , BASE2 , 2000-01-22 , 21:01 , AIR18 , 2000-01-22 , 23:05
