#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_04_0 , BASE1 , 2000-01-04 , 11:00 , AIR7 , 2000-01-04 , 12:12
LEG_04_1 , BASE1 , 2000-01-04 , 12:00 , AIR7 , 2000-01-04 , 13:13
LEG_04_2 , AIR7 , 2000-01-04 , 13:00 , BASE1 , 2000-01-04 , 14:24
LEG_04_3 , BASE1 , 2000-01-04 , 00:00 , AIR7 , 2000-01-04 , 01:27
LEG_04_4 , AIR1 , 2000-01-04 , 21:40 , BASE1 , 2000-01-04 , 23:00
LEG_04_5 , BASE1 , 2000-01-04 , 03:15 , AIR1 , 2000-01-04 , 04:35
LEG_04_6 , AIR7 , 2000-01-04 , 01:00 , BASE1 , 2000-01-04 , 02:32
LEG_04_7 , AIR7 , 2000-01-04 , 14:05 , BASE2 , 2000-01-04 , 15:19
LEG_04_8 , BASE2 , 2000-01-04 , 23:12 , BASE3 , 2000-01-05 , 01:12
LEG_04_9 , AIR1 , 2000-01-04 , 16:09 , BASE1 , 2000-01-04 , 17:30
LEG_04_10 , BASE1 , 2000-01-04 , 18:40 , AIR2 , 2000-01-04 , 20:09
LEG_04_11 , AIR2 , 2000-01-04 , 23:10 , BASE1 , 2000-01-05 , 00:31
LEG_04_12 , BASE1 , 2000-01-04 , 01:52 , AIR24 , 2000-01-04 , 02:53
LEG_04_13 , AIR2 , 2000-01-04 , 19:25 , BASE1 , 2000-01-04 , 20:44
LEG_04_14 , BASE1 , 2000-01-04 , 03:11 , AIR3 , 2000-01-04 , 04:08
LEG_04_15 , AIR2 , 2000-01-04 , 00:55 , BASE1 , 2000-01-04 , 02:20
LEG_04_16 , AIR3 , 2000-01-04 , 13:20 , BASE1 , 2000-01-04 , 14:19
LEG_04_17 , BASE1 , 2000-01-04 , 15:11 , AIR2 , 2000-01-04 , 16:40
LEG_04_18 , BASE1 , 2000-01-04 , 16:18 , AIR2 , 2000-01-04 , 17:39
LEG_04_19 , BASE1 , 2000-01-04 , 20:26 , AIR2 , 2000-01-04 , 21:56
