#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_21_0 , BASE1 , 2000-01-21 , 11:00 , AIR7 , 2000-01-21 , 12:12
LEG_21_1 , AIR7 , 2000-01-21 , 13:00 , BASE1 , 2000-01-21 , 14:24
LEG_21_2 , BASE1 , 2000-01-21 , 00:00 , AIR7 , 2000-01-21 , 01:27
LEG_21_3 , AIR1 , 2000-01-21 , 21:40 , BASE1 , 2000-01-21 , 23:00
LEG_21_4 , BASE1 , 2000-01-21 , 03:15 , AIR1 , 2000-01-21 , 04:35
LEG_21_5 , AIR7 , 2000-01-21 , 01:00 , BASE1 , 2000-01-21 , 02:32
LEG_21_6 , BASE2 , 2000-01-21 , 23:12 , BASE3 , 2000-01-22 , 01:12
LEG_21_7 , AIR1 , 2000-01-21 , 16:09 , BASE1 , 2000-01-21 , 17:30
LEG_21_8 , BASE1 , 2000-01-21 , 18:40 , AIR2 , 2000-01-21 , 20:09
LEG_21_9 , AIR2 , 2000-01-21 , 23:10 , BASE1 , 2000-01-22 , 00:31
LEG_21_10 , BASE1 , 2000-01-21 , 01:52 , AIR24 , 2000-01-21 , 02:53
LEG_21_11 , AIR2 , 2000-01-21 , 19:25 , BASE1 , 2000-01-21 , 20:44
LEG_21_12 , BASE1 , 2000-01-21 , 03:11 , AIR3 , 2000-01-21 , 04:08
LEG_21_13 , AIR2 , 2000-01-21 , 00:55 , BASE1 , 2000-01-21 , 02:20
LEG_21_14 , AIR3 , 2000-01-21 , 13:20 , BASE1 , 2000-01-21 , 14:19
LEG_21_15 , BASE1 , 2000-01-21 , 15:11 , AIR2 , 2000-01-21 , 16:40
LEG_21_16 , BASE1 , 2000-01-21 , 16:18 , AIR2 , 2000-01-21 , 17:39
LEG_21_17 , BASE1 , 2000-01-21 , 20:26 , AIR2 , 2000-01-21 , 21:56
LEG_21_18 , BASE1 , 2000-01-21 , 22:24 , AIR2 , 2000-01-21 , 23:52
LEG_21_19 , BASE2 , 2000-01-21 , 21:22 , AIR43 , 2000-01-21 , 22:47
LEG_21_20 , AIR6 , 2000-01-21 , 10:20 , BASE2 , 2000-01-21 , 11:55
LEG_21_21 , AIR5 , 2000-01-21 , 20:10 , BASE2 , 2000-01-21 , 22:08
LEG_21_22 , BASE2 , 2000-01-21 , 23:00 , BASE3 , 2000-01-22 , 01:00
LEG_21_23 , BASE2 , 2000-01-21 , 17:41 , AIR5 , 2000-01-21 , 19:23
LEG_21_24 , BASE3 , 2000-01-21 , 15:00 , BASE2 , 2000-01-21 , 16:54
LEG_21_25 , BASE2 , 2000-01-21 , 19:10 , BASE3 , 2000-01-21 , 21:09
LEG_21_26 , BASE2 , 2000-01-21 , 19:07 , BASE3 , 2000-01-21 , 21:06
LEG_21_27 , AIR6 , 2000-01-21 , 16:45 , BASE2 , 2000-01-21 , 18:20
LEG_21_28 , BASE2 , 2000-01-21 , 01:09 , AIR6 , 2000-01-21 , 02:39
LEG_21_29 , AIR8 , 2000-01-21 , 13:20 , BASE2 , 2000-01-21 , 15:18
LEG_21_30 , BASE2 , 2000-01-21 , 10:41 , AIR8 , 2000-01-21 , 12:22
LEG_21_31 , BASE2 , 2000-01-21 , 19:13 , AIR7 , 2000-01-21 , 20:30
LEG_21_32 , AIR8 , 2000-01-21 , 16:35 , BASE2 , 2000-01-21 , 18:25
LEG_21_33 , AIR9 , 2000-01-21 , 11:00 , BASE2 , 2000-01-21 , 11:39
LEG_21_34 , BASE2 , 2000-01-21 , 12:46 , AIR8 , 2000-01-21 , 14:20
LEG_21_35 , AIR8 , 2000-01-21 , 15:05 , BASE2 , 2000-01-21 , 16:56
LEG_21_36 , AIR10 , 2000-01-21 , 12:10 , BASE2 , 2000-01-21 , 13:26
LEG_21_37 , BASE2 , 2000-01-21 , 14:14 , AIR8 , 2000-01-21 , 15:51
LEG_21_38 , AIR12 , 2000-01-21 , 12:20 , BASE2 , 2000-01-21 , 13:26
LEG_21_39 , AIR11 , 2000-01-21 , 16:55 , BASE2 , 2000-01-21 , 18:12
LEG_21_40 , BASE2 , 2000-01-21 , 19:32 , AIR12 , 2000-01-21 , 20:42
LEG_21_41 , BASE2 , 2000-01-21 , 21:11 , AIR11 , 2000-01-21 , 22:19
LEG_21_42 , AIR4 , 2000-01-21 , 18:45 , BASE2 , 2000-01-21 , 20:01
LEG_21_43 , AIR13 , 2000-01-21 , 17:35 , BASE2 , 2000-01-21 , 18:21
LEG_21_44 , BASE2 , 2000-01-21 , 19:38 , AIR14 , 2000-01-21 , 22:20
LEG_21_45 , AIR14 , 2000-01-21 , 21:25 , BASE2 , 2000-01-22 , 00:06
LEG_21_46 , BASE3 , 2000-01-21 , 13:36 , BASE1 , 2000-01-21 , 15:45
LEG_21_47 , AIR15 , 2000-01-21 , 11:25 , BASE3 , 2000-01-21 , 12:50
LEG_21_48 , BASE3 , 2000-01-21 , 17:35 , BASE1 , 2000-01-21 , 19:40
LEG_21_49 , AIR7 , 2000-01-21 , 21:15 , BASE2 , 2000-01-21 , 22:26
LEG_21_50 , BASE2 , 2000-01-21 , 23:14 , AIR16 , 2000-01-22 , 01:33
LEG_21_51 , AIR16 , 2000-01-21 , 12:45 , BASE2 , 2000-01-21 , 15:06
LEG_21_52 , BASE2 , 2000-01-21 , 16:11 , AIR17 , 2000-01-21 , 17:25
LEG_21_53 , AIR7 , 2000-01-21 , 11:20 , BASE3 , 2000-01-21 , 13:03
LEG_21_54 , AIR18 , 2000-01-21 , 13:05 , BASE2 , 2000-01-21 , 14:57
LEG_21_55 , BASE2 , 2000-01-21 , 17:33 , AIR19 , 2000-01-21 , 20:16
LEG_21_56 , AIR19 , 2000-01-21 , 21:00 , BASE2 , 2000-01-21 , 23:44
LEG_21_57 , BASE2 , 2000-01-21 , 00:57 , AIR38 , 2000-01-21 , 02:00
LEG_21_58 , BASE2 , 2000-01-21 , 23:13 , AIR4 , 2000-01-22 , 00:28
LEG_21_59 , AIR18 , 2000-01-21 , 20:20 , BASE2 , 2000-01-21 , 22:16
LEG_21_60 , BASE2 , 2000-01-21 , 16:14 , AIR18 , 2000-01-21 , 18:22
