#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_07_0 , BASE1 , 2000-01-07 , 11:00 , AIR7 , 2000-01-07 , 12:12
LEG_07_1 , AIR7 , 2000-01-07 , 13:00 , BASE1 , 2000-01-07 , 14:24
LEG_07_2 , BASE1 , 2000-01-07 , 00:00 , AIR7 , 2000-01-07 , 01:27
LEG_07_3 , AIR1 , 2000-01-07 , 21:40 , BASE1 , 2000-01-07 , 23:00
LEG_07_4 , BASE1 , 2000-01-07 , 03:15 , AIR1 , 2000-01-07 , 04:35
LEG_07_5 , AIR7 , 2000-01-07 , 01:00 , BASE1 , 2000-01-07 , 02:32
LEG_07_6 , BASE2 , 2000-01-07 , 23:12 , BASE3 , 2000-01-08 , 01:12
LEG_07_7 , AIR1 , 2000-01-07 , 16:09 , BASE1 , 2000-01-07 , 17:30
LEG_07_8 , BASE1 , 2000-01-07 , 18:40 , AIR2 , 2000-01-07 , 20:09
LEG_07_9 , AIR2 , 2000-01-07 , 23:10 , BASE1 , 2000-01-08 , 00:31
LEG_07_10 , BASE1 , 2000-01-07 , 01:52 , AIR24 , 2000-01-07 , 02:53
LEG_07_11 , AIR2 , 2000-01-07 , 19:25 , BASE1 , 2000-01-07 , 20:44
LEG_07_12 , BASE1 , 2000-01-07 , 03:11 , AIR3 , 2000-01-07 , 04:08
LEG_07_13 , AIR2 , 2000-01-07 , 00:55 , BASE1 , 2000-01-07 , 02:20
LEG_07_14 , AIR3 , 2000-01-07 , 13:20 , BASE1 , 2000-01-07 , 14:19
LEG_07_15 , BASE1 , 2000-01-07 , 15:11 , AIR2 , 2000-01-07 , 16:40
LEG_07_16 , BASE1 , 2000-01-07 , 16:18 , AIR2 , 2000-01-07 , 17:39
LEG_07_17 , BASE1 , 2000-01-07 , 20:26 , AIR2 , 2000-01-07 , 21:56
LEG_07_18 , BASE1 , 2000-01-07 , 22:24 , AIR2 , 2000-01-07 , 23:52
LEG_07_19 , AIR5 , 2000-01-07 , 20:10 , BASE2 , 2000-01-07 , 22:08
LEG_07_20 , BASE2 , 2000-01-07 , 23:00 , BASE3 , 2000-01-08 , 01:00
LEG_07_21 , BASE2 , 2000-01-07 , 17:41 , AIR5 , 2000-01-07 , 19:23
LEG_07_22 , BASE3 , 2000-01-07 , 15:00 , BASE2 , 2000-01-07 , 16:54
LEG_07_23 , BASE2 , 2000-01-07 , 19:10 , BASE3 , 2000-01-07 , 21:09
LEG_07_24 , BASE2 , 2000-01-07 , 19:07 , BASE3 , 2000-01-07 , 21:06
LEG_07_25 , AIR6 , 2000-01-07 , 16:45 , BASE2 , 2000-01-07 , 18:20
LEG_07_26 , AIR8 , 2000-01-07 , 13:20 , BASE2 , 2000-01-07 , 15:18
LEG_07_27 , BASE2 , 2000-01-07 , 10:41 , AIR8 , 2000-01-07 , 12:22
LEG_07_28 , BASE2 , 2000-01-07 , 19:13 , AIR7 , 2000-01-07 , 20:30
LEG_07_29 , AIR8 , 2000-01-07 , 16:35 , BASE2 , 2000-01-07 , 18:25
LEG_07_30 , AIR9 , 2000-01-07 , 11:00 , BASE2 , 2000-01-07 , 11:39
LEG_07_31 , BASE2 , 2000-01-07 , 12:46 , AIR8 , 2000-01-07 , 14:20
LEG_07_32 , AIR8 , 2000-01-07 , 15:05 , BASE2 , 2000-01-07 , 16:56
LEG_07_33 , AIR10 , 2000-01-07 , 12:10 , BASE2 , 2000-01-07 , 13:26
LEG_07_34 , BASE2 , 2000-01-07 , 14:14 , AIR8 , 2000-01-07 , 15:51
LEG_07_35 , AIR11 , 2000-01-07 , 16:55 , BASE2 , 2000-01-07 , 18:12
LEG_07_36 , BASE2 , 2000-01-07 , 19:32 , AIR12 , 2000-01-07 , 20:42
LEG_07_37 , BASE2 , 2000-01-07 , 21:11 , AIR11 , 2000-01-07 , 22:19
LEG_07_38 , AIR4 , 2000-01-07 , 18:45 , BASE2 , 2000-01-07 , 20:01
LEG_07_39 , AIR13 , 2000-01-07 , 17:35 , BASE2 , 2000-01-07 , 18:21
LEG_07_40 , BASE2 , 2000-01-07 , 19:38 , AIR14 , 2000-01-07 , 22:20
LEG_07_41 , AIR14 , 2000-01-07 , 21:25 , BASE2 , 2000-01-08 , 00:06
LEG_07_42 , BASE3 , 2000-01-07 , 13:36 , BASE1 , 2000-01-07 , 15:45
LEG_07_43 , AIR15 , 2000-01-07 , 11:25 , BASE3 , 2000-01-07 , 12:50
LEG_07_44 , BASE3 , 2000-01-07 , 17:35 , BASE1 , 2000-01-07 , 19:40
LEG_07_45 , AIR7 , 2000-01-07 , 21:15 , BASE2 , 2000-01-07 , 22:26
LEG_07_46 , BASE2 , 2000-01-07 , 23:14 , AIR16 , 2000-01-08 , 01:33
LEG_07_47 , AIR16 , 2000-01-07 , 12:45 , BASE2 , 2000-01-07 , 15:06
LEG_07_48 , BASE2 , 2000-01-07 , 16:11 , AIR17 , 2000-01-07 , 17:25
LEG_07_49 , AIR7 , 2000-01-07 , 11:20 , BASE3 , 2000-01-07 , 13:03
LEG_07_50 , AIR18 , 2000-01-07 , 13:05 , BASE2 , 2000-01-07 , 14:57
LEG_07_51 , BASE2 , 2000-01-07 , 17:33 , AIR19 , 2000-01-07 , 20:16
LEG_07_52 , AIR19 , 2000-01-07 , 21:00 , BASE2 , 2000-01-07 , 23:44
LEG_07_53 , BASE2 , 2000-01-07 , 00:57 , AIR38 , 2000-01-07 , 02:00
LEG_07_54 , BASE2 , 2000-01-07 , 23:13 , AIR4 , 2000-01-08 , 00:28
LEG_07_55 , AIR18 , 2000-01-07 , 20:20 , BASE2 , 2000-01-07 , 22:16
LEG_07_56 , BASE2 , 2000-01-07 , 16:14 , AIR18 , 2000-01-07 , 18:22
LEG_07_57 , AIR20 , 2000-01-07 , 14:40 , BASE2 , 2000-01-07 , 15:24
LEG_07_58 , BASE2 , 2000-01-07 , 21:01 , AIR18 , 2000-01-07 , 23:05
LEG_07_59 , AIR2 , 2000-01-07 , 18:25 , BASE2 , 2000-01-07 , 20:20
LEG_07_60 , BASE2 , 2000-01-07 , 17:34 , AIR18 , 2000-01-07 , 19:29
LEG_07_61 , BASE1 , 2000-01-07 , 12:17 , AIR21 , 2000-01-07 , 13:52
LEG_07_62 , AIR22 , 2000-01-07 , 22:40 , BASE1 , 2000-01-08 , 00:41
