#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_29_0 , AIR1 , 2000-01-29 , 12:40 , BASE1 , 2000-01-29 , 13:59
LEG_29_1 , BASE1 , 2000-01-29 , 15:00 , AIR7 , 2000-01-29 , 16:15
LEG_29_2 , BASE1 , 2000-01-29 , 16:00 , AIR7 , 2000-01-29 , 17:18
LEG_29_3 , AIR7 , 2000-01-29 , 17:00 , BASE1 , 2000-01-29 , 18:27
LEG_29_4 , BASE1 , 2000-01-29 , 21:00 , AIR7 , 2000-01-29 , 22:20
LEG_29_5 , BASE1 , 2000-01-29 , 01:00 , AIR7 , 2000-01-29 , 02:27
LEG_29_6 , BASE1 , 2000-01-29 , 02:52 , AIR24 , 2000-01-29 , 04:00
LEG_29_7 , AIR7 , 2000-01-29 , 00:00 , BASE1 , 2000-01-29 , 01:30
LEG_29_8 , AIR7 , 2000-01-29 , 02:00 , BASE1 , 2000-01-29 , 03:31
LEG_29_9 , AIR11 , 2000-01-29 , 17:50 , BASE2 , 2000-01-29 , 19:07
LEG_29_10 , BASE2 , 2000-01-29 , 20:05 , BASE3 , 2000-01-29 , 22:07
LEG_29_11 , BASE2 , 2000-01-29 , 22:25 , AIR13 , 2000-01-29 , 23:05
LEG_29_12 , BASE3 , 2000-01-29 , 19:06 , BASE2 , 2000-01-29 , 20:59
LEG_29_13 , BASE2 , 2000-01-29 , 18:40 , AIR27 , 2000-01-29 , 19:50
LEG_29_14 , BASE3 , 2000-01-29 , 15:55 , BASE2 , 2000-01-29 , 17:44
LEG_29_15 , BASE2 , 2000-01-29 , 00:05 , BASE3 , 2000-01-29 , 02:05
LEG_29_16 , AIR37 , 2000-01-29 , 21:15 , BASE2 , 2000-01-29 , 23:18
LEG_29_17 , BASE3 , 2000-01-29 , 03:15 , AIR33 , 2000-01-29 , 04:00
LEG_29_18 , BASE2 , 2000-01-29 , 00:10 , BASE3 , 2000-01-29 , 02:10
LEG_29_19 , AIR44 , 2000-01-29 , 18:30 , BASE2 , 2000-01-29 , 19:20
LEG_29_20 , BASE2 , 2000-01-29 , 20:10 , BASE3 , 2000-01-29 , 22:12
LEG_29_21 , BASE3 , 2000-01-29 , 03:15 , BASE2 , 2000-01-29 , 04:58
LEG_29_22 , BASE2 , 2000-01-29 , 20:16 , AIR42 , 2000-01-29 , 22:10
LEG_29_23 , AIR7 , 2000-01-29 , 18:05 , BASE2 , 2000-01-29 , 19:22
LEG_29_24 , AIR42 , 2000-01-29 , 11:00 , BASE2 , 2000-01-29 , 13:16
LEG_29_25 , BASE2 , 2000-01-29 , 14:02 , AIR4 , 2000-01-29 , 15:20
LEG_29_26 , BASE2 , 2000-01-29 , 02:16 , AIR20 , 2000-01-29 , 03:02
LEG_29_27 , AIR42 , 2000-01-29 , 23:00 , BASE2 , 2000-01-30 , 01:16
LEG_29_28 , BASE2 , 2000-01-29 , 00:08 , AIR42 , 2000-01-29 , 02:04
LEG_29_29 , AIR29 , 2000-01-29 , 22:05 , BASE2 , 2000-01-29 , 22:57
LEG_29_30 , BASE1 , 2000-01-29 , 20:15 , BASE3 , 2000-01-29 , 22:11
LEG_29_31 , BASE3 , 2000-01-29 , 14:35 , BASE1 , 2000-01-29 , 16:38
LEG_29_32 , BASE3 , 2000-01-29 , 18:35 , BASE1 , 2000-01-29 , 20:37
LEG_29_33 , AIR18 , 2000-01-29 , 11:00 , BASE2 , 2000-01-29 , 12:56
LEG_29_34 , BASE2 , 2000-01-29 , 13:56 , AIR13 , 2000-01-29 , 14:39
LEG_29_35 , AIR27 , 2000-01-29 , 11:30 , BASE2 , 2000-01-29 , 12:46
LEG_29_36 , BASE2 , 2000-01-29 , 14:01 , AIR18 , 2000-01-29 , 16:06
LEG_29_37 , AIR18 , 2000-01-29 , 15:40 , BASE2 , 2000-01-29 , 17:40
LEG_29_38 , BASE2 , 2000-01-29 , 18:31 , AIR17 , 2000-01-29 , 19:32
LEG_29_39 , AIR18 , 2000-01-29 , 17:05 , BASE2 , 2000-01-29 , 19:03
LEG_29_40 , BASE2 , 2000-01-29 , 20:00 , AIR7 , 2000-01-29 , 21:11
LEG_29_41 , BASE2 , 2000-01-29 , 18:34 , AIR18 , 2000-01-29 , 20:31
LEG_29_42 , AIR4 , 2000-01-29 , 16:20 , BASE2 , 2000-01-29 , 17:33
LEG_29_43 , BASE2 , 2000-01-29 , 00:13 , AIR4 , 2000-01-29 , 01:29
LEG_29_44 , AIR18 , 2000-01-29 , 21:20 , BASE2 , 2000-01-29 , 23:17
LEG_29_45 , BASE2 , 2000-01-29 , 11:59 , AIR18 , 2000-01-29 , 14:02
LEG_29_46 , AIR18 , 2000-01-29 , 14:05 , BASE2 , 2000-01-29 , 15:59
LEG_29_47 , BASE2 , 2000-01-29 , 17:01 , AIR20 , 2000-01-29 , 17:46
LEG_29_48 , BASE2 , 2000-01-29 , 02:02 , AIR18 , 2000-01-29 , 04:04
LEG_29_49 , AIR13 , 2000-01-29 , 00:30 , BASE2 , 2000-01-29 , 01:11
LEG_29_50 , AIR17 , 2000-01-29 , 12:20 , BASE1 , 2000-01-29 , 14:10
LEG_29_51 , AIR17 , 2000-01-29 , 20:25 , BASE1 , 2000-01-29 , 22:10
LEG_29_52 , BASE2 , 2000-01-29 , 00:01 , AIR8 , 2000-01-29 , 01:38
LEG_29_53 , AIR22 , 2000-01-29 , 22:00 , BASE2 , 2000-01-29 , 23:04
LEG_29_54 , AIR8 , 2000-01-29 , 17:35 , BASE2 , 2000-01-29 , 19:29
LEG_29_55 , BASE2 , 2000-01-29 , 20:14 , AIR2 , 2000-01-29 , 22:16
LEG_29_56 , BASE2 , 2000-01-29 , 14:09 , AIR17 , 2000-01-29 , 15:20
LEG_29_57 , AIR8 , 2000-01-29 , 11:10 , BASE2 , 2000-01-29 , 13:06
LEG_29_58 , AIR8 , 2000-01-29 , 12:15 , BASE2 , 2000-01-29 , 14:17
LEG_29_59 , BASE2 , 2000-01-29 , 15:15 , AIR8 , 2000-01-29 , 16:49
LEG_29_60 , AIR2 , 2000-01-29 , 12:10 , BASE2 , 2000-01-29 , 14:05
LEG_29_61 , BASE1 , 2000-01-29 , 22:58 , BASE2 , 2000-01-30 , 00:47
LEG_29_62 , BASE2 , 2000-01-29 , 17:28 , BASE1 , 2000-01-29 , 19:25
LEG_29_63 , AIR41 , 2000-01-29 , 14:10 , BASE2 , 2000-01-29 , 16:08
LEG_29_64 , BASE2 , 2000-01-29 , 20:05 , BASE1 , 2000-01-29 , 21:56
LEG_29_65 , AIR13 , 2000-01-29 , 18:35 , BASE2 , 2000-01-29 , 19:19
LEG_29_66 , BASE1 , 2000-01-29 , 23:02 , BASE2 , 2000-01-30 , 00:51
LEG_29_67 , BASE2 , 2000-01-29 , 20:15 , BASE1 , 2000-01-29 , 22:06
LEG_29_68 , BASE1 , 2000-01-29 , 19:02 , BASE2 , 2000-01-29 , 20:49
LEG_29_69 , BASE2 , 2000-01-29 , 20:11 , BASE1 , 2000-01-29 , 22:02
LEG_29_70 , BASE1 , 2000-01-29 , 23:06 , AIR45 , 2000-01-30 , 00:08
LEG_29_71 , BASE2 , 2000-01-29 , 02:30 , BASE1 , 2000-01-29 , 04:14
LEG_29_72 , AIR3 , 2000-01-29 , 13:00 , BASE1 , 2000-01-29 , 14:03
LEG_29_73 , BASE1 , 2000-01-29 , 15:01 , AIR25 , 2000-01-29 , 16:25
LEG_29_74 , BASE1 , 2000-01-29 , 19:16 , AIR17 , 2000-01-29 , 20:55
LEG_29_75 , AIR25 , 2000-01-29 , 17:05 , BASE1 , 2000-01-29 , 18:29
LEG_29_76 , BASE3 , 2000-01-29 , 03:35 , AIR18 , 2000-01-29 , 04:46
LEG_29_77 , AIR2 , 2000-01-29 , 01:05 , BASE3 , 2000-01-29 , 02:25
LEG_29_78 , BASE1 , 2000-01-29 , 03:03 , AIR3 , 2000-01-29 , 04:03
LEG_29_79 , BASE3 , 2000-01-29 , 03:40 , AIR2 , 2000-01-29 , 05:06
LEG_29_80 , AIR26 , 2000-01-29 , 01:00 , BASE3 , 2000-01-29 , 02:16
LEG_29_81 , AIR33 , 2000-01-29 , 13:05 , BASE3 , 2000-01-29 , 13:57
LEG_29_82 , BASE3 , 2000-01-29 , 14:45 , AIR26 , 2000-01-29 , 16:05
LEG_29_83 , AIR26 , 2000-01-29 , 12:25 , BASE3 , 2000-01-29 , 13:40
LEG_29_84 , BASE3 , 2000-01-29 , 23:05 , AIR26 , 2000-01-30 , 00:17
LEG_29_85 , AIR26 , 2000-01-29 , 16:45 , BASE3 , 2000-01-29 , 18:02
LEG_29_86 , BASE3 , 2000-01-29 , 03:40 , AIR26 , 2000-01-29 , 04:53
LEG_29_87 , AIR12 , 2000-01-29 , 00:45 , BASE3 , 2000-01-29 , 02:32
LEG_29_88 , BASE3 , 2000-01-29 , 03:20 , AIR46 , 2000-01-29 , 04:59
LEG_29_89 , AIR46 , 2000-01-29 , 12:05 , BASE3 , 2000-01-29 , 13:46
LEG_29_90 , BASE3 , 2000-01-29 , 14:30 , AIR12 , 2000-01-29 , 16:07
LEG_29_91 , AIR12 , 2000-01-29 , 16:00 , BASE3 , 2000-01-29 , 17:46
LEG_29_92 , AIR7 , 2000-01-29 , 12:20 , BASE3 , 2000-01-29 , 14:04
LEG_29_93 , BASE3 , 2000-01-29 , 18:45 , AIR26 , 2000-01-29 , 19:57
LEG_29_94 , AIR7 , 2000-01-29 , 16:15 , BASE3 , 2000-01-29 , 17:57
LEG_29_95 , BASE3 , 2000-01-29 , 23:20 , AIR7 , 2000-01-30 , 01:05
LEG_29_96 , AIR17 , 2000-01-29 , 14:45 , BASE2 , 2000-01-29 , 15:52
LEG_29_97 , AIR17 , 2000-01-29 , 21:50 , BASE2 , 2000-01-29 , 22:55
LEG_29_98 , BASE2 , 2000-01-29 , 12:03 , AIR17 , 2000-01-29 , 13:11
LEG_29_99 , AIR17 , 2000-01-29 , 19:50 , BASE2 , 2000-01-29 , 20:59
LEG_29_100 , BASE2 , 2000-01-29 , 17:11 , AIR17 , 2000-01-29 , 18:20
LEG_29_101 , AIR29 , 2000-01-29 , 15:34 , BASE2 , 2000-01-29 , 16:26
LEG_29_102 , BASE1 , 2000-01-29 , 13:02 , AIR29 , 2000-01-29 , 14:19
LEG_29_103 , AIR29 , 2000-01-29 , 15:00 , BASE1 , 2000-01-29 , 16:33
LEG_29_104 , AIR4 , 2000-01-29 , 12:50 , BASE1 , 2000-01-29 , 14:00
LEG_29_105 , BASE1 , 2000-01-29 , 15:04 , AIR3 , 2000-01-29 , 16:05
LEG_29_106 , BASE1 , 2000-01-29 , 01:08 , AIR8 , 2000-01-29 , 03:52
LEG_29_107 , AIR46 , 2000-01-29 , 00:55 , BASE1 , 2000-01-29 , 02:09
LEG_29_108 , BASE1 , 2000-01-29 , 22:53 , AIR46 , 2000-01-30 , 00:02
LEG_29_109 , AIR24 , 2000-01-29 , 12:50 , BASE1 , 2000-01-29 , 13:54
LEG_29_110 , BASE1 , 2000-01-29 , 15:03 , AIR1 , 2000-01-29 , 16:26
LEG_29_111 , BASE2 , 2000-01-29 , 15:38 , AIR11 , 2000-01-29 , 16:42
LEG_29_112 , AIR11 , 2000-01-29 , 11:35 , BASE2 , 2000-01-29 , 12:48
LEG_29_113 , BASE2 , 2000-01-29 , 13:53 , AIR7 , 2000-01-29 , 15:10
LEG_29_114 , AIR13 , 2000-01-29 , 12:00 , BASE2 , 2000-01-29 , 12:44
LEG_29_115 , BASE2 , 2000-01-29 , 13:51 , AIR29 , 2000-01-29 , 14:41
LEG_29_116 , BASE2 , 2000-01-29 , 01:52 , AIR11 , 2000-01-29 , 02:51
LEG_29_117 , AIR2 , 2000-01-29 , 23:05 , BASE2 , 2000-01-30 , 00:56
LEG_29_118 , BASE2 , 2000-01-29 , 22:01 , AIR30 , 2000-01-29 , 23:14
LEG_29_119 , BASE2 , 2000-01-29 , 15:19 , AIR6 , 2000-01-29 , 16:45
LEG_29_120 , AIR29 , 2000-01-29 , 13:20 , BASE2 , 2000-01-29 , 14:12
LEG_29_121 , AIR6 , 2000-01-29 , 17:45 , BASE2 , 2000-01-29 , 19:21
LEG_29_122 , AIR30 , 2000-01-29 , 00:00 , BASE2 , 2000-01-29 , 01:16
LEG_29_123 , AIR3 , 2000-01-29 , 16:50 , BASE1 , 2000-01-29 , 17:48
LEG_29_124 , BASE1 , 2000-01-29 , 18:57 , AIR31 , 2000-01-29 , 21:04
LEG_29_125 , BASE2 , 2000-01-29 , 00:21 , AIR17 , 2000-01-29 , 01:29
LEG_29_126 , AIR5 , 2000-01-29 , 21:10 , BASE2 , 2000-01-29 , 23:10
LEG_29_127 , BASE2 , 2000-01-29 , 18:47 , AIR5 , 2000-01-29 , 20:22
LEG_29_128 , AIR17 , 2000-01-29 , 16:40 , BASE2 , 2000-01-29 , 17:51
LEG_29_129 , BASE2 , 2000-01-29 , 02:17 , AIR13 , 2000-01-29 , 02:55
LEG_29_130 , AIR7 , 2000-01-29 , 22:15 , BASE2 , 2000-01-29 , 23:24
LEG_29_131 , BASE2 , 2000-01-29 , 00:00 , AIR7 , 2000-01-29 , 01:14
LEG_29_132 , AIR27 , 2000-01-29 , 21:35 , BASE2 , 2000-01-29 , 22:48
LEG_29_133 , AIR7 , 2000-01-29 , 02:00 , BASE2 , 2000-01-29 , 03:10
LEG_29_134 , BASE1 , 2000-01-29 , 19:06 , AIR4 , 2000-01-29 , 20:02
LEG_29_135 , AIR4 , 2000-01-29 , 20:50 , BASE1 , 2000-01-29 , 21:54
LEG_29_136 , BASE1 , 2000-01-29 , 04:18 , AIR4 , 2000-01-29 , 05:14
LEG_29_137 , BASE1 , 2000-01-29 , 04:15 , AIR1 , 2000-01-29 , 05:37
LEG_29_138 , BASE2 , 2000-01-29 , 22:25 , AIR41 , 2000-01-30 , 00:09
LEG_29_139 , AIR2 , 2000-01-29 , 19:29 , BASE2 , 2000-01-29 , 21:20
LEG_29_140 , BASE2 , 2000-01-29 , 02:20 , AIR27 , 2000-01-29 , 03:37
LEG_29_141 , BASE1 , 2000-01-29 , 13:18 , AIR2 , 2000-01-29 , 14:51
LEG_29_142 , AIR2 , 2000-01-29 , 15:10 , BASE1 , 2000-01-29 , 16:34
LEG_29_143 , AIR4 , 2000-01-29 , 15:05 , BASE1 , 2000-01-29 , 16:15
LEG_29_144 , BASE1 , 2000-01-29 , 17:18 , AIR2 , 2000-01-29 , 18:47
LEG_29_145 , AIR1 , 2000-01-29 , 17:10 , BASE1 , 2000-01-29 , 18:30
LEG_29_146 , BASE1 , 2000-01-29 , 19:40 , AIR2 , 2000-01-29 , 21:11
LEG_29_147 , BASE1 , 2000-01-29 , 21:26 , AIR2 , 2000-01-29 , 22:53
LEG_29_148 , AIR2 , 2000-01-29 , 20:15 , BASE1 , 2000-01-29 , 21:37
LEG_29_149 , BASE1 , 2000-01-29 , 22:46 , AIR12 , 2000-01-29 , 23:54
LEG_29_150 , BASE1 , 2000-01-29 , 23:24 , AIR2 , 2000-01-30 , 01:01
LEG_29_151 , AIR2 , 2000-01-29 , 22:00 , BASE1 , 2000-01-29 , 23:26
LEG_29_152 , AIR2 , 2000-01-29 , 00:00 , BASE1 , 2000-01-29 , 01:22
LEG_29_153 , BASE1 , 2000-01-29 , 04:10 , AIR10 , 2000-01-29 , 05:11
LEG_29_154 , AIR2 , 2000-01-29 , 01:55 , BASE1 , 2000-01-29 , 03:22
LEG_29_155 , BASE2 , 2000-01-29 , 20:32 , AIR12 , 2000-01-29 , 21:38
LEG_29_156 , AIR16 , 2000-01-29 , 17:12 , BASE2 , 2000-01-29 , 19:34
LEG_29_157 , AIR12 , 2000-01-29 , 12:00 , BASE2 , 2000-01-29 , 13:14
LEG_29_158 , BASE2 , 2000-01-29 , 14:04 , AIR16 , 2000-01-29 , 16:19
LEG_29_159 , BASE1 , 2000-01-29 , 19:13 , AIR22 , 2000-01-29 , 21:10
LEG_29_160 , BASE2 , 2000-01-29 , 00:24 , AIR29 , 2000-01-29 , 01:14
LEG_29_161 , AIR46 , 2000-01-29 , 19:15 , BASE1 , 2000-01-29 , 20:23
LEG_29_162 , BASE1 , 2000-01-29 , 17:28 , AIR46 , 2000-01-29 , 18:33
LEG_29_163 , BASE1 , 2000-01-29 , 04:11 , AIR3 , 2000-01-29 , 05:08
LEG_29_164 , BASE2 , 2000-01-29 , 00:16 , AIR2 , 2000-01-29 , 02:13
LEG_29_165 , AIR34 , 2000-01-29 , 21:10 , BASE2 , 2000-01-29 , 23:04
LEG_29_166 , AIR34 , 2000-01-29 , 14:00 , BASE2 , 2000-01-29 , 15:55
LEG_29_167 , BASE2 , 2000-01-29 , 17:00 , AIR44 , 2000-01-29 , 17:46
LEG_29_168 , AIR12 , 2000-01-29 , 16:50 , BASE2 , 2000-01-29 , 17:55
LEG_29_169 , BASE2 , 2000-01-29 , 18:47 , AIR34 , 2000-01-29 , 20:24
LEG_29_170 , BASE1 , 2000-01-29 , 21:34 , AIR29 , 2000-01-29 , 22:53
LEG_29_171 , BASE2 , 2000-01-29 , 00:25 , AIR12 , 2000-01-29 , 01:29
LEG_29_172 , AIR31 , 2000-01-29 , 21:45 , BASE2 , 2000-01-29 , 23:23
LEG_29_173 , BASE2 , 2000-01-29 , 17:25 , AIR12 , 2000-01-29 , 18:36
LEG_29_174 , AIR12 , 2000-01-29 , 19:35 , BASE2 , 2000-01-29 , 20:45
LEG_29_175 , BASE2 , 2000-01-29 , 13:54 , AIR12 , 2000-01-29 , 15:01
LEG_29_176 , AIR20 , 2000-01-29 , 12:00 , BASE2 , 2000-01-29 , 12:44
LEG_29_177 , AIR31 , 2000-01-29 , 01:30 , BASE2 , 2000-01-29 , 02:59
LEG_29_178 , BASE2 , 2000-01-29 , 22:26 , AIR31 , 2000-01-30 , 00:09
LEG_29_179 , AIR13 , 2000-01-29 , 15:30 , BASE2 , 2000-01-29 , 16:13
LEG_29_180 , BASE2 , 2000-01-29 , 17:15 , AIR2 , 2000-01-29 , 19:17
LEG_29_181 , BASE2 , 2000-01-29 , 22:23 , AIR2 , 2000-01-30 , 00:16
LEG_29_182 , AIR45 , 2000-01-29 , 00:50 , BASE1 , 2000-01-29 , 01:52
LEG_29_183 , AIR20 , 2000-01-29 , 18:35 , BASE2 , 2000-01-29 , 19:18
LEG_29_184 , BASE3 , 2000-01-29 , 23:00 , AIR34 , 2000-01-30 , 00:50
LEG_29_185 , AIR26 , 2000-01-29 , 20:45 , BASE3 , 2000-01-29 , 22:01
LEG_29_186 , BASE2 , 2000-01-29 , 17:09 , AIR13 , 2000-01-29 , 17:47
LEG_29_187 , AIR36 , 2000-01-29 , 14:20 , BASE2 , 2000-01-29 , 16:08
LEG_29_188 , BASE2 , 2000-01-29 , 11:43 , AIR36 , 2000-01-29 , 13:19
LEG_29_189 , AIR10 , 2000-01-29 , 13:10 , BASE2 , 2000-01-29 , 14:25
LEG_29_190 , BASE2 , 2000-01-29 , 15:24 , AIR36 , 2000-01-29 , 16:55
LEG_29_191 , BASE2 , 2000-01-29 , 20:24 , AIR29 , 2000-01-29 , 21:15
LEG_29_192 , AIR36 , 2000-01-29 , 17:45 , BASE2 , 2000-01-29 , 19:32
LEG_29_193 , AIR29 , 2000-01-29 , 23:45 , BASE1 , 2000-01-30 , 01:13
LEG_29_194 , AIR2 , 2000-01-29 , 15:55 , BASE2 , 2000-01-29 , 17:48
LEG_29_195 , BASE2 , 2000-01-29 , 18:37 , AIR37 , 2000-01-29 , 20:16
LEG_29_196 , BASE3 , 2000-01-29 , 22:55 , AIR17 , 2000-01-30 , 00:16
LEG_29_197 , AIR17 , 2000-01-29 , 01:05 , BASE3 , 2000-01-29 , 02:31
LEG_29_198 , AIR3 , 2000-01-29 , 14:15 , BASE1 , 2000-01-29 , 15:17
LEG_29_199 , BASE1 , 2000-01-29 , 16:32 , AIR12 , 2000-01-29 , 17:36
LEG_29_200 , AIR12 , 2000-01-29 , 18:30 , BASE1 , 2000-01-29 , 19:44
LEG_29_201 , AIR12 , 2000-01-29 , 22:35 , BASE1 , 2000-01-30 , 00:00
