#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_09_0 , BASE1 , 2000-01-09 , 11:00 , AIR7 , 2000-01-09 , 12:12
LEG_09_1 , BASE1 , 2000-01-09 , 12:00 , AIR7 , 2000-01-09 , 13:13
LEG_09_2 , AIR7 , 2000-01-09 , 13:00 , BASE1 , 2000-01-09 , 14:24
LEG_09_3 , BASE1 , 2000-01-09 , 00:00 , AIR7 , 2000-01-09 , 01:27
LEG_09_4 , AIR1 , 2000-01-09 , 21:40 , BASE1 , 2000-01-09 , 23:00
LEG_09_5 , BASE1 , 2000-01-09 , 03:15 , AIR1 , 2000-01-09 , 04:35
LEG_09_6 , AIR7 , 2000-01-09 , 01:00 , BASE1 , 2000-01-09 , 02:32
LEG_09_7 , AIR7 , 2000-01-09 , 14:05 , BASE2 , 2000-01-09 , 15:19
LEG_09_8 , BASE2 , 2000-01-09 , 23:12 , BASE3 , 2000-01-10 , 01:12
LEG_09_9 , AIR1 , 2000-01-09 , 16:09 , BASE1 , 2000-01-09 , 17:30
LEG_09_10 , BASE1 , 2000-01-09 , 18:40 , AIR2 , 2000-01-09 , 20:09
LEG_09_11 , AIR2 , 2000-01-09 , 23:10 , BASE1 , 2000-01-10 , 00:31
LEG_09_12 , BASE1 , 2000-01-09 , 01:52 , AIR24 , 2000-01-09 , 02:53
LEG_09_13 , AIR2 , 2000-01-09 , 19:25 , BASE1 , 2000-01-09 , 20:44
LEG_09_14 , BASE1 , 2000-01-09 , 03:11 , AIR3 , 2000-01-09 , 04:08
LEG_09_15 , AIR2 , 2000-01-09 , 00:55 , BASE1 , 2000-01-09 , 02:20
LEG_09_16 , AIR3 , 2000-01-09 , 13:20 , BASE1 , 2000-01-09 , 14:19
LEG_09_17 , BASE1 , 2000-01-09 , 15:11 , AIR2 , 2000-01-09 , 16:40
LEG_09_18 , BASE1 , 2000-01-09 , 16:18 , AIR2 , 2000-01-09 , 17:39
LEG_09_19 , BASE1 , 2000-01-09 , 20:26 , AIR2 , 2000-01-09 , 21:56
LEG_09_20 , BASE1 , 2000-01-09 , 22:24 , AIR2 , 2000-01-09 , 23:52
LEG_09_21 , AIR5 , 2000-01-09 , 20:10 , BASE2 , 2000-01-09 , 22:08
LEG_09_22 , BASE2 , 2000-01-09 , 23:00 , BASE3 , 2000-01-10 , 01:00
LEG_09_23 , BASE2 , 2000-01-09 , 17:41 , AIR5 , 2000-01-09 , 19:23
