#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_23_0 , BASE1 , 2000-01-23 , 11:00 , AIR7 , 2000-01-23 , 12:12
LEG_23_1 , BASE1 , 2000-01-23 , 12:00 , AIR7 , 2000-01-23 , 13:13
LEG_23_2 , AIR7 , 2000-01-23 , 13:00 , BASE1 , 2000-01-23 , 14:24
LEG_23_3 , BASE1 , 2000-01-23 , 00:00 , AIR7 , 2000-01-23 , 01:27
LEG_23_4 , AIR1 , 2000-01-23 , 21:40 , BASE1 , 2000-01-23 , 23:00
LEG_23_5 , BASE1 , 2000-01-23 , 03:15 , AIR1 , 2000-01-23 , 04:35
LEG_23_6 , AIR7 , 2000-01-23 , 01:00 , BASE1 , 2000-01-23 , 02:32
LEG_23_7 , AIR7 , 2000-01-23 , 14:05 , BASE2 , 2000-01-23 , 15:19
LEG_23_8 , BASE2 , 2000-01-23 , 23:12 , BASE3 , 2000-01-24 , 01:12
LEG_23_9 , AIR1 , 2000-01-23 , 16:09 , BASE1 , 2000-01-23 , 17:30
LEG_23_10 , BASE1 , 2000-01-23 , 18:40 , AIR2 , 2000-01-23 , 20:09
LEG_23_11 , AIR2 , 2000-01-23 , 23:10 , BASE1 , 2000-01-24 , 00:31
LEG_23_12 , BASE1 , 2000-01-23 , 01:52 , AIR24 , 2000-01-23 , 02:53
LEG_23_13 , AIR2 , 2000-01-23 , 19:25 , BASE1 , 2000-01-23 , 20:44
LEG_23_14 , BASE1 , 2000-01-23 , 03:11 , AIR3 , 2000-01-23 , 04:08
LEG_23_15 , AIR2 , 2000-01-23 , 00:55 , BASE1 , 2000-01-23 , 02:20
LEG_23_16 , AIR3 , 2000-01-23 , 13:20 , BASE1 , 2000-01-23 , 14:19
LEG_23_17 , BASE1 , 2000-01-23 , 15:11 , AIR2 , 2000-01-23 , 16:40
LEG_23_18 , BASE1 , 2000-01-23 , 16:18 , AIR2 , 2000-01-23 , 17:39
LEG_23_19 , BASE1 , 2000-01-23 , 20:26 , AIR2 , 2000-01-23 , 21:56
LEG_23_20 , BASE1 , 2000-01-23 , 22:24 , AIR2 , 2000-01-23 , 23:52
