#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_06_0 , AIR2 , 2000-01-06 , 12:00 , BASE1 , 2000-01-06 , 13:21
LEG_06_1 , BASE1 , 2000-01-06 , 03:01 , BASE3 , 2000-01-06 , 04:50
LEG_06_2 , AIR1 , 2000-01-06 , 21:40 , BASE1 , 2000-01-06 , 23:00
LEG_06_3 , AIR7 , 2000-01-06 , 14:05 , BASE2 , 2000-01-06 , 15:19
LEG_06_4 , BASE2 , 2000-01-06 , 20:55 , AIR7 , 2000-01-06 , 22:09
LEG_06_5 , BASE2 , 2000-01-06 , 23:12 , BASE3 , 2000-01-07 , 01:12
LEG_06_6 , AIR1 , 2000-01-06 , 16:09 , BASE1 , 2000-01-06 , 17:30
LEG_06_7 , BASE1 , 2000-01-06 , 18:40 , AIR2 , 2000-01-06 , 20:09
LEG_06_8 , AIR2 , 2000-01-06 , 23:10 , BASE1 , 2000-01-07 , 00:31
LEG_06_9 , AIR2 , 2000-01-06 , 19:25 , BASE1 , 2000-01-06 , 20:44
LEG_06_10 , BASE1 , 2000-01-06 , 00:12 , AIR2 , 2000-01-06 , 01:47
LEG_06_11 , BASE1 , 2000-01-06 , 03:11 , AIR3 , 2000-01-06 , 04:08
LEG_06_12 , AIR3 , 2000-01-06 , 13:20 , BASE1 , 2000-01-06 , 14:19
LEG_06_13 , BASE1 , 2000-01-06 , 15:11 , AIR2 , 2000-01-06 , 16:40
LEG_06_14 , BASE1 , 2000-01-06 , 16:18 , AIR2 , 2000-01-06 , 17:39
LEG_06_15 , BASE1 , 2000-01-06 , 20:26 , AIR2 , 2000-01-06 , 21:56
LEG_06_16 , BASE1 , 2000-01-06 , 22:24 , AIR2 , 2000-01-06 , 23:52
LEG_06_17 , AIR5 , 2000-01-06 , 20:10 , BASE2 , 2000-01-06 , 22:08
LEG_06_18 , BASE2 , 2000-01-06 , 23:00 , BASE3 , 2000-01-07 , 01:00
LEG_06_19 , BASE2 , 2000-01-06 , 17:41 , AIR5 , 2000-01-06 , 19:23
LEG_06_20 , BASE3 , 2000-01-06 , 15:00 , BASE2 , 2000-01-06 , 16:54
LEG_06_21 , BASE2 , 2000-01-06 , 19:10 , BASE3 , 2000-01-06 , 21:09
LEG_06_22 , BASE3 , 2000-01-06 , 02:10 , BASE2 , 2000-01-06 , 03:59
LEG_06_23 , BASE2 , 2000-01-06 , 19:07 , BASE3 , 2000-01-06 , 21:06
LEG_06_24 , AIR6 , 2000-01-06 , 16:45 , BASE2 , 2000-01-06 , 18:20
LEG_06_25 , AIR8 , 2000-01-06 , 23:55 , BASE2 , 2000-01-07 , 01:59
LEG_06_26 , AIR8 , 2000-01-06 , 13:20 , BASE2 , 2000-01-06 , 15:18
LEG_06_27 , BASE2 , 2000-01-06 , 10:41 , AIR8 , 2000-01-06 , 12:22
LEG_06_28 , BASE2 , 2000-01-06 , 19:13 , AIR7 , 2000-01-06 , 20:30
LEG_06_29 , AIR8 , 2000-01-06 , 16:35 , BASE2 , 2000-01-06 , 18:25
LEG_06_30 , AIR9 , 2000-01-06 , 11:00 , BASE2 , 2000-01-06 , 11:39
