#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_08_0 , BASE1 , 2000-01-08 , 11:00 , AIR7 , 2000-01-08 , 12:12
LEG_08_1 , BASE1 , 2000-01-08 , 12:00 , AIR7 , 2000-01-08 , 13:13
LEG_08_2 , AIR7 , 2000-01-08 , 13:00 , BASE1 , 2000-01-08 , 14:24
LEG_08_3 , BASE1 , 2000-01-08 , 00:00 , AIR7 , 2000-01-08 , 01:27
LEG_08_4 , AIR1 , 2000-01-08 , 21:40 , BASE1 , 2000-01-08 , 23:00
LEG_08_5 , BASE1 , 2000-01-08 , 03:15 , AIR1 , 2000-01-08 , 04:35
LEG_08_6 , AIR7 , 2000-01-08 , 01:00 , BASE1 , 2000-01-08 , 02:32
LEG_08_7 , AIR7 , 2000-01-08 , 14:05 , BASE2 , 2000-01-08 , 15:19
LEG_08_8 , BASE2 , 2000-01-08 , 23:12 , BASE3 , 2000-01-09 , 01:12
LEG_08_9 , AIR1 , 2000-01-08 , 16:09 , BASE1 , 2000-01-08 , 17:30
LEG_08_10 , BASE1 , 2000-01-08 , 18:40 , AIR2 , 2000-01-08 , 20:09
LEG_08_11 , AIR2 , 2000-01-08 , 23:10 , BASE1 , 2000-01-09 , 00:31
LEG_08_12 , BASE1 , 2000-01-08 , 01:52 , AIR24 , 2000-01-08 , 02:53
LEG_08_13 , AIR2 , 2000-01-08 , 19:25 , BASE1 , 2000-01-08 , 20:44
LEG_08_14 , BASE1 , 2000-01-08 , 03:11 , AIR3 , 2000-01-08 , 04:08
LEG_08_15 , AIR2 , 2000-01-08 , 00:55 , BASE1 , 2000-01-08 , 02:20
LEG_08_16 , AIR3 , 2000-01-08 , 13:20 , BASE1 , 2000-01-08 , 14:19
LEG_08_17 , BASE1 , 2000-01-08 , 15:11 , AIR2 , 2000-01-08 , 16:40
LEG_08_18 , BASE1 , 2000-01-08 , 16:18 , AIR2 , 2000-01-08 , 17:39
LEG_08_19 , BASE1 , 2000-01-08 , 20:26 , AIR2 , 2000-01-08 , 21:56
LEG_08_20 , BASE1 , 2000-01-08 , 22:24 , AIR2 , 2000-01-08 , 23:52
LEG_08_21 , AIR5 , 2000-01-08 , 20:10 , BASE2 , 2000-01-08 , 22:08
LEG_08_22 , BASE2 , 2000-01-08 , 23:00 , BASE3 , 2000-01-09 , 01:00
LEG_08_23 , BASE2 , 2000-01-08 , 17:41 , AIR5 , 2000-01-08 , 19:23
LEG_08_24 , BASE3 , 2000-01-08 , 15:00 , BASE2 , 2000-01-08 , 16:54
LEG_08_25 , BASE2 , 2000-01-08 , 19:10 , BASE3 , 2000-01-08 , 21:09
LEG_08_26 , BASE3 , 2000-01-08 , 02:10 , BASE2 , 2000-01-08 , 03:59
LEG_08_27 , BASE2 , 2000-01-08 , 19:07 , BASE3 , 2000-01-08 , 21:06
LEG_08_28 , AIR6 , 2000-01-08 , 16:45 , BASE2 , 2000-01-08 , 18:20
LEG_08_29 , BASE2 , 2000-01-08 , 19:13 , AIR7 , 2000-01-08 , 20:30
LEG_08_30 , AIR8 , 2000-01-08 , 16:35 , BASE2 , 2000-01-08 , 18:25
LEG_08_31 , AIR9 , 2000-01-08 , 11:00 , BASE2 , 2000-01-08 , 11:39
LEG_08_32 , BASE2 , 2000-01-08 , 12:46 , AIR8 , 2000-01-08 , 14:20
LEG_08_33 , AIR8 , 2000-01-08 , 15:05 , BASE2 , 2000-01-08 , 16:56
LEG_08_34 , AIR10 , 2000-01-08 , 12:10 , BASE2 , 2000-01-08 , 13:26
LEG_08_35 , BASE2 , 2000-01-08 , 14:14 , AIR8 , 2000-01-08 , 15:51
LEG_08_36 , AIR11 , 2000-01-08 , 16:55 , BASE2 , 2000-01-08 , 18:12
LEG_08_37 , BASE2 , 2000-01-08 , 19:32 , AIR12 , 2000-01-08 , 20:42
LEG_08_38 , BASE2 , 2000-01-08 , 21:11 , AIR11 , 2000-01-08 , 22:19
LEG_08_39 , AIR4 , 2000-01-08 , 18:45 , BASE2 , 2000-01-08 , 20:01
LEG_08_40 , AIR13 , 2000-01-08 , 17:35 , BASE2 , 2000-01-08 , 18:21
LEG_08_41 , BASE2 , 2000-01-08 , 19:38 , AIR14 , 2000-01-08 , 22:20
LEG_08_42 , AIR14 , 2000-01-08 , 21:25 , BASE2 , 2000-01-09 , 00:06
LEG_08_43 , BASE3 , 2000-01-08 , 13:36 , BASE1 , 2000-01-08 , 15:45
LEG_08_44 , AIR15 , 2000-01-08 , 11:25 , BASE3 , 2000-01-08 , 12:50
LEG_08_45 , BASE3 , 2000-01-08 , 17:35 , BASE1 , 2000-01-08 , 19:40
LEG_08_46 , AIR7 , 2000-01-08 , 21:15 , BASE2 , 2000-01-08 , 22:26
LEG_08_47 , BASE2 , 2000-01-08 , 23:14 , AIR16 , 2000-01-09 , 01:33
LEG_08_48 , AIR16 , 2000-01-08 , 12:45 , BASE2 , 2000-01-08 , 15:06
LEG_08_49 , BASE2 , 2000-01-08 , 16:11 , AIR17 , 2000-01-08 , 17:25
LEG_08_50 , AIR7 , 2000-01-08 , 11:20 , BASE3 , 2000-01-08 , 13:03
LEG_08_51 , AIR18 , 2000-01-08 , 13:05 , BASE2 , 2000-01-08 , 14:57
LEG_08_52 , BASE2 , 2000-01-08 , 17:33 , AIR19 , 2000-01-08 , 20:16
LEG_08_53 , AIR19 , 2000-01-08 , 21:00 , BASE2 , 2000-01-08 , 23:44
LEG_08_54 , BASE2 , 2000-01-08 , 00:57 , AIR38 , 2000-01-08 , 02:00
LEG_08_55 , BASE2 , 2000-01-08 , 23:13 , AIR4 , 2000-01-09 , 00:28
LEG_08_56 , AIR18 , 2000-01-08 , 20:20 , BASE2 , 2000-01-08 , 22:16
LEG_08_57 , BASE2 , 2000-01-08 , 16:14 , AIR18 , 2000-01-08 , 18:22
LEG_08_58 , AIR20 , 2000-01-08 , 14:40 , BASE2 , 2000-01-08 , 15:24
LEG_08_59 , BASE2 , 2000-01-08 , 21:01 , AIR18 , 2000-01-08 , 23:05
LEG_08_60 , AIR2 , 2000-01-08 , 18:25 , BASE2 , 2000-01-08 , 20:20
LEG_08_61 , BASE2 , 2000-01-08 , 17:34 , AIR18 , 2000-01-08 , 19:29
LEG_08_62 , BASE1 , 2000-01-08 , 12:17 , AIR21 , 2000-01-08 , 13:52
LEG_08_63 , AIR22 , 2000-01-08 , 22:40 , BASE1 , 2000-01-09 , 00:41
LEG_08_64 , AIR22 , 2000-01-08 , 13:00 , BASE1 , 2000-01-08 , 15:03
LEG_08_65 , AIR2 , 2000-01-08 , 21:00 , BASE1 , 2000-01-08 , 22:26
LEG_08_66 , BASE1 , 2000-01-08 , 23:37 , AIR23 , 2000-01-09 , 02:02
LEG_08_67 , BASE2 , 2000-01-08 , 16:15 , AIR2 , 2000-01-08 , 18:22
LEG_08_68 , AIR12 , 2000-01-08 , 21:30 , BASE1 , 2000-01-08 , 22:50
LEG_08_69 , BASE1 , 2000-01-08 , 15:10 , BASE2 , 2000-01-08 , 16:52
LEG_08_70 , BASE2 , 2000-01-08 , 17:45 , BASE1 , 2000-01-08 , 19:31
LEG_08_71 , BASE1 , 2000-01-08 , 16:25 , BASE2 , 2000-01-08 , 18:09
LEG_08_72 , BASE2 , 2000-01-08 , 19:22 , BASE1 , 2000-01-08 , 21:14
LEG_08_73 , BASE1 , 2000-01-08 , 22:06 , BASE2 , 2000-01-08 , 23:58
LEG_08_74 , BASE2 , 2000-01-08 , 01:05 , BASE1 , 2000-01-08 , 02:43
LEG_08_75 , BASE2 , 2000-01-08 , 16:15 , BASE1 , 2000-01-08 , 18:14
LEG_08_76 , AIR24 , 2000-01-08 , 11:50 , BASE1 , 2000-01-08 , 12:50
LEG_08_77 , BASE1 , 2000-01-08 , 14:01 , AIR25 , 2000-01-08 , 15:25
LEG_08_78 , BASE3 , 2000-01-08 , 22:25 , AIR18 , 2000-01-08 , 23:43
LEG_08_79 , AIR18 , 2000-01-08 , 19:35 , BASE3 , 2000-01-08 , 20:51
LEG_08_80 , BASE3 , 2000-01-08 , 22:05 , AIR26 , 2000-01-08 , 23:19
LEG_08_81 , BASE3 , 2000-01-08 , 02:40 , AIR26 , 2000-01-08 , 03:51
LEG_08_82 , AIR18 , 2000-01-08 , 23:55 , BASE3 , 2000-01-09 , 01:10
LEG_08_83 , AIR26 , 2000-01-08 , 11:25 , BASE3 , 2000-01-08 , 12:43
LEG_08_84 , BASE3 , 2000-01-08 , 13:30 , AIR12 , 2000-01-08 , 15:08
LEG_08_85 , AIR26 , 2000-01-08 , 00:05 , BASE3 , 2000-01-08 , 01:22
LEG_08_86 , BASE3 , 2000-01-08 , 02:30 , AIR39 , 2000-01-08 , 03:24
LEG_08_87 , AIR12 , 2000-01-08 , 11:20 , BASE3 , 2000-01-08 , 13:09
LEG_08_88 , BASE3 , 2000-01-08 , 22:25 , AIR12 , 2000-01-09 , 00:05
LEG_08_89 , BASE3 , 2000-01-08 , 14:10 , AIR14 , 2000-01-08 , 16:08
LEG_08_90 , AIR14 , 2000-01-08 , 23:15 , BASE3 , 2000-01-09 , 01:18
LEG_08_91 , AIR2 , 2000-01-08 , 17:25 , BASE1 , 2000-01-08 , 18:47
LEG_08_92 , BASE1 , 2000-01-08 , 20:11 , AIR27 , 2000-01-08 , 22:07
LEG_08_93 , BASE1 , 2000-01-08 , 02:03 , AIR3 , 2000-01-08 , 02:58
LEG_08_94 , AIR27 , 2000-01-08 , 22:55 , BASE1 , 2000-01-09 , 01:12
LEG_08_95 , BASE2 , 2000-01-08 , 20:57 , AIR22 , 2000-01-08 , 21:48
LEG_08_96 , AIR17 , 2000-01-08 , 18:50 , BASE2 , 2000-01-08 , 20:02
LEG_08_97 , BASE2 , 2000-01-08 , 13:05 , AIR20 , 2000-01-08 , 13:58
LEG_08_98 , AIR8 , 2000-01-08 , 10:10 , BASE2 , 2000-01-08 , 12:11
LEG_08_99 , AIR3 , 2000-01-08 , 18:15 , BASE1 , 2000-01-08 , 19:13
LEG_08_100 , BASE1 , 2000-01-08 , 20:35 , AIR6 , 2000-01-08 , 23:05
