#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_31_0 , AIR1 , 2000-01-31 , 12:40 , BASE1 , 2000-01-31 , 13:59
LEG_31_1 , BASE1 , 2000-01-31 , 15:00 , AIR7 , 2000-01-31 , 16:15
LEG_31_2 , BASE1 , 2000-01-31 , 16:00 , AIR7 , 2000-01-31 , 17:18
LEG_31_3 , AIR7 , 2000-01-31 , 17:00 , BASE1 , 2000-01-31 , 18:27
LEG_31_5 , BASE1 , 2000-01-31 , 01:00 , AIR7 , 2000-01-31 , 02:27
LEG_31_6 , BASE1 , 2000-01-31 , 02:52 , AIR24 , 2000-01-31 , 04:00
LEG_31_7 , AIR7 , 2000-01-31 , 00:00 , BASE1 , 2000-01-31 , 01:30
LEG_31_8 , AIR7 , 2000-01-31 , 02:00 , BASE1 , 2000-01-31 , 03:31
LEG_31_9 , AIR11 , 2000-01-31 , 17:50 , BASE2 , 2000-01-31 , 19:07
LEG_31_10 , BASE2 , 2000-01-31 , 20:05 , BASE3 , 2000-01-31 , 22:07
LEG_31_12 , BASE3 , 2000-01-31 , 19:06 , BASE2 , 2000-01-31 , 20:59
LEG_31_13 , BASE2 , 2000-01-31 , 18:40 , AIR27 , 2000-01-31 , 19:50
LEG_31_14 , BASE3 , 2000-01-31 , 15:55 , BASE2 , 2000-01-31 , 17:44
LEG_31_15 , BASE2 , 2000-01-31 , 00:05 , BASE3 , 2000-01-31 , 02:05
LEG_31_16 , AIR37 , 2000-01-31 , 21:15 , BASE2 , 2000-01-31 , 23:18
LEG_31_17 , BASE3 , 2000-01-31 , 03:15 , AIR33 , 2000-01-31 , 04:00
LEG_31_18 , BASE2 , 2000-01-31 , 00:10 , BASE3 , 2000-01-31 , 02:10
LEG_31_19 , AIR44 , 2000-01-31 , 18:30 , BASE2 , 2000-01-31 , 19:20
LEG_31_20 , BASE2 , 2000-01-31 , 20:10 , BASE3 , 2000-01-31 , 22:12
LEG_31_21 , BASE3 , 2000-01-31 , 03:15 , BASE2 , 2000-01-31 , 04:58
LEG_31_22 , BASE2 , 2000-01-31 , 20:16 , AIR42 , 2000-01-31 , 22:10
LEG_31_23 , AIR7 , 2000-01-31 , 18:05 , BASE2 , 2000-01-31 , 19:22
LEG_31_24 , AIR42 , 2000-01-31 , 11:00 , BASE2 , 2000-01-31 , 13:16
LEG_31_25 , BASE2 , 2000-01-31 , 14:02 , AIR4 , 2000-01-31 , 15:20
LEG_31_26 , BASE2 , 2000-01-31 , 02:16 , AIR20 , 2000-01-31 , 03:02
LEG_31_27 , AIR42 , 2000-01-31 , 23:00 , BASE2 , 2000-02-01 , 01:16
LEG_31_28 , BASE2 , 2000-01-31 , 00:08 , AIR42 , 2000-01-31 , 02:04
LEG_31_29 , AIR29 , 2000-01-31 , 22:05 , BASE2 , 2000-01-31 , 22:57
LEG_31_30 , BASE1 , 2000-01-31 , 20:15 , BASE3 , 2000-01-31 , 22:11
LEG_31_31 , BASE3 , 2000-01-31 , 14:35 , BASE1 , 2000-01-31 , 16:38
LEG_31_32 , BASE3 , 2000-01-31 , 18:35 , BASE1 , 2000-01-31 , 20:37
LEG_31_33 , AIR18 , 2000-01-31 , 11:00 , BASE2 , 2000-01-31 , 12:56
LEG_31_34 , BASE2 , 2000-01-31 , 13:56 , AIR13 , 2000-01-31 , 14:39
LEG_31_35 , AIR27 , 2000-01-31 , 11:30 , BASE2 , 2000-01-31 , 12:46
LEG_31_36 , BASE2 , 2000-01-31 , 14:01 , AIR18 , 2000-01-31 , 16:06
LEG_31_37 , AIR18 , 2000-01-31 , 15:40 , BASE2 , 2000-01-31 , 17:40
LEG_31_38 , BASE2 , 2000-01-31 , 18:31 , AIR17 , 2000-01-31 , 19:32
LEG_31_39 , AIR18 , 2000-01-31 , 17:05 , BASE2 , 2000-01-31 , 19:03
LEG_31_40 , BASE2 , 2000-01-31 , 20:00 , AIR7 , 2000-01-31 , 21:11
LEG_31_41 , BASE2 , 2000-01-31 , 18:34 , AIR18 , 2000-01-31 , 20:31
LEG_31_42 , AIR4 , 2000-01-31 , 16:20 , BASE2 , 2000-01-31 , 17:33
LEG_31_43 , BASE2 , 2000-01-31 , 00:13 , AIR4 , 2000-01-31 , 01:29
LEG_31_44 , AIR18 , 2000-01-31 , 21:20 , BASE2 , 2000-01-31 , 23:17
LEG_31_45 , BASE2 , 2000-01-31 , 11:59 , AIR18 , 2000-01-31 , 14:02
LEG_31_46 , AIR18 , 2000-01-31 , 14:05 , BASE2 , 2000-01-31 , 15:59
LEG_31_47 , BASE2 , 2000-01-31 , 17:01 , AIR20 , 2000-01-31 , 17:46
LEG_31_48 , BASE2 , 2000-01-31 , 02:02 , AIR18 , 2000-01-31 , 04:04
LEG_31_49 , AIR13 , 2000-01-31 , 00:30 , BASE2 , 2000-01-31 , 01:11
LEG_31_50 , AIR17 , 2000-01-31 , 12:20 , BASE1 , 2000-01-31 , 14:10
LEG_31_51 , AIR17 , 2000-01-31 , 20:25 , BASE1 , 2000-01-31 , 22:10
LEG_31_52 , BASE2 , 2000-01-31 , 00:01 , AIR8 , 2000-01-31 , 01:38
LEG_31_53 , AIR22 , 2000-01-31 , 22:00 , BASE2 , 2000-01-31 , 23:04
LEG_31_54 , AIR8 , 2000-01-31 , 17:35 , BASE2 , 2000-01-31 , 19:29
LEG_31_55 , BASE2 , 2000-01-31 , 20:14 , AIR2 , 2000-01-31 , 22:16
LEG_31_56 , BASE2 , 2000-01-31 , 14:09 , AIR17 , 2000-01-31 , 15:20
LEG_31_57 , AIR8 , 2000-01-31 , 11:10 , BASE2 , 2000-01-31 , 13:06
LEG_31_58 , AIR8 , 2000-01-31 , 12:15 , BASE2 , 2000-01-31 , 14:17
LEG_31_59 , BASE2 , 2000-01-31 , 15:15 , AIR8 , 2000-01-31 , 16:49
LEG_31_60 , AIR2 , 2000-01-31 , 12:10 , BASE2 , 2000-01-31 , 14:05
