#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_28_0 , AIR12 , 2000-01-28 , 12:55 , BASE1 , 2000-01-28 , 15:55
LEG_28_1 , BASE1 , 2000-01-28 , 17:32 , AIR2 , 2000-01-28 , 21:28
LEG_28_2 , BASE1 , 2000-01-28 , 04:01 , BASE3 , 2000-01-28 , 05:54
LEG_28_3 , AIR2 , 2000-01-28 , 23:35 , BASE1 , 2000-01-29 , 03:08
LEG_28_4 , BASE1 , 2000-01-28 , 02:00 , AIR28 , 2000-01-28 , 03:16
LEG_28_5 , BASE2 , 2000-01-28 , 00:15 , AIR4 , 2000-01-28 , 05:16
LEG_28_6 , AIR3 , 2000-01-28 , 21:10 , BASE2 , 2000-01-28 , 23:12
LEG_28_7 , BASE2 , 2000-01-28 , 22:10 , AIR3 , 2000-01-28 , 23:54
LEG_28_8 , AIR4 , 2000-01-28 , 16:35 , BASE2 , 2000-01-28 , 21:06
LEG_28_9 , AIR20 , 2000-01-28 , 14:25 , BASE2 , 2000-01-28 , 15:58
LEG_28_10 , BASE2 , 2000-01-28 , 17:08 , AIR17 , 2000-01-28 , 17:53
LEG_28_11 , BASE2 , 2000-01-28 , 11:47 , AIR20 , 2000-01-28 , 13:08
LEG_28_12 , AIR45 , 2000-01-28 , 18:11 , BASE2 , 2000-01-28 , 21:11
LEG_28_13 , AIR28 , 2000-01-28 , 13:10 , BASE2 , 2000-01-28 , 14:21
LEG_28_14 , BASE2 , 2000-01-28 , 15:22 , AIR45 , 2000-01-28 , 18:20
LEG_28_15 , BASE2 , 2000-01-28 , 11:50 , AIR19 , 2000-01-28 , 13:33
LEG_28_16 , AIR22 , 2000-01-28 , 18:35 , BASE2 , 2000-01-28 , 19:28
LEG_28_17 , BASE2 , 2000-01-28 , 20:22 , AIR42 , 2000-01-29 , 01:10
LEG_28_18 , BASE1 , 2000-01-28 , 13:07 , AIR7 , 2000-01-28 , 15:35
LEG_28_19 , AIR7 , 2000-01-28 , 23:00 , BASE1 , 2000-01-29 , 01:13
LEG_28_20 , AIR7 , 2000-01-28 , 12:15 , BASE1 , 2000-01-28 , 14:30
LEG_28_21 , BASE1 , 2000-01-28 , 19:41 , AIR7 , 2000-01-28 , 22:08
LEG_28_22 , BASE3 , 2000-01-28 , 12:00 , BASE1 , 2000-01-28 , 14:03
LEG_28_23 , BASE3 , 2000-01-28 , 03:05 , BASE1 , 2000-01-28 , 04:59
LEG_28_24 , BASE1 , 2000-01-28 , 16:46 , AIR9 , 2000-01-28 , 19:30
