#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_30_0 , AIR12 , 2000-01-30 , 12:55 , BASE1 , 2000-01-30 , 15:55
LEG_30_1 , BASE1 , 2000-01-30 , 17:32 , AIR2 , 2000-01-30 , 21:28
LEG_30_2 , BASE1 , 2000-01-30 , 04:01 , BASE3 , 2000-01-30 , 05:54
LEG_30_3 , AIR2 , 2000-01-30 , 23:35 , BASE1 , 2000-01-31 , 03:08
LEG_30_4 , BASE1 , 2000-01-30 , 02:00 , AIR28 , 2000-01-30 , 03:16
LEG_30_5 , BASE2 , 2000-01-30 , 00:15 , AIR4 , 2000-01-30 , 05:16
LEG_30_6 , AIR3 , 2000-01-30 , 21:10 , BASE2 , 2000-01-30 , 23:12
LEG_30_7 , BASE2 , 2000-01-30 , 22:10 , AIR3 , 2000-01-30 , 23:54
LEG_30_8 , AIR4 , 2000-01-30 , 16:35 , BASE2 , 2000-01-30 , 21:06
LEG_30_9 , AIR20 , 2000-01-30 , 14:25 , BASE2 , 2000-01-30 , 15:58
LEG_30_10 , BASE2 , 2000-01-30 , 17:08 , AIR17 , 2000-01-30 , 17:53
LEG_30_11 , BASE2 , 2000-01-30 , 11:47 , AIR20 , 2000-01-30 , 13:08
LEG_30_12 , AIR45 , 2000-01-30 , 18:11 , BASE2 , 2000-01-30 , 21:11
LEG_30_13 , AIR28 , 2000-01-30 , 13:10 , BASE2 , 2000-01-30 , 14:21
LEG_30_14 , BASE2 , 2000-01-30 , 15:22 , AIR45 , 2000-01-30 , 18:20
LEG_30_15 , BASE2 , 2000-01-30 , 11:50 , AIR19 , 2000-01-30 , 13:33
LEG_30_16 , AIR42 , 2000-01-30 , 06:15 , BASE2 , 2000-01-30 , 10:36
LEG_30_17 , AIR22 , 2000-01-30 , 18:35 , BASE2 , 2000-01-30 , 19:28
LEG_30_18 , BASE1 , 2000-01-30 , 13:07 , AIR7 , 2000-01-30 , 15:35
LEG_30_19 , AIR7 , 2000-01-30 , 23:00 , BASE1 , 2000-01-31 , 01:13
LEG_30_20 , AIR7 , 2000-01-30 , 12:15 , BASE1 , 2000-01-30 , 14:30
LEG_30_21 , BASE1 , 2000-01-30 , 19:41 , AIR7 , 2000-01-30 , 22:08
LEG_30_22 , BASE3 , 2000-01-30 , 12:00 , BASE1 , 2000-01-30 , 14:03
LEG_30_23 , BASE3 , 2000-01-30 , 03:05 , BASE1 , 2000-01-30 , 04:59
LEG_30_24 , BASE1 , 2000-01-30 , 16:46 , AIR9 , 2000-01-30 , 19:30
LEG_30_25 , AIR9 , 2000-01-30 , 18:29 , BASE1 , 2000-01-30 , 21:27
LEG_30_26 , BASE1 , 2000-01-30 , 20:38 , AIR11 , 2000-01-30 , 22:36
LEG_30_27 , AIR11 , 2000-01-30 , 18:35 , BASE1 , 2000-01-30 , 20:26
LEG_30_28 , BASE1 , 2000-01-30 , 21:30 , AIR7 , 2000-01-31 , 00:02
LEG_30_29 , AIR19 , 2000-01-30 , 14:40 , BASE1 , 2000-01-30 , 17:51
LEG_30_30 , BASE1 , 2000-01-30 , 18:57 , AIR11 , 2000-01-30 , 20:57
LEG_30_31 , BASE1 , 2000-01-30 , 23:14 , AIR44 , 2000-01-31 , 02:16
LEG_30_32 , AIR7 , 2000-01-30 , 19:15 , BASE1 , 2000-01-30 , 21:42
LEG_30_33 , AIR44 , 2000-01-30 , 17:25 , BASE1 , 2000-01-30 , 20:11
LEG_30_34 , BASE1 , 2000-01-30 , 21:10 , AIR14 , 2000-01-30 , 23:43
LEG_30_35 , BASE1 , 2000-01-30 , 17:31 , AIR46 , 2000-01-30 , 20:11
LEG_30_36 , AIR46 , 2000-01-30 , 15:35 , BASE1 , 2000-01-30 , 18:03
LEG_30_37 , BASE1 , 2000-01-30 , 19:17 , AIR21 , 2000-01-30 , 21:41
LEG_30_38 , BASE1 , 2000-01-30 , 02:56 , AIR46 , 2000-01-30 , 05:29
LEG_30_39 , BASE1 , 2000-01-30 , 00:39 , AIR3 , 2000-01-30 , 03:21
LEG_30_40 , AIR46 , 2000-01-30 , 21:10 , BASE1 , 2000-01-30 , 23:43
LEG_30_41 , AIR18 , 2000-01-30 , 12:30 , BASE3 , 2000-01-30 , 13:57
LEG_30_42 , BASE3 , 2000-01-30 , 14:58 , AIR9 , 2000-01-30 , 17:26
LEG_30_43 , BASE3 , 2000-01-30 , 03:05 , AIR7 , 2000-01-30 , 04:37
LEG_30_44 , AIR9 , 2000-01-30 , 23:00 , BASE3 , 2000-01-31 , 02:10
LEG_30_45 , AIR7 , 2000-01-30 , 16:30 , BASE3 , 2000-01-30 , 17:54
LEG_30_46 , BASE3 , 2000-01-30 , 18:48 , AIR9 , 2000-01-30 , 21:18
LEG_30_47 , AIR14 , 2000-01-30 , 00:32 , BASE1 , 2000-01-30 , 03:31
LEG_30_48 , AIR7 , 2000-01-30 , 00:20 , BASE2 , 2000-01-30 , 02:49
LEG_30_49 , BASE2 , 2000-01-30 , 00:05 , AIR7 , 2000-01-30 , 03:02
LEG_30_50 , AIR8 , 2000-01-30 , 21:50 , BASE2 , 2000-01-30 , 22:54
LEG_30_51 , BASE2 , 2000-01-30 , 02:03 , AIR49 , 2000-01-30 , 03:32
LEG_30_52 , AIR7 , 2000-01-30 , 22:00 , BASE2 , 2000-01-31 , 00:40
LEG_30_53 , AIR17 , 2000-01-30 , 18:46 , BASE2 , 2000-01-30 , 19:33
LEG_30_54 , BASE2 , 2000-01-30 , 20:43 , AIR7 , 2000-01-30 , 23:27
LEG_30_55 , AIR7 , 2000-01-30 , 18:30 , BASE2 , 2000-01-30 , 21:04
LEG_30_56 , BASE2 , 2000-01-30 , 22:20 , AIR7 , 2000-01-31 , 01:22
LEG_30_57 , BASE2 , 2000-01-30 , 11:35 , AIR7 , 2000-01-30 , 14:20
LEG_30_58 , BASE2 , 2000-01-30 , 17:27 , AIR7 , 2000-01-30 , 20:22
LEG_30_59 , AIR3 , 2000-01-30 , 14:20 , BASE2 , 2000-01-30 , 16:23
LEG_30_60 , AIR7 , 2000-01-30 , 15:15 , BASE2 , 2000-01-30 , 17:48
LEG_30_61 , BASE2 , 2000-01-30 , 18:38 , AIR3 , 2000-01-30 , 20:18
LEG_30_62 , AIR10 , 2000-01-30 , 12:45 , BASE1 , 2000-01-30 , 14:16
