#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_06_0 , BASE1 , 2000-01-06 , 16:43 , AIR41 , 2000-01-06 , 20:05
LEG_06_1 , BASE1 , 2000-01-06 , 03:18 , AIR26 , 2000-01-06 , 04:15
LEG_06_2 , AIR41 , 2000-01-06 , 21:20 , BASE1 , 2000-01-07 , 00:19
LEG_06_3 , BASE1 , 2000-01-06 , 14:13 , AIR2 , 2000-01-06 , 18:00
LEG_06_4 , AIR2 , 2000-01-06 , 22:35 , BASE1 , 2000-01-07 , 02:02
LEG_06_5 , BASE1 , 2000-01-06 , 23:38 , AIR3 , 2000-01-07 , 02:21
LEG_06_6 , AIR2 , 2000-01-06 , 19:05 , BASE1 , 2000-01-06 , 22:33
LEG_06_7 , BASE1 , 2000-01-06 , 16:32 , AIR2 , 2000-01-06 , 20:26
LEG_06_8 , AIR3 , 2000-01-06 , 12:15 , BASE1 , 2000-01-06 , 15:20
LEG_06_9 , AIR4 , 2000-01-06 , 13:35 , BASE1 , 2000-01-06 , 17:14
LEG_06_10 , AIR5 , 2000-01-06 , 20:15 , BASE2 , 2000-01-06 , 22:18
LEG_06_11 , BASE2 , 2000-01-06 , 23:09 , AIR4 , 2000-01-07 , 04:19
LEG_06_12 , BASE2 , 2000-01-06 , 21:31 , AIR6 , 2000-01-06 , 22:51
LEG_06_13 , AIR4 , 2000-01-06 , 15:35 , BASE2 , 2000-01-06 , 20:12
LEG_06_14 , AIR7 , 2000-01-06 , 18:15 , BASE1 , 2000-01-06 , 20:43
LEG_06_15 , BASE1 , 2000-01-06 , 22:20 , AIR7 , 2000-01-07 , 00:50
LEG_06_16 , AIR7 , 2000-01-06 , 21:55 , BASE1 , 2000-01-07 , 00:14
LEG_06_17 , BASE1 , 2000-01-06 , 18:41 , AIR7 , 2000-01-06 , 21:05
LEG_06_18 , BASE1 , 2000-01-06 , 14:29 , AIR7 , 2000-01-06 , 16:57
LEG_06_19 , BASE1 , 2000-01-06 , 23:57 , AIR7 , 2000-01-07 , 02:31
LEG_06_20 , AIR8 , 2000-01-06 , 20:50 , BASE2 , 2000-01-06 , 21:52
