#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_23_0 , AIR1 , 2000-01-23 , 12:00 , BASE1 , 2000-01-23 , 13:21
LEG_23_1 , BASE1 , 2000-01-23 , 14:13 , AIR2 , 2000-01-23 , 18:00
LEG_23_2 , AIR2 , 2000-01-23 , 22:35 , BASE1 , 2000-01-24 , 02:02
LEG_23_3 , BASE1 , 2000-01-23 , 03:01 , BASE3 , 2000-01-23 , 04:50
LEG_23_4 , BASE1 , 2000-01-23 , 23:38 , AIR3 , 2000-01-24 , 02:21
LEG_23_5 , AIR2 , 2000-01-23 , 19:05 , BASE1 , 2000-01-23 , 22:33
LEG_23_6 , BASE1 , 2000-01-23 , 16:32 , AIR2 , 2000-01-23 , 20:26
LEG_23_7 , AIR3 , 2000-01-23 , 12:15 , BASE1 , 2000-01-23 , 15:20
LEG_23_8 , BASE1 , 2000-01-23 , 01:00 , AIR28 , 2000-01-23 , 02:12
LEG_23_9 , AIR5 , 2000-01-23 , 20:15 , BASE2 , 2000-01-23 , 22:18
LEG_23_10 , BASE2 , 2000-01-23 , 23:09 , AIR4 , 2000-01-24 , 04:19
LEG_23_11 , BASE2 , 2000-01-23 , 21:31 , AIR6 , 2000-01-23 , 22:51
LEG_23_12 , AIR4 , 2000-01-23 , 15:35 , BASE2 , 2000-01-23 , 20:12
LEG_23_13 , BASE1 , 2000-01-23 , 00:12 , AIR1 , 2000-01-23 , 01:47
LEG_23_14 , AIR20 , 2000-01-23 , 20:10 , BASE1 , 2000-01-23 , 22:53
LEG_23_15 , BASE1 , 2000-01-23 , 12:10 , AIR7 , 2000-01-23 , 14:45
LEG_23_16 , AIR7 , 2000-01-23 , 18:15 , BASE1 , 2000-01-23 , 20:43
LEG_23_17 , BASE1 , 2000-01-23 , 22:20 , AIR7 , 2000-01-24 , 00:50
LEG_23_18 , AIR7 , 2000-01-23 , 21:55 , BASE1 , 2000-01-24 , 00:14
LEG_23_19 , BASE1 , 2000-01-23 , 18:41 , AIR7 , 2000-01-23 , 21:05
LEG_23_20 , AIR7 , 2000-01-23 , 11:10 , BASE1 , 2000-01-23 , 13:30
LEG_23_21 , BASE1 , 2000-01-23 , 14:29 , AIR7 , 2000-01-23 , 16:57
LEG_23_22 , BASE1 , 2000-01-23 , 23:57 , AIR7 , 2000-01-24 , 02:31
LEG_23_23 , AIR8 , 2000-01-23 , 20:50 , BASE2 , 2000-01-23 , 21:52
LEG_23_24 , BASE3 , 2000-01-23 , 11:00 , BASE1 , 2000-01-23 , 13:02
LEG_23_25 , BASE3 , 2000-01-23 , 02:05 , BASE1 , 2000-01-23 , 03:58
LEG_23_26 , AIR9 , 2000-01-23 , 19:35 , BASE1 , 2000-01-23 , 22:48
LEG_23_27 , BASE1 , 2000-01-23 , 23:43 , AIR10 , 2000-01-24 , 01:08
LEG_23_28 , BASE1 , 2000-01-23 , 19:38 , AIR11 , 2000-01-23 , 21:33
LEG_23_29 , BASE1 , 2000-01-23 , 23:36 , AIR12 , 2000-01-24 , 02:14
LEG_23_30 , AIR13 , 2000-01-23 , 19:10 , BASE1 , 2000-01-23 , 22:14
LEG_23_31 , BASE1 , 2000-01-23 , 14:30 , AIR13 , 2000-01-23 , 17:53
LEG_23_32 , AIR14 , 2000-01-23 , 10:15 , BASE1 , 2000-01-23 , 13:03
LEG_23_33 , BASE1 , 2000-01-23 , 02:21 , AIR11 , 2000-01-23 , 04:16
LEG_23_34 , AIR15 , 2000-01-23 , 12:50 , BASE1 , 2000-01-23 , 15:31
LEG_23_35 , BASE3 , 2000-01-23 , 13:58 , AIR9 , 2000-01-23 , 16:29
LEG_23_36 , BASE3 , 2000-01-23 , 02:10 , AIR15 , 2000-01-23 , 03:52
LEG_23_37 , AIR9 , 2000-01-23 , 21:55 , BASE3 , 2000-01-24 , 00:55
LEG_23_38 , AIR7 , 2000-01-23 , 15:30 , BASE3 , 2000-01-23 , 16:54
LEG_23_39 , BASE3 , 2000-01-23 , 17:45 , AIR9 , 2000-01-23 , 20:26
LEG_23_40 , AIR9 , 2000-01-23 , 18:29 , BASE3 , 2000-01-23 , 21:28
LEG_23_41 , BASE2 , 2000-01-23 , 13:03 , AIR1 , 2000-01-23 , 15:05
LEG_23_42 , AIR3 , 2000-01-23 , 10:00 , BASE2 , 2000-01-23 , 12:04
LEG_23_43 , AIR7 , 2000-01-23 , 14:10 , BASE2 , 2000-01-23 , 16:51
LEG_23_44 , BASE2 , 2000-01-23 , 17:38 , AIR3 , 2000-01-23 , 19:23
LEG_23_45 , BASE2 , 2000-01-23 , 12:58 , AIR7 , 2000-01-23 , 15:41
LEG_23_46 , AIR5 , 2000-01-23 , 10:05 , BASE2 , 2000-01-23 , 12:07
LEG_23_47 , AIR7 , 2000-01-23 , 17:30 , BASE2 , 2000-01-23 , 20:08
LEG_23_48 , BASE2 , 2000-01-23 , 21:13 , AIR3 , 2000-01-23 , 23:06
LEG_23_49 , AIR16 , 2000-01-23 , 13:00 , BASE2 , 2000-01-23 , 14:43
LEG_23_50 , BASE2 , 2000-01-23 , 16:27 , AIR7 , 2000-01-23 , 19:22
LEG_23_51 , AIR7 , 2000-01-23 , 23:20 , BASE2 , 2000-01-24 , 01:55
LEG_23_52 , AIR3 , 2000-01-23 , 20:10 , BASE2 , 2000-01-23 , 22:17
LEG_23_53 , BASE2 , 2000-01-23 , 23:05 , AIR7 , 2000-01-24 , 02:01
LEG_23_54 , BASE2 , 2000-01-23 , 00:52 , AIR5 , 2000-01-23 , 02:33
LEG_23_55 , AIR7 , 2000-01-23 , 21:00 , BASE2 , 2000-01-23 , 23:43
LEG_23_56 , BASE2 , 2000-01-23 , 19:43 , AIR7 , 2000-01-23 , 22:29
LEG_23_57 , AIR17 , 2000-01-23 , 17:46 , BASE2 , 2000-01-23 , 18:37
LEG_23_58 , BASE3 , 2000-01-23 , 22:10 , AIR11 , 2000-01-24 , 00:35
LEG_23_59 , AIR18 , 2000-01-23 , 19:45 , BASE3 , 2000-01-23 , 21:17
LEG_23_60 , AIR11 , 2000-01-23 , 22:55 , BASE3 , 2000-01-24 , 01:05
LEG_23_61 , AIR11 , 2000-01-23 , 14:45 , BASE3 , 2000-01-23 , 16:53
LEG_23_62 , AIR18 , 2000-01-23 , 11:30 , BASE3 , 2000-01-23 , 13:00
LEG_23_63 , BASE3 , 2000-01-23 , 13:55 , AIR11 , 2000-01-23 , 16:18
LEG_23_64 , AIR1 , 2000-01-23 , 15:50 , BASE3 , 2000-01-23 , 17:10
LEG_23_65 , BASE3 , 2000-01-23 , 18:00 , AIR18 , 2000-01-23 , 19:37
LEG_23_66 , AIR18 , 2000-01-23 , 15:35 , BASE3 , 2000-01-23 , 17:02
LEG_23_67 , BASE3 , 2000-01-23 , 17:55 , AIR19 , 2000-01-23 , 20:45
LEG_23_68 , AIR19 , 2000-01-23 , 21:40 , BASE3 , 2000-01-24 , 00:53
LEG_23_69 , BASE3 , 2000-01-23 , 02:05 , AIR18 , 2000-01-23 , 03:32
LEG_23_70 , BASE3 , 2000-01-23 , 02:35 , AIR36 , 2000-01-23 , 03:53
LEG_23_71 , AIR7 , 2000-01-23 , 23:55 , BASE3 , 2000-01-24 , 01:30
LEG_23_72 , BASE3 , 2000-01-23 , 13:45 , AIR20 , 2000-01-23 , 15:42
LEG_23_73 , AIR20 , 2000-01-23 , 10:20 , BASE3 , 2000-01-23 , 12:34
LEG_23_74 , AIR20 , 2000-01-23 , 18:55 , BASE3 , 2000-01-23 , 21:11
LEG_23_75 , BASE3 , 2000-01-23 , 22:00 , AIR20 , 2000-01-24 , 00:02
LEG_23_76 , BASE3 , 2000-01-23 , 18:10 , AIR8 , 2000-01-23 , 19:48
LEG_23_77 , AIR21 , 2000-01-23 , 17:30 , BASE1 , 2000-01-23 , 20:15
LEG_23_78 , BASE1 , 2000-01-23 , 18:21 , AIR12 , 2000-01-23 , 20:53
LEG_23_79 , AIR21 , 2000-01-23 , 21:35 , BASE1 , 2000-01-24 , 00:24
LEG_23_80 , AIR23 , 2000-01-23 , 11:45 , BASE2 , 2000-01-23 , 14:43
LEG_23_81 , BASE2 , 2000-01-23 , 15:57 , AIR22 , 2000-01-23 , 16:55
LEG_23_82 , AIR17 , 2000-01-23 , 23:15 , BASE2 , 2000-01-24 , 00:09
LEG_23_83 , BASE2 , 2000-01-23 , 00:55 , AIR23 , 2000-01-23 , 03:49
LEG_23_84 , AIR12 , 2000-01-23 , 12:05 , BASE1 , 2000-01-23 , 15:03
LEG_23_85 , BASE1 , 2000-01-23 , 16:18 , AIR24 , 2000-01-23 , 19:10
LEG_23_86 , AIR24 , 2000-01-23 , 20:10 , BASE1 , 2000-01-23 , 22:47
LEG_23_87 , BASE1 , 2000-01-23 , 00:14 , AIR26 , 2000-01-23 , 01:19
LEG_23_88 , AIR18 , 2000-01-23 , 18:05 , BASE1 , 2000-01-23 , 20:42
LEG_23_89 , BASE1 , 2000-01-23 , 22:07 , AIR24 , 2000-01-24 , 00:59
LEG_23_90 , BASE1 , 2000-01-23 , 18:09 , AIR15 , 2000-01-23 , 20:59
LEG_23_91 , AIR24 , 2000-01-23 , 14:10 , BASE1 , 2000-01-23 , 16:48
LEG_23_92 , BASE1 , 2000-01-23 , 02:01 , AIR24 , 2000-01-23 , 04:55
LEG_23_93 , AIR3 , 2000-01-23 , 21:40 , BASE1 , 2000-01-24 , 00:45
LEG_23_94 , BASE1 , 2000-01-23 , 20:30 , AIR7 , 2000-01-23 , 23:01
LEG_23_95 , AIR24 , 2000-01-23 , 16:40 , BASE1 , 2000-01-23 , 19:19
LEG_23_96 , AIR26 , 2000-01-23 , 11:40 , BASE1 , 2000-01-23 , 12:43
LEG_23_97 , BASE1 , 2000-01-23 , 14:15 , AIR25 , 2000-01-23 , 17:56
LEG_23_98 , BASE1 , 2000-01-23 , 18:06 , AIR26 , 2000-01-23 , 18:58
LEG_23_99 , AIR25 , 2000-01-23 , 13:50 , BASE1 , 2000-01-23 , 17:18
LEG_23_100 , BASE1 , 2000-01-23 , 22:15 , AIR25 , 2000-01-24 , 01:53
LEG_23_101 , AIR25 , 2000-01-23 , 19:10 , BASE1 , 2000-01-23 , 22:35
LEG_23_102 , AIR27 , 2000-01-23 , 16:05 , BASE1 , 2000-01-23 , 17:31
LEG_23_103 , AIR30 , 2000-01-23 , 11:45 , BASE1 , 2000-01-23 , 12:38
LEG_23_104 , BASE1 , 2000-01-23 , 14:00 , AIR27 , 2000-01-23 , 15:24
LEG_23_105 , BASE3 , 2000-01-23 , 13:45 , AIR18 , 2000-01-23 , 15:21
LEG_23_106 , AIR15 , 2000-01-23 , 11:05 , BASE3 , 2000-01-23 , 12:50
LEG_23_107 , AIR28 , 2000-01-23 , 12:10 , BASE2 , 2000-01-23 , 13:24
LEG_23_108 , BASE2 , 2000-01-23 , 14:37 , AIR12 , 2000-01-23 , 16:20
LEG_23_109 , AIR11 , 2000-01-23 , 14:00 , BASE2 , 2000-01-23 , 16:48
LEG_23_110 , BASE2 , 2000-01-23 , 17:44 , AIR20 , 2000-01-23 , 19:07
LEG_23_111 , AIR11 , 2000-01-23 , 17:15 , BASE2 , 2000-01-23 , 20:03
LEG_23_112 , AIR22 , 2000-01-23 , 17:35 , BASE2 , 2000-01-23 , 18:32
LEG_23_113 , BASE2 , 2000-01-23 , 19:21 , AIR11 , 2000-01-23 , 22:27
LEG_23_114 , AIR11 , 2000-01-23 , 23:25 , BASE2 , 2000-01-24 , 02:12
LEG_23_115 , AIR29 , 2000-01-23 , 20:05 , BASE1 , 2000-01-23 , 22:18
LEG_23_116 , BASE1 , 2000-01-23 , 23:45 , AIR30 , 2000-01-24 , 00:44
LEG_23_117 , AIR18 , 2000-01-23 , 13:00 , BASE1 , 2000-01-23 , 15:42
LEG_23_118 , BASE1 , 2000-01-23 , 16:36 , AIR29 , 2000-01-23 , 19:03
LEG_23_119 , AIR29 , 2000-01-23 , 14:40 , BASE1 , 2000-01-23 , 16:55
LEG_23_120 , BASE1 , 2000-01-23 , 18:10 , AIR21 , 2000-01-23 , 20:36
LEG_23_121 , BASE1 , 2000-01-23 , 02:15 , AIR29 , 2000-01-23 , 04:48
LEG_23_122 , AIR18 , 2000-01-23 , 22:35 , BASE1 , 2000-01-24 , 01:12
LEG_23_123 , AIR31 , 2000-01-23 , 14:05 , BASE1 , 2000-01-23 , 16:48
LEG_23_124 , BASE1 , 2000-01-23 , 18:03 , AIR3 , 2000-01-23 , 20:40
LEG_23_125 , BASE1 , 2000-01-23 , 16:23 , AIR31 , 2000-01-23 , 19:20
LEG_23_126 , AIR21 , 2000-01-23 , 12:10 , BASE1 , 2000-01-23 , 14:53
LEG_23_127 , BASE1 , 2000-01-23 , 00:09 , AIR18 , 2000-01-23 , 02:56
LEG_23_128 , AIR31 , 2000-01-23 , 20:10 , BASE1 , 2000-01-23 , 22:55
LEG_23_129 , BASE1 , 2000-01-23 , 01:58 , AIR31 , 2000-01-23 , 04:54
LEG_23_130 , AIR15 , 2000-01-23 , 21:50 , BASE1 , 2000-01-24 , 00:32
LEG_23_131 , BASE1 , 2000-01-23 , 22:03 , AIR31 , 2000-01-24 , 01:03
LEG_23_132 , AIR12 , 2000-01-23 , 17:40 , BASE1 , 2000-01-23 , 20:33
LEG_23_133 , AIR31 , 2000-01-23 , 11:53 , BASE1 , 2000-01-23 , 14:40
LEG_23_134 , BASE1 , 2000-01-23 , 15:43 , AIR20 , 2000-01-23 , 17:58
LEG_23_135 , BASE1 , 2000-01-23 , 16:41 , AIR32 , 2000-01-23 , 18:48
LEG_23_136 , BASE1 , 2000-01-23 , 15:34 , AIR9 , 2000-01-23 , 18:18
LEG_23_137 , AIR32 , 2000-01-23 , 12:25 , BASE1 , 2000-01-23 , 14:28
LEG_23_138 , AIR12 , 2000-01-23 , 21:50 , BASE1 , 2000-01-24 , 00:52
LEG_23_139 , BASE1 , 2000-01-23 , 02:06 , AIR32 , 2000-01-23 , 04:05
LEG_23_140 , BASE2 , 2000-01-23 , 21:07 , AIR27 , 2000-01-23 , 22:13
LEG_23_141 , BASE2 , 2000-01-23 , 01:10 , AIR3 , 2000-01-23 , 02:55
LEG_23_142 , AIR27 , 2000-01-23 , 23:00 , BASE2 , 2000-01-24 , 00:12
LEG_23_143 , AIR3 , 2000-01-23 , 13:20 , BASE2 , 2000-01-23 , 15:23
LEG_23_144 , BASE2 , 2000-01-23 , 16:08 , AIR17 , 2000-01-23 , 16:59
LEG_23_145 , BASE1 , 2000-01-23 , 23:35 , AIR21 , 2000-01-24 , 01:59
LEG_23_146 , AIR33 , 2000-01-23 , 19:10 , BASE1 , 2000-01-23 , 22:23
LEG_23_147 , BASE1 , 2000-01-23 , 14:23 , AIR33 , 2000-01-23 , 18:00
LEG_23_148 , AIR7 , 2000-01-23 , 12:45 , BASE1 , 2000-01-23 , 15:05
LEG_23_149 , BASE1 , 2000-01-23 , 16:27 , AIR34 , 2000-01-23 , 19:14
LEG_23_150 , AIR28 , 2000-01-23 , 23:00 , BASE1 , 2000-01-24 , 00:29
LEG_23_151 , BASE1 , 2000-01-23 , 02:11 , AIR34 , 2000-01-23 , 04:57
LEG_23_152 , AIR34 , 2000-01-23 , 14:10 , BASE1 , 2000-01-23 , 16:45
LEG_23_153 , AIR9 , 2000-01-23 , 17:29 , BASE1 , 2000-01-23 , 20:29
LEG_23_154 , BASE1 , 2000-01-23 , 21:52 , AIR34 , 2000-01-24 , 00:40
LEG_23_155 , BASE1 , 2000-01-23 , 20:00 , AIR28 , 2000-01-23 , 21:24
LEG_23_156 , AIR34 , 2000-01-23 , 16:15 , BASE1 , 2000-01-23 , 18:56
LEG_23_157 , BASE1 , 2000-01-23 , 23:51 , AIR15 , 2000-01-24 , 02:40
LEG_23_158 , AIR34 , 2000-01-23 , 20:20 , BASE1 , 2000-01-23 , 22:54
LEG_23_159 , BASE1 , 2000-01-23 , 14:10 , AIR35 , 2000-01-23 , 17:55
LEG_23_160 , AIR35 , 2000-01-23 , 19:05 , BASE1 , 2000-01-23 , 22:27
LEG_23_161 , AIR32 , 2000-01-23 , 20:15 , BASE1 , 2000-01-23 , 22:13
LEG_23_162 , AIR36 , 2000-01-23 , 12:15 , BASE2 , 2000-01-23 , 13:23
