#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_08_0 , AIR1 , 2000-01-08 , 12:00 , BASE1 , 2000-01-08 , 13:21
LEG_08_1 , BASE1 , 2000-01-08 , 14:13 , AIR2 , 2000-01-08 , 18:00
LEG_08_2 , AIR2 , 2000-01-08 , 22:35 , BASE1 , 2000-01-09 , 02:02
LEG_08_3 , BASE1 , 2000-01-08 , 03:01 , BASE3 , 2000-01-08 , 04:50
LEG_08_4 , BASE1 , 2000-01-08 , 23:38 , AIR3 , 2000-01-09 , 02:21
LEG_08_5 , AIR2 , 2000-01-08 , 19:05 , BASE1 , 2000-01-08 , 22:33
LEG_08_6 , BASE1 , 2000-01-08 , 16:32 , AIR2 , 2000-01-08 , 20:26
LEG_08_7 , AIR3 , 2000-01-08 , 12:15 , BASE1 , 2000-01-08 , 15:20
LEG_08_8 , BASE1 , 2000-01-08 , 01:00 , AIR28 , 2000-01-08 , 02:12
LEG_08_9 , AIR5 , 2000-01-08 , 20:15 , BASE2 , 2000-01-08 , 22:18
LEG_08_10 , BASE2 , 2000-01-08 , 23:09 , AIR4 , 2000-01-09 , 04:19
LEG_08_11 , BASE2 , 2000-01-08 , 21:31 , AIR6 , 2000-01-08 , 22:51
LEG_08_12 , AIR4 , 2000-01-08 , 15:35 , BASE2 , 2000-01-08 , 20:12
LEG_08_13 , BASE1 , 2000-01-08 , 00:12 , AIR1 , 2000-01-08 , 01:47
LEG_08_14 , BASE1 , 2000-01-08 , 12:10 , AIR7 , 2000-01-08 , 14:45
LEG_08_15 , AIR7 , 2000-01-08 , 18:15 , BASE1 , 2000-01-08 , 20:43
LEG_08_16 , BASE1 , 2000-01-08 , 22:20 , AIR7 , 2000-01-09 , 00:50
LEG_08_17 , AIR7 , 2000-01-08 , 21:55 , BASE1 , 2000-01-09 , 00:14
LEG_08_18 , BASE1 , 2000-01-08 , 18:41 , AIR7 , 2000-01-08 , 21:05
LEG_08_19 , AIR7 , 2000-01-08 , 11:10 , BASE1 , 2000-01-08 , 13:30
LEG_08_20 , BASE1 , 2000-01-08 , 14:29 , AIR7 , 2000-01-08 , 16:57
LEG_08_21 , BASE1 , 2000-01-08 , 23:57 , AIR7 , 2000-01-09 , 02:31
LEG_08_22 , AIR8 , 2000-01-08 , 20:50 , BASE2 , 2000-01-08 , 21:52
LEG_08_23 , BASE3 , 2000-01-08 , 11:00 , BASE1 , 2000-01-08 , 13:02
LEG_08_24 , BASE3 , 2000-01-08 , 02:05 , BASE1 , 2000-01-08 , 03:58
LEG_08_25 , AIR9 , 2000-01-08 , 19:35 , BASE1 , 2000-01-08 , 22:48
LEG_08_26 , BASE1 , 2000-01-08 , 23:43 , AIR10 , 2000-01-09 , 01:08
LEG_08_27 , BASE1 , 2000-01-08 , 19:38 , AIR11 , 2000-01-08 , 21:33
LEG_08_28 , BASE1 , 2000-01-08 , 23:36 , AIR12 , 2000-01-09 , 02:14
LEG_08_29 , AIR13 , 2000-01-08 , 19:10 , BASE1 , 2000-01-08 , 22:14
LEG_08_30 , BASE1 , 2000-01-08 , 14:30 , AIR13 , 2000-01-08 , 17:53
LEG_08_31 , AIR14 , 2000-01-08 , 10:15 , BASE1 , 2000-01-08 , 13:03
LEG_08_32 , AIR15 , 2000-01-08 , 12:50 , BASE1 , 2000-01-08 , 15:31
LEG_08_33 , BASE3 , 2000-01-08 , 13:58 , AIR9 , 2000-01-08 , 16:29
LEG_08_34 , BASE3 , 2000-01-08 , 02:10 , AIR15 , 2000-01-08 , 03:52
LEG_08_35 , AIR9 , 2000-01-08 , 21:55 , BASE3 , 2000-01-09 , 00:55
LEG_08_36 , AIR7 , 2000-01-08 , 15:30 , BASE3 , 2000-01-08 , 16:54
LEG_08_37 , BASE3 , 2000-01-08 , 17:45 , AIR9 , 2000-01-08 , 20:26
LEG_08_38 , AIR9 , 2000-01-08 , 18:29 , BASE3 , 2000-01-08 , 21:28
LEG_08_39 , BASE2 , 2000-01-08 , 13:03 , AIR1 , 2000-01-08 , 15:05
LEG_08_40 , AIR3 , 2000-01-08 , 10:00 , BASE2 , 2000-01-08 , 12:04
LEG_08_41 , AIR7 , 2000-01-08 , 14:10 , BASE2 , 2000-01-08 , 16:51
LEG_08_42 , BASE2 , 2000-01-08 , 17:38 , AIR3 , 2000-01-08 , 19:23
LEG_08_43 , BASE2 , 2000-01-08 , 12:58 , AIR7 , 2000-01-08 , 15:41
LEG_08_44 , AIR5 , 2000-01-08 , 10:05 , BASE2 , 2000-01-08 , 12:07
LEG_08_45 , AIR7 , 2000-01-08 , 17:30 , BASE2 , 2000-01-08 , 20:08
LEG_08_46 , BASE2 , 2000-01-08 , 21:13 , AIR3 , 2000-01-08 , 23:06
LEG_08_47 , AIR16 , 2000-01-08 , 13:00 , BASE2 , 2000-01-08 , 14:43
LEG_08_48 , BASE2 , 2000-01-08 , 16:27 , AIR7 , 2000-01-08 , 19:22
LEG_08_49 , AIR7 , 2000-01-08 , 23:20 , BASE2 , 2000-01-09 , 01:55
LEG_08_50 , AIR3 , 2000-01-08 , 20:10 , BASE2 , 2000-01-08 , 22:17
LEG_08_51 , BASE2 , 2000-01-08 , 23:05 , AIR7 , 2000-01-09 , 02:01
LEG_08_52 , BASE2 , 2000-01-08 , 00:52 , AIR5 , 2000-01-08 , 02:33
LEG_08_53 , AIR7 , 2000-01-08 , 21:00 , BASE2 , 2000-01-08 , 23:43
LEG_08_54 , BASE2 , 2000-01-08 , 19:43 , AIR7 , 2000-01-08 , 22:29
LEG_08_55 , AIR17 , 2000-01-08 , 17:46 , BASE2 , 2000-01-08 , 18:37
LEG_08_56 , BASE3 , 2000-01-08 , 22:10 , AIR11 , 2000-01-09 , 00:35
LEG_08_57 , AIR18 , 2000-01-08 , 19:45 , BASE3 , 2000-01-08 , 21:17
LEG_08_58 , AIR11 , 2000-01-08 , 22:55 , BASE3 , 2000-01-09 , 01:05
LEG_08_59 , AIR11 , 2000-01-08 , 14:45 , BASE3 , 2000-01-08 , 16:53
LEG_08_60 , AIR18 , 2000-01-08 , 11:30 , BASE3 , 2000-01-08 , 13:00
LEG_08_61 , BASE3 , 2000-01-08 , 13:55 , AIR11 , 2000-01-08 , 16:18
LEG_08_62 , AIR1 , 2000-01-08 , 15:50 , BASE3 , 2000-01-08 , 17:10
LEG_08_63 , BASE3 , 2000-01-08 , 18:00 , AIR18 , 2000-01-08 , 19:37
LEG_08_64 , AIR18 , 2000-01-08 , 15:35 , BASE3 , 2000-01-08 , 17:02
LEG_08_65 , BASE3 , 2000-01-08 , 17:55 , AIR19 , 2000-01-08 , 20:45
LEG_08_66 , AIR19 , 2000-01-08 , 21:40 , BASE3 , 2000-01-09 , 00:53
LEG_08_67 , BASE3 , 2000-01-08 , 02:05 , AIR18 , 2000-01-08 , 03:32
LEG_08_68 , BASE3 , 2000-01-08 , 02:35 , AIR36 , 2000-01-08 , 03:53
LEG_08_69 , AIR7 , 2000-01-08 , 23:55 , BASE3 , 2000-01-09 , 01:30
LEG_08_70 , BASE3 , 2000-01-08 , 13:45 , AIR20 , 2000-01-08 , 15:42
LEG_08_71 , AIR20 , 2000-01-08 , 10:20 , BASE3 , 2000-01-08 , 12:34
LEG_08_72 , AIR20 , 2000-01-08 , 18:55 , BASE3 , 2000-01-08 , 21:11
