#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_15_0 , AIR1 , 2000-01-15 , 12:00 , BASE1 , 2000-01-15 , 13:21
LEG_15_1 , BASE1 , 2000-01-15 , 14:13 , AIR2 , 2000-01-15 , 18:00
LEG_15_2 , AIR2 , 2000-01-15 , 22:35 , BASE1 , 2000-01-16 , 02:02
LEG_15_3 , BASE1 , 2000-01-15 , 03:01 , BASE3 , 2000-01-15 , 04:50
LEG_15_4 , BASE1 , 2000-01-15 , 23:38 , AIR3 , 2000-01-16 , 02:21
LEG_15_5 , AIR2 , 2000-01-15 , 19:05 , BASE1 , 2000-01-15 , 22:33
LEG_15_6 , BASE1 , 2000-01-15 , 16:32 , AIR2 , 2000-01-15 , 20:26
LEG_15_7 , AIR3 , 2000-01-15 , 12:15 , BASE1 , 2000-01-15 , 15:20
LEG_15_8 , BASE1 , 2000-01-15 , 01:00 , AIR28 , 2000-01-15 , 02:12
LEG_15_9 , AIR5 , 2000-01-15 , 20:15 , BASE2 , 2000-01-15 , 22:18
LEG_15_10 , BASE2 , 2000-01-15 , 23:09 , AIR4 , 2000-01-16 , 04:19
LEG_15_11 , BASE2 , 2000-01-15 , 21:31 , AIR6 , 2000-01-15 , 22:51
LEG_15_12 , AIR4 , 2000-01-15 , 15:35 , BASE2 , 2000-01-15 , 20:12
LEG_15_13 , BASE1 , 2000-01-15 , 00:12 , AIR1 , 2000-01-15 , 01:47
LEG_15_14 , AIR20 , 2000-01-15 , 20:10 , BASE1 , 2000-01-15 , 22:53
LEG_15_15 , BASE1 , 2000-01-15 , 12:10 , AIR7 , 2000-01-15 , 14:45
LEG_15_16 , AIR7 , 2000-01-15 , 18:15 , BASE1 , 2000-01-15 , 20:43
LEG_15_17 , BASE1 , 2000-01-15 , 22:20 , AIR7 , 2000-01-16 , 00:50
LEG_15_18 , AIR7 , 2000-01-15 , 21:55 , BASE1 , 2000-01-16 , 00:14
LEG_15_19 , BASE1 , 2000-01-15 , 18:41 , AIR7 , 2000-01-15 , 21:05
LEG_15_20 , AIR7 , 2000-01-15 , 11:10 , BASE1 , 2000-01-15 , 13:30
LEG_15_21 , BASE1 , 2000-01-15 , 14:29 , AIR7 , 2000-01-15 , 16:57
LEG_15_22 , BASE1 , 2000-01-15 , 23:57 , AIR7 , 2000-01-16 , 02:31
LEG_15_23 , AIR8 , 2000-01-15 , 20:50 , BASE2 , 2000-01-15 , 21:52
LEG_15_24 , BASE3 , 2000-01-15 , 11:00 , BASE1 , 2000-01-15 , 13:02
LEG_15_25 , BASE3 , 2000-01-15 , 02:05 , BASE1 , 2000-01-15 , 03:58
LEG_15_26 , AIR9 , 2000-01-15 , 19:35 , BASE1 , 2000-01-15 , 22:48
LEG_15_27 , BASE1 , 2000-01-15 , 23:43 , AIR10 , 2000-01-16 , 01:08
LEG_15_28 , BASE1 , 2000-01-15 , 19:38 , AIR11 , 2000-01-15 , 21:33
LEG_15_29 , BASE1 , 2000-01-15 , 23:36 , AIR12 , 2000-01-16 , 02:14
LEG_15_30 , AIR13 , 2000-01-15 , 19:10 , BASE1 , 2000-01-15 , 22:14
LEG_15_31 , BASE1 , 2000-01-15 , 14:30 , AIR13 , 2000-01-15 , 17:53
LEG_15_32 , AIR14 , 2000-01-15 , 10:15 , BASE1 , 2000-01-15 , 13:03
LEG_15_33 , BASE1 , 2000-01-15 , 02:21 , AIR11 , 2000-01-15 , 04:16
LEG_15_34 , AIR15 , 2000-01-15 , 12:50 , BASE1 , 2000-01-15 , 15:31
LEG_15_35 , BASE3 , 2000-01-15 , 13:58 , AIR9 , 2000-01-15 , 16:29
LEG_15_36 , BASE3 , 2000-01-15 , 02:10 , AIR15 , 2000-01-15 , 03:52
LEG_15_37 , AIR9 , 2000-01-15 , 21:55 , BASE3 , 2000-01-16 , 00:55
LEG_15_38 , AIR7 , 2000-01-15 , 15:30 , BASE3 , 2000-01-15 , 16:54
LEG_15_39 , BASE3 , 2000-01-15 , 17:45 , AIR9 , 2000-01-15 , 20:26
LEG_15_40 , AIR9 , 2000-01-15 , 18:29 , BASE3 , 2000-01-15 , 21:28
LEG_15_41 , BASE2 , 2000-01-15 , 13:03 , AIR1 , 2000-01-15 , 15:05
LEG_15_42 , AIR3 , 2000-01-15 , 10:00 , BASE2 , 2000-01-15 , 12:04
LEG_15_43 , AIR7 , 2000-01-15 , 14:10 , BASE2 , 2000-01-15 , 16:51
LEG_15_44 , BASE2 , 2000-01-15 , 17:38 , AIR3 , 2000-01-15 , 19:23
LEG_15_45 , BASE2 , 2000-01-15 , 12:58 , AIR7 , 2000-01-15 , 15:41
LEG_15_46 , AIR5 , 2000-01-15 , 10:05 , BASE2 , 2000-01-15 , 12:07
LEG_15_47 , AIR7 , 2000-01-15 , 17:30 , BASE2 , 2000-01-15 , 20:08
LEG_15_48 , BASE2 , 2000-01-15 , 21:13 , AIR3 , 2000-01-15 , 23:06
LEG_15_49 , AIR16 , 2000-01-15 , 13:00 , BASE2 , 2000-01-15 , 14:43
LEG_15_50 , BASE2 , 2000-01-15 , 16:27 , AIR7 , 2000-01-15 , 19:22
LEG_15_51 , AIR7 , 2000-01-15 , 23:20 , BASE2 , 2000-01-16 , 01:55
LEG_15_52 , AIR3 , 2000-01-15 , 20:10 , BASE2 , 2000-01-15 , 22:17
LEG_15_53 , BASE2 , 2000-01-15 , 23:05 , AIR7 , 2000-01-16 , 02:01
LEG_15_54 , BASE2 , 2000-01-15 , 00:52 , AIR5 , 2000-01-15 , 02:33
LEG_15_55 , AIR7 , 2000-01-15 , 21:00 , BASE2 , 2000-01-15 , 23:43
LEG_15_56 , BASE2 , 2000-01-15 , 19:43 , AIR7 , 2000-01-15 , 22:29
LEG_15_57 , AIR17 , 2000-01-15 , 17:46 , BASE2 , 2000-01-15 , 18:37
LEG_15_58 , BASE3 , 2000-01-15 , 22:10 , AIR11 , 2000-01-16 , 00:35
LEG_15_59 , AIR18 , 2000-01-15 , 19:45 , BASE3 , 2000-01-15 , 21:17
LEG_15_60 , AIR11 , 2000-01-15 , 22:55 , BASE3 , 2000-01-16 , 01:05
LEG_15_61 , AIR11 , 2000-01-15 , 14:45 , BASE3 , 2000-01-15 , 16:53
LEG_15_62 , AIR18 , 2000-01-15 , 11:30 , BASE3 , 2000-01-15 , 13:00
LEG_15_63 , BASE3 , 2000-01-15 , 13:55 , AIR11 , 2000-01-15 , 16:18
LEG_15_64 , AIR1 , 2000-01-15 , 15:50 , BASE3 , 2000-01-15 , 17:10
LEG_15_65 , BASE3 , 2000-01-15 , 18:00 , AIR18 , 2000-01-15 , 19:37
LEG_15_66 , AIR18 , 2000-01-15 , 15:35 , BASE3 , 2000-01-15 , 17:02
LEG_15_67 , BASE3 , 2000-01-15 , 17:55 , AIR19 , 2000-01-15 , 20:45
LEG_15_68 , AIR19 , 2000-01-15 , 21:40 , BASE3 , 2000-01-16 , 00:53
LEG_15_69 , BASE3 , 2000-01-15 , 02:05 , AIR18 , 2000-01-15 , 03:32
LEG_15_70 , BASE3 , 2000-01-15 , 02:35 , AIR36 , 2000-01-15 , 03:53
LEG_15_71 , AIR7 , 2000-01-15 , 23:55 , BASE3 , 2000-01-16 , 01:30
LEG_15_72 , BASE3 , 2000-01-15 , 13:45 , AIR20 , 2000-01-15 , 15:42
LEG_15_73 , AIR20 , 2000-01-15 , 10:20 , BASE3 , 2000-01-15 , 12:34
LEG_15_74 , AIR20 , 2000-01-15 , 18:55 , BASE3 , 2000-01-15 , 21:11
LEG_15_75 , BASE3 , 2000-01-15 , 22:00 , AIR20 , 2000-01-16 , 00:02
LEG_15_76 , BASE3 , 2000-01-15 , 18:10 , AIR8 , 2000-01-15 , 19:48
LEG_15_77 , AIR21 , 2000-01-15 , 17:30 , BASE1 , 2000-01-15 , 20:15
