#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_21_0 , AIR1 , 2000-01-21 , 12:00 , BASE1 , 2000-01-21 , 13:21
LEG_21_1 , BASE1 , 2000-01-21 , 14:13 , AIR2 , 2000-01-21 , 18:00
LEG_21_2 , AIR2 , 2000-01-21 , 22:35 , BASE1 , 2000-01-22 , 02:02
LEG_21_3 , BASE1 , 2000-01-21 , 03:01 , BASE3 , 2000-01-21 , 04:50
LEG_21_4 , BASE1 , 2000-01-21 , 23:38 , AIR3 , 2000-01-22 , 02:21
LEG_21_5 , AIR2 , 2000-01-21 , 19:05 , BASE1 , 2000-01-21 , 22:33
LEG_21_6 , BASE1 , 2000-01-21 , 16:32 , AIR2 , 2000-01-21 , 20:26
LEG_21_7 , AIR3 , 2000-01-21 , 12:15 , BASE1 , 2000-01-21 , 15:20
LEG_21_8 , BASE1 , 2000-01-21 , 01:00 , AIR28 , 2000-01-21 , 02:12
LEG_21_9 , AIR5 , 2000-01-21 , 20:15 , BASE2 , 2000-01-21 , 22:18
LEG_21_10 , BASE2 , 2000-01-21 , 23:09 , AIR4 , 2000-01-22 , 04:19
LEG_21_11 , BASE2 , 2000-01-21 , 21:31 , AIR6 , 2000-01-21 , 22:51
LEG_21_12 , AIR4 , 2000-01-21 , 15:35 , BASE2 , 2000-01-21 , 20:12
LEG_21_13 , BASE1 , 2000-01-21 , 00:12 , AIR1 , 2000-01-21 , 01:47
LEG_21_14 , AIR20 , 2000-01-21 , 20:10 , BASE1 , 2000-01-21 , 22:53
LEG_21_15 , BASE1 , 2000-01-21 , 12:10 , AIR7 , 2000-01-21 , 14:45
LEG_21_16 , AIR7 , 2000-01-21 , 18:15 , BASE1 , 2000-01-21 , 20:43
LEG_21_17 , BASE1 , 2000-01-21 , 22:20 , AIR7 , 2000-01-22 , 00:50
LEG_21_18 , AIR7 , 2000-01-21 , 21:55 , BASE1 , 2000-01-22 , 00:14
LEG_21_19 , BASE1 , 2000-01-21 , 18:41 , AIR7 , 2000-01-21 , 21:05
LEG_21_20 , AIR7 , 2000-01-21 , 11:10 , BASE1 , 2000-01-21 , 13:30
LEG_21_21 , BASE1 , 2000-01-21 , 14:29 , AIR7 , 2000-01-21 , 16:57
LEG_21_22 , BASE1 , 2000-01-21 , 23:57 , AIR7 , 2000-01-22 , 02:31
LEG_21_23 , AIR8 , 2000-01-21 , 20:50 , BASE2 , 2000-01-21 , 21:52
LEG_21_24 , BASE3 , 2000-01-21 , 11:00 , BASE1 , 2000-01-21 , 13:02
LEG_21_25 , BASE3 , 2000-01-21 , 02:05 , BASE1 , 2000-01-21 , 03:58
LEG_21_26 , AIR9 , 2000-01-21 , 19:35 , BASE1 , 2000-01-21 , 22:48
LEG_21_27 , BASE1 , 2000-01-21 , 23:43 , AIR10 , 2000-01-22 , 01:08
LEG_21_28 , BASE1 , 2000-01-21 , 19:38 , AIR11 , 2000-01-21 , 21:33
LEG_21_29 , BASE1 , 2000-01-21 , 23:36 , AIR12 , 2000-01-22 , 02:14
LEG_21_30 , AIR13 , 2000-01-21 , 19:10 , BASE1 , 2000-01-21 , 22:14
LEG_21_31 , BASE1 , 2000-01-21 , 14:30 , AIR13 , 2000-01-21 , 17:53
LEG_21_32 , AIR14 , 2000-01-21 , 10:15 , BASE1 , 2000-01-21 , 13:03
LEG_21_33 , BASE1 , 2000-01-21 , 02:21 , AIR11 , 2000-01-21 , 04:16
LEG_21_34 , AIR15 , 2000-01-21 , 12:50 , BASE1 , 2000-01-21 , 15:31
LEG_21_35 , BASE3 , 2000-01-21 , 13:58 , AIR9 , 2000-01-21 , 16:29
LEG_21_36 , BASE3 , 2000-01-21 , 02:10 , AIR15 , 2000-01-21 , 03:52
LEG_21_37 , AIR9 , 2000-01-21 , 21:55 , BASE3 , 2000-01-22 , 00:55
LEG_21_38 , AIR7 , 2000-01-21 , 15:30 , BASE3 , 2000-01-21 , 16:54
LEG_21_39 , BASE3 , 2000-01-21 , 17:45 , AIR9 , 2000-01-21 , 20:26
LEG_21_40 , AIR9 , 2000-01-21 , 18:29 , BASE3 , 2000-01-21 , 21:28
LEG_21_41 , BASE2 , 2000-01-21 , 13:03 , AIR1 , 2000-01-21 , 15:05
LEG_21_42 , AIR3 , 2000-01-21 , 10:00 , BASE2 , 2000-01-21 , 12:04
LEG_21_43 , AIR7 , 2000-01-21 , 14:10 , BASE2 , 2000-01-21 , 16:51
LEG_21_44 , BASE2 , 2000-01-21 , 17:38 , AIR3 , 2000-01-21 , 19:23
LEG_21_45 , BASE2 , 2000-01-21 , 12:58 , AIR7 , 2000-01-21 , 15:41
LEG_21_46 , AIR5 , 2000-01-21 , 10:05 , BASE2 , 2000-01-21 , 12:07
LEG_21_47 , AIR7 , 2000-01-21 , 17:30 , BASE2 , 2000-01-21 , 20:08
LEG_21_48 , BASE2 , 2000-01-21 , 21:13 , AIR3 , 2000-01-21 , 23:06
LEG_21_49 , AIR16 , 2000-01-21 , 13:00 , BASE2 , 2000-01-21 , 14:43
LEG_21_50 , BASE2 , 2000-01-21 , 16:27 , AIR7 , 2000-01-21 , 19:22
LEG_21_51 , AIR7 , 2000-01-21 , 23:20 , BASE2 , 2000-01-22 , 01:55
LEG_21_52 , AIR3 , 2000-01-21 , 20:10 , BASE2 , 2000-01-21 , 22:17
LEG_21_53 , BASE2 , 2000-01-21 , 23:05 , AIR7 , 2000-01-22 , 02:01
LEG_21_54 , BASE2 , 2000-01-21 , 00:52 , AIR5 , 2000-01-21 , 02:33
