#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_26_0 , AIR1 , 2000-01-26 , 12:00 , BASE1 , 2000-01-26 , 13:21
LEG_26_1 , BASE1 , 2000-01-26 , 14:13 , AIR2 , 2000-01-26 , 18:00
LEG_26_2 , AIR2 , 2000-01-26 , 22:35 , BASE1 , 2000-01-27 , 02:02
LEG_26_3 , BASE1 , 2000-01-26 , 23:38 , AIR3 , 2000-01-27 , 02:21
LEG_26_4 , AIR2 , 2000-01-26 , 19:05 , BASE1 , 2000-01-26 , 22:33
LEG_26_5 , BASE1 , 2000-01-26 , 16:32 , AIR2 , 2000-01-26 , 20:26
LEG_26_6 , AIR3 , 2000-01-26 , 12:15 , BASE1 , 2000-01-26 , 15:20
LEG_26_7 , BASE1 , 2000-01-26 , 22:22 , AIR2 , 2000-01-27 , 02:11
LEG_26_8 , BASE1 , 2000-01-26 , 13:00 , AIR28 , 2000-01-26 , 14:15
LEG_26_9 , BASE1 , 2000-01-26 , 01:00 , AIR28 , 2000-01-26 , 02:12
LEG_26_10 , AIR5 , 2000-01-26 , 20:15 , BASE2 , 2000-01-26 , 22:18
LEG_26_11 , BASE2 , 2000-01-26 , 21:31 , AIR6 , 2000-01-26 , 22:51
LEG_26_12 , AIR4 , 2000-01-26 , 15:35 , BASE2 , 2000-01-26 , 20:12
LEG_26_13 , BASE2 , 2000-01-26 , 16:17 , AIR4 , 2000-01-26 , 21:22
LEG_26_14 , BASE1 , 2000-01-26 , 00:12 , AIR1 , 2000-01-26 , 01:47
LEG_26_15 , BASE2 , 2000-01-26 , 19:24 , AIR17 , 2000-01-26 , 20:15
LEG_26_16 , AIR19 , 2000-01-26 , 22:00 , BASE2 , 2000-01-27 , 00:22
LEG_26_17 , BASE1 , 2000-01-26 , 12:10 , AIR7 , 2000-01-26 , 14:45
LEG_26_18 , AIR7 , 2000-01-26 , 21:55 , BASE1 , 2000-01-27 , 00:14
LEG_26_19 , BASE1 , 2000-01-26 , 18:41 , AIR7 , 2000-01-26 , 21:05
LEG_26_20 , AIR7 , 2000-01-26 , 11:10 , BASE1 , 2000-01-26 , 13:30
LEG_26_21 , BASE1 , 2000-01-26 , 23:57 , AIR7 , 2000-01-27 , 02:31
LEG_26_22 , AIR8 , 2000-01-26 , 20:50 , BASE2 , 2000-01-26 , 21:52
LEG_26_23 , BASE3 , 2000-01-26 , 02:05 , BASE1 , 2000-01-26 , 03:58
LEG_26_24 , BASE1 , 2000-01-26 , 19:38 , AIR11 , 2000-01-26 , 21:33
LEG_26_25 , BASE1 , 2000-01-26 , 23:36 , AIR12 , 2000-01-27 , 02:14
LEG_26_26 , AIR13 , 2000-01-26 , 19:10 , BASE1 , 2000-01-26 , 22:14
LEG_26_27 , BASE1 , 2000-01-26 , 14:30 , AIR13 , 2000-01-26 , 17:53
LEG_26_28 , AIR14 , 2000-01-26 , 10:15 , BASE1 , 2000-01-26 , 13:03
LEG_26_29 , BASE1 , 2000-01-26 , 02:21 , AIR11 , 2000-01-26 , 04:16
LEG_26_30 , AIR11 , 2000-01-26 , 20:25 , BASE1 , 2000-01-26 , 22:18
LEG_26_31 , AIR15 , 2000-01-26 , 12:50 , BASE1 , 2000-01-26 , 15:31
LEG_26_32 , BASE3 , 2000-01-26 , 13:58 , AIR9 , 2000-01-26 , 16:29
