#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_24_0 , AIR1 , 2000-01-24 , 12:00 , BASE1 , 2000-01-24 , 13:21
LEG_24_1 , BASE1 , 2000-01-24 , 14:13 , AIR2 , 2000-01-24 , 18:00
LEG_24_2 , AIR2 , 2000-01-24 , 22:35 , BASE1 , 2000-01-25 , 02:02
LEG_24_3 , BASE1 , 2000-01-24 , 03:01 , BASE3 , 2000-01-24 , 04:50
LEG_24_4 , BASE1 , 2000-01-24 , 23:38 , AIR3 , 2000-01-25 , 02:21
LEG_24_5 , AIR2 , 2000-01-24 , 19:05 , BASE1 , 2000-01-24 , 22:33
LEG_24_6 , BASE1 , 2000-01-24 , 16:32 , AIR2 , 2000-01-24 , 20:26
LEG_24_7 , AIR3 , 2000-01-24 , 12:15 , BASE1 , 2000-01-24 , 15:20
LEG_24_8 , BASE1 , 2000-01-24 , 01:00 , AIR28 , 2000-01-24 , 02:12
LEG_24_9 , AIR5 , 2000-01-24 , 20:15 , BASE2 , 2000-01-24 , 22:18
LEG_24_10 , BASE2 , 2000-01-24 , 23:09 , AIR4 , 2000-01-25 , 04:19
LEG_24_11 , BASE2 , 2000-01-24 , 21:31 , AIR6 , 2000-01-24 , 22:51
LEG_24_12 , AIR4 , 2000-01-24 , 15:35 , BASE2 , 2000-01-24 , 20:12
LEG_24_13 , BASE1 , 2000-01-24 , 00:12 , AIR1 , 2000-01-24 , 01:47
LEG_24_14 , AIR20 , 2000-01-24 , 20:10 , BASE1 , 2000-01-24 , 22:53
LEG_24_15 , BASE1 , 2000-01-24 , 12:10 , AIR7 , 2000-01-24 , 14:45
LEG_24_16 , AIR7 , 2000-01-24 , 18:15 , BASE1 , 2000-01-24 , 20:43
LEG_24_17 , BASE1 , 2000-01-24 , 22:20 , AIR7 , 2000-01-25 , 00:50
LEG_24_18 , AIR7 , 2000-01-24 , 21:55 , BASE1 , 2000-01-25 , 00:14
LEG_24_19 , BASE1 , 2000-01-24 , 18:41 , AIR7 , 2000-01-24 , 21:05
LEG_24_20 , AIR7 , 2000-01-24 , 11:10 , BASE1 , 2000-01-24 , 13:30
LEG_24_21 , BASE1 , 2000-01-24 , 14:29 , AIR7 , 2000-01-24 , 16:57
LEG_24_22 , BASE1 , 2000-01-24 , 23:57 , AIR7 , 2000-01-25 , 02:31
LEG_24_23 , AIR8 , 2000-01-24 , 20:50 , BASE2 , 2000-01-24 , 21:52
LEG_24_24 , BASE3 , 2000-01-24 , 11:00 , BASE1 , 2000-01-24 , 13:02
LEG_24_25 , BASE3 , 2000-01-24 , 02:05 , BASE1 , 2000-01-24 , 03:58
LEG_24_26 , AIR9 , 2000-01-24 , 19:35 , BASE1 , 2000-01-24 , 22:48
LEG_24_27 , BASE1 , 2000-01-24 , 23:43 , AIR10 , 2000-01-25 , 01:08
LEG_24_28 , BASE1 , 2000-01-24 , 19:38 , AIR11 , 2000-01-24 , 21:33
LEG_24_29 , BASE1 , 2000-01-24 , 23:36 , AIR12 , 2000-01-25 , 02:14
LEG_24_30 , AIR13 , 2000-01-24 , 19:10 , BASE1 , 2000-01-24 , 22:14
LEG_24_31 , BASE1 , 2000-01-24 , 14:30 , AIR13 , 2000-01-24 , 17:53
LEG_24_32 , AIR14 , 2000-01-24 , 10:15 , BASE1 , 2000-01-24 , 13:03
LEG_24_33 , BASE1 , 2000-01-24 , 02:21 , AIR11 , 2000-01-24 , 04:16
LEG_24_34 , AIR15 , 2000-01-24 , 12:50 , BASE1 , 2000-01-24 , 15:31
LEG_24_35 , BASE3 , 2000-01-24 , 13:58 , AIR9 , 2000-01-24 , 16:29
LEG_24_36 , BASE3 , 2000-01-24 , 02:10 , AIR15 , 2000-01-24 , 03:52
LEG_24_37 , AIR9 , 2000-01-24 , 21:55 , BASE3 , 2000-01-25 , 00:55
LEG_24_38 , AIR7 , 2000-01-24 , 15:30 , BASE3 , 2000-01-24 , 16:54
LEG_24_39 , BASE3 , 2000-01-24 , 17:45 , AIR9 , 2000-01-24 , 20:26
LEG_24_40 , AIR9 , 2000-01-24 , 18:29 , BASE3 , 2000-01-24 , 21:28
LEG_24_41 , BASE2 , 2000-01-24 , 13:03 , AIR1 , 2000-01-24 , 15:05
LEG_24_42 , AIR3 , 2000-01-24 , 10:00 , BASE2 , 2000-01-24 , 12:04
LEG_24_43 , AIR7 , 2000-01-24 , 14:10 , BASE2 , 2000-01-24 , 16:51
LEG_24_44 , BASE2 , 2000-01-24 , 17:38 , AIR3 , 2000-01-24 , 19:23
LEG_24_45 , BASE2 , 2000-01-24 , 12:58 , AIR7 , 2000-01-24 , 15:41
LEG_24_46 , AIR5 , 2000-01-24 , 10:05 , BASE2 , 2000-01-24 , 12:07
LEG_24_47 , AIR7 , 2000-01-24 , 17:30 , BASE2 , 2000-01-24 , 20:08
LEG_24_48 , BASE2 , 2000-01-24 , 21:13 , AIR3 , 2000-01-24 , 23:06
LEG_24_49 , AIR16 , 2000-01-24 , 13:00 , BASE2 , 2000-01-24 , 14:43
LEG_24_50 , BASE2 , 2000-01-24 , 16:27 , AIR7 , 2000-01-24 , 19:22
LEG_24_51 , AIR7 , 2000-01-24 , 23:20 , BASE2 , 2000-01-25 , 01:55
LEG_24_52 , AIR3 , 2000-01-24 , 20:10 , BASE2 , 2000-01-24 , 22:17
LEG_24_53 , BASE2 , 2000-01-24 , 23:05 , AIR7 , 2000-01-25 , 02:01
LEG_24_54 , BASE2 , 2000-01-24 , 00:52 , AIR5 , 2000-01-24 , 02:33
LEG_24_55 , AIR7 , 2000-01-24 , 21:00 , BASE2 , 2000-01-24 , 23:43
LEG_24_56 , BASE2 , 2000-01-24 , 19:43 , AIR7 , 2000-01-24 , 22:29
LEG_24_57 , AIR17 , 2000-01-24 , 17:46 , BASE2 , 2000-01-24 , 18:37
LEG_24_58 , BASE3 , 2000-01-24 , 22:10 , AIR11 , 2000-01-25 , 00:35
LEG_24_59 , AIR18 , 2000-01-24 , 19:45 , BASE3 , 2000-01-24 , 21:17
LEG_24_60 , AIR11 , 2000-01-24 , 22:55 , BASE3 , 2000-01-25 , 01:05
LEG_24_61 , AIR11 , 2000-01-24 , 14:45 , BASE3 , 2000-01-24 , 16:53
LEG_24_62 , AIR18 , 2000-01-24 , 11:30 , BASE3 , 2000-01-24 , 13:00
LEG_24_63 , BASE3 , 2000-01-24 , 13:55 , AIR11 , 2000-01-24 , 16:18
LEG_24_64 , AIR1 , 2000-01-24 , 15:50 , BASE3 , 2000-01-24 , 17:10
LEG_24_65 , BASE3 , 2000-01-24 , 18:00 , AIR18 , 2000-01-24 , 19:37
LEG_24_66 , AIR18 , 2000-01-24 , 15:35 , BASE3 , 2000-01-24 , 17:02
LEG_24_67 , BASE3 , 2000-01-24 , 17:55 , AIR19 , 2000-01-24 , 20:45
LEG_24_68 , AIR19 , 2000-01-24 , 21:40 , BASE3 , 2000-01-25 , 00:53
LEG_24_69 , BASE3 , 2000-01-24 , 02:05 , AIR18 , 2000-01-24 , 03:32
LEG_24_70 , BASE3 , 2000-01-24 , 02:35 , AIR36 , 2000-01-24 , 03:53
LEG_24_71 , AIR7 , 2000-01-24 , 23:55 , BASE3 , 2000-01-25 , 01:30
LEG_24_72 , BASE3 , 2000-01-24 , 13:45 , AIR20 , 2000-01-24 , 15:42
LEG_24_73 , AIR20 , 2000-01-24 , 10:20 , BASE3 , 2000-01-24 , 12:34
LEG_24_74 , AIR20 , 2000-01-24 , 18:55 , BASE3 , 2000-01-24 , 21:11
LEG_24_75 , BASE3 , 2000-01-24 , 22:00 , AIR20 , 2000-01-25 , 00:02
LEG_24_76 , BASE3 , 2000-01-24 , 18:10 , AIR8 , 2000-01-24 , 19:48
LEG_24_77 , AIR21 , 2000-01-24 , 17:30 , BASE1 , 2000-01-24 , 20:15
LEG_24_78 , BASE1 , 2000-01-24 , 18:21 , AIR12 , 2000-01-24 , 20:53
LEG_24_79 , AIR21 , 2000-01-24 , 21:35 , BASE1 , 2000-01-25 , 00:24
LEG_24_80 , AIR23 , 2000-01-24 , 11:45 , BASE2 , 2000-01-24 , 14:43
LEG_24_81 , BASE2 , 2000-01-24 , 15:57 , AIR22 , 2000-01-24 , 16:55
LEG_24_82 , AIR17 , 2000-01-24 , 23:15 , BASE2 , 2000-01-25 , 00:09
LEG_24_83 , BASE2 , 2000-01-24 , 00:55 , AIR23 , 2000-01-24 , 03:49
LEG_24_84 , AIR12 , 2000-01-24 , 12:05 , BASE1 , 2000-01-24 , 15:03
LEG_24_85 , BASE1 , 2000-01-24 , 16:18 , AIR24 , 2000-01-24 , 19:10
LEG_24_86 , AIR24 , 2000-01-24 , 20:10 , BASE1 , 2000-01-24 , 22:47
LEG_24_87 , BASE1 , 2000-01-24 , 00:14 , AIR26 , 2000-01-24 , 01:19
LEG_24_88 , AIR18 , 2000-01-24 , 18:05 , BASE1 , 2000-01-24 , 20:42
LEG_24_89 , BASE1 , 2000-01-24 , 22:07 , AIR24 , 2000-01-25 , 00:59
LEG_24_90 , BASE1 , 2000-01-24 , 18:09 , AIR15 , 2000-01-24 , 20:59
LEG_24_91 , AIR24 , 2000-01-24 , 14:10 , BASE1 , 2000-01-24 , 16:48
LEG_24_92 , BASE1 , 2000-01-24 , 02:01 , AIR24 , 2000-01-24 , 04:55
LEG_24_93 , AIR3 , 2000-01-24 , 21:40 , BASE1 , 2000-01-25 , 00:45
LEG_24_94 , BASE1 , 2000-01-24 , 20:30 , AIR7 , 2000-01-24 , 23:01
LEG_24_95 , AIR24 , 2000-01-24 , 16:40 , BASE1 , 2000-01-24 , 19:19
LEG_24_96 , AIR26 , 2000-01-24 , 11:40 , BASE1 , 2000-01-24 , 12:43
LEG_24_97 , BASE1 , 2000-01-24 , 14:15 , AIR25 , 2000-01-24 , 17:56
LEG_24_98 , BASE1 , 2000-01-24 , 18:06 , AIR26 , 2000-01-24 , 18:58
LEG_24_99 , AIR25 , 2000-01-24 , 13:50 , BASE1 , 2000-01-24 , 17:18
LEG_24_100 , BASE1 , 2000-01-24 , 22:15 , AIR25 , 2000-01-25 , 01:53
LEG_24_101 , AIR25 , 2000-01-24 , 19:10 , BASE1 , 2000-01-24 , 22:35
LEG_24_102 , AIR27 , 2000-01-24 , 16:05 , BASE1 , 2000-01-24 , 17:31
LEG_24_103 , AIR30 , 2000-01-24 , 11:45 , BASE1 , 2000-01-24 , 12:38
LEG_24_104 , BASE1 , 2000-01-24 , 14:00 , AIR27 , 2000-01-24 , 15:24
LEG_24_105 , BASE3 , 2000-01-24 , 13:45 , AIR18 , 2000-01-24 , 15:21
LEG_24_106 , AIR15 , 2000-01-24 , 11:05 , BASE3 , 2000-01-24 , 12:50
LEG_24_107 , AIR28 , 2000-01-24 , 12:10 , BASE2 , 2000-01-24 , 13:24
LEG_24_108 , BASE2 , 2000-01-24 , 14:37 , AIR12 , 2000-01-24 , 16:20
LEG_24_109 , AIR11 , 2000-01-24 , 14:00 , BASE2 , 2000-01-24 , 16:48
LEG_24_110 , BASE2 , 2000-01-24 , 17:44 , AIR20 , 2000-01-24 , 19:07
LEG_24_111 , AIR11 , 2000-01-24 , 17:15 , BASE2 , 2000-01-24 , 20:03
LEG_24_112 , AIR22 , 2000-01-24 , 17:35 , BASE2 , 2000-01-24 , 18:32
LEG_24_113 , BASE2 , 2000-01-24 , 19:21 , AIR11 , 2000-01-24 , 22:27
LEG_24_114 , AIR11 , 2000-01-24 , 23:25 , BASE2 , 2000-01-25 , 02:12
LEG_24_115 , AIR29 , 2000-01-24 , 20:05 , BASE1 , 2000-01-24 , 22:18
LEG_24_116 , BASE1 , 2000-01-24 , 23:45 , AIR30 , 2000-01-25 , 00:44
LEG_24_117 , AIR18 , 2000-01-24 , 13:00 , BASE1 , 2000-01-24 , 15:42
LEG_24_118 , BASE1 , 2000-01-24 , 16:36 , AIR29 , 2000-01-24 , 19:03
LEG_24_119 , AIR29 , 2000-01-24 , 14:40 , BASE1 , 2000-01-24 , 16:55
LEG_24_120 , BASE1 , 2000-01-24 , 18:10 , AIR21 , 2000-01-24 , 20:36
LEG_24_121 , BASE1 , 2000-01-24 , 02:15 , AIR29 , 2000-01-24 , 04:48
LEG_24_122 , AIR18 , 2000-01-24 , 22:35 , BASE1 , 2000-01-25 , 01:12
LEG_24_123 , AIR31 , 2000-01-24 , 14:05 , BASE1 , 2000-01-24 , 16:48
LEG_24_124 , BASE1 , 2000-01-24 , 18:03 , AIR3 , 2000-01-24 , 20:40
LEG_24_125 , BASE1 , 2000-01-24 , 16:23 , AIR31 , 2000-01-24 , 19:20
LEG_24_126 , AIR21 , 2000-01-24 , 12:10 , BASE1 , 2000-01-24 , 14:53
LEG_24_127 , BASE1 , 2000-01-24 , 00:09 , AIR18 , 2000-01-24 , 02:56
