#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_03_0 , AIR1 , 2000-01-03 , 12:00 , BASE1 , 2000-01-03 , 13:21
LEG_03_1 , BASE1 , 2000-01-03 , 14:13 , AIR2 , 2000-01-03 , 18:00
LEG_03_2 , AIR2 , 2000-01-03 , 22:35 , BASE1 , 2000-01-04 , 02:02
LEG_03_3 , BASE1 , 2000-01-03 , 03:01 , BASE3 , 2000-01-03 , 04:50
LEG_03_4 , BASE1 , 2000-01-03 , 23:38 , AIR3 , 2000-01-04 , 02:21
LEG_03_5 , AIR2 , 2000-01-03 , 19:05 , BASE1 , 2000-01-03 , 22:33
LEG_03_6 , BASE1 , 2000-01-03 , 16:32 , AIR2 , 2000-01-03 , 20:26
LEG_03_7 , AIR3 , 2000-01-03 , 12:15 , BASE1 , 2000-01-03 , 15:20
LEG_03_8 , BASE1 , 2000-01-03 , 01:00 , AIR28 , 2000-01-03 , 02:12
LEG_03_9 , AIR5 , 2000-01-03 , 20:15 , BASE2 , 2000-01-03 , 22:18
LEG_03_10 , BASE2 , 2000-01-03 , 23:09 , AIR4 , 2000-01-04 , 04:19
LEG_03_11 , BASE2 , 2000-01-03 , 21:31 , AIR6 , 2000-01-03 , 22:51
LEG_03_12 , AIR4 , 2000-01-03 , 15:35 , BASE2 , 2000-01-03 , 20:12
LEG_03_13 , BASE1 , 2000-01-03 , 00:12 , AIR1 , 2000-01-03 , 01:47
LEG_03_14 , BASE1 , 2000-01-03 , 12:10 , AIR7 , 2000-01-03 , 14:45
LEG_03_15 , AIR7 , 2000-01-03 , 18:15 , BASE1 , 2000-01-03 , 20:43
LEG_03_16 , BASE1 , 2000-01-03 , 22:20 , AIR7 , 2000-01-04 , 00:50
LEG_03_17 , AIR7 , 2000-01-03 , 21:55 , BASE1 , 2000-01-04 , 00:14
LEG_03_18 , BASE1 , 2000-01-03 , 18:41 , AIR7 , 2000-01-03 , 21:05
LEG_03_19 , AIR7 , 2000-01-03 , 11:10 , BASE1 , 2000-01-03 , 13:30
LEG_03_20 , BASE1 , 2000-01-03 , 14:29 , AIR7 , 2000-01-03 , 16:57
LEG_03_21 , BASE1 , 2000-01-03 , 23:57 , AIR7 , 2000-01-04 , 02:31
LEG_03_22 , AIR8 , 2000-01-03 , 20:50 , BASE2 , 2000-01-03 , 21:52
LEG_03_23 , BASE3 , 2000-01-03 , 11:00 , BASE1 , 2000-01-03 , 13:02
LEG_03_24 , BASE3 , 2000-01-03 , 02:05 , BASE1 , 2000-01-03 , 03:58
LEG_03_25 , AIR9 , 2000-01-03 , 19:35 , BASE1 , 2000-01-03 , 22:48
LEG_03_26 , BASE1 , 2000-01-03 , 23:43 , AIR10 , 2000-01-04 , 01:08
LEG_03_27 , BASE1 , 2000-01-03 , 19:38 , AIR11 , 2000-01-03 , 21:33
LEG_03_28 , BASE1 , 2000-01-03 , 23:36 , AIR12 , 2000-01-04 , 02:14
LEG_03_29 , AIR13 , 2000-01-03 , 19:10 , BASE1 , 2000-01-03 , 22:14
LEG_03_30 , BASE1 , 2000-01-03 , 14:30 , AIR13 , 2000-01-03 , 17:53
LEG_03_31 , AIR14 , 2000-01-03 , 10:15 , BASE1 , 2000-01-03 , 13:03
LEG_03_32 , AIR15 , 2000-01-03 , 12:50 , BASE1 , 2000-01-03 , 15:31
LEG_03_33 , BASE3 , 2000-01-03 , 13:58 , AIR9 , 2000-01-03 , 16:29
LEG_03_34 , BASE3 , 2000-01-03 , 02:10 , AIR15 , 2000-01-03 , 03:52
LEG_03_35 , AIR9 , 2000-01-03 , 21:55 , BASE3 , 2000-01-04 , 00:55
LEG_03_36 , AIR7 , 2000-01-03 , 15:30 , BASE3 , 2000-01-03 , 16:54
LEG_03_37 , BASE3 , 2000-01-03 , 17:45 , AIR9 , 2000-01-03 , 20:26
LEG_03_38 , AIR9 , 2000-01-03 , 18:29 , BASE3 , 2000-01-03 , 21:28
LEG_03_39 , BASE2 , 2000-01-03 , 13:03 , AIR1 , 2000-01-03 , 15:05
LEG_03_40 , AIR3 , 2000-01-03 , 10:00 , BASE2 , 2000-01-03 , 12:04
LEG_03_41 , AIR7 , 2000-01-03 , 14:10 , BASE2 , 2000-01-03 , 16:51
LEG_03_42 , BASE2 , 2000-01-03 , 17:38 , AIR3 , 2000-01-03 , 19:23
LEG_03_43 , BASE2 , 2000-01-03 , 12:58 , AIR7 , 2000-01-03 , 15:41
LEG_03_44 , AIR5 , 2000-01-03 , 10:05 , BASE2 , 2000-01-03 , 12:07
LEG_03_45 , AIR7 , 2000-01-03 , 17:30 , BASE2 , 2000-01-03 , 20:08
LEG_03_46 , BASE2 , 2000-01-03 , 21:13 , AIR3 , 2000-01-03 , 23:06
LEG_03_47 , AIR16 , 2000-01-03 , 13:00 , BASE2 , 2000-01-03 , 14:43
LEG_03_48 , BASE2 , 2000-01-03 , 16:27 , AIR7 , 2000-01-03 , 19:22
LEG_03_49 , AIR7 , 2000-01-03 , 23:20 , BASE2 , 2000-01-04 , 01:55
LEG_03_50 , AIR3 , 2000-01-03 , 20:10 , BASE2 , 2000-01-03 , 22:17
LEG_03_51 , BASE2 , 2000-01-03 , 23:05 , AIR7 , 2000-01-04 , 02:01
LEG_03_52 , BASE2 , 2000-01-03 , 00:52 , AIR5 , 2000-01-03 , 02:33
LEG_03_53 , AIR7 , 2000-01-03 , 21:00 , BASE2 , 2000-01-03 , 23:43
LEG_03_54 , BASE2 , 2000-01-03 , 19:43 , AIR7 , 2000-01-03 , 22:29
LEG_03_55 , AIR17 , 2000-01-03 , 17:46 , BASE2 , 2000-01-03 , 18:37
LEG_03_56 , BASE3 , 2000-01-03 , 22:10 , AIR11 , 2000-01-04 , 00:35
LEG_03_57 , AIR18 , 2000-01-03 , 19:45 , BASE3 , 2000-01-03 , 21:17
LEG_03_58 , AIR11 , 2000-01-03 , 22:55 , BASE3 , 2000-01-04 , 01:05
LEG_03_59 , AIR11 , 2000-01-03 , 14:45 , BASE3 , 2000-01-03 , 16:53
LEG_03_60 , AIR18 , 2000-01-03 , 11:30 , BASE3 , 2000-01-03 , 13:00
LEG_03_61 , BASE3 , 2000-01-03 , 13:55 , AIR11 , 2000-01-03 , 16:18
LEG_03_62 , AIR1 , 2000-01-03 , 15:50 , BASE3 , 2000-01-03 , 17:10
LEG_03_63 , BASE3 , 2000-01-03 , 18:00 , AIR18 , 2000-01-03 , 19:37
LEG_03_64 , AIR18 , 2000-01-03 , 15:35 , BASE3 , 2000-01-03 , 17:02
LEG_03_65 , BASE3 , 2000-01-03 , 17:55 , AIR19 , 2000-01-03 , 20:45
LEG_03_66 , AIR19 , 2000-01-03 , 21:40 , BASE3 , 2000-01-04 , 00:53
LEG_03_67 , BASE3 , 2000-01-03 , 02:05 , AIR18 , 2000-01-03 , 03:32
LEG_03_68 , BASE3 , 2000-01-03 , 02:35 , AIR36 , 2000-01-03 , 03:53
LEG_03_69 , AIR7 , 2000-01-03 , 23:55 , BASE3 , 2000-01-04 , 01:30
LEG_03_70 , BASE3 , 2000-01-03 , 13:45 , AIR20 , 2000-01-03 , 15:42
LEG_03_71 , AIR20 , 2000-01-03 , 10:20 , BASE3 , 2000-01-03 , 12:34
LEG_03_72 , AIR20 , 2000-01-03 , 18:55 , BASE3 , 2000-01-03 , 21:11
LEG_03_73 , BASE3 , 2000-01-03 , 22:00 , AIR20 , 2000-01-04 , 00:02
LEG_03_74 , BASE3 , 2000-01-03 , 18:10 , AIR8 , 2000-01-03 , 19:48
LEG_03_75 , AIR21 , 2000-01-03 , 17:30 , BASE1 , 2000-01-03 , 20:15
LEG_03_76 , BASE1 , 2000-01-03 , 18:21 , AIR12 , 2000-01-03 , 20:53
LEG_03_77 , AIR21 , 2000-01-03 , 21:35 , BASE1 , 2000-01-04 , 00:24
LEG_03_78 , AIR23 , 2000-01-03 , 11:45 , BASE2 , 2000-01-03 , 14:43
LEG_03_79 , BASE2 , 2000-01-03 , 15:57 , AIR22 , 2000-01-03 , 16:55
LEG_03_80 , AIR17 , 2000-01-03 , 23:15 , BASE2 , 2000-01-04 , 00:09
LEG_03_81 , BASE2 , 2000-01-03 , 00:55 , AIR23 , 2000-01-03 , 03:49
LEG_03_82 , AIR12 , 2000-01-03 , 12:05 , BASE1 , 2000-01-03 , 15:03
LEG_03_83 , BASE1 , 2000-01-03 , 16:18 , AIR24 , 2000-01-03 , 19:10
LEG_03_84 , AIR24 , 2000-01-03 , 20:10 , BASE1 , 2000-01-03 , 22:47
LEG_03_85 , BASE1 , 2000-01-03 , 00:14 , AIR26 , 2000-01-03 , 01:19
LEG_03_86 , AIR18 , 2000-01-03 , 18:05 , BASE1 , 2000-01-03 , 20:42
LEG_03_87 , BASE1 , 2000-01-03 , 22:07 , AIR24 , 2000-01-04 , 00:59
LEG_03_88 , BASE1 , 2000-01-03 , 18:09 , AIR15 , 2000-01-03 , 20:59
LEG_03_89 , AIR24 , 2000-01-03 , 14:10 , BASE1 , 2000-01-03 , 16:48
LEG_03_90 , BASE1 , 2000-01-03 , 02:01 , AIR24 , 2000-01-03 , 04:55
LEG_03_91 , AIR3 , 2000-01-03 , 21:40 , BASE1 , 2000-01-04 , 00:45
LEG_03_92 , BASE1 , 2000-01-03 , 20:30 , AIR7 , 2000-01-03 , 23:01
LEG_03_93 , AIR24 , 2000-01-03 , 16:40 , BASE1 , 2000-01-03 , 19:19
LEG_03_94 , AIR26 , 2000-01-03 , 11:40 , BASE1 , 2000-01-03 , 12:43
LEG_03_95 , BASE1 , 2000-01-03 , 14:15 , AIR25 , 2000-01-03 , 17:56
LEG_03_96 , BASE1 , 2000-01-03 , 18:06 , AIR26 , 2000-01-03 , 18:58
LEG_03_97 , AIR25 , 2000-01-03 , 13:50 , BASE1 , 2000-01-03 , 17:18
LEG_03_98 , BASE1 , 2000-01-03 , 22:15 , AIR25 , 2000-01-04 , 01:53
LEG_03_99 , AIR25 , 2000-01-03 , 19:10 , BASE1 , 2000-01-03 , 22:35
LEG_03_100 , AIR27 , 2000-01-03 , 16:05 , BASE1 , 2000-01-03 , 17:31
LEG_03_101 , AIR30 , 2000-01-03 , 11:45 , BASE1 , 2000-01-03 , 12:38
LEG_03_102 , BASE1 , 2000-01-03 , 14:00 , AIR27 , 2000-01-03 , 15:24
LEG_03_103 , BASE3 , 2000-01-03 , 13:45 , AIR18 , 2000-01-03 , 15:21
LEG_03_104 , AIR15 , 2000-01-03 , 11:05 , BASE3 , 2000-01-03 , 12:50
LEG_03_105 , AIR28 , 2000-01-03 , 12:10 , BASE2 , 2000-01-03 , 13:24
LEG_03_106 , BASE2 , 2000-01-03 , 14:37 , AIR12 , 2000-01-03 , 16:20
LEG_03_107 , AIR11 , 2000-01-03 , 17:15 , BASE2 , 2000-01-03 , 20:03
LEG_03_108 , AIR22 , 2000-01-03 , 17:35 , BASE2 , 2000-01-03 , 18:32
LEG_03_109 , BASE2 , 2000-01-03 , 19:21 , AIR11 , 2000-01-03 , 22:27
LEG_03_110 , AIR11 , 2000-01-03 , 23:25 , BASE2 , 2000-01-04 , 02:12
LEG_03_111 , AIR29 , 2000-01-03 , 20:05 , BASE1 , 2000-01-03 , 22:18
LEG_03_112 , BASE1 , 2000-01-03 , 23:45 , AIR30 , 2000-01-04 , 00:44
LEG_03_113 , AIR18 , 2000-01-03 , 13:00 , BASE1 , 2000-01-03 , 15:42
LEG_03_114 , BASE1 , 2000-01-03 , 16:36 , AIR29 , 2000-01-03 , 19:03
LEG_03_115 , AIR29 , 2000-01-03 , 14:40 , BASE1 , 2000-01-03 , 16:55
LEG_03_116 , BASE1 , 2000-01-03 , 18:10 , AIR21 , 2000-01-03 , 20:36
LEG_03_117 , BASE1 , 2000-01-03 , 02:15 , AIR29 , 2000-01-03 , 04:48
LEG_03_118 , AIR18 , 2000-01-03 , 22:35 , BASE1 , 2000-01-04 , 01:12
LEG_03_119 , AIR31 , 2000-01-03 , 14:05 , BASE1 , 2000-01-03 , 16:48
LEG_03_120 , BASE1 , 2000-01-03 , 18:03 , AIR3 , 2000-01-03 , 20:40
LEG_03_121 , BASE1 , 2000-01-03 , 16:23 , AIR31 , 2000-01-03 , 19:20
LEG_03_122 , AIR21 , 2000-01-03 , 12:10 , BASE1 , 2000-01-03 , 14:53
LEG_03_123 , BASE1 , 2000-01-03 , 00:09 , AIR18 , 2000-01-03 , 02:56
LEG_03_124 , AIR31 , 2000-01-03 , 20:10 , BASE1 , 2000-01-03 , 22:55
LEG_03_125 , BASE1 , 2000-01-03 , 01:58 , AIR31 , 2000-01-03 , 04:54
LEG_03_126 , AIR15 , 2000-01-03 , 21:50 , BASE1 , 2000-01-04 , 00:32
LEG_03_127 , BASE1 , 2000-01-03 , 22:03 , AIR31 , 2000-01-04 , 01:03
LEG_03_128 , AIR12 , 2000-01-03 , 17:40 , BASE1 , 2000-01-03 , 20:33
LEG_03_129 , AIR31 , 2000-01-03 , 11:53 , BASE1 , 2000-01-03 , 14:40
LEG_03_130 , BASE1 , 2000-01-03 , 15:43 , AIR20 , 2000-01-03 , 17:58
LEG_03_131 , BASE1 , 2000-01-03 , 16:41 , AIR32 , 2000-01-03 , 18:48
LEG_03_132 , BASE1 , 2000-01-03 , 15:34 , AIR9 , 2000-01-03 , 18:18
LEG_03_133 , AIR32 , 2000-01-03 , 12:25 , BASE1 , 2000-01-03 , 14:28
LEG_03_134 , AIR12 , 2000-01-03 , 21:50 , BASE1 , 2000-01-04 , 00:52
LEG_03_135 , BASE1 , 2000-01-03 , 02:06 , AIR32 , 2000-01-03 , 04:05
LEG_03_136 , BASE2 , 2000-01-03 , 21:07 , AIR27 , 2000-01-03 , 22:13
LEG_03_137 , BASE2 , 2000-01-03 , 01:10 , AIR3 , 2000-01-03 , 02:55
LEG_03_138 , AIR27 , 2000-01-03 , 23:00 , BASE2 , 2000-01-04 , 00:12
LEG_03_139 , AIR3 , 2000-01-03 , 13:20 , BASE2 , 2000-01-03 , 15:23
LEG_03_140 , BASE2 , 2000-01-03 , 16:08 , AIR17 , 2000-01-03 , 16:59
LEG_03_141 , BASE1 , 2000-01-03 , 23:35 , AIR21 , 2000-01-04 , 01:59
LEG_03_142 , AIR33 , 2000-01-03 , 19:10 , BASE1 , 2000-01-03 , 22:23
LEG_03_143 , BASE1 , 2000-01-03 , 14:23 , AIR33 , 2000-01-03 , 18:00
LEG_03_144 , AIR7 , 2000-01-03 , 12:45 , BASE1 , 2000-01-03 , 15:05
LEG_03_145 , BASE1 , 2000-01-03 , 16:27 , AIR34 , 2000-01-03 , 19:14
LEG_03_146 , AIR28 , 2000-01-03 , 23:00 , BASE1 , 2000-01-04 , 00:29
LEG_03_147 , BASE1 , 2000-01-03 , 02:11 , AIR34 , 2000-01-03 , 04:57
LEG_03_148 , AIR34 , 2000-01-03 , 14:10 , BASE1 , 2000-01-03 , 16:45
LEG_03_149 , AIR9 , 2000-01-03 , 17:29 , BASE1 , 2000-01-03 , 20:29
LEG_03_150 , BASE1 , 2000-01-03 , 21:52 , AIR34 , 2000-01-04 , 00:40
LEG_03_151 , BASE1 , 2000-01-03 , 20:00 , AIR28 , 2000-01-03 , 21:24
LEG_03_152 , AIR34 , 2000-01-03 , 16:15 , BASE1 , 2000-01-03 , 18:56
LEG_03_153 , BASE1 , 2000-01-03 , 23:51 , AIR15 , 2000-01-04 , 02:40
LEG_03_154 , AIR34 , 2000-01-03 , 20:20 , BASE1 , 2000-01-03 , 22:54
LEG_03_155 , BASE1 , 2000-01-03 , 14:10 , AIR35 , 2000-01-03 , 17:55
LEG_03_156 , AIR35 , 2000-01-03 , 19:05 , BASE1 , 2000-01-03 , 22:27
LEG_03_157 , AIR32 , 2000-01-03 , 20:15 , BASE1 , 2000-01-03 , 22:13
LEG_03_158 , AIR36 , 2000-01-03 , 12:15 , BASE2 , 2000-01-03 , 13:23
LEG_03_159 , BASE2 , 2000-01-03 , 14:45 , AIR21 , 2000-01-03 , 16:22
LEG_03_160 , AIR15 , 2000-01-03 , 17:15 , BASE2 , 2000-01-03 , 20:12
LEG_03_161 , BASE2 , 2000-01-03 , 21:12 , AIR17 , 2000-01-03 , 22:02
LEG_03_162 , AIR6 , 2000-01-03 , 10:30 , BASE2 , 2000-01-03 , 11:44
LEG_03_163 , BASE2 , 2000-01-03 , 13:09 , AIR15 , 2000-01-03 , 16:21
LEG_03_164 , AIR18 , 2000-01-03 , 14:20 , BASE1 , 2000-01-03 , 17:02
LEG_03_165 , BASE1 , 2000-01-03 , 12:04 , AIR18 , 2000-01-03 , 14:49
LEG_03_166 , AIR18 , 2000-01-03 , 16:05 , BASE1 , 2000-01-03 , 18:42
LEG_03_167 , AIR10 , 2000-01-03 , 11:45 , BASE1 , 2000-01-03 , 13:06
LEG_03_168 , BASE1 , 2000-01-03 , 14:26 , AIR18 , 2000-01-03 , 17:16
LEG_03_169 , AIR26 , 2000-01-03 , 19:50 , BASE1 , 2000-01-03 , 20:53
LEG_03_170 , BASE1 , 2000-01-03 , 21:56 , AIR18 , 2000-01-04 , 00:43
LEG_03_171 , BASE1 , 2000-01-03 , 18:31 , AIR18 , 2000-01-03 , 21:12
LEG_03_172 , BASE2 , 2000-01-03 , 13:20 , AIR38 , 2000-01-03 , 17:56
LEG_03_173 , BASE2 , 2000-01-03 , 01:08 , AIR14 , 2000-01-03 , 02:40
LEG_03_174 , AIR38 , 2000-01-03 , 19:15 , BASE2 , 2000-01-03 , 23:27
LEG_03_175 , AIR18 , 2000-01-03 , 12:10 , BASE2 , 2000-01-03 , 14:48
LEG_03_176 , BASE2 , 2000-01-03 , 15:58 , AIR9 , 2000-01-03 , 17:46
LEG_03_177 , AIR18 , 2000-01-03 , 16:55 , BASE2 , 2000-01-03 , 19:41
LEG_03_178 , BASE2 , 2000-01-03 , 20:58 , AIR16 , 2000-01-03 , 22:31
LEG_03_179 , BASE2 , 2000-01-03 , 13:00 , AIR18 , 2000-01-03 , 15:57
LEG_03_180 , BASE2 , 2000-01-03 , 17:43 , AIR5 , 2000-01-03 , 19:27
LEG_03_181 , AIR18 , 2000-01-03 , 14:00 , BASE2 , 2000-01-03 , 16:45
LEG_03_182 , AIR6 , 2000-01-03 , 13:45 , BASE2 , 2000-01-03 , 15:01
LEG_03_183 , BASE2 , 2000-01-03 , 16:04 , AIR18 , 2000-01-03 , 18:59
LEG_03_184 , AIR20 , 2000-01-03 , 16:35 , BASE2 , 2000-01-03 , 18:10
