#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_09_0 , AIR1 , 2000-01-09 , 12:00 , BASE1 , 2000-01-09 , 13:21
LEG_09_1 , BASE1 , 2000-01-09 , 14:13 , AIR2 , 2000-01-09 , 18:00
LEG_09_2 , AIR2 , 2000-01-09 , 22:35 , BASE1 , 2000-01-10 , 02:02
LEG_09_3 , BASE1 , 2000-01-09 , 03:01 , BASE3 , 2000-01-09 , 04:50
LEG_09_4 , BASE1 , 2000-01-09 , 23:38 , AIR3 , 2000-01-10 , 02:21
LEG_09_5 , AIR2 , 2000-01-09 , 19:05 , BASE1 , 2000-01-09 , 22:33
LEG_09_6 , BASE1 , 2000-01-09 , 16:32 , AIR2 , 2000-01-09 , 20:26
LEG_09_7 , AIR3 , 2000-01-09 , 12:15 , BASE1 , 2000-01-09 , 15:20
LEG_09_8 , BASE1 , 2000-01-09 , 01:00 , AIR28 , 2000-01-09 , 02:12
LEG_09_9 , AIR5 , 2000-01-09 , 20:15 , BASE2 , 2000-01-09 , 22:18
LEG_09_10 , BASE2 , 2000-01-09 , 23:09 , AIR4 , 2000-01-10 , 04:19
LEG_09_11 , BASE2 , 2000-01-09 , 21:31 , AIR6 , 2000-01-09 , 22:51
LEG_09_12 , AIR4 , 2000-01-09 , 15:35 , BASE2 , 2000-01-09 , 20:12
LEG_09_13 , BASE1 , 2000-01-09 , 00:12 , AIR1 , 2000-01-09 , 01:47
LEG_09_14 , BASE1 , 2000-01-09 , 12:10 , AIR7 , 2000-01-09 , 14:45
LEG_09_15 , AIR7 , 2000-01-09 , 18:15 , BASE1 , 2000-01-09 , 20:43
LEG_09_16 , BASE1 , 2000-01-09 , 22:20 , AIR7 , 2000-01-10 , 00:50
LEG_09_17 , AIR7 , 2000-01-09 , 21:55 , BASE1 , 2000-01-10 , 00:14
LEG_09_18 , BASE1 , 2000-01-09 , 18:41 , AIR7 , 2000-01-09 , 21:05
LEG_09_19 , AIR7 , 2000-01-09 , 11:10 , BASE1 , 2000-01-09 , 13:30
LEG_09_20 , BASE1 , 2000-01-09 , 14:29 , AIR7 , 2000-01-09 , 16:57
LEG_09_21 , BASE1 , 2000-01-09 , 23:57 , AIR7 , 2000-01-10 , 02:31
LEG_09_22 , AIR8 , 2000-01-09 , 20:50 , BASE2 , 2000-01-09 , 21:52
LEG_09_23 , BASE3 , 2000-01-09 , 11:00 , BASE1 , 2000-01-09 , 13:02
LEG_09_24 , BASE3 , 2000-01-09 , 02:05 , BASE1 , 2000-01-09 , 03:58
LEG_09_25 , AIR9 , 2000-01-09 , 19:35 , BASE1 , 2000-01-09 , 22:48
LEG_09_26 , BASE1 , 2000-01-09 , 23:43 , AIR10 , 2000-01-10 , 01:08
LEG_09_27 , BASE1 , 2000-01-09 , 19:38 , AIR11 , 2000-01-09 , 21:33
LEG_09_28 , BASE1 , 2000-01-09 , 23:36 , AIR12 , 2000-01-10 , 02:14
LEG_09_29 , AIR13 , 2000-01-09 , 19:10 , BASE1 , 2000-01-09 , 22:14
LEG_09_30 , BASE1 , 2000-01-09 , 14:30 , AIR13 , 2000-01-09 , 17:53
LEG_09_31 , AIR14 , 2000-01-09 , 10:15 , BASE1 , 2000-01-09 , 13:03
LEG_09_32 , AIR15 , 2000-01-09 , 12:50 , BASE1 , 2000-01-09 , 15:31
LEG_09_33 , BASE3 , 2000-01-09 , 13:58 , AIR9 , 2000-01-09 , 16:29
LEG_09_34 , BASE3 , 2000-01-09 , 02:10 , AIR15 , 2000-01-09 , 03:52
LEG_09_35 , AIR9 , 2000-01-09 , 21:55 , BASE3 , 2000-01-10 , 00:55
LEG_09_36 , AIR7 , 2000-01-09 , 15:30 , BASE3 , 2000-01-09 , 16:54
LEG_09_37 , BASE3 , 2000-01-09 , 17:45 , AIR9 , 2000-01-09 , 20:26
LEG_09_38 , AIR9 , 2000-01-09 , 18:29 , BASE3 , 2000-01-09 , 21:28
LEG_09_39 , BASE2 , 2000-01-09 , 13:03 , AIR1 , 2000-01-09 , 15:05
LEG_09_40 , AIR3 , 2000-01-09 , 10:00 , BASE2 , 2000-01-09 , 12:04
LEG_09_41 , AIR7 , 2000-01-09 , 14:10 , BASE2 , 2000-01-09 , 16:51
LEG_09_42 , BASE2 , 2000-01-09 , 17:38 , AIR3 , 2000-01-09 , 19:23
LEG_09_43 , BASE2 , 2000-01-09 , 12:58 , AIR7 , 2000-01-09 , 15:41
LEG_09_44 , AIR5 , 2000-01-09 , 10:05 , BASE2 , 2000-01-09 , 12:07
LEG_09_45 , AIR7 , 2000-01-09 , 17:30 , BASE2 , 2000-01-09 , 20:08
LEG_09_46 , BASE2 , 2000-01-09 , 21:13 , AIR3 , 2000-01-09 , 23:06
LEG_09_47 , AIR16 , 2000-01-09 , 13:00 , BASE2 , 2000-01-09 , 14:43
LEG_09_48 , BASE2 , 2000-01-09 , 16:27 , AIR7 , 2000-01-09 , 19:22
LEG_09_49 , AIR7 , 2000-01-09 , 23:20 , BASE2 , 2000-01-10 , 01:55
LEG_09_50 , AIR3 , 2000-01-09 , 20:10 , BASE2 , 2000-01-09 , 22:17
LEG_09_51 , BASE2 , 2000-01-09 , 23:05 , AIR7 , 2000-01-10 , 02:01
LEG_09_52 , BASE2 , 2000-01-09 , 00:52 , AIR5 , 2000-01-09 , 02:33
LEG_09_53 , AIR7 , 2000-01-09 , 21:00 , BASE2 , 2000-01-09 , 23:43
LEG_09_54 , BASE2 , 2000-01-09 , 19:43 , AIR7 , 2000-01-09 , 22:29
LEG_09_55 , AIR17 , 2000-01-09 , 17:46 , BASE2 , 2000-01-09 , 18:37
LEG_09_56 , BASE3 , 2000-01-09 , 22:10 , AIR11 , 2000-01-10 , 00:35
LEG_09_57 , AIR18 , 2000-01-09 , 19:45 , BASE3 , 2000-01-09 , 21:17
LEG_09_58 , AIR11 , 2000-01-09 , 22:55 , BASE3 , 2000-01-10 , 01:05
LEG_09_59 , AIR11 , 2000-01-09 , 14:45 , BASE3 , 2000-01-09 , 16:53
LEG_09_60 , AIR18 , 2000-01-09 , 11:30 , BASE3 , 2000-01-09 , 13:00
LEG_09_61 , BASE3 , 2000-01-09 , 13:55 , AIR11 , 2000-01-09 , 16:18
LEG_09_62 , AIR1 , 2000-01-09 , 15:50 , BASE3 , 2000-01-09 , 17:10
LEG_09_63 , BASE3 , 2000-01-09 , 18:00 , AIR18 , 2000-01-09 , 19:37
LEG_09_64 , AIR18 , 2000-01-09 , 15:35 , BASE3 , 2000-01-09 , 17:02
LEG_09_65 , BASE3 , 2000-01-09 , 17:55 , AIR19 , 2000-01-09 , 20:45
LEG_09_66 , AIR19 , 2000-01-09 , 21:40 , BASE3 , 2000-01-10 , 00:53
LEG_09_67 , BASE3 , 2000-01-09 , 02:05 , AIR18 , 2000-01-09 , 03:32
LEG_09_68 , BASE3 , 2000-01-09 , 02:35 , AIR36 , 2000-01-09 , 03:53
LEG_09_69 , AIR7 , 2000-01-09 , 23:55 , BASE3 , 2000-01-10 , 01:30
LEG_09_70 , BASE3 , 2000-01-09 , 13:45 , AIR20 , 2000-01-09 , 15:42
LEG_09_71 , AIR20 , 2000-01-09 , 10:20 , BASE3 , 2000-01-09 , 12:34
LEG_09_72 , AIR20 , 2000-01-09 , 18:55 , BASE3 , 2000-01-09 , 21:11
LEG_09_73 , BASE3 , 2000-01-09 , 22:00 , AIR20 , 2000-01-10 , 00:02
LEG_09_74 , BASE3 , 2000-01-09 , 18:10 , AIR8 , 2000-01-09 , 19:48
LEG_09_75 , AIR21 , 2000-01-09 , 17:30 , BASE1 , 2000-01-09 , 20:15
LEG_09_76 , BASE1 , 2000-01-09 , 18:21 , AIR12 , 2000-01-09 , 20:53
LEG_09_77 , AIR21 , 2000-01-09 , 21:35 , BASE1 , 2000-01-10 , 00:24
LEG_09_78 , AIR23 , 2000-01-09 , 11:45 , BASE2 , 2000-01-09 , 14:43
LEG_09_79 , BASE2 , 2000-01-09 , 15:57 , AIR22 , 2000-01-09 , 16:55
LEG_09_80 , AIR17 , 2000-01-09 , 23:15 , BASE2 , 2000-01-10 , 00:09
LEG_09_81 , BASE2 , 2000-01-09 , 00:55 , AIR23 , 2000-01-09 , 03:49
LEG_09_82 , AIR12 , 2000-01-09 , 12:05 , BASE1 , 2000-01-09 , 15:03
LEG_09_83 , BASE1 , 2000-01-09 , 16:18 , AIR24 , 2000-01-09 , 19:10
LEG_09_84 , AIR24 , 2000-01-09 , 20:10 , BASE1 , 2000-01-09 , 22:47
LEG_09_85 , BASE1 , 2000-01-09 , 00:14 , AIR26 , 2000-01-09 , 01:19
LEG_09_86 , AIR18 , 2000-01-09 , 18:05 , BASE1 , 2000-01-09 , 20:42
LEG_09_87 , BASE1 , 2000-01-09 , 22:07 , AIR24 , 2000-01-10 , 00:59
LEG_09_88 , BASE1 , 2000-01-09 , 18:09 , AIR15 , 2000-01-09 , 20:59
LEG_09_89 , AIR24 , 2000-01-09 , 14:10 , BASE1 , 2000-01-09 , 16:48
LEG_09_90 , BASE1 , 2000-01-09 , 02:01 , AIR24 , 2000-01-09 , 04:55
LEG_09_91 , AIR3 , 2000-01-09 , 21:40 , BASE1 , 2000-01-10 , 00:45
LEG_09_92 , BASE1 , 2000-01-09 , 20:30 , AIR7 , 2000-01-09 , 23:01
LEG_09_93 , AIR24 , 2000-01-09 , 16:40 , BASE1 , 2000-01-09 , 19:19
LEG_09_94 , AIR26 , 2000-01-09 , 11:40 , BASE1 , 2000-01-09 , 12:43
LEG_09_95 , BASE1 , 2000-01-09 , 14:15 , AIR25 , 2000-01-09 , 17:56
LEG_09_96 , BASE1 , 2000-01-09 , 18:06 , AIR26 , 2000-01-09 , 18:58
LEG_09_97 , AIR25 , 2000-01-09 , 13:50 , BASE1 , 2000-01-09 , 17:18
LEG_09_98 , BASE1 , 2000-01-09 , 22:15 , AIR25 , 2000-01-10 , 01:53
LEG_09_99 , AIR25 , 2000-01-09 , 19:10 , BASE1 , 2000-01-09 , 22:35
LEG_09_100 , AIR27 , 2000-01-09 , 16:05 , BASE1 , 2000-01-09 , 17:31
LEG_09_101 , AIR30 , 2000-01-09 , 11:45 , BASE1 , 2000-01-09 , 12:38
LEG_09_102 , BASE1 , 2000-01-09 , 14:00 , AIR27 , 2000-01-09 , 15:24
LEG_09_103 , BASE3 , 2000-01-09 , 13:45 , AIR18 , 2000-01-09 , 15:21
LEG_09_104 , AIR15 , 2000-01-09 , 11:05 , BASE3 , 2000-01-09 , 12:50
LEG_09_105 , AIR28 , 2000-01-09 , 12:10 , BASE2 , 2000-01-09 , 13:24
LEG_09_106 , BASE2 , 2000-01-09 , 14:37 , AIR12 , 2000-01-09 , 16:20
