#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_16_0 , AIR1 , 2000-01-16 , 12:00 , BASE1 , 2000-01-16 , 13:21
LEG_16_1 , BASE1 , 2000-01-16 , 14:13 , AIR2 , 2000-01-16 , 18:00
LEG_16_2 , AIR2 , 2000-01-16 , 22:35 , BASE1 , 2000-01-17 , 02:02
LEG_16_3 , BASE1 , 2000-01-16 , 03:01 , BASE3 , 2000-01-16 , 04:50
LEG_16_4 , BASE1 , 2000-01-16 , 23:38 , AIR3 , 2000-01-17 , 02:21
LEG_16_5 , AIR2 , 2000-01-16 , 19:05 , BASE1 , 2000-01-16 , 22:33
LEG_16_6 , BASE1 , 2000-01-16 , 16:32 , AIR2 , 2000-01-16 , 20:26
LEG_16_7 , AIR3 , 2000-01-16 , 12:15 , BASE1 , 2000-01-16 , 15:20
LEG_16_8 , BASE1 , 2000-01-16 , 01:00 , AIR28 , 2000-01-16 , 02:12
LEG_16_9 , AIR5 , 2000-01-16 , 20:15 , BASE2 , 2000-01-16 , 22:18
LEG_16_10 , BASE2 , 2000-01-16 , 23:09 , AIR4 , 2000-01-17 , 04:19
LEG_16_11 , BASE2 , 2000-01-16 , 21:31 , AIR6 , 2000-01-16 , 22:51
LEG_16_12 , AIR4 , 2000-01-16 , 15:35 , BASE2 , 2000-01-16 , 20:12
LEG_16_13 , BASE1 , 2000-01-16 , 00:12 , AIR1 , 2000-01-16 , 01:47
LEG_16_14 , AIR20 , 2000-01-16 , 20:10 , BASE1 , 2000-01-16 , 22:53
LEG_16_15 , BASE1 , 2000-01-16 , 12:10 , AIR7 , 2000-01-16 , 14:45
LEG_16_16 , AIR7 , 2000-01-16 , 18:15 , BASE1 , 2000-01-16 , 20:43
LEG_16_17 , BASE1 , 2000-01-16 , 22:20 , AIR7 , 2000-01-17 , 00:50
LEG_16_18 , AIR7 , 2000-01-16 , 21:55 , BASE1 , 2000-01-17 , 00:14
LEG_16_19 , BASE1 , 2000-01-16 , 18:41 , AIR7 , 2000-01-16 , 21:05
LEG_16_20 , AIR7 , 2000-01-16 , 11:10 , BASE1 , 2000-01-16 , 13:30
LEG_16_21 , BASE1 , 2000-01-16 , 14:29 , AIR7 , 2000-01-16 , 16:57
LEG_16_22 , BASE1 , 2000-01-16 , 23:57 , AIR7 , 2000-01-17 , 02:31
LEG_16_23 , AIR8 , 2000-01-16 , 20:50 , BASE2 , 2000-01-16 , 21:52
LEG_16_24 , BASE3 , 2000-01-16 , 11:00 , BASE1 , 2000-01-16 , 13:02
LEG_16_25 , BASE3 , 2000-01-16 , 02:05 , BASE1 , 2000-01-16 , 03:58
LEG_16_26 , AIR9 , 2000-01-16 , 19:35 , BASE1 , 2000-01-16 , 22:48
LEG_16_27 , BASE1 , 2000-01-16 , 23:43 , AIR10 , 2000-01-17 , 01:08
LEG_16_28 , BASE1 , 2000-01-16 , 19:38 , AIR11 , 2000-01-16 , 21:33
LEG_16_29 , BASE1 , 2000-01-16 , 23:36 , AIR12 , 2000-01-17 , 02:14
LEG_16_30 , AIR13 , 2000-01-16 , 19:10 , BASE1 , 2000-01-16 , 22:14
LEG_16_31 , BASE1 , 2000-01-16 , 14:30 , AIR13 , 2000-01-16 , 17:53
LEG_16_32 , AIR14 , 2000-01-16 , 10:15 , BASE1 , 2000-01-16 , 13:03
LEG_16_33 , BASE1 , 2000-01-16 , 02:21 , AIR11 , 2000-01-16 , 04:16
LEG_16_34 , AIR15 , 2000-01-16 , 12:50 , BASE1 , 2000-01-16 , 15:31
LEG_16_35 , BASE3 , 2000-01-16 , 13:58 , AIR9 , 2000-01-16 , 16:29
LEG_16_36 , BASE3 , 2000-01-16 , 02:10 , AIR15 , 2000-01-16 , 03:52
LEG_16_37 , AIR9 , 2000-01-16 , 21:55 , BASE3 , 2000-01-17 , 00:55
LEG_16_38 , AIR7 , 2000-01-16 , 15:30 , BASE3 , 2000-01-16 , 16:54
LEG_16_39 , BASE3 , 2000-01-16 , 17:45 , AIR9 , 2000-01-16 , 20:26
LEG_16_40 , AIR9 , 2000-01-16 , 18:29 , BASE3 , 2000-01-16 , 21:28
LEG_16_41 , BASE2 , 2000-01-16 , 13:03 , AIR1 , 2000-01-16 , 15:05
LEG_16_42 , AIR3 , 2000-01-16 , 10:00 , BASE2 , 2000-01-16 , 12:04
LEG_16_43 , AIR7 , 2000-01-16 , 14:10 , BASE2 , 2000-01-16 , 16:51
LEG_16_44 , BASE2 , 2000-01-16 , 17:38 , AIR3 , 2000-01-16 , 19:23
LEG_16_45 , BASE2 , 2000-01-16 , 12:58 , AIR7 , 2000-01-16 , 15:41
LEG_16_46 , AIR5 , 2000-01-16 , 10:05 , BASE2 , 2000-01-16 , 12:07
LEG_16_47 , AIR7 , 2000-01-16 , 17:30 , BASE2 , 2000-01-16 , 20:08
LEG_16_48 , BASE2 , 2000-01-16 , 21:13 , AIR3 , 2000-01-16 , 23:06
LEG_16_49 , AIR16 , 2000-01-16 , 13:00 , BASE2 , 2000-01-16 , 14:43
LEG_16_50 , BASE2 , 2000-01-16 , 16:27 , AIR7 , 2000-01-16 , 19:22
LEG_16_51 , AIR7 , 2000-01-16 , 23:20 , BASE2 , 2000-01-17 , 01:55
LEG_16_52 , AIR3 , 2000-01-16 , 20:10 , BASE2 , 2000-01-16 , 22:17
LEG_16_53 , BASE2 , 2000-01-16 , 23:05 , AIR7 , 2000-01-17 , 02:01
