#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_31_0 , AIR12 , 2000-01-31 , 12:55 , BASE1 , 2000-01-31 , 15:55
LEG_31_1 , BASE1 , 2000-01-31 , 17:32 , AIR2 , 2000-01-31 , 21:28
LEG_31_2 , BASE1 , 2000-01-31 , 04:01 , BASE3 , 2000-01-31 , 05:54
LEG_31_3 , AIR2 , 2000-01-31 , 23:35 , BASE1 , 2000-02-01 , 03:08
LEG_31_4 , BASE1 , 2000-01-31 , 02:00 , AIR28 , 2000-01-31 , 03:16
LEG_31_5 , BASE2 , 2000-01-31 , 00:15 , AIR4 , 2000-01-31 , 05:16
LEG_31_6 , AIR3 , 2000-01-31 , 21:10 , BASE2 , 2000-01-31 , 23:12
LEG_31_8 , AIR4 , 2000-01-31 , 16:35 , BASE2 , 2000-01-31 , 21:06
LEG_31_9 , AIR20 , 2000-01-31 , 14:25 , BASE2 , 2000-01-31 , 15:58
LEG_31_10 , BASE2 , 2000-01-31 , 17:08 , AIR17 , 2000-01-31 , 17:53
LEG_31_11 , BASE2 , 2000-01-31 , 11:47 , AIR20 , 2000-01-31 , 13:08
LEG_31_12 , AIR45 , 2000-01-31 , 18:11 , BASE2 , 2000-01-31 , 21:11
LEG_31_13 , AIR28 , 2000-01-31 , 13:10 , BASE2 , 2000-01-31 , 14:21
LEG_31_14 , BASE2 , 2000-01-31 , 15:22 , AIR45 , 2000-01-31 , 18:20
LEG_31_15 , BASE2 , 2000-01-31 , 11:50 , AIR19 , 2000-01-31 , 13:33
LEG_31_16 , AIR42 , 2000-01-31 , 06:15 , BASE2 , 2000-01-31 , 10:36
LEG_31_17 , AIR22 , 2000-01-31 , 18:35 , BASE2 , 2000-01-31 , 19:28
LEG_31_19 , BASE1 , 2000-01-31 , 13:07 , AIR7 , 2000-01-31 , 15:35
LEG_31_20 , AIR7 , 2000-01-31 , 23:00 , BASE1 , 2000-02-01 , 01:13
LEG_31_21 , AIR7 , 2000-01-31 , 12:15 , BASE1 , 2000-01-31 , 14:30
LEG_31_22 , BASE1 , 2000-01-31 , 19:41 , AIR7 , 2000-01-31 , 22:08
LEG_31_23 , BASE3 , 2000-01-31 , 12:00 , BASE1 , 2000-01-31 , 14:03
LEG_31_24 , BASE3 , 2000-01-31 , 03:05 , BASE1 , 2000-01-31 , 04:59
LEG_31_25 , BASE1 , 2000-01-31 , 16:46 , AIR9 , 2000-01-31 , 19:30
LEG_31_26 , AIR9 , 2000-01-31 , 18:29 , BASE1 , 2000-01-31 , 21:27
LEG_31_28 , AIR11 , 2000-01-31 , 18:35 , BASE1 , 2000-01-31 , 20:26
LEG_31_30 , AIR19 , 2000-01-31 , 14:40 , BASE1 , 2000-01-31 , 17:51
LEG_31_31 , BASE1 , 2000-01-31 , 18:57 , AIR11 , 2000-01-31 , 20:57
LEG_31_33 , AIR7 , 2000-01-31 , 19:15 , BASE1 , 2000-01-31 , 21:42
LEG_31_34 , AIR44 , 2000-01-31 , 17:25 , BASE1 , 2000-01-31 , 20:11
LEG_31_36 , BASE1 , 2000-01-31 , 17:31 , AIR46 , 2000-01-31 , 20:11
LEG_31_37 , AIR46 , 2000-01-31 , 15:35 , BASE1 , 2000-01-31 , 18:03
LEG_31_38 , BASE1 , 2000-01-31 , 19:17 , AIR21 , 2000-01-31 , 21:41
LEG_31_39 , BASE1 , 2000-01-31 , 02:56 , AIR46 , 2000-01-31 , 05:29
LEG_31_40 , BASE1 , 2000-01-31 , 00:39 , AIR3 , 2000-01-31 , 03:21
LEG_31_41 , AIR46 , 2000-01-31 , 21:10 , BASE1 , 2000-01-31 , 23:43
LEG_31_42 , AIR18 , 2000-01-31 , 12:30 , BASE3 , 2000-01-31 , 13:57
LEG_31_43 , BASE3 , 2000-01-31 , 14:58 , AIR9 , 2000-01-31 , 17:26
LEG_31_44 , BASE3 , 2000-01-31 , 03:05 , AIR7 , 2000-01-31 , 04:37
LEG_31_45 , AIR9 , 2000-01-31 , 23:00 , BASE3 , 2000-02-01 , 02:10
LEG_31_46 , AIR7 , 2000-01-31 , 16:30 , BASE3 , 2000-01-31 , 17:54
LEG_31_47 , BASE3 , 2000-01-31 , 18:48 , AIR9 , 2000-01-31 , 21:18
LEG_31_48 , AIR14 , 2000-01-31 , 00:32 , BASE1 , 2000-01-31 , 03:31
LEG_31_49 , AIR7 , 2000-01-31 , 00:20 , BASE2 , 2000-01-31 , 02:49
LEG_31_50 , BASE2 , 2000-01-31 , 00:05 , AIR7 , 2000-01-31 , 03:02
LEG_31_51 , AIR8 , 2000-01-31 , 21:50 , BASE2 , 2000-01-31 , 22:54
LEG_31_53 , AIR7 , 2000-01-31 , 22:00 , BASE2 , 2000-02-01 , 00:40
LEG_31_54 , AIR17 , 2000-01-31 , 18:46 , BASE2 , 2000-01-31 , 19:33
LEG_31_56 , AIR7 , 2000-01-31 , 18:30 , BASE2 , 2000-01-31 , 21:04
LEG_31_58 , BASE2 , 2000-01-31 , 11:35 , AIR7 , 2000-01-31 , 14:20
LEG_31_59 , BASE2 , 2000-01-31 , 17:27 , AIR7 , 2000-01-31 , 20:22
LEG_31_60 , AIR3 , 2000-01-31 , 14:20 , BASE2 , 2000-01-31 , 16:23
LEG_31_61 , AIR7 , 2000-01-31 , 15:15 , BASE2 , 2000-01-31 , 17:48
