#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_10_0 , AIR1 , 2000-01-10 , 12:00 , BASE1 , 2000-01-10 , 13:21
LEG_10_1 , BASE1 , 2000-01-10 , 14:13 , AIR2 , 2000-01-10 , 18:00
LEG_10_2 , AIR2 , 2000-01-10 , 22:35 , BASE1 , 2000-01-11 , 02:02
LEG_10_3 , BASE1 , 2000-01-10 , 03:01 , BASE3 , 2000-01-10 , 04:50
LEG_10_4 , BASE1 , 2000-01-10 , 23:38 , AIR3 , 2000-01-11 , 02:21
LEG_10_5 , AIR2 , 2000-01-10 , 19:05 , BASE1 , 2000-01-10 , 22:33
LEG_10_6 , BASE1 , 2000-01-10 , 16:32 , AIR2 , 2000-01-10 , 20:26
LEG_10_7 , AIR3 , 2000-01-10 , 12:15 , BASE1 , 2000-01-10 , 15:20
LEG_10_8 , BASE1 , 2000-01-10 , 01:00 , AIR28 , 2000-01-10 , 02:12
LEG_10_9 , AIR5 , 2000-01-10 , 20:15 , BASE2 , 2000-01-10 , 22:18
LEG_10_10 , BASE2 , 2000-01-10 , 23:09 , AIR4 , 2000-01-11 , 04:19
LEG_10_11 , BASE2 , 2000-01-10 , 21:31 , AIR6 , 2000-01-10 , 22:51
LEG_10_12 , AIR4 , 2000-01-10 , 15:35 , BASE2 , 2000-01-10 , 20:12
LEG_10_13 , BASE1 , 2000-01-10 , 00:12 , AIR1 , 2000-01-10 , 01:47
LEG_10_14 , BASE1 , 2000-01-10 , 12:10 , AIR7 , 2000-01-10 , 14:45
LEG_10_15 , AIR7 , 2000-01-10 , 18:15 , BASE1 , 2000-01-10 , 20:43
LEG_10_16 , BASE1 , 2000-01-10 , 22:20 , AIR7 , 2000-01-11 , 00:50
LEG_10_17 , AIR7 , 2000-01-10 , 21:55 , BASE1 , 2000-01-11 , 00:14
LEG_10_18 , BASE1 , 2000-01-10 , 18:41 , AIR7 , 2000-01-10 , 21:05
LEG_10_19 , AIR7 , 2000-01-10 , 11:10 , BASE1 , 2000-01-10 , 13:30
LEG_10_20 , BASE1 , 2000-01-10 , 14:29 , AIR7 , 2000-01-10 , 16:57
LEG_10_21 , BASE1 , 2000-01-10 , 23:57 , AIR7 , 2000-01-11 , 02:31
LEG_10_22 , AIR8 , 2000-01-10 , 20:50 , BASE2 , 2000-01-10 , 21:52
LEG_10_23 , BASE3 , 2000-01-10 , 11:00 , BASE1 , 2000-01-10 , 13:02
