#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_20_0 , BASE1 , 2000-01-20 , 03:18 , AIR26 , 2000-01-20 , 04:15
LEG_20_1 , BASE1 , 2000-01-20 , 14:13 , AIR2 , 2000-01-20 , 18:00
LEG_20_2 , AIR2 , 2000-01-20 , 22:35 , BASE1 , 2000-01-21 , 02:02
LEG_20_3 , BASE1 , 2000-01-20 , 23:38 , AIR3 , 2000-01-21 , 02:21
LEG_20_4 , AIR2 , 2000-01-20 , 19:05 , BASE1 , 2000-01-20 , 22:33
LEG_20_5 , BASE1 , 2000-01-20 , 16:32 , AIR2 , 2000-01-20 , 20:26
LEG_20_6 , AIR3 , 2000-01-20 , 12:15 , BASE1 , 2000-01-20 , 15:20
LEG_20_7 , AIR4 , 2000-01-20 , 13:35 , BASE1 , 2000-01-20 , 17:14
LEG_20_8 , AIR5 , 2000-01-20 , 20:15 , BASE2 , 2000-01-20 , 22:18
LEG_20_9 , BASE2 , 2000-01-20 , 23:09 , AIR4 , 2000-01-21 , 04:19
LEG_20_10 , BASE2 , 2000-01-20 , 21:31 , AIR6 , 2000-01-20 , 22:51
LEG_20_11 , AIR4 , 2000-01-20 , 15:35 , BASE2 , 2000-01-20 , 20:12
LEG_20_12 , AIR20 , 2000-01-20 , 20:10 , BASE1 , 2000-01-20 , 22:53
LEG_20_13 , BASE2 , 2000-01-20 , 11:00 , AIR43 , 2000-01-20 , 15:54
LEG_20_14 , AIR7 , 2000-01-20 , 18:15 , BASE1 , 2000-01-20 , 20:43
LEG_20_15 , BASE1 , 2000-01-20 , 22:20 , AIR7 , 2000-01-21 , 00:50
LEG_20_16 , AIR7 , 2000-01-20 , 21:55 , BASE1 , 2000-01-21 , 00:14
LEG_20_17 , BASE1 , 2000-01-20 , 18:41 , AIR7 , 2000-01-20 , 21:05
LEG_20_18 , BASE1 , 2000-01-20 , 14:29 , AIR7 , 2000-01-20 , 16:57
LEG_20_19 , BASE1 , 2000-01-20 , 23:57 , AIR7 , 2000-01-21 , 02:31
LEG_20_20 , AIR8 , 2000-01-20 , 20:50 , BASE2 , 2000-01-20 , 21:52
LEG_20_21 , BASE3 , 2000-01-20 , 02:05 , BASE1 , 2000-01-20 , 03:58
LEG_20_22 , AIR28 , 2000-01-20 , 11:20 , BASE3 , 2000-01-20 , 13:03
LEG_20_23 , AIR9 , 2000-01-20 , 19:35 , BASE1 , 2000-01-20 , 22:48
LEG_20_24 , BASE1 , 2000-01-20 , 23:43 , AIR10 , 2000-01-21 , 01:08
LEG_20_25 , BASE1 , 2000-01-20 , 19:38 , AIR11 , 2000-01-20 , 21:33
LEG_20_26 , AIR43 , 2000-01-20 , 17:40 , BASE3 , 2000-01-20 , 21:18
LEG_20_27 , BASE1 , 2000-01-20 , 23:36 , AIR12 , 2000-01-21 , 02:14
LEG_20_28 , AIR13 , 2000-01-20 , 19:10 , BASE1 , 2000-01-20 , 22:14
LEG_20_29 , BASE1 , 2000-01-20 , 14:30 , AIR13 , 2000-01-20 , 17:53
LEG_20_30 , AIR14 , 2000-01-20 , 10:15 , BASE1 , 2000-01-20 , 13:03
LEG_20_31 , AIR15 , 2000-01-20 , 12:50 , BASE1 , 2000-01-20 , 15:31
LEG_20_32 , BASE3 , 2000-01-20 , 13:58 , AIR9 , 2000-01-20 , 16:29
LEG_20_33 , BASE3 , 2000-01-20 , 02:10 , AIR15 , 2000-01-20 , 03:52
LEG_20_34 , AIR9 , 2000-01-20 , 21:55 , BASE3 , 2000-01-21 , 00:55
LEG_20_35 , AIR7 , 2000-01-20 , 15:30 , BASE3 , 2000-01-20 , 16:54
LEG_20_36 , BASE3 , 2000-01-20 , 17:45 , AIR9 , 2000-01-20 , 20:26
LEG_20_37 , AIR9 , 2000-01-20 , 18:29 , BASE3 , 2000-01-20 , 21:28
LEG_20_38 , AIR3 , 2000-01-20 , 10:00 , BASE2 , 2000-01-20 , 12:04
LEG_20_39 , AIR7 , 2000-01-20 , 14:10 , BASE2 , 2000-01-20 , 16:51
LEG_20_40 , BASE2 , 2000-01-20 , 17:38 , AIR3 , 2000-01-20 , 19:23
LEG_20_41 , AIR5 , 2000-01-20 , 10:05 , BASE2 , 2000-01-20 , 12:07
LEG_20_42 , AIR7 , 2000-01-20 , 17:30 , BASE2 , 2000-01-20 , 20:08
LEG_20_43 , BASE2 , 2000-01-20 , 21:13 , AIR3 , 2000-01-20 , 23:06
