#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_13_0 , BASE1 , 2000-01-13 , 03:18 , AIR26 , 2000-01-13 , 04:15
LEG_13_1 , BASE1 , 2000-01-13 , 14:13 , AIR2 , 2000-01-13 , 18:00
LEG_13_2 , AIR2 , 2000-01-13 , 22:35 , BASE1 , 2000-01-14 , 02:02
LEG_13_3 , BASE1 , 2000-01-13 , 23:38 , AIR3 , 2000-01-14 , 02:21
LEG_13_4 , AIR2 , 2000-01-13 , 19:05 , BASE1 , 2000-01-13 , 22:33
LEG_13_5 , BASE1 , 2000-01-13 , 16:32 , AIR2 , 2000-01-13 , 20:26
LEG_13_6 , AIR3 , 2000-01-13 , 12:15 , BASE1 , 2000-01-13 , 15:20
LEG_13_7 , AIR4 , 2000-01-13 , 13:35 , BASE1 , 2000-01-13 , 17:14
LEG_13_8 , AIR5 , 2000-01-13 , 20:15 , BASE2 , 2000-01-13 , 22:18
LEG_13_9 , BASE2 , 2000-01-13 , 23:09 , AIR4 , 2000-01-14 , 04:19
LEG_13_10 , BASE2 , 2000-01-13 , 21:31 , AIR6 , 2000-01-13 , 22:51
LEG_13_11 , AIR4 , 2000-01-13 , 15:35 , BASE2 , 2000-01-13 , 20:12
LEG_13_12 , BASE2 , 2000-01-13 , 10:47 , AIR20 , 2000-01-13 , 12:19
LEG_13_13 , AIR43 , 2000-01-13 , 22:40 , BASE2 , 2000-01-14 , 03:11
LEG_13_14 , AIR7 , 2000-01-13 , 18:15 , BASE1 , 2000-01-13 , 20:43
LEG_13_15 , BASE1 , 2000-01-13 , 22:20 , AIR7 , 2000-01-14 , 00:50
LEG_13_16 , AIR7 , 2000-01-13 , 21:55 , BASE1 , 2000-01-14 , 00:14
LEG_13_17 , BASE1 , 2000-01-13 , 18:41 , AIR7 , 2000-01-13 , 21:05
LEG_13_18 , BASE1 , 2000-01-13 , 14:29 , AIR7 , 2000-01-13 , 16:57
LEG_13_19 , BASE1 , 2000-01-13 , 23:57 , AIR7 , 2000-01-14 , 02:31
LEG_13_20 , AIR8 , 2000-01-13 , 20:50 , BASE2 , 2000-01-13 , 21:52
LEG_13_21 , BASE3 , 2000-01-13 , 02:05 , BASE1 , 2000-01-13 , 03:58
LEG_13_22 , AIR28 , 2000-01-13 , 11:20 , BASE3 , 2000-01-13 , 13:03
LEG_13_23 , BASE2 , 2000-01-13 , 23:08 , AIR19 , 2000-01-14 , 01:07
LEG_13_24 , AIR9 , 2000-01-13 , 19:35 , BASE1 , 2000-01-13 , 22:48
LEG_13_25 , BASE1 , 2000-01-13 , 23:43 , AIR10 , 2000-01-14 , 01:08
LEG_13_26 , AIR9 , 2000-01-13 , 21:05 , BASE1 , 2000-01-14 , 00:19
LEG_13_27 , BASE2 , 2000-01-13 , 17:40 , AIR9 , 2000-01-13 , 19:26
LEG_13_28 , BASE1 , 2000-01-13 , 19:38 , AIR11 , 2000-01-13 , 21:33
LEG_13_29 , BASE1 , 2000-01-13 , 23:36 , AIR12 , 2000-01-14 , 02:14
LEG_13_30 , AIR13 , 2000-01-13 , 19:10 , BASE1 , 2000-01-13 , 22:14
LEG_13_31 , BASE1 , 2000-01-13 , 14:30 , AIR13 , 2000-01-13 , 17:53
LEG_13_32 , AIR14 , 2000-01-13 , 10:15 , BASE1 , 2000-01-13 , 13:03
LEG_13_33 , AIR15 , 2000-01-13 , 12:50 , BASE1 , 2000-01-13 , 15:31
LEG_13_34 , BASE3 , 2000-01-13 , 13:58 , AIR9 , 2000-01-13 , 16:29
LEG_13_35 , BASE3 , 2000-01-13 , 02:10 , AIR15 , 2000-01-13 , 03:52
LEG_13_36 , AIR9 , 2000-01-13 , 21:55 , BASE3 , 2000-01-14 , 00:55
LEG_13_37 , AIR7 , 2000-01-13 , 15:30 , BASE3 , 2000-01-13 , 16:54
LEG_13_38 , BASE3 , 2000-01-13 , 17:45 , AIR9 , 2000-01-13 , 20:26
LEG_13_39 , AIR9 , 2000-01-13 , 18:29 , BASE3 , 2000-01-13 , 21:28
LEG_13_40 , AIR3 , 2000-01-13 , 10:00 , BASE2 , 2000-01-13 , 12:04
LEG_13_41 , AIR7 , 2000-01-13 , 14:10 , BASE2 , 2000-01-13 , 16:51
LEG_13_42 , AIR5 , 2000-01-13 , 10:05 , BASE2 , 2000-01-13 , 12:07
LEG_13_43 , AIR7 , 2000-01-13 , 17:30 , BASE2 , 2000-01-13 , 20:08
LEG_13_44 , BASE2 , 2000-01-13 , 21:13 , AIR3 , 2000-01-13 , 23:06
LEG_13_45 , AIR16 , 2000-01-13 , 13:00 , BASE2 , 2000-01-13 , 14:43
LEG_13_46 , BASE2 , 2000-01-13 , 16:27 , AIR7 , 2000-01-13 , 19:22
LEG_13_47 , AIR7 , 2000-01-13 , 23:20 , BASE2 , 2000-01-14 , 01:55
LEG_13_48 , BASE2 , 2000-01-13 , 00:52 , AIR5 , 2000-01-13 , 02:33
LEG_13_49 , AIR7 , 2000-01-13 , 21:00 , BASE2 , 2000-01-13 , 23:43
LEG_13_50 , BASE2 , 2000-01-13 , 19:43 , AIR7 , 2000-01-13 , 22:29
LEG_13_51 , AIR17 , 2000-01-13 , 17:46 , BASE2 , 2000-01-13 , 18:37
LEG_13_52 , BASE3 , 2000-01-13 , 22:10 , AIR11 , 2000-01-14 , 00:35
LEG_13_53 , AIR18 , 2000-01-13 , 19:45 , BASE3 , 2000-01-13 , 21:17
LEG_13_54 , AIR11 , 2000-01-13 , 22:55 , BASE3 , 2000-01-14 , 01:05
LEG_13_55 , AIR11 , 2000-01-13 , 14:45 , BASE3 , 2000-01-13 , 16:53
LEG_13_56 , BASE3 , 2000-01-13 , 13:55 , AIR11 , 2000-01-13 , 16:18
LEG_13_57 , AIR18 , 2000-01-13 , 15:35 , BASE3 , 2000-01-13 , 17:02
LEG_13_58 , BASE3 , 2000-01-13 , 17:55 , AIR19 , 2000-01-13 , 20:45
LEG_13_59 , AIR19 , 2000-01-13 , 21:40 , BASE3 , 2000-01-14 , 00:53
LEG_13_60 , BASE3 , 2000-01-13 , 02:35 , AIR36 , 2000-01-13 , 03:53
LEG_13_61 , AIR7 , 2000-01-13 , 23:55 , BASE3 , 2000-01-14 , 01:30
LEG_13_62 , BASE3 , 2000-01-13 , 13:45 , AIR20 , 2000-01-13 , 15:42
LEG_13_63 , AIR20 , 2000-01-13 , 10:20 , BASE3 , 2000-01-13 , 12:34
LEG_13_64 , AIR20 , 2000-01-13 , 18:55 , BASE3 , 2000-01-13 , 21:11
LEG_13_65 , BASE3 , 2000-01-13 , 22:00 , AIR20 , 2000-01-14 , 00:02
