#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_05_0 , AIR1 , 2000-01-05 , 19:00 , BASE1 , 2000-01-05 , 20:24
LEG_05_1 , AIR1 , 2000-01-05 , 21:00 , BASE1 , 2000-01-05 , 22:33
LEG_05_2 , AIR26 , 2000-01-05 , 21:40 , BASE1 , 2000-01-05 , 23:00
LEG_05_3 , BASE2 , 2000-01-05 , 12:53 , AIR1 , 2000-01-05 , 14:12
LEG_05_4 , AIR1 , 2000-01-05 , 01:00 , BASE2 , 2000-01-05 , 02:11
LEG_05_5 , BASE2 , 2000-01-05 , 21:21 , AIR27 , 2000-01-05 , 22:04
LEG_05_6 , AIR2 , 2000-01-05 , 11:15 , BASE2 , 2000-01-05 , 13:17
LEG_05_7 , BASE2 , 2000-01-05 , 01:16 , AIR25 , 2000-01-05 , 02:05
LEG_05_8 , BASE1 , 2000-01-05 , 23:57 , AIR4 , 2000-01-06 , 02:31
LEG_05_9 , BASE2 , 2000-01-05 , 21:11 , AIR18 , 2000-01-05 , 22:19
LEG_05_10 , AIR24 , 2000-01-05 , 11:00 , BASE2 , 2000-01-05 , 11:45
LEG_05_11 , BASE2 , 2000-01-05 , 13:08 , AIR6 , 2000-01-05 , 15:26
LEG_05_12 , AIR6 , 2000-01-05 , 16:12 , BASE2 , 2000-01-05 , 18:34
LEG_05_13 , AIR8 , 2000-01-05 , 13:05 , BASE2 , 2000-01-05 , 14:57
LEG_05_14 , BASE1 , 2000-01-05 , 21:46 , AIR15 , 2000-01-05 , 22:47
LEG_05_15 , BASE2 , 2000-01-05 , 16:15 , BASE1 , 2000-01-05 , 18:14
LEG_05_16 , BASE2 , 2000-01-05 , 12:54 , AIR15 , 2000-01-05 , 13:59
LEG_05_17 , BASE3 , 2000-01-05 , 18:08 , BASE2 , 2000-01-05 , 20:02
LEG_05_18 , AIR15 , 2000-01-05 , 15:00 , BASE3 , 2000-01-05 , 16:44
LEG_05_19 , BASE3 , 2000-01-05 , 02:30 , AIR10 , 2000-01-05 , 03:34
LEG_05_20 , AIR7 , 2000-01-05 , 00:10 , BASE3 , 2000-01-05 , 00:56
LEG_05_21 , AIR17 , 2000-01-05 , 13:00 , BASE1 , 2000-01-05 , 15:10
LEG_05_22 , BASE2 , 2000-01-05 , 19:35 , AIR20 , 2000-01-05 , 21:12
LEG_05_23 , AIR20 , 2000-01-05 , 22:15 , BASE2 , 2000-01-05 , 23:53
LEG_05_24 , BASE2 , 2000-01-05 , 23:05 , AIR10 , 2000-01-06 , 00:52
LEG_05_25 , AIR10 , 2000-01-05 , 14:55 , BASE2 , 2000-01-05 , 16:34
LEG_05_26 , BASE1 , 2000-01-05 , 18:11 , AIR28 , 2000-01-05 , 20:15
LEG_05_27 , BASE2 , 2000-01-05 , 14:27 , AIR21 , 2000-01-05 , 15:55
LEG_05_28 , AIR21 , 2000-01-05 , 10:20 , BASE2 , 2000-01-05 , 11:53
LEG_05_29 , BASE2 , 2000-01-05 , 19:00 , AIR1 , 2000-01-05 , 20:17
LEG_05_30 , AIR21 , 2000-01-05 , 16:40 , BASE2 , 2000-01-05 , 18:12
LEG_05_31 , AIR22 , 2000-01-05 , 22:05 , BASE2 , 2000-01-05 , 23:44
LEG_05_32 , BASE2 , 2000-01-05 , 01:01 , AIR21 , 2000-01-05 , 02:29
LEG_05_33 , BASE2 , 2000-01-05 , 13:19 , AIR16 , 2000-01-05 , 15:06
LEG_05_34 , AIR16 , 2000-01-05 , 20:05 , BASE2 , 2000-01-05 , 22:01
LEG_05_35 , AIR16 , 2000-01-05 , 13:10 , BASE2 , 2000-01-05 , 15:05
LEG_05_36 , BASE2 , 2000-01-05 , 17:37 , AIR16 , 2000-01-05 , 19:17
LEG_05_37 , AIR16 , 2000-01-05 , 16:00 , BASE2 , 2000-01-05 , 17:55
LEG_05_38 , BASE2 , 2000-01-05 , 16:22 , AIR29 , 2000-01-05 , 19:00
LEG_05_39 , AIR29 , 2000-01-05 , 21:00 , BASE2 , 2000-01-05 , 23:34
LEG_05_40 , BASE2 , 2000-01-05 , 23:07 , AIR29 , 2000-01-06 , 01:43
LEG_05_41 , AIR28 , 2000-01-05 , 21:00 , BASE2 , 2000-01-05 , 22:10
LEG_05_42 , AIR27 , 2000-01-05 , 23:05 , BASE2 , 2000-01-05 , 23:47
LEG_05_43 , BASE1 , 2000-01-05 , 19:22 , AIR26 , 2000-01-05 , 20:48
LEG_05_44 , AIR23 , 2000-01-05 , 10:10 , BASE2 , 2000-01-05 , 11:55
LEG_05_45 , BASE2 , 2000-01-05 , 14:20 , AIR23 , 2000-01-05 , 15:47
LEG_05_46 , BASE2 , 2000-01-05 , 00:50 , AIR23 , 2000-01-05 , 02:18
LEG_05_47 , AIR23 , 2000-01-05 , 16:30 , BASE2 , 2000-01-05 , 18:18
LEG_05_48 , BASE2 , 2000-01-05 , 17:48 , AIR23 , 2000-01-05 , 19:19
LEG_05_49 , AIR23 , 2000-01-05 , 20:05 , BASE2 , 2000-01-05 , 21:50
LEG_05_50 , BASE2 , 2000-01-05 , 19:27 , AIR22 , 2000-01-05 , 21:08
LEG_05_51 , AIR25 , 2000-01-05 , 11:00 , BASE2 , 2000-01-05 , 11:44
LEG_05_52 , BASE2 , 2000-01-05 , 01:20 , AIR24 , 2000-01-05 , 02:02
