#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_26_0 , AIR1 , 2000-01-26 , 19:00 , BASE1 , 2000-01-26 , 20:24
LEG_26_1 , AIR1 , 2000-01-26 , 21:00 , BASE1 , 2000-01-26 , 22:33
LEG_26_2 , AIR26 , 2000-01-26 , 21:40 , BASE1 , 2000-01-26 , 23:00
LEG_26_3 , BASE2 , 2000-01-26 , 12:53 , AIR1 , 2000-01-26 , 14:12
LEG_26_4 , AIR1 , 2000-01-26 , 01:00 , BASE2 , 2000-01-26 , 02:11
LEG_26_5 , AIR2 , 2000-01-26 , 11:15 , BASE2 , 2000-01-26 , 13:17
LEG_26_6 , BASE2 , 2000-01-26 , 01:16 , AIR25 , 2000-01-26 , 02:05
LEG_26_7 , AIR24 , 2000-01-26 , 11:00 , BASE2 , 2000-01-26 , 11:45
LEG_26_8 , BASE2 , 2000-01-26 , 13:08 , AIR6 , 2000-01-26 , 15:26
LEG_26_9 , AIR6 , 2000-01-26 , 16:12 , BASE2 , 2000-01-26 , 18:34
LEG_26_10 , AIR8 , 2000-01-26 , 13:05 , BASE2 , 2000-01-26 , 14:57
LEG_26_11 , BASE1 , 2000-01-26 , 23:43 , AIR14 , 2000-01-27 , 01:08
LEG_26_12 , BASE1 , 2000-01-26 , 21:46 , AIR15 , 2000-01-26 , 22:47
LEG_26_13 , BASE2 , 2000-01-26 , 16:15 , BASE1 , 2000-01-26 , 18:14
LEG_26_14 , BASE2 , 2000-01-26 , 12:54 , AIR15 , 2000-01-26 , 13:59
LEG_26_15 , BASE3 , 2000-01-26 , 18:08 , BASE2 , 2000-01-26 , 20:02
LEG_26_16 , AIR15 , 2000-01-26 , 15:00 , BASE3 , 2000-01-26 , 16:44
LEG_26_17 , BASE3 , 2000-01-26 , 02:30 , AIR10 , 2000-01-26 , 03:34
LEG_26_18 , AIR7 , 2000-01-26 , 00:10 , BASE3 , 2000-01-26 , 00:56
LEG_26_19 , AIR17 , 2000-01-26 , 13:00 , BASE1 , 2000-01-26 , 15:10
LEG_26_20 , BASE2 , 2000-01-26 , 19:35 , AIR20 , 2000-01-26 , 21:12
LEG_26_21 , AIR20 , 2000-01-26 , 22:15 , BASE2 , 2000-01-26 , 23:53
LEG_26_22 , AIR10 , 2000-01-26 , 14:55 , BASE2 , 2000-01-26 , 16:34
LEG_26_23 , BASE1 , 2000-01-26 , 18:11 , AIR28 , 2000-01-26 , 20:15
LEG_26_24 , BASE2 , 2000-01-26 , 14:27 , AIR21 , 2000-01-26 , 15:55
LEG_26_25 , AIR21 , 2000-01-26 , 10:20 , BASE2 , 2000-01-26 , 11:53
LEG_26_26 , BASE2 , 2000-01-26 , 19:00 , AIR1 , 2000-01-26 , 20:17
LEG_26_27 , AIR21 , 2000-01-26 , 16:40 , BASE2 , 2000-01-26 , 18:12
LEG_26_28 , AIR22 , 2000-01-26 , 22:05 , BASE2 , 2000-01-26 , 23:44
LEG_26_29 , BASE2 , 2000-01-26 , 01:01 , AIR21 , 2000-01-26 , 02:29
LEG_26_30 , BASE2 , 2000-01-26 , 13:19 , AIR16 , 2000-01-26 , 15:06
LEG_26_31 , AIR16 , 2000-01-26 , 20:05 , BASE2 , 2000-01-26 , 22:01
LEG_26_32 , AIR16 , 2000-01-26 , 13:10 , BASE2 , 2000-01-26 , 15:05
LEG_26_33 , BASE2 , 2000-01-26 , 17:37 , AIR16 , 2000-01-26 , 19:17
LEG_26_34 , AIR16 , 2000-01-26 , 16:00 , BASE2 , 2000-01-26 , 17:55
LEG_26_35 , BASE2 , 2000-01-26 , 16:22 , AIR29 , 2000-01-26 , 19:00
LEG_26_36 , AIR29 , 2000-01-26 , 21:00 , BASE2 , 2000-01-26 , 23:34
LEG_26_37 , BASE2 , 2000-01-26 , 23:07 , AIR29 , 2000-01-27 , 01:43
LEG_26_38 , AIR28 , 2000-01-26 , 21:00 , BASE2 , 2000-01-26 , 22:10
LEG_26_39 , BASE1 , 2000-01-26 , 19:22 , AIR26 , 2000-01-26 , 20:48
LEG_26_40 , AIR23 , 2000-01-26 , 10:10 , BASE2 , 2000-01-26 , 11:55
LEG_26_41 , BASE2 , 2000-01-26 , 14:20 , AIR23 , 2000-01-26 , 15:47
LEG_26_42 , BASE2 , 2000-01-26 , 00:50 , AIR23 , 2000-01-26 , 02:18
LEG_26_43 , AIR23 , 2000-01-26 , 16:30 , BASE2 , 2000-01-26 , 18:18
LEG_26_44 , BASE2 , 2000-01-26 , 17:48 , AIR23 , 2000-01-26 , 19:19
LEG_26_45 , AIR23 , 2000-01-26 , 20:05 , BASE2 , 2000-01-26 , 21:50
LEG_26_46 , BASE2 , 2000-01-26 , 19:27 , AIR22 , 2000-01-26 , 21:08
LEG_26_47 , BASE2 , 2000-01-26 , 20:58 , AIR23 , 2000-01-26 , 22:31
LEG_26_48 , AIR25 , 2000-01-26 , 11:00 , BASE2 , 2000-01-26 , 11:44
LEG_26_49 , BASE2 , 2000-01-26 , 21:03 , AIR33 , 2000-01-26 , 22:54
LEG_26_50 , BASE2 , 2000-01-26 , 01:20 , AIR24 , 2000-01-26 , 02:02
