#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_17_0 , BASE1 , 2000-01-17 , 18:00 , AIR1 , 2000-01-17 , 19:15
LEG_17_1 , AIR1 , 2000-01-17 , 01:00 , BASE2 , 2000-01-17 , 02:11
LEG_17_2 , AIR2 , 2000-01-17 , 11:15 , BASE2 , 2000-01-17 , 13:17
LEG_17_3 , BASE2 , 2000-01-17 , 23:01 , AIR2 , 2000-01-18 , 00:52
LEG_17_4 , BASE2 , 2000-01-17 , 19:12 , AIR3 , 2000-01-17 , 21:11
LEG_17_5 , BASE2 , 2000-01-17 , 01:16 , AIR25 , 2000-01-17 , 02:05
LEG_17_6 , AIR3 , 2000-01-17 , 22:00 , BASE2 , 2000-01-18 , 00:22
LEG_17_7 , BASE1 , 2000-01-17 , 16:17 , AIR4 , 2000-01-17 , 18:47
LEG_17_8 , AIR24 , 2000-01-17 , 11:00 , BASE2 , 2000-01-17 , 11:45
LEG_17_9 , BASE2 , 2000-01-17 , 13:08 , AIR6 , 2000-01-17 , 15:26
LEG_17_10 , AIR6 , 2000-01-17 , 16:12 , BASE2 , 2000-01-17 , 18:34
LEG_17_11 , AIR4 , 2000-01-17 , 19:35 , BASE3 , 2000-01-17 , 21:10
LEG_17_12 , BASE3 , 2000-01-17 , 22:20 , AIR1 , 2000-01-18 , 00:05
LEG_17_13 , BASE3 , 2000-01-17 , 22:25 , AIR7 , 2000-01-17 , 23:13
LEG_17_14 , AIR1 , 2000-01-17 , 19:55 , BASE3 , 2000-01-17 , 21:35
LEG_17_15 , BASE2 , 2000-01-17 , 22:56 , AIR8 , 2000-01-18 , 00:59
LEG_17_16 , BASE1 , 2000-01-17 , 16:25 , AIR9 , 2000-01-17 , 17:14
LEG_17_17 , AIR10 , 2000-01-17 , 13:45 , BASE1 , 2000-01-17 , 15:23
LEG_17_18 , AIR11 , 2000-01-17 , 12:20 , BASE2 , 2000-01-17 , 13:16
LEG_17_19 , BASE2 , 2000-01-17 , 14:17 , AIR12 , 2000-01-17 , 15:58
LEG_17_20 , AIR12 , 2000-01-17 , 16:45 , BASE2 , 2000-01-17 , 18:28
LEG_17_21 , BASE2 , 2000-01-17 , 14:10 , BASE1 , 2000-01-17 , 16:02
LEG_17_22 , BASE2 , 2000-01-17 , 16:21 , BASE1 , 2000-01-17 , 18:20
LEG_17_23 , BASE1 , 2000-01-17 , 19:31 , AIR13 , 2000-01-17 , 20:23
LEG_17_24 , AIR14 , 2000-01-17 , 21:35 , BASE1 , 2000-01-17 , 22:59
LEG_17_25 , AIR9 , 2000-01-17 , 17:55 , BASE1 , 2000-01-17 , 18:42
LEG_17_26 , BASE1 , 2000-01-17 , 19:27 , AIR14 , 2000-01-17 , 20:53
LEG_17_27 , AIR8 , 2000-01-17 , 10:00 , BASE2 , 2000-01-17 , 11:52
LEG_17_28 , BASE2 , 2000-01-17 , 12:54 , AIR15 , 2000-01-17 , 13:59
LEG_17_29 , BASE1 , 2000-01-17 , 23:50 , BASE2 , 2000-01-18 , 01:49
LEG_17_30 , AIR13 , 2000-01-17 , 21:25 , BASE1 , 2000-01-17 , 22:26
LEG_17_31 , BASE3 , 2000-01-17 , 18:08 , BASE2 , 2000-01-17 , 20:02
LEG_17_32 , BASE2 , 2000-01-17 , 21:25 , AIR16 , 2000-01-17 , 23:14
LEG_17_33 , AIR15 , 2000-01-17 , 15:00 , BASE3 , 2000-01-17 , 16:44
LEG_17_34 , BASE3 , 2000-01-17 , 02:30 , AIR10 , 2000-01-17 , 03:34
LEG_17_35 , AIR7 , 2000-01-17 , 00:10 , BASE3 , 2000-01-17 , 00:56
LEG_17_36 , BASE1 , 2000-01-17 , 23:48 , AIR17 , 2000-01-18 , 01:52
LEG_17_37 , AIR17 , 2000-01-17 , 13:00 , BASE1 , 2000-01-17 , 15:10
LEG_17_38 , BASE2 , 2000-01-17 , 10:36 , AIR19 , 2000-01-17 , 11:29
LEG_17_39 , AIR19 , 2000-01-17 , 12:10 , BASE2 , 2000-01-17 , 13:18
LEG_17_40 , BASE2 , 2000-01-17 , 19:35 , AIR20 , 2000-01-17 , 21:12
LEG_17_41 , AIR20 , 2000-01-17 , 22:15 , BASE2 , 2000-01-17 , 23:53
LEG_17_42 , BASE2 , 2000-01-17 , 21:20 , AIR19 , 2000-01-17 , 22:25
LEG_17_43 , AIR21 , 2000-01-17 , 10:20 , BASE2 , 2000-01-17 , 11:53
LEG_17_44 , BASE2 , 2000-01-17 , 12:52 , AIR22 , 2000-01-17 , 14:25
LEG_17_45 , AIR22 , 2000-01-17 , 22:05 , BASE2 , 2000-01-17 , 23:44
LEG_17_46 , BASE2 , 2000-01-17 , 01:01 , AIR21 , 2000-01-17 , 02:29
LEG_17_47 , AIR16 , 2000-01-17 , 20:05 , BASE2 , 2000-01-17 , 22:01
LEG_17_48 , AIR16 , 2000-01-17 , 13:10 , BASE2 , 2000-01-17 , 15:05
LEG_17_49 , AIR22 , 2000-01-17 , 15:10 , BASE2 , 2000-01-17 , 16:47
LEG_17_50 , BASE2 , 2000-01-17 , 17:37 , AIR16 , 2000-01-17 , 19:17
LEG_17_51 , AIR23 , 2000-01-17 , 10:10 , BASE2 , 2000-01-17 , 11:55
LEG_17_52 , BASE2 , 2000-01-17 , 12:56 , AIR24 , 2000-01-17 , 13:43
LEG_17_53 , BASE2 , 2000-01-17 , 14:20 , AIR23 , 2000-01-17 , 15:47
LEG_17_54 , BASE2 , 2000-01-17 , 00:50 , AIR23 , 2000-01-17 , 02:18
LEG_17_55 , AIR23 , 2000-01-17 , 16:30 , BASE2 , 2000-01-17 , 18:18
LEG_17_56 , BASE2 , 2000-01-17 , 17:48 , AIR23 , 2000-01-17 , 19:19
LEG_17_57 , AIR23 , 2000-01-17 , 20:05 , BASE2 , 2000-01-17 , 21:50
LEG_17_58 , BASE2 , 2000-01-17 , 10:44 , AIR11 , 2000-01-17 , 11:39
LEG_17_59 , BASE2 , 2000-01-17 , 19:27 , AIR22 , 2000-01-17 , 21:08
LEG_17_60 , AIR24 , 2000-01-17 , 14:30 , BASE2 , 2000-01-17 , 15:12
LEG_17_61 , AIR25 , 2000-01-17 , 11:00 , BASE2 , 2000-01-17 , 11:44
LEG_17_62 , AIR19 , 2000-01-17 , 23:15 , BASE2 , 2000-01-18 , 00:20
LEG_17_63 , BASE2 , 2000-01-17 , 01:20 , AIR24 , 2000-01-17 , 02:02
