#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_14_0 , BASE1 , 2000-01-14 , 18:00 , AIR1 , 2000-01-14 , 19:15
LEG_14_1 , AIR1 , 2000-01-14 , 01:00 , BASE2 , 2000-01-14 , 02:11
LEG_14_2 , AIR2 , 2000-01-14 , 11:15 , BASE2 , 2000-01-14 , 13:17
LEG_14_3 , BASE2 , 2000-01-14 , 23:01 , AIR2 , 2000-01-15 , 00:52
LEG_14_4 , BASE2 , 2000-01-14 , 19:12 , AIR3 , 2000-01-14 , 21:11
LEG_14_5 , BASE2 , 2000-01-14 , 01:16 , AIR25 , 2000-01-14 , 02:05
LEG_14_6 , AIR3 , 2000-01-14 , 22:00 , BASE2 , 2000-01-15 , 00:22
LEG_14_7 , BASE1 , 2000-01-14 , 16:17 , AIR4 , 2000-01-14 , 18:47
LEG_14_8 , AIR24 , 2000-01-14 , 11:00 , BASE2 , 2000-01-14 , 11:45
LEG_14_9 , BASE2 , 2000-01-14 , 13:08 , AIR6 , 2000-01-14 , 15:26
LEG_14_10 , AIR6 , 2000-01-14 , 16:12 , BASE2 , 2000-01-14 , 18:34
LEG_14_11 , AIR4 , 2000-01-14 , 19:35 , BASE3 , 2000-01-14 , 21:10
LEG_14_12 , BASE3 , 2000-01-14 , 22:20 , AIR1 , 2000-01-15 , 00:05
LEG_14_13 , BASE3 , 2000-01-14 , 22:25 , AIR7 , 2000-01-14 , 23:13
LEG_14_14 , AIR1 , 2000-01-14 , 19:55 , BASE3 , 2000-01-14 , 21:35
LEG_14_15 , BASE2 , 2000-01-14 , 22:56 , AIR8 , 2000-01-15 , 00:59
LEG_14_16 , BASE1 , 2000-01-14 , 16:25 , AIR9 , 2000-01-14 , 17:14
LEG_14_17 , AIR10 , 2000-01-14 , 13:45 , BASE1 , 2000-01-14 , 15:23
LEG_14_18 , AIR11 , 2000-01-14 , 12:20 , BASE2 , 2000-01-14 , 13:16
LEG_14_19 , BASE2 , 2000-01-14 , 14:17 , AIR12 , 2000-01-14 , 15:58
LEG_14_20 , AIR12 , 2000-01-14 , 16:45 , BASE2 , 2000-01-14 , 18:28
LEG_14_21 , BASE2 , 2000-01-14 , 14:10 , BASE1 , 2000-01-14 , 16:02
LEG_14_22 , BASE2 , 2000-01-14 , 16:21 , BASE1 , 2000-01-14 , 18:20
LEG_14_23 , BASE1 , 2000-01-14 , 19:31 , AIR13 , 2000-01-14 , 20:23
LEG_14_24 , AIR14 , 2000-01-14 , 21:35 , BASE1 , 2000-01-14 , 22:59
LEG_14_25 , AIR9 , 2000-01-14 , 17:55 , BASE1 , 2000-01-14 , 18:42
LEG_14_26 , BASE1 , 2000-01-14 , 19:27 , AIR14 , 2000-01-14 , 20:53
LEG_14_27 , AIR8 , 2000-01-14 , 10:00 , BASE2 , 2000-01-14 , 11:52
LEG_14_28 , BASE2 , 2000-01-14 , 12:54 , AIR15 , 2000-01-14 , 13:59
LEG_14_29 , BASE1 , 2000-01-14 , 23:50 , BASE2 , 2000-01-15 , 01:49
LEG_14_30 , AIR13 , 2000-01-14 , 21:25 , BASE1 , 2000-01-14 , 22:26
LEG_14_31 , BASE3 , 2000-01-14 , 18:08 , BASE2 , 2000-01-14 , 20:02
LEG_14_32 , BASE2 , 2000-01-14 , 21:25 , AIR16 , 2000-01-14 , 23:14
