#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_10_0 , BASE1 , 2000-01-10 , 18:00 , AIR1 , 2000-01-10 , 19:15
LEG_10_1 , AIR1 , 2000-01-10 , 01:00 , BASE2 , 2000-01-10 , 02:11
LEG_10_2 , AIR2 , 2000-01-10 , 11:15 , BASE2 , 2000-01-10 , 13:17
LEG_10_3 , BASE2 , 2000-01-10 , 23:01 , AIR2 , 2000-01-11 , 00:52
LEG_10_4 , BASE2 , 2000-01-10 , 19:12 , AIR3 , 2000-01-10 , 21:11
LEG_10_5 , BASE2 , 2000-01-10 , 01:16 , AIR25 , 2000-01-10 , 02:05
LEG_10_6 , AIR3 , 2000-01-10 , 22:00 , BASE2 , 2000-01-11 , 00:22
LEG_10_7 , BASE1 , 2000-01-10 , 16:17 , AIR4 , 2000-01-10 , 18:47
LEG_10_8 , AIR24 , 2000-01-10 , 11:00 , BASE2 , 2000-01-10 , 11:45
LEG_10_9 , BASE2 , 2000-01-10 , 13:08 , AIR6 , 2000-01-10 , 15:26
LEG_10_10 , AIR6 , 2000-01-10 , 16:12 , BASE2 , 2000-01-10 , 18:34
LEG_10_11 , AIR4 , 2000-01-10 , 19:35 , BASE3 , 2000-01-10 , 21:10
LEG_10_12 , BASE3 , 2000-01-10 , 22:20 , AIR1 , 2000-01-11 , 00:05
LEG_10_13 , BASE3 , 2000-01-10 , 22:25 , AIR7 , 2000-01-10 , 23:13
LEG_10_14 , AIR1 , 2000-01-10 , 19:55 , BASE3 , 2000-01-10 , 21:35
LEG_10_15 , BASE2 , 2000-01-10 , 22:56 , AIR8 , 2000-01-11 , 00:59
LEG_10_16 , BASE1 , 2000-01-10 , 16:25 , AIR9 , 2000-01-10 , 17:14
LEG_10_17 , AIR10 , 2000-01-10 , 13:45 , BASE1 , 2000-01-10 , 15:23
LEG_10_18 , AIR11 , 2000-01-10 , 12:20 , BASE2 , 2000-01-10 , 13:16
LEG_10_19 , BASE2 , 2000-01-10 , 14:17 , AIR12 , 2000-01-10 , 15:58
LEG_10_20 , AIR12 , 2000-01-10 , 16:45 , BASE2 , 2000-01-10 , 18:28
LEG_10_21 , BASE2 , 2000-01-10 , 14:10 , BASE1 , 2000-01-10 , 16:02
LEG_10_22 , BASE2 , 2000-01-10 , 16:21 , BASE1 , 2000-01-10 , 18:20
LEG_10_23 , BASE1 , 2000-01-10 , 19:31 , AIR13 , 2000-01-10 , 20:23
LEG_10_24 , AIR14 , 2000-01-10 , 21:35 , BASE1 , 2000-01-10 , 22:59
LEG_10_25 , AIR9 , 2000-01-10 , 17:55 , BASE1 , 2000-01-10 , 18:42
LEG_10_26 , BASE1 , 2000-01-10 , 19:27 , AIR14 , 2000-01-10 , 20:53
LEG_10_27 , AIR8 , 2000-01-10 , 10:00 , BASE2 , 2000-01-10 , 11:52
LEG_10_28 , BASE2 , 2000-01-10 , 12:54 , AIR15 , 2000-01-10 , 13:59
LEG_10_29 , BASE1 , 2000-01-10 , 23:50 , BASE2 , 2000-01-11 , 01:49
LEG_10_30 , AIR13 , 2000-01-10 , 21:25 , BASE1 , 2000-01-10 , 22:26
LEG_10_31 , BASE3 , 2000-01-10 , 18:08 , BASE2 , 2000-01-10 , 20:02
LEG_10_32 , BASE2 , 2000-01-10 , 21:25 , AIR16 , 2000-01-10 , 23:14
LEG_10_33 , AIR15 , 2000-01-10 , 15:00 , BASE3 , 2000-01-10 , 16:44
LEG_10_34 , BASE3 , 2000-01-10 , 02:30 , AIR10 , 2000-01-10 , 03:34
LEG_10_35 , AIR7 , 2000-01-10 , 00:10 , BASE3 , 2000-01-10 , 00:56
LEG_10_36 , BASE1 , 2000-01-10 , 23:48 , AIR17 , 2000-01-11 , 01:52
LEG_10_37 , AIR17 , 2000-01-10 , 13:00 , BASE1 , 2000-01-10 , 15:10
LEG_10_38 , BASE2 , 2000-01-10 , 10:36 , AIR19 , 2000-01-10 , 11:29
LEG_10_39 , AIR19 , 2000-01-10 , 12:10 , BASE2 , 2000-01-10 , 13:18
LEG_10_40 , BASE2 , 2000-01-10 , 19:35 , AIR20 , 2000-01-10 , 21:12
LEG_10_41 , AIR20 , 2000-01-10 , 22:15 , BASE2 , 2000-01-10 , 23:53
LEG_10_42 , BASE2 , 2000-01-10 , 21:20 , AIR19 , 2000-01-10 , 22:25
LEG_10_43 , AIR21 , 2000-01-10 , 10:20 , BASE2 , 2000-01-10 , 11:53
LEG_10_44 , BASE2 , 2000-01-10 , 12:52 , AIR22 , 2000-01-10 , 14:25
LEG_10_45 , AIR22 , 2000-01-10 , 22:05 , BASE2 , 2000-01-10 , 23:44
LEG_10_46 , BASE2 , 2000-01-10 , 01:01 , AIR21 , 2000-01-10 , 02:29
LEG_10_47 , AIR16 , 2000-01-10 , 20:05 , BASE2 , 2000-01-10 , 22:01
LEG_10_48 , AIR16 , 2000-01-10 , 13:10 , BASE2 , 2000-01-10 , 15:05
LEG_10_49 , AIR22 , 2000-01-10 , 15:10 , BASE2 , 2000-01-10 , 16:47
LEG_10_50 , BASE2 , 2000-01-10 , 17:37 , AIR16 , 2000-01-10 , 19:17
LEG_10_51 , AIR23 , 2000-01-10 , 10:10 , BASE2 , 2000-01-10 , 11:55
