#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_02_0 , BASE1 , 2000-01-02 , 18:00 , AIR1 , 2000-01-02 , 19:15
LEG_02_1 , AIR1 , 2000-01-02 , 01:00 , BASE2 , 2000-01-02 , 02:11
LEG_02_2 , AIR2 , 2000-01-02 , 11:15 , BASE2 , 2000-01-02 , 13:17
LEG_02_3 , BASE2 , 2000-01-02 , 23:01 , AIR2 , 2000-01-03 , 00:52
LEG_02_4 , BASE2 , 2000-01-02 , 19:12 , AIR3 , 2000-01-02 , 21:11
LEG_02_5 , BASE2 , 2000-01-02 , 01:16 , AIR25 , 2000-01-02 , 02:05
LEG_02_6 , AIR3 , 2000-01-02 , 22:00 , BASE2 , 2000-01-03 , 00:22
LEG_02_7 , BASE1 , 2000-01-02 , 16:17 , AIR4 , 2000-01-02 , 18:47
LEG_02_8 , AIR24 , 2000-01-02 , 11:00 , BASE2 , 2000-01-02 , 11:45
LEG_02_9 , BASE2 , 2000-01-02 , 13:08 , AIR6 , 2000-01-02 , 15:26
LEG_02_10 , AIR6 , 2000-01-02 , 16:12 , BASE2 , 2000-01-02 , 18:34
LEG_02_11 , AIR4 , 2000-01-02 , 19:35 , BASE3 , 2000-01-02 , 21:10
LEG_02_12 , BASE3 , 2000-01-02 , 22:20 , AIR1 , 2000-01-03 , 00:05
LEG_02_13 , BASE3 , 2000-01-02 , 22:25 , AIR7 , 2000-01-02 , 23:13
LEG_02_14 , AIR1 , 2000-01-02 , 19:55 , BASE3 , 2000-01-02 , 21:35
LEG_02_15 , BASE2 , 2000-01-02 , 22:56 , AIR8 , 2000-01-03 , 00:59
LEG_02_16 , BASE1 , 2000-01-02 , 16:25 , AIR9 , 2000-01-02 , 17:14
LEG_02_17 , AIR10 , 2000-01-02 , 13:45 , BASE1 , 2000-01-02 , 15:23
LEG_02_18 , AIR11 , 2000-01-02 , 12:20 , BASE2 , 2000-01-02 , 13:16
LEG_02_19 , BASE2 , 2000-01-02 , 14:17 , AIR12 , 2000-01-02 , 15:58
LEG_02_20 , AIR12 , 2000-01-02 , 16:45 , BASE2 , 2000-01-02 , 18:28
LEG_02_21 , BASE2 , 2000-01-02 , 14:10 , BASE1 , 2000-01-02 , 16:02
LEG_02_22 , BASE2 , 2000-01-02 , 16:21 , BASE1 , 2000-01-02 , 18:20
LEG_02_23 , BASE1 , 2000-01-02 , 19:31 , AIR13 , 2000-01-02 , 20:23
LEG_02_24 , AIR14 , 2000-01-02 , 21:35 , BASE1 , 2000-01-02 , 22:59
LEG_02_25 , AIR9 , 2000-01-02 , 17:55 , BASE1 , 2000-01-02 , 18:42
LEG_02_26 , BASE1 , 2000-01-02 , 19:27 , AIR14 , 2000-01-02 , 20:53
LEG_02_27 , BASE2 , 2000-01-02 , 12:54 , AIR15 , 2000-01-02 , 13:59
LEG_02_28 , BASE1 , 2000-01-02 , 23:50 , BASE2 , 2000-01-03 , 01:49
LEG_02_29 , AIR13 , 2000-01-02 , 21:25 , BASE1 , 2000-01-02 , 22:26
LEG_02_30 , BASE3 , 2000-01-02 , 18:08 , BASE2 , 2000-01-02 , 20:02
LEG_02_31 , BASE2 , 2000-01-02 , 21:25 , AIR16 , 2000-01-02 , 23:14
LEG_02_32 , AIR15 , 2000-01-02 , 15:00 , BASE3 , 2000-01-02 , 16:44
LEG_02_33 , BASE3 , 2000-01-02 , 02:30 , AIR10 , 2000-01-02 , 03:34
LEG_02_34 , AIR7 , 2000-01-02 , 00:10 , BASE3 , 2000-01-02 , 00:56
LEG_02_35 , BASE1 , 2000-01-02 , 23:48 , AIR17 , 2000-01-03 , 01:52
LEG_02_36 , AIR17 , 2000-01-02 , 13:00 , BASE1 , 2000-01-02 , 15:10
LEG_02_37 , BASE2 , 2000-01-02 , 10:36 , AIR19 , 2000-01-02 , 11:29
LEG_02_38 , AIR19 , 2000-01-02 , 12:10 , BASE2 , 2000-01-02 , 13:18
LEG_02_39 , BASE2 , 2000-01-02 , 19:35 , AIR20 , 2000-01-02 , 21:12
LEG_02_40 , AIR20 , 2000-01-02 , 22:15 , BASE2 , 2000-01-02 , 23:53
LEG_02_41 , BASE2 , 2000-01-02 , 21:20 , AIR19 , 2000-01-02 , 22:25
LEG_02_42 , AIR21 , 2000-01-02 , 10:20 , BASE2 , 2000-01-02 , 11:53
LEG_02_43 , BASE2 , 2000-01-02 , 12:52 , AIR22 , 2000-01-02 , 14:25
LEG_02_44 , AIR22 , 2000-01-02 , 22:05 , BASE2 , 2000-01-02 , 23:44
LEG_02_45 , BASE2 , 2000-01-02 , 01:01 , AIR21 , 2000-01-02 , 02:29
LEG_02_46 , AIR16 , 2000-01-02 , 20:05 , BASE2 , 2000-01-02 , 22:01
LEG_02_47 , AIR16 , 2000-01-02 , 13:10 , BASE2 , 2000-01-02 , 15:05
