#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_18_0 , BASE1 , 2000-01-18 , 18:00 , AIR1 , 2000-01-18 , 19:15
LEG_18_1 , AIR1 , 2000-01-18 , 01:00 , BASE2 , 2000-01-18 , 02:11
LEG_18_2 , AIR2 , 2000-01-18 , 11:15 , BASE2 , 2000-01-18 , 13:17
LEG_18_3 , BASE2 , 2000-01-18 , 23:01 , AIR2 , 2000-01-19 , 00:52
LEG_18_4 , BASE2 , 2000-01-18 , 19:12 , AIR3 , 2000-01-18 , 21:11
LEG_18_5 , BASE2 , 2000-01-18 , 01:16 , AIR25 , 2000-01-18 , 02:05
LEG_18_6 , AIR3 , 2000-01-18 , 22:00 , BASE2 , 2000-01-19 , 00:22
LEG_18_7 , BASE1 , 2000-01-18 , 16:17 , AIR4 , 2000-01-18 , 18:47
LEG_18_8 , AIR24 , 2000-01-18 , 11:00 , BASE2 , 2000-01-18 , 11:45
LEG_18_9 , BASE2 , 2000-01-18 , 13:08 , AIR6 , 2000-01-18 , 15:26
LEG_18_10 , AIR6 , 2000-01-18 , 16:12 , BASE2 , 2000-01-18 , 18:34
LEG_18_11 , AIR4 , 2000-01-18 , 19:35 , BASE3 , 2000-01-18 , 21:10
LEG_18_12 , BASE3 , 2000-01-18 , 22:20 , AIR1 , 2000-01-19 , 00:05
LEG_18_13 , BASE3 , 2000-01-18 , 22:25 , AIR7 , 2000-01-18 , 23:13
LEG_18_14 , AIR1 , 2000-01-18 , 19:55 , BASE3 , 2000-01-18 , 21:35
LEG_18_15 , BASE2 , 2000-01-18 , 22:56 , AIR8 , 2000-01-19 , 00:59
LEG_18_16 , BASE1 , 2000-01-18 , 16:25 , AIR9 , 2000-01-18 , 17:14
LEG_18_17 , AIR10 , 2000-01-18 , 13:45 , BASE1 , 2000-01-18 , 15:23
LEG_18_18 , AIR11 , 2000-01-18 , 12:20 , BASE2 , 2000-01-18 , 13:16
LEG_18_19 , BASE2 , 2000-01-18 , 14:17 , AIR12 , 2000-01-18 , 15:58
LEG_18_20 , AIR12 , 2000-01-18 , 16:45 , BASE2 , 2000-01-18 , 18:28
LEG_18_21 , BASE2 , 2000-01-18 , 14:10 , BASE1 , 2000-01-18 , 16:02
LEG_18_22 , BASE2 , 2000-01-18 , 16:21 , BASE1 , 2000-01-18 , 18:20
LEG_18_23 , BASE1 , 2000-01-18 , 19:31 , AIR13 , 2000-01-18 , 20:23
LEG_18_24 , AIR14 , 2000-01-18 , 21:35 , BASE1 , 2000-01-18 , 22:59
LEG_18_25 , AIR9 , 2000-01-18 , 17:55 , BASE1 , 2000-01-18 , 18:42
LEG_18_26 , BASE1 , 2000-01-18 , 19:27 , AIR14 , 2000-01-18 , 20:53
LEG_18_27 , AIR8 , 2000-01-18 , 10:00 , BASE2 , 2000-01-18 , 11:52
LEG_18_28 , BASE2 , 2000-01-18 , 12:54 , AIR15 , 2000-01-18 , 13:59
LEG_18_29 , BASE1 , 2000-01-18 , 23:50 , BASE2 , 2000-01-19 , 01:49
LEG_18_30 , AIR13 , 2000-01-18 , 21:25 , BASE1 , 2000-01-18 , 22:26
LEG_18_31 , BASE3 , 2000-01-18 , 18:08 , BASE2 , 2000-01-18 , 20:02
LEG_18_32 , BASE2 , 2000-01-18 , 21:25 , AIR16 , 2000-01-18 , 23:14
LEG_18_33 , AIR15 , 2000-01-18 , 15:00 , BASE3 , 2000-01-18 , 16:44
LEG_18_34 , BASE3 , 2000-01-18 , 02:30 , AIR10 , 2000-01-18 , 03:34
LEG_18_35 , AIR7 , 2000-01-18 , 00:10 , BASE3 , 2000-01-18 , 00:56
LEG_18_36 , BASE1 , 2000-01-18 , 23:48 , AIR17 , 2000-01-19 , 01:52
LEG_18_37 , AIR17 , 2000-01-18 , 13:00 , BASE1 , 2000-01-18 , 15:10
LEG_18_38 , BASE2 , 2000-01-18 , 10:36 , AIR19 , 2000-01-18 , 11:29
LEG_18_39 , AIR19 , 2000-01-18 , 12:10 , BASE2 , 2000-01-18 , 13:18
