#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_04_0 , BASE1 , 2000-01-04 , 18:00 , AIR1 , 2000-01-04 , 19:15
LEG_04_1 , AIR1 , 2000-01-04 , 01:00 , BASE2 , 2000-01-04 , 02:11
LEG_04_2 , AIR2 , 2000-01-04 , 11:15 , BASE2 , 2000-01-04 , 13:17
LEG_04_3 , BASE2 , 2000-01-04 , 23:01 , AIR2 , 2000-01-05 , 00:52
LEG_04_4 , BASE2 , 2000-01-04 , 19:12 , AIR3 , 2000-01-04 , 21:11
LEG_04_5 , BASE2 , 2000-01-04 , 01:16 , AIR25 , 2000-01-04 , 02:05
LEG_04_6 , AIR3 , 2000-01-04 , 22:00 , BASE2 , 2000-01-05 , 00:22
LEG_04_7 , BASE1 , 2000-01-04 , 16:17 , AIR4 , 2000-01-04 , 18:47
LEG_04_8 , AIR24 , 2000-01-04 , 11:00 , BASE2 , 2000-01-04 , 11:45
LEG_04_9 , BASE2 , 2000-01-04 , 13:08 , AIR6 , 2000-01-04 , 15:26
LEG_04_10 , AIR6 , 2000-01-04 , 16:12 , BASE2 , 2000-01-04 , 18:34
LEG_04_11 , AIR4 , 2000-01-04 , 19:35 , BASE3 , 2000-01-04 , 21:10
LEG_04_12 , BASE3 , 2000-01-04 , 22:20 , AIR1 , 2000-01-05 , 00:05
LEG_04_13 , BASE3 , 2000-01-04 , 22:25 , AIR7 , 2000-01-04 , 23:13
LEG_04_14 , AIR1 , 2000-01-04 , 19:55 , BASE3 , 2000-01-04 , 21:35
LEG_04_15 , BASE2 , 2000-01-04 , 22:56 , AIR8 , 2000-01-05 , 00:59
LEG_04_16 , BASE1 , 2000-01-04 , 16:25 , AIR9 , 2000-01-04 , 17:14
LEG_04_17 , AIR10 , 2000-01-04 , 13:45 , BASE1 , 2000-01-04 , 15:23
LEG_04_18 , AIR11 , 2000-01-04 , 12:20 , BASE2 , 2000-01-04 , 13:16
LEG_04_19 , BASE2 , 2000-01-04 , 14:17 , AIR12 , 2000-01-04 , 15:58
LEG_04_20 , AIR12 , 2000-01-04 , 16:45 , BASE2 , 2000-01-04 , 18:28
LEG_04_21 , BASE2 , 2000-01-04 , 14:10 , BASE1 , 2000-01-04 , 16:02
LEG_04_22 , BASE2 , 2000-01-04 , 16:21 , BASE1 , 2000-01-04 , 18:20
LEG_04_23 , BASE1 , 2000-01-04 , 19:31 , AIR13 , 2000-01-04 , 20:23
LEG_04_24 , AIR14 , 2000-01-04 , 21:35 , BASE1 , 2000-01-04 , 22:59
LEG_04_25 , AIR9 , 2000-01-04 , 17:55 , BASE1 , 2000-01-04 , 18:42
LEG_04_26 , BASE1 , 2000-01-04 , 19:27 , AIR14 , 2000-01-04 , 20:53
LEG_04_27 , AIR8 , 2000-01-04 , 10:00 , BASE2 , 2000-01-04 , 11:52
LEG_04_28 , BASE2 , 2000-01-04 , 12:54 , AIR15 , 2000-01-04 , 13:59
LEG_04_29 , BASE1 , 2000-01-04 , 23:50 , BASE2 , 2000-01-05 , 01:49
LEG_04_30 , AIR13 , 2000-01-04 , 21:25 , BASE1 , 2000-01-04 , 22:26
LEG_04_31 , BASE3 , 2000-01-04 , 18:08 , BASE2 , 2000-01-04 , 20:02
LEG_04_32 , BASE2 , 2000-01-04 , 21:25 , AIR16 , 2000-01-04 , 23:14
LEG_04_33 , AIR15 , 2000-01-04 , 15:00 , BASE3 , 2000-01-04 , 16:44
LEG_04_34 , BASE3 , 2000-01-04 , 02:30 , AIR10 , 2000-01-04 , 03:34
LEG_04_35 , AIR7 , 2000-01-04 , 00:10 , BASE3 , 2000-01-04 , 00:56
LEG_04_36 , BASE1 , 2000-01-04 , 23:48 , AIR17 , 2000-01-05 , 01:52
LEG_04_37 , AIR17 , 2000-01-04 , 13:00 , BASE1 , 2000-01-04 , 15:10
LEG_04_38 , BASE2 , 2000-01-04 , 10:36 , AIR19 , 2000-01-04 , 11:29
