#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_19_0 , AIR1 , 2000-01-19 , 19:00 , BASE1 , 2000-01-19 , 20:24
LEG_19_1 , AIR1 , 2000-01-19 , 21:00 , BASE1 , 2000-01-19 , 22:33
LEG_19_2 , AIR26 , 2000-01-19 , 21:40 , BASE1 , 2000-01-19 , 23:00
LEG_19_3 , BASE2 , 2000-01-19 , 12:53 , AIR1 , 2000-01-19 , 14:12
LEG_19_4 , AIR1 , 2000-01-19 , 01:00 , BASE2 , 2000-01-19 , 02:11
LEG_19_5 , BASE2 , 2000-01-19 , 21:21 , AIR27 , 2000-01-19 , 22:04
LEG_19_6 , AIR2 , 2000-01-19 , 11:15 , BASE2 , 2000-01-19 , 13:17
LEG_19_7 , BASE2 , 2000-01-19 , 01:16 , AIR25 , 2000-01-19 , 02:05
LEG_19_8 , BASE1 , 2000-01-19 , 23:57 , AIR4 , 2000-01-20 , 02:31
LEG_19_9 , AIR17 , 2000-01-19 , 20:35 , BASE2 , 2000-01-19 , 21:49
LEG_19_10 , BASE2 , 2000-01-19 , 21:11 , AIR18 , 2000-01-19 , 22:19
LEG_19_11 , AIR24 , 2000-01-19 , 11:00 , BASE2 , 2000-01-19 , 11:45
LEG_19_12 , BASE2 , 2000-01-19 , 13:08 , AIR6 , 2000-01-19 , 15:26
LEG_19_13 , AIR6 , 2000-01-19 , 16:12 , BASE2 , 2000-01-19 , 18:34
LEG_19_14 , AIR8 , 2000-01-19 , 13:05 , BASE2 , 2000-01-19 , 14:57
LEG_19_15 , BASE1 , 2000-01-19 , 21:46 , AIR15 , 2000-01-19 , 22:47
LEG_19_16 , BASE2 , 2000-01-19 , 16:15 , BASE1 , 2000-01-19 , 18:14
LEG_19_17 , BASE2 , 2000-01-19 , 12:54 , AIR15 , 2000-01-19 , 13:59
LEG_19_18 , BASE3 , 2000-01-19 , 18:08 , BASE2 , 2000-01-19 , 20:02
LEG_19_19 , AIR15 , 2000-01-19 , 15:00 , BASE3 , 2000-01-19 , 16:44
LEG_19_20 , BASE3 , 2000-01-19 , 02:30 , AIR10 , 2000-01-19 , 03:34
LEG_19_21 , AIR7 , 2000-01-19 , 00:10 , BASE3 , 2000-01-19 , 00:56
LEG_19_22 , BASE2 , 2000-01-19 , 13:12 , AIR32 , 2000-01-19 , 14:25
LEG_19_23 , BASE2 , 2000-01-19 , 17:56 , AIR17 , 2000-01-19 , 19:10
LEG_19_24 , AIR32 , 2000-01-19 , 15:40 , BASE2 , 2000-01-19 , 16:54
LEG_19_25 , AIR17 , 2000-01-19 , 13:00 , BASE1 , 2000-01-19 , 15:10
LEG_19_26 , BASE2 , 2000-01-19 , 23:05 , AIR10 , 2000-01-20 , 00:52
LEG_19_27 , AIR10 , 2000-01-19 , 14:55 , BASE2 , 2000-01-19 , 16:34
LEG_19_28 , BASE1 , 2000-01-19 , 18:11 , AIR28 , 2000-01-19 , 20:15
LEG_19_29 , AIR21 , 2000-01-19 , 10:20 , BASE2 , 2000-01-19 , 11:53
LEG_19_30 , BASE2 , 2000-01-19 , 19:00 , AIR1 , 2000-01-19 , 20:17
LEG_19_31 , AIR22 , 2000-01-19 , 22:05 , BASE2 , 2000-01-19 , 23:44
LEG_19_32 , BASE2 , 2000-01-19 , 01:01 , AIR21 , 2000-01-19 , 02:29
LEG_19_33 , BASE2 , 2000-01-19 , 13:19 , AIR16 , 2000-01-19 , 15:06
LEG_19_34 , AIR16 , 2000-01-19 , 20:05 , BASE2 , 2000-01-19 , 22:01
LEG_19_35 , AIR16 , 2000-01-19 , 13:10 , BASE2 , 2000-01-19 , 15:05
LEG_19_36 , BASE2 , 2000-01-19 , 17:37 , AIR16 , 2000-01-19 , 19:17
LEG_19_37 , AIR16 , 2000-01-19 , 16:00 , BASE2 , 2000-01-19 , 17:55
LEG_19_38 , BASE2 , 2000-01-19 , 16:22 , AIR29 , 2000-01-19 , 19:00
LEG_19_39 , AIR29 , 2000-01-19 , 21:00 , BASE2 , 2000-01-19 , 23:34
LEG_19_40 , BASE2 , 2000-01-19 , 23:07 , AIR29 , 2000-01-20 , 01:43
LEG_19_41 , AIR28 , 2000-01-19 , 21:00 , BASE2 , 2000-01-19 , 22:10
LEG_19_42 , AIR27 , 2000-01-19 , 23:05 , BASE2 , 2000-01-19 , 23:47
LEG_19_43 , BASE1 , 2000-01-19 , 19:22 , AIR26 , 2000-01-19 , 20:48
LEG_19_44 , AIR23 , 2000-01-19 , 10:10 , BASE2 , 2000-01-19 , 11:55
LEG_19_45 , BASE2 , 2000-01-19 , 14:20 , AIR23 , 2000-01-19 , 15:47
LEG_19_46 , BASE2 , 2000-01-19 , 00:50 , AIR23 , 2000-01-19 , 02:18
LEG_19_47 , AIR23 , 2000-01-19 , 16:30 , BASE2 , 2000-01-19 , 18:18
LEG_19_48 , BASE2 , 2000-01-19 , 17:48 , AIR23 , 2000-01-19 , 19:19
LEG_19_49 , AIR23 , 2000-01-19 , 20:05 , BASE2 , 2000-01-19 , 21:50
LEG_19_50 , BASE2 , 2000-01-19 , 19:27 , AIR22 , 2000-01-19 , 21:08
LEG_19_51 , AIR25 , 2000-01-19 , 11:00 , BASE2 , 2000-01-19 , 11:44
LEG_19_52 , BASE2 , 2000-01-19 , 01:20 , AIR24 , 2000-01-19 , 02:02
