#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_12_0 , AIR1 , 2000-01-12 , 19:00 , BASE1 , 2000-01-12 , 20:24
LEG_12_1 , AIR1 , 2000-01-12 , 21:00 , BASE1 , 2000-01-12 , 22:33
LEG_12_2 , AIR26 , 2000-01-12 , 21:40 , BASE1 , 2000-01-12 , 23:00
LEG_12_3 , BASE2 , 2000-01-12 , 12:53 , AIR1 , 2000-01-12 , 14:12
LEG_12_4 , AIR1 , 2000-01-12 , 01:00 , BASE2 , 2000-01-12 , 02:11
LEG_12_5 , BASE2 , 2000-01-12 , 19:24 , AIR31 , 2000-01-12 , 20:15
LEG_12_6 , BASE2 , 2000-01-12 , 21:21 , AIR27 , 2000-01-12 , 22:04
LEG_12_7 , AIR2 , 2000-01-12 , 11:15 , BASE2 , 2000-01-12 , 13:17
LEG_12_8 , BASE2 , 2000-01-12 , 01:16 , AIR25 , 2000-01-12 , 02:05
LEG_12_9 , BASE1 , 2000-01-12 , 23:57 , AIR4 , 2000-01-13 , 02:31
LEG_12_10 , BASE2 , 2000-01-12 , 21:11 , AIR18 , 2000-01-12 , 22:19
LEG_12_11 , AIR24 , 2000-01-12 , 11:00 , BASE2 , 2000-01-12 , 11:45
LEG_12_12 , BASE2 , 2000-01-12 , 13:08 , AIR6 , 2000-01-12 , 15:26
LEG_12_13 , AIR6 , 2000-01-12 , 16:12 , BASE2 , 2000-01-12 , 18:34
LEG_12_14 , AIR8 , 2000-01-12 , 13:05 , BASE2 , 2000-01-12 , 14:57
LEG_12_15 , BASE1 , 2000-01-12 , 21:46 , AIR15 , 2000-01-12 , 22:47
LEG_12_16 , BASE2 , 2000-01-12 , 16:15 , BASE1 , 2000-01-12 , 18:14
LEG_12_17 , BASE2 , 2000-01-12 , 12:54 , AIR15 , 2000-01-12 , 13:59
LEG_12_18 , BASE3 , 2000-01-12 , 18:08 , BASE2 , 2000-01-12 , 20:02
LEG_12_19 , AIR15 , 2000-01-12 , 15:00 , BASE3 , 2000-01-12 , 16:44
LEG_12_20 , BASE3 , 2000-01-12 , 02:30 , AIR10 , 2000-01-12 , 03:34
LEG_12_21 , AIR7 , 2000-01-12 , 00:10 , BASE3 , 2000-01-12 , 00:56
LEG_12_22 , BASE2 , 2000-01-12 , 15:57 , AIR11 , 2000-01-12 , 16:55
LEG_12_23 , AIR17 , 2000-01-12 , 13:00 , BASE1 , 2000-01-12 , 15:10
LEG_12_24 , BASE2 , 2000-01-12 , 19:35 , AIR20 , 2000-01-12 , 21:12
LEG_12_25 , BASE2 , 2000-01-12 , 10:51 , AIR20 , 2000-01-12 , 12:27
LEG_12_26 , AIR20 , 2000-01-12 , 22:15 , BASE2 , 2000-01-12 , 23:53
LEG_12_27 , BASE2 , 2000-01-12 , 23:05 , AIR10 , 2000-01-13 , 00:52
LEG_12_28 , AIR10 , 2000-01-12 , 14:55 , BASE2 , 2000-01-12 , 16:34
LEG_12_29 , AIR31 , 2000-01-12 , 21:00 , BASE2 , 2000-01-12 , 21:51
LEG_12_30 , AIR11 , 2000-01-12 , 17:35 , BASE2 , 2000-01-12 , 18:32
LEG_12_31 , AIR20 , 2000-01-12 , 13:25 , BASE2 , 2000-01-12 , 15:00
LEG_12_32 , BASE1 , 2000-01-12 , 18:11 , AIR28 , 2000-01-12 , 20:15
LEG_12_33 , AIR21 , 2000-01-12 , 10:20 , BASE2 , 2000-01-12 , 11:53
LEG_12_34 , BASE2 , 2000-01-12 , 19:00 , AIR1 , 2000-01-12 , 20:17
LEG_12_35 , BASE2 , 2000-01-12 , 01:01 , AIR21 , 2000-01-12 , 02:29
LEG_12_36 , BASE2 , 2000-01-12 , 13:19 , AIR16 , 2000-01-12 , 15:06
LEG_12_37 , AIR16 , 2000-01-12 , 20:05 , BASE2 , 2000-01-12 , 22:01
LEG_12_38 , AIR16 , 2000-01-12 , 13:10 , BASE2 , 2000-01-12 , 15:05
LEG_12_39 , BASE2 , 2000-01-12 , 17:37 , AIR16 , 2000-01-12 , 19:17
LEG_12_40 , AIR16 , 2000-01-12 , 16:00 , BASE2 , 2000-01-12 , 17:55
LEG_12_41 , BASE2 , 2000-01-12 , 16:22 , AIR29 , 2000-01-12 , 19:00
LEG_12_42 , AIR29 , 2000-01-12 , 21:00 , BASE2 , 2000-01-12 , 23:34
LEG_12_43 , BASE2 , 2000-01-12 , 23:07 , AIR29 , 2000-01-13 , 01:43
LEG_12_44 , AIR28 , 2000-01-12 , 21:00 , BASE2 , 2000-01-12 , 22:10
LEG_12_45 , AIR27 , 2000-01-12 , 23:05 , BASE2 , 2000-01-12 , 23:47
LEG_12_46 , BASE1 , 2000-01-12 , 19:22 , AIR26 , 2000-01-12 , 20:48
LEG_12_47 , AIR23 , 2000-01-12 , 10:10 , BASE2 , 2000-01-12 , 11:55
LEG_12_48 , BASE2 , 2000-01-12 , 14:20 , AIR23 , 2000-01-12 , 15:47
LEG_12_49 , BASE2 , 2000-01-12 , 00:50 , AIR23 , 2000-01-12 , 02:18
LEG_12_50 , AIR23 , 2000-01-12 , 16:30 , BASE2 , 2000-01-12 , 18:18
LEG_12_51 , BASE2 , 2000-01-12 , 17:48 , AIR23 , 2000-01-12 , 19:19
LEG_12_52 , AIR23 , 2000-01-12 , 20:05 , BASE2 , 2000-01-12 , 21:50
LEG_12_53 , AIR25 , 2000-01-12 , 11:00 , BASE2 , 2000-01-12 , 11:44
LEG_12_54 , BASE2 , 2000-01-12 , 01:20 , AIR24 , 2000-01-12 , 02:02
