#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_27_0 , BASE1 , 2000-01-27 , 19:00 , AIR1 , 2000-01-27 , 20:16
LEG_27_1 , AIR34 , 2000-01-27 , 12:00 , BASE2 , 2000-01-27 , 13:01
LEG_27_2 , BASE2 , 2000-01-27 , 00:57 , AIR34 , 2000-01-27 , 02:00
LEG_27_3 , BASE2 , 2000-01-27 , 20:20 , AIR2 , 2000-01-27 , 22:10
LEG_27_4 , AIR2 , 2000-01-27 , 23:05 , BASE2 , 2000-01-28 , 01:09
LEG_27_5 , BASE1 , 2000-01-27 , 23:11 , AIR3 , 2000-01-28 , 01:55
LEG_27_6 , BASE2 , 2000-01-27 , 15:12 , BASE1 , 2000-01-27 , 17:07
LEG_27_7 , BASE2 , 2000-01-27 , 18:40 , BASE1 , 2000-01-27 , 20:29
LEG_27_8 , BASE2 , 2000-01-27 , 17:29 , BASE1 , 2000-01-27 , 19:26
LEG_27_9 , AIR29 , 2000-01-27 , 12:25 , BASE3 , 2000-01-27 , 13:40
LEG_27_10 , AIR27 , 2000-01-27 , 12:00 , BASE2 , 2000-01-27 , 12:47
LEG_27_11 , BASE3 , 2000-01-27 , 23:20 , AIR22 , 2000-01-28 , 00:15
LEG_27_12 , AIR1 , 2000-01-27 , 20:56 , BASE3 , 2000-01-27 , 22:35
LEG_27_13 , AIR32 , 2000-01-27 , 22:10 , BASE2 , 2000-01-27 , 23:16
LEG_27_14 , BASE2 , 2000-01-27 , 17:10 , AIR22 , 2000-01-27 , 18:49
LEG_27_15 , BASE2 , 2000-01-27 , 22:15 , AIR35 , 2000-01-27 , 23:58
LEG_27_16 , AIR10 , 2000-01-27 , 19:35 , BASE2 , 2000-01-27 , 21:14
LEG_27_17 , BASE2 , 2000-01-27 , 01:22 , AIR27 , 2000-01-27 , 02:05
LEG_27_18 , BASE3 , 2000-01-27 , 14:50 , AIR36 , 2000-01-27 , 16:15
LEG_27_19 , BASE1 , 2000-01-27 , 21:08 , AIR22 , 2000-01-27 , 23:14
LEG_27_20 , BASE1 , 2000-01-27 , 16:35 , AIR22 , 2000-01-27 , 18:44
LEG_27_21 , AIR14 , 2000-01-27 , 14:15 , BASE1 , 2000-01-27 , 15:49
LEG_27_22 , AIR22 , 2000-01-27 , 19:25 , BASE1 , 2000-01-27 , 21:30
LEG_27_23 , BASE2 , 2000-01-27 , 17:20 , AIR1 , 2000-01-27 , 18:36
LEG_27_24 , BASE1 , 2000-01-27 , 00:20 , AIR30 , 2000-01-27 , 01:30
LEG_27_25 , AIR37 , 2000-01-27 , 16:25 , BASE2 , 2000-01-27 , 17:38
LEG_27_26 , BASE1 , 2000-01-27 , 21:40 , AIR8 , 2000-01-28 , 00:14
LEG_27_27 , BASE2 , 2000-01-27 , 14:19 , AIR16 , 2000-01-27 , 16:00
LEG_27_28 , BASE2 , 2000-01-27 , 20:18 , AIR32 , 2000-01-27 , 21:26
LEG_27_29 , AIR16 , 2000-01-27 , 17:00 , BASE2 , 2000-01-27 , 18:59
LEG_27_30 , BASE2 , 2000-01-27 , 15:26 , AIR17 , 2000-01-27 , 16:32
LEG_27_31 , AIR17 , 2000-01-27 , 17:40 , BASE2 , 2000-01-27 , 18:55
LEG_27_32 , AIR10 , 2000-01-27 , 23:00 , BASE2 , 2000-01-28 , 00:36
LEG_27_33 , AIR23 , 2000-01-27 , 17:35 , BASE2 , 2000-01-27 , 19:22
LEG_27_34 , BASE2 , 2000-01-27 , 20:28 , AIR10 , 2000-01-27 , 22:10
LEG_27_35 , BASE2 , 2000-01-27 , 21:58 , AIR23 , 2000-01-27 , 23:30
LEG_27_36 , AIR1 , 2000-01-27 , 19:45 , BASE2 , 2000-01-27 , 21:02
LEG_27_37 , AIR23 , 2000-01-27 , 13:55 , BASE2 , 2000-01-27 , 15:41
LEG_27_38 , BASE2 , 2000-01-27 , 17:07 , AIR10 , 2000-01-27 , 18:50
LEG_27_39 , BASE2 , 2000-01-27 , 15:25 , AIR23 , 2000-01-27 , 16:52
LEG_27_40 , AIR36 , 2000-01-27 , 17:00 , BASE1 , 2000-01-27 , 18:21
LEG_27_41 , BASE1 , 2000-01-27 , 19:40 , AIR36 , 2000-01-27 , 21:11
LEG_27_42 , AIR36 , 2000-01-27 , 22:00 , BASE1 , 2000-01-27 , 23:26
LEG_27_43 , AIR15 , 2000-01-27 , 12:00 , BASE2 , 2000-01-27 , 13:14
LEG_27_44 , AIR30 , 2000-01-27 , 13:10 , BASE2 , 2000-01-27 , 14:25
LEG_27_45 , BASE2 , 2000-01-27 , 14:16 , AIR37 , 2000-01-27 , 15:28
LEG_27_46 , BASE2 , 2000-01-27 , 14:07 , AIR27 , 2000-01-27 , 14:46
LEG_27_47 , AIR27 , 2000-01-27 , 15:32 , BASE2 , 2000-01-27 , 16:15
LEG_27_48 , AIR33 , 2000-01-27 , 14:00 , BASE2 , 2000-01-27 , 16:06
LEG_27_49 , BASE2 , 2000-01-27 , 22:13 , AIR33 , 2000-01-27 , 23:59
LEG_27_50 , AIR22 , 2000-01-27 , 19:40 , BASE2 , 2000-01-27 , 21:16
